序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920022,N世昌,40.5,271.56,29.6,145340.0,641047063.85,87.43,49.44,39.91,48.22,10.9,,87.48,40.29,5.86,2347623000.0,672907500.0,-0.07,-0.49,271.56,271.56
2,300993,玉马科技,20.26,20.02,3.38,374561.0,713426880.58,21.09,20.26,16.7,16.8,16.88,2.71,15.56,42.13,4.19,6242738112.0,4878489986.0,0.0,0.0,38.01,81.05
3,301043,绿岛风,46.25,20.01,7.71,54549.0,238164831.75,18.53,46.25,39.11,39.11,38.54,2.78,9.61,36.87,3.84,3145000000.0,2624583438.0,0.0,0.0,52.29,66.67
4,688662,富信科技,57.8,19.99,9.63,96710.0,542800500.0,17.19,57.8,49.52,50.5,48.17,2.62,10.96,125.33,7.38,5100272000.0,5100272000.0,0.0,0.0,61.63,70.15
5,301379,天山电子,29.54,19.98,4.92,360499.0,998474514.16,20.06,29.54,24.6,24.6,24.62,5.54,28.46,38.95,4.25,5836301694.0,3741609955.0,0.0,0.0,12.23,107.74
6,688195,腾景科技,132.14,14.94,17.18,151830.0,1936842438.0,18.45,137.79,116.58,119.8,114.96,1.0,11.74,233.57,18.21,17092309000.0,17092309000.0,0.14,0.03,201.69,229.44
7,301421,波长光电,108.3,14.6,13.8,248323.0,2609319272.62,23.41,113.4,91.28,92.98,94.5,2.65,53.62,440.2,10.57,12532259400.0,5015208926.0,0.01,0.28,48.17,102.17
8,301391,卡莱特,71.84,14.29,8.98,61236.0,419860478.9,15.53,72.05,62.29,62.29,62.86,2.08,12.42,422.21,3.3,6825864022.0,3542911297.0,0.0,0.55,67.38,94.74
9,300582,英飞特,18.65,14.14,2.31,352731.0,630351746.42,15.79,18.78,16.2,16.37,16.34,2.51,15.92,-65.73,3.91,5567705501.0,4131718445.0,0.0,-0.27,46.5,32.83
10,300859,西域旅游,56.99,12.61,6.38,294315.0,1602900239.86,18.4,58.88,49.57,50.5,50.61,1.64,18.99,393.42,12.23,8833450000.0,8833450000.0,-0.02,0.3,41.59,63.39
11,300109,新开源,19.24,12.32,2.11,413410.0,761826921.43,15.47,19.5,16.85,17.1,17.13,4.01,9.19,33.65,2.47,9351602096.0,8654597002.0,0.1,0.16,18.99,22.55
12,301308,江波龙,127.95,12.25,13.96,269657.0,3410369532.38,16.13,135.4,117.01,117.01,113.99,1.12,9.83,1815.95,7.96,53629636913.0,35109211049.0,-0.03,0.43,50.62,48.78
13,301630,同宇新材,212.4,12.14,23.0,29507.0,596441187.48,13.68,215.46,189.55,189.55,189.4,2.22,29.51,64.13,5.2,8496000000.0,2124000000.0,-0.05,0.04,152.86,152.86
14,836957,汉维科技,17.98,11.82,1.9,88995.0,165322818.49,30.66,20.78,15.85,16.0,16.08,4.85,20.84,-1207.02,4.98,1929277985.0,767831117.0,-0.06,1.58,14.45,83.84
15,300591,万里马,10.95,11.62,1.14,955483.0,1009495350.8,16.11,11.3,9.72,9.72,9.81,2.92,27.26,-61.91,15.8,4442127858.0,3837370856.0,0.0,-0.18,-2.49,166.42
16,835174,五新隧装,62.79,11.57,6.51,107320.0,669591778.31,18.69,66.6,56.08,56.3,56.28,4.09,12.34,55.5,6.92,5651647403.0,5462777658.0,-0.1,-0.17,51.45,117.34
17,301626,苏州天脉,137.79,11.55,14.27,57434.0,783334340.63,8.5,140.5,130.0,130.23,123.52,2.32,22.07,84.38,10.45,15939547200.0,3586398120.0,-0.02,-0.09,37.15,48.19
18,300922,天秦装备,27.68,10.9,2.72,245019.0,660503135.77,13.14,28.06,24.78,25.02,24.96,4.12,19.65,134.16,4.8,4389559725.0,3450799666.0,-0.04,0.11,7.96,95.34
19,838971,天马新材,42.0,10.53,4.0,146287.0,604877131.74,18.42,44.8,37.8,38.09,38.0,4.24,17.34,1027.14,10.11,4413696084.0,3542817684.0,-0.78,-1.06,2.89,67.46
20,002154,报 喜 鸟,4.68,10.12,0.43,3231321.0,1448451315.25,13.41,4.68,4.11,4.29,4.25,2.0,27.39,17.31,1.52,6829681852.0,5521335665.0,0.0,2.63,24.14,7.34
21,600159,大龙地产,3.38,10.1,0.31,1528154.0,503250156.0,10.42,3.38,3.06,3.12,3.07,3.33,18.41,-130.4,1.63,2805410924.0,2805410924.0,0.0,0.0,23.81,40.83
22,002453,华软科技,6.66,10.08,0.61,620993.0,404176554.72,10.58,6.66,6.02,6.05,6.05,2.0,10.13,-29.54,5.69,5410365059.0,4081002486.0,0.0,0.0,11.93,31.88
23,603421,鼎信通讯,7.43,10.07,0.68,113269.0,84159023.0,0.0,7.43,7.43,7.43,6.75,1.36,1.74,-11.05,1.66,4845775497.0,4845775497.0,0.0,0.0,12.07,4.21
24,002303,美盈森,4.7,10.07,0.43,767254.0,354542951.85,8.67,4.7,4.33,4.33,4.27,2.49,7.93,20.43,1.62,7197221320.0,4544603933.0,0.0,0.0,32.77,36.23
25,603956,威派格,7.34,10.04,0.67,1001292.0,714922434.0,11.09,7.34,6.6,6.61,6.67,7.42,17.57,-26.12,2.12,4183112139.0,4183112139.0,0.0,0.0,6.84,38.49
26,002739,万达电影,12.82,10.04,1.17,1400973.0,1740491283.04,11.33,12.82,11.5,11.71,11.65,2.06,6.72,25.26,3.61,27073003037.0,26735528190.0,0.0,0.0,13.45,5.6
27,001330,博纳影业,6.25,10.04,0.57,669895.0,403655278.4,10.74,6.25,5.64,5.66,5.68,1.53,6.29,-4.07,2.03,8590743650.0,6659293619.0,0.0,0.0,24.75,1.96
28,600996,贵广网络,8.99,10.04,0.82,677860.0,601416739.0,7.34,8.99,8.39,8.39,8.17,3.15,5.44,-9.97,4.32,11208730687.0,11208730687.0,0.0,0.0,9.1,5.15
29,600509,天富能源,8.67,10.03,0.79,967970.0,832122187.0,7.36,8.67,8.09,8.09,7.88,0.66,7.04,19.61,1.55,11916025519.0,11916025519.0,0.0,0.0,36.75,35.05
30,300833,浩洋股份,47.16,10.03,4.3,56486.0,265772198.88,15.17,49.4,42.9,42.9,42.86,1.76,6.95,38.36,2.52,5965291980.0,3832007965.0,0.11,0.02,42.82,10.06
31,002059,云南旅游,7.35,10.03,0.67,178580.0,131256410.25,0.0,7.35,7.35,7.35,6.68,0.25,1.82,-38.39,5.62,7441395876.0,7225388526.0,0.0,0.0,40.27,36.36
32,000978,桂林旅游,7.68,10.03,0.7,627915.0,456430486.1,13.61,7.68,6.73,6.98,6.98,3.07,13.41,224.49,3.33,3595238400.0,3595152000.0,0.0,0.0,25.29,27.15
33,002468,申通快递,18.76,10.03,1.71,405694.0,760670653.51,1.17,18.76,18.56,18.56,17.05,1.48,2.77,31.68,2.88,28717848634.0,27524671362.0,0.0,0.0,75.82,86.48
34,600706,曲江文旅,13.06,10.03,1.19,685927.0,867930131.0,8.09,13.06,12.1,12.1,11.87,3.01,27.0,-119.99,5.16,3331080792.0,3317634216.0,0.0,0.0,28.67,36.04
35,600330,天通股份,12.73,10.03,1.16,2044362.0,2573137016.0,10.98,12.73,11.46,11.5,11.57,1.23,16.57,149.23,1.96,15701620116.0,15701620116.0,0.0,0.0,79.04,79.8
36,600718,东软集团,11.3,10.03,1.03,239003.0,270073616.0,0.0,11.3,11.3,11.3,10.27,0.95,2.01,119.41,1.43,13438000138.0,13438000138.0,0.0,0.0,17.59,6.4
37,002584,西陇科学,9.22,10.02,0.84,616309.0,558941304.02,8.0,9.22,8.55,8.55,8.38,3.89,13.16,-35.82,2.43,5395695411.0,4318892579.0,0.0,0.0,-2.85,28.23
38,000014,沙河股份,18.45,10.02,1.68,250022.0,434069011.8,11.63,18.45,16.5,16.88,16.77,1.31,10.33,-117.77,2.78,4465752833.0,4465752833.0,0.0,0.0,57.02,67.88
39,002549,凯美特气,20.76,10.02,1.89,1374145.0,2752223224.81,14.1,20.76,18.1,18.1,18.87,1.44,19.85,129.24,7.05,14435422425.0,14373383760.0,0.0,0.0,121.79,238.66
40,603036,如通股份,22.61,10.02,2.06,133655.0,281896861.0,12.02,22.61,20.14,20.63,20.55,1.26,6.49,40.37,3.48,4657796225.0,4657796225.0,0.0,0.0,34.82,35.23
41,603810,丰山集团,16.03,10.02,1.46,58961.0,94078023.0,4.12,16.03,15.43,15.74,14.57,2.83,3.57,43.69,1.74,2648893316.0,2648893316.0,0.0,0.0,-0.74,77.32
42,603618,杭电股份,10.11,10.01,0.92,579461.0,582432157.0,2.83,10.11,9.85,10.08,9.19,0.96,8.38,92.42,2.38,6989807478.0,6989807478.0,0.0,0.0,67.38,88.27
43,002715,登云股份,27.58,10.01,2.51,45842.0,123265731.4,8.9,27.58,25.35,25.4,25.07,0.52,3.32,535.18,7.96,3806040000.0,3806040000.0,0.0,0.0,49.32,86.1
44,002796,世嘉科技,21.22,10.01,1.93,303353.0,612416103.85,11.46,21.22,19.01,19.7,19.29,0.7,13.44,-60.04,6.23,5356499837.0,4788854969.0,0.0,0.0,79.68,89.13
45,001221,悍高集团,61.28,10.0,5.57,107318.0,627507033.61,12.17,61.28,54.5,55.08,55.71,1.83,30.73,46.17,9.72,24512612800.0,2140182307.0,0.0,0.0,297.15,297.15
46,601869,长飞光纤,120.62,10.0,10.97,247472.0,2931302737.0,7.94,120.62,111.91,115.1,109.65,1.06,6.09,154.56,8.09,91418514127.0,49012527435.0,0.0,0.0,205.29,307.22
47,002222,福晶科技,50.47,10.0,4.59,620829.0,3054757084.24,10.51,50.47,45.65,45.65,45.88,2.79,13.26,92.6,14.31,23733517500.0,23627617006.0,0.0,0.0,53.83,56.25
48,603297,永新光学,130.92,10.0,11.9,106700.0,1349091382.0,11.7,130.92,117.0,123.05,119.02,4.0,9.64,67.05,7.43,14523832764.0,14496653772.0,0.0,0.0,53.1,40.82
49,603219,富佳股份,22.43,10.0,2.04,336449.0,727622657.0,10.54,22.43,20.28,20.28,20.39,1.6,5.99,83.48,8.22,12592202000.0,12592202000.0,0.0,0.4,59.99,60.56
50,001234,泰慕士,40.15,10.0,3.65,15297.0,61419181.45,0.0,40.15,40.15,40.15,36.5,0.48,1.67,73.92,4.85,4392960055.0,3674548075.0,0.0,0.0,91.74,143.78
51,001309,德明利,141.01,10.0,12.82,204957.0,2864618049.35,6.24,141.01,133.01,135.0,128.19,0.79,12.83,-135.63,13.58,31993233215.0,22529879236.0,0.0,0.0,60.24,127.18
52,002460,赣锋锂业,52.82,10.0,4.8,1524282.0,7897773260.75,8.79,52.82,48.6,48.75,48.02,1.7,12.62,-102.27,2.7,108660954279.0,63797887326.0,0.0,0.0,55.35,51.52
53,603863,松炀资源,23.87,10.0,2.17,242714.0,561330730.0,10.55,23.87,21.58,22.0,21.7,1.52,11.86,-53.45,12.06,4884995500.0,4884995500.0,0.0,0.0,62.94,18.7
54,002097,山河智能,15.84,10.0,1.44,2600726.0,4040216387.98,11.25,15.84,14.22,14.45,14.4,3.73,24.24,170.63,3.65,17021937462.0,16991554362.0,0.0,0.0,96.04,111.76
55,605255,天普股份,91.96,10.0,8.36,41834.0,384708039.0,0.0,91.96,91.96,91.96,83.6,6.85,3.12,545.67,15.25,12329996800.0,12329996800.0,0.0,0.0,375.74,639.23
56,002785,万里石,31.24,10.0,2.84,303610.0,923697240.44,9.26,31.24,28.61,28.61,28.4,2.53,15.69,677.41,7.93,7079599272.0,6044784519.0,0.0,0.0,-4.46,-4.61
57,603978,深圳新星,22.54,10.0,2.05,240465.0,521452222.0,11.08,22.54,20.27,20.27,20.49,1.01,11.39,-106.38,3.02,4758065499.0,4758065499.0,0.0,0.0,25.01,46.27
58,605068,明新旭腾,34.87,10.0,3.17,72254.0,245518294.0,12.21,34.87,31.0,31.36,31.7,1.32,4.46,-96.18,3.75,5653867828.0,5653867828.0,0.0,0.0,102.85,159.26
59,600562,国睿科技,30.6,9.99,2.78,451973.0,1375133276.0,7.87,30.6,28.41,28.8,27.82,3.44,3.64,54.35,6.16,38000849904.0,38000849904.0,0.0,0.0,7.48,54.78
60,002674,兴业科技,17.17,9.99,1.56,34508.0,59250236.0,0.0,17.17,17.17,17.17,15.61,0.28,1.18,81.19,2.12,5074609708.0,5023317905.0,0.0,0.0,77.19,83.83
61,002052,同洲电子,15.42,9.99,1.4,607205.0,896341645.69,9.84,15.42,14.04,14.19,14.02,1.27,8.81,28.57,39.99,11602620081.0,10630349930.0,0.0,0.0,63.52,147.91
62,603686,福龙马,23.12,9.99,2.1,366775.0,838014724.0,5.33,23.12,22.0,22.02,21.02,0.63,8.83,51.23,2.85,9604750940.0,9604750940.0,0.0,0.0,39.53,125.78
63,600619,海立股份,25.23,9.98,2.29,1371730.0,3374295893.0,13.64,25.23,22.1,22.75,22.94,1.86,17.38,405.95,4.43,27080479363.0,19910880154.0,0.0,0.0,130.62,106.97
64,002564,天沃科技,9.06,9.95,0.82,988489.0,880800913.71,10.68,9.06,8.18,8.2,8.24,3.03,11.51,-429.35,59.6,7781674562.0,7781674562.0,0.0,0.0,60.92,103.6
65,002641,公元股份,5.1,9.91,0.46,136003.0,69361759.5,0.0,5.1,5.1,5.1,4.64,0.63,1.2,69.47,1.15,6268378742.0,5783372730.0,0.0,0.0,24.69,17.24
66,600400,红豆股份,3.33,9.9,0.3,2912668.0,936923872.0,10.23,3.33,3.02,3.23,3.03,2.12,12.71,-35.0,3.13,7630268267.0,7630268267.0,0.0,0.0,50.68,33.73
67,600730,中国高科,10.63,9.81,0.95,659841.0,679288098.0,11.67,10.65,9.52,9.67,9.68,1.67,11.25,-678.56,3.46,6236153301.0,6236153301.0,0.0,0.76,69.54,75.99
68,688205,德科立,154.0,9.69,13.6,219108.0,3303543110.0,13.32,161.7,143.0,145.0,140.4,1.44,13.84,433.83,10.78,24375940666.0,24375940666.0,1.38,1.38,144.48,120.73
69,688010,福光股份,34.24,9.53,2.98,196695.0,673839582.0,16.63,36.0,30.8,30.8,31.26,2.66,12.25,-95.54,3.25,5497628431.0,5497628431.0,-0.03,-0.06,14.1,20.39
70,600530,交大昂立,8.43,9.48,0.73,493996.0,410355535.0,10.65,8.47,7.65,7.69,7.7,3.85,6.37,1452.57,20.49,6532575600.0,6532575600.0,-0.12,-0.35,-7.16,74.9
71,002659,凯文教育,6.14,9.45,0.53,417942.0,245560992.4,9.63,6.16,5.62,5.62,5.61,1.78,6.99,2498.83,1.7,3673441558.0,3673424292.0,0.0,1.99,23.54,35.84
72,832145,恒合股份,26.01,9.38,2.23,49235.0,128972111.36,25.15,29.49,23.51,23.69,23.78,3.91,10.12,-165.24,7.03,1835005500.0,1266030248.0,0.04,0.0,19.48,186.77
73,301376,致欧科技,21.69,9.27,1.84,107690.0,225498132.09,9.87,21.7,19.74,19.85,19.85,2.24,5.56,22.91,2.6,8727806023.0,4198367892.0,0.42,0.56,19.7,14.64
74,300141,和顺电气,10.27,9.14,0.86,328944.0,336118246.83,16.79,10.96,9.38,9.42,9.41,3.14,12.91,-57.71,4.05,2648064042.0,2616167065.0,0.2,0.0,12.73,-3.48
75,603878,武进不锈,7.89,9.13,0.66,537718.0,412080708.0,9.68,7.95,7.25,7.25,7.23,1.53,9.58,29.32,1.7,4426835712.0,4426835712.0,0.0,0.51,45.57,40.14
76,300198,ST纳川,2.43,8.97,0.2,497892.0,115463606.4,13.45,2.48,2.18,2.23,2.23,2.83,4.85,-16.35,49.87,2506662952.0,2493706122.0,0.0,0.83,-5.45,15.71
77,300092,科新机电,18.4,8.88,1.5,533229.0,967295977.26,14.38,19.33,16.9,17.0,16.9,1.55,25.41,48.28,3.11,5040188186.0,3861539110.0,0.22,-0.16,34.8,62.83
78,836699,海达尔,66.76,8.61,5.29,28288.0,194799711.32,24.73,77.58,62.38,62.38,61.47,2.8,13.55,46.07,8.94,3045945028.0,1393635028.0,0.0,-0.3,47.7,77.79
79,688552,航天南湖,37.74,8.39,2.92,162998.0,626356991.0,14.3,39.78,34.8,34.8,34.82,2.77,18.77,119.99,4.88,12727739520.0,3276871775.0,-0.08,0.03,4.54,125.99
80,002213,大为股份,18.54,8.36,1.43,627195.0,1157713289.49,9.99,18.82,17.11,17.11,17.11,3.82,30.4,-188.33,7.98,4400243368.0,3824655423.0,-0.05,-0.27,-0.91,36.83
81,605090,九丰能源,33.39,8.09,2.5,255866.0,839858756.0,9.84,33.69,30.65,30.88,30.89,3.16,3.78,13.17,2.19,22669212291.0,22616843883.0,0.21,0.42,30.63,22.22
82,301227,森鹰窗业,39.55,7.85,2.88,33711.0,127357867.24,9.98,39.68,36.02,36.68,36.67,2.14,9.93,-147.71,2.29,3766366275.0,1342126284.0,0.13,0.23,65.0,144.14
83,600348,华阳股份,7.6,7.8,0.55,1488295.0,1115156991.0,10.35,7.76,7.03,7.06,7.05,3.37,4.13,17.52,1.01,27417000000.0,27417000000.0,0.0,-0.13,19.31,12.09
84,002683,广东宏大,44.87,7.76,3.23,302050.0,1354941601.85,9.22,45.78,41.94,41.94,41.64,1.34,4.57,33.83,5.22,34101300823.0,29631483565.0,-0.02,-0.07,32.48,72.38
85,002088,鲁阳节能,13.7,7.7,0.98,123741.0,166510821.61,9.75,13.9,12.66,12.74,12.72,1.7,2.45,45.87,2.74,7029779428.0,6929341879.0,0.51,0.15,27.8,14.26
86,688550,瑞联新材,48.92,7.56,3.44,107347.0,520334948.0,10.33,50.0,45.3,45.41,45.48,2.96,6.18,25.56,2.73,8491303921.0,8491303921.0,0.08,0.06,16.45,59.35
87,688002,睿创微纳,81.74,7.55,5.74,107858.0,866370155.0,9.14,82.8,75.85,76.0,76.0,1.7,2.34,53.59,6.7,37619830988.0,37619830988.0,0.05,0.11,22.49,74.17
88,002353,杰瑞股份,52.0,7.55,3.65,122501.0,618612731.86,9.14,52.14,47.72,47.86,48.35,1.65,1.77,21.45,2.44,53240503316.0,36048682280.0,0.0,0.0,48.61,43.25
89,688661,和林微纳,46.4,7.51,3.24,87496.0,395371686.0,9.99,47.31,43.0,43.2,43.16,2.41,5.77,114.83,5.72,7047595126.0,7036522462.0,0.0,-0.26,17.65,83.18
90,000877,天山股份,6.74,7.5,0.47,1295668.0,863240897.01,10.69,6.89,6.22,6.28,6.27,2.37,1.82,-26.0,0.59,47924714018.0,47924703908.0,0.15,0.0,45.26,19.08
91,002145,中核钛白,5.31,7.49,0.37,2395140.0,1253599533.93,8.3,5.37,4.96,4.96,4.94,2.46,6.42,38.99,1.68,20213429292.0,19800315041.0,0.0,0.0,27.64,25.83
92,688778,厦钨新能,86.7,7.45,6.01,227472.0,1972983402.0,12.63,91.19,81.0,81.0,80.69,1.15,4.51,71.29,4.94,43756716896.0,43756716896.0,0.93,1.0,82.87,131.08
93,300341,麦克奥迪,18.33,7.44,1.27,412382.0,758879369.39,10.79,19.44,17.6,18.19,17.06,4.14,8.0,51.67,5.07,9484131459.0,9446705265.0,0.16,0.05,14.71,5.1
94,000680,山推股份,10.15,7.41,0.7,957504.0,953697390.52,9.31,10.29,9.41,9.44,9.45,5.49,7.28,13.4,2.68,15226447512.0,13344223311.0,0.1,0.1,12.28,5.62
95,603227,雪峰科技,9.77,7.36,0.67,709369.0,686525873.0,10.22,9.99,9.06,9.09,9.1,3.37,7.28,22.51,2.13,10470437572.0,9516717225.0,0.0,-0.1,16.31,15.08
96,688228,开普云,186.8,7.32,12.74,51872.0,967497291.0,11.94,195.78,175.0,179.71,174.06,0.87,7.68,1669.49,9.71,12612407232.0,12612407232.0,-0.27,-0.12,214.74,320.63
97,301219,腾远钴业,72.03,7.3,4.9,125957.0,894708599.5,8.52,73.17,67.45,67.45,67.13,1.27,4.36,22.63,2.33,21228478619.0,20813600514.0,0.0,0.0,36.81,61.1
98,600629,华建集团,19.25,7.0,1.26,954257.0,1849288787.0,8.28,19.79,18.3,18.39,17.99,1.2,10.01,68.15,3.54,18679019186.0,18347503213.0,0.0,-0.36,128.89,111.54
99,300559,佳发教育,15.44,6.85,0.99,285517.0,435410817.1,6.51,15.67,14.73,14.96,14.45,1.45,9.18,75.63,5.14,6168504914.0,4803952702.0,-0.06,0.39,34.38,30.74
100,603216,梦天家居,17.31,6.85,1.11,96437.0,163552617.0,7.96,17.4,16.11,16.2,16.2,1.57,4.33,54.7,2.18,3854763900.0,3854763900.0,0.0,-0.17,36.62,62.38
101,603595,东尼电子,26.16,6.73,1.65,303105.0,804886500.0,9.38,26.96,24.66,24.67,24.51,1.74,13.04,-73.77,4.0,6080691248.0,6080691248.0,-0.04,0.15,34.85,53.16
102,300408,三环集团,48.33,6.69,3.03,614955.0,2957187071.84,15.23,51.98,45.08,45.33,45.3,1.8,3.29,37.43,4.57,92624317940.0,90367821462.0,-0.14,-0.14,50.09,26.75
103,600933,爱柯迪,23.08,6.61,1.43,452994.0,1017693735.0,10.07,23.38,21.2,21.52,21.65,1.2,4.63,19.84,2.68,22736608305.0,22557692145.0,-0.13,-0.17,44.97,44.25
104,688349,三一重能,30.37,6.52,1.86,140966.0,434756236.0,10.66,32.19,29.15,29.15,28.51,2.56,5.7,88.64,2.8,37245896010.0,7508861476.0,-0.1,0.03,20.9,0.3
105,002040,南 京 港,10.29,6.52,0.63,699111.0,732048501.53,10.66,10.63,9.6,9.7,9.66,2.94,14.39,28.13,1.49,5020974476.0,5000324092.0,0.0,0.0,-1.34,58.31
106,603699,纽威股份,40.47,6.5,2.47,94848.0,375613164.0,6.11,40.47,38.15,38.62,38.0,1.16,1.26,24.65,7.42,31385542360.0,30542299970.0,0.57,0.55,30.09,92.44
107,600760,中航沈飞,62.45,6.48,3.8,569575.0,3547301420.0,5.93,63.08,59.6,59.6,58.65,3.07,2.07,77.9,8.2,177051664889.0,171624215138.0,-0.02,-0.06,13.44,24.11
108,301353,普莱得,29.3,6.47,1.78,47095.0,133996482.37,9.19,29.77,27.24,27.89,27.52,1.71,14.77,31.51,2.26,2876710596.0,934120596.0,0.0,0.45,19.89,40.46
109,002897,意华股份,51.64,6.47,3.14,396365.0,2036994543.34,8.41,53.35,49.27,49.33,48.5,3.05,21.73,30.99,3.79,10011999141.0,9420437999.0,0.06,0.02,34.03,25.19
110,002456,欧菲光,14.36,6.45,0.87,8100590.0,11693648345.86,10.82,14.84,13.38,13.45,13.49,3.46,24.45,-221.41,12.63,48211391099.0,47568172536.0,0.0,-0.21,21.39,19.87
111,600425,青松建化,4.79,6.44,0.29,1313765.0,625662817.0,8.89,4.89,4.49,4.52,4.5,2.59,9.53,35.0,1.21,7686530757.0,6604404512.0,0.0,0.0,30.52,25.39
112,688196,卓越新能,50.38,6.44,3.05,18250.0,89653561.0,7.14,50.47,47.09,47.09,47.33,2.08,1.52,25.76,2.12,6045600000.0,6045600000.0,-0.06,0.0,12.25,52.25
113,688710,益诺思,49.18,6.36,2.94,39179.0,192862103.0,13.08,51.95,45.9,45.9,46.24,1.05,4.32,-228.23,2.97,6933377466.0,4460329150.0,0.0,0.14,53.02,39.76
114,002941,新疆交建,16.91,6.35,1.01,1093960.0,1880754946.88,9.62,17.49,15.96,15.96,15.9,1.98,15.23,23.85,2.74,12146010330.0,12146010330.0,-0.06,-0.35,52.34,53.45
115,601717,中创智领,24.26,6.31,1.44,576488.0,1385563746.0,7.71,24.76,23.0,23.0,22.82,1.85,3.74,8.61,1.97,43313802302.0,37412940610.0,0.0,-0.08,54.13,104.55
116,300029,*ST天龙,6.23,6.31,0.37,58087.0,36123100.3,8.87,6.49,5.97,6.03,5.86,2.1,2.9,-43.67,-72.38,1249155495.0,1248244358.0,0.16,0.16,13.69,24.85
117,300650,太龙股份,17.72,6.24,1.04,296651.0,518463665.95,7.19,17.97,16.77,16.77,16.68,1.55,17.41,105.78,3.08,3868207353.0,3018519443.0,0.23,0.62,4.05,54.49
118,603519,立霸股份,13.24,6.17,0.77,155041.0,204686020.0,6.74,13.7,12.86,13.0,12.47,6.09,5.82,23.06,3.07,3526180588.0,3526180588.0,-0.15,0.23,9.78,22.25
119,003043,华亚智能,55.75,6.15,3.23,90411.0,502825319.44,10.43,57.67,52.19,52.2,52.52,3.08,11.33,140.19,4.38,7469815725.0,4450552828.0,-0.11,-0.18,32.83,89.88
120,688449,联芸科技,52.09,6.07,2.98,116887.0,601479601.0,7.11,52.89,49.4,49.71,49.11,1.41,16.7,213.43,13.37,23961400000.0,3646300000.0,0.12,0.04,26.0,27.58
121,300878,维康药业,23.8,6.06,1.36,99271.0,234846987.84,15.15,25.25,21.85,22.65,22.44,1.99,6.89,-26.83,3.21,3446009664.0,3430150224.0,-0.34,-1.41,47.28,59.41
122,870508,丰安股份,26.63,6.05,1.52,36332.0,93548529.65,9.88,27.0,24.52,24.88,25.11,1.3,8.88,42.61,3.42,1657451200.0,1089154963.0,0.0,-0.26,28.77,118.46
123,300511,雪榕生物,6.2,5.98,0.35,579881.0,361226898.53,9.91,6.46,5.88,5.89,5.85,2.44,11.22,-18.07,2.76,3705582737.0,3204795878.0,0.0,-0.16,-8.15,78.67
124,688011,新光光电,47.0,5.98,2.65,58612.0,270671199.0,7.08,47.8,44.66,46.0,44.35,1.45,5.86,-113.05,4.38,4700000000.0,4700000000.0,0.17,0.0,92.7,206.79
125,603189,网达软件,21.88,5.96,1.23,174234.0,373647187.0,9.73,22.49,20.48,20.62,20.65,1.99,6.46,611.31,3.93,5897717876.0,5897717876.0,0.0,0.0,28.78,49.45
126,000425,徐工机械,10.52,5.94,0.59,1631889.0,1690306730.19,7.55,10.58,9.83,9.86,9.93,2.18,1.76,14.18,2.05,123641270511.0,97721847522.0,0.1,0.19,37.52,35.57
127,600635,大众公用,5.01,5.92,0.28,2870566.0,1464429587.0,8.88,5.2,4.78,4.78,4.73,1.86,11.87,22.21,1.66,14791697722.0,12118146292.0,-0.2,0.0,29.12,13.61
128,603360,百傲化学,26.93,5.9,1.5,344497.0,917787973.0,10.15,27.8,25.22,25.6,25.43,1.84,4.88,103.6,12.01,19018603002.0,19018603002.0,0.34,0.26,21.64,74.19
129,832651,天罡股份,38.24,5.87,2.12,30245.0,112862092.86,9.03,38.47,35.21,35.93,36.12,2.38,19.8,38.2,4.75,2332640000.0,584111067.0,0.0,0.53,26.2,59.0
130,300904,威力传动,71.0,5.86,3.93,40789.0,290669245.3,7.89,73.3,68.01,69.0,67.07,1.69,18.55,-59.06,7.69,5139209472.0,1560809472.0,-0.39,-0.11,32.81,18.0
131,001212,中旗新材,56.18,5.84,3.1,165638.0,937442782.98,8.42,58.08,53.61,53.61,53.08,1.76,10.39,2073.26,6.19,10461483812.0,8956576500.0,-0.05,0.0,29.24,236.81
132,603767,中马传动,32.42,5.84,1.79,422465.0,1335796312.0,12.41,33.5,29.7,29.98,30.63,1.78,13.69,429.41,7.27,10005833230.0,10005833230.0,0.0,0.0,97.08,179.97
133,301183,东田微,110.09,5.79,6.03,121837.0,1325636958.88,13.53,115.58,101.5,103.0,104.06,1.37,20.78,86.88,9.78,8807200000.0,6454243788.0,0.02,-0.26,114.02,105.09
134,002534,西子洁能,15.61,5.76,0.85,350055.0,540051561.34,9.28,15.97,14.6,14.7,14.76,0.89,4.37,42.88,2.46,12674147033.0,12499417310.0,0.06,0.19,40.25,43.08
135,300350,华鹏飞,6.65,5.72,0.36,821679.0,558140654.07,10.97,7.2,6.51,6.51,6.29,1.88,17.42,900.29,4.06,3737381655.0,3135910023.0,0.0,0.0,7.09,23.15
136,601699,潞安环能,15.0,5.63,0.8,853403.0,1262200630.0,7.46,15.19,14.13,14.28,14.2,1.28,2.85,16.64,0.97,44871138000.0,44871138000.0,0.0,0.07,42.05,7.53
137,600846,同济科技,13.99,5.58,0.74,245765.0,339338142.0,7.7,14.28,13.26,13.26,13.25,0.78,3.93,29.86,2.13,8740413609.0,8740413609.0,0.36,0.07,32.86,66.15
