序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1706,300173,ST福能,4.63,1.76,0.08,377836.0,175983173.75,3.74,4.75,4.58,4.6,4.55,1.27,5.14,-128.12,3.52,3401779982.0,3401779982.0,0.22,0.0,-18.34,9.46
1707,603917,合力科技,15.06,1.76,0.26,100767.0,151390611.0,3.38,15.3,14.8,14.8,14.8,1.03,4.94,93.4,1.83,3069830400.0,3069830400.0,0.0,-0.07,-3.4,1.83
1708,300844,山水比德,44.57,1.76,0.77,34842.0,154046262.44,9.73,46.37,42.11,43.0,43.8,1.22,3.87,-83.02,5.67,4154408922.0,4013077452.0,0.13,0.11,-15.84,25.58
1709,688607,康众医疗,51.89,1.75,0.89,68515.0,360400994.0,6.18,54.15,51.0,52.02,51.0,0.52,7.77,9856.12,5.33,4573015211.0,4573015211.0,0.0,0.41,88.62,21.24
1710,002561,徐家汇,9.31,1.75,0.16,132642.0,123393772.62,3.39,9.41,9.1,9.15,9.15,0.56,3.2,-1397.04,1.77,3870753530.0,3858432369.0,-0.11,-0.21,4.37,6.04
1711,688800,瑞可达,87.9,1.75,1.51,85265.0,743697348.0,5.38,89.45,84.8,86.95,86.39,0.88,4.15,58.19,7.88,18078774047.0,18078774047.0,-0.24,-0.34,25.72,5.9
1712,002283,天润工业,6.41,1.75,0.11,196235.0,124816697.0,1.9,6.41,6.29,6.32,6.3,1.0,1.96,19.54,1.21,7303920511.0,6432604410.0,0.0,0.31,0.31,2.72
1713,000809,和展能源,3.48,1.75,0.06,243473.0,84479146.94,3.22,3.5,3.39,3.41,3.42,0.92,2.95,-43.13,1.07,2870273700.0,2870273700.0,0.0,0.0,7.74,-4.4
1714,600853,龙建股份,4.67,1.74,0.08,283612.0,131116498.0,3.05,4.67,4.53,4.58,4.59,0.52,2.8,11.71,1.17,4735528254.0,4733960535.0,0.21,0.21,9.11,7.85
1715,603860,中公高科,32.11,1.74,0.55,10862.0,34663376.0,2.44,32.12,31.35,31.49,31.56,1.02,1.63,330.82,2.68,2141094800.0,2141094800.0,-0.03,0.16,0.97,6.43
1716,301585,蓝宇股份,32.12,1.74,0.55,21425.0,68303437.06,2.25,32.18,31.47,31.48,31.57,1.15,3.15,52.76,3.46,3340480000.0,2187658832.0,0.0,0.0,-2.31,3.88
1717,001360,南矿集团,24.52,1.74,0.42,91650.0,225613597.76,5.52,25.19,23.86,24.16,24.1,0.74,11.21,66.66,3.53,5002080000.0,2005273700.0,0.08,0.0,49.6,13.78
1718,002828,贝肯能源,11.72,1.74,0.2,176708.0,204856190.68,3.3,11.75,11.37,11.53,11.52,0.55,9.13,60.89,3.39,2355574672.0,2268546347.0,-0.09,-0.09,-2.98,9.94
1719,300145,南方泵业,4.69,1.74,0.08,413861.0,194274495.77,3.04,4.74,4.6,4.61,4.61,0.72,2.16,23.78,3.06,9009022107.0,8966624741.0,0.0,0.0,5.63,-0.64
1720,600753,*ST海钦,8.23,1.73,0.14,26454.0,21568175.0,2.35,8.25,8.06,8.08,8.09,0.98,1.15,55.36,85.24,1895428050.0,1895428050.0,0.12,0.12,10.62,-3.06
1721,600104,上汽集团,15.25,1.73,0.26,1103045.0,1678467600.0,2.2,15.34,15.01,15.04,14.99,0.95,0.96,16.23,0.59,175302981936.0,175302981936.0,-0.07,0.07,-7.74,0.2
1722,002227,奥 特 迅,12.95,1.73,0.22,80963.0,104456755.0,3.69,13.03,12.56,12.59,12.73,1.0,3.29,-48.59,3.36,3209089902.0,3184881120.0,0.08,0.0,-3.0,7.56
1723,300410,正业科技,8.84,1.73,0.15,198950.0,174602915.44,2.88,8.84,8.59,8.68,8.69,1.1,5.42,105.64,13.48,3245294805.0,3245294805.0,0.0,0.11,-2.43,8.07
1724,000718,苏宁环球,2.35,1.73,0.04,315413.0,73439298.2,3.03,2.35,2.28,2.3,2.31,0.59,1.38,53.39,0.77,7131395502.0,5362918837.0,0.0,0.0,-12.96,2.62
1725,000705,浙江震元,9.4,1.73,0.16,57341.0,53449630.13,2.16,9.4,9.2,9.21,9.24,0.64,2.03,42.02,1.56,3140758888.0,2650431059.0,0.53,0.53,-4.28,3.87
1726,300703,创源股份,27.26,1.72,0.46,67210.0,182291311.0,2.5,27.37,26.7,26.7,26.8,0.42,3.96,46.3,5.27,4917481558.0,4624974753.0,0.0,0.07,-10.68,11.54
1727,688799,华纳药厂,47.29,1.72,0.8,23311.0,109521770.0,2.65,47.45,46.22,46.64,46.49,0.55,1.78,22.49,3.12,6210122800.0,6210122800.0,-0.08,0.0,-9.41,-0.86
1728,002891,中宠股份,52.64,1.72,0.89,57013.0,300185086.75,3.57,53.23,51.38,51.58,51.75,1.16,1.87,36.05,5.54,16022437917.0,16022430021.0,-0.02,0.02,0.46,1.7
1729,600722,金牛化工,6.49,1.72,0.11,289530.0,185903246.0,4.08,6.5,6.24,6.29,6.38,0.51,4.26,91.91,3.58,4415274697.0,4415274697.0,-0.15,-0.15,-3.57,9.26
1730,001396,誉帆科技,44.42,1.72,0.75,65771.0,296555424.57,6.53,46.45,43.6,44.06,43.67,1.36,29.62,46.44,3.44,4748605319.0,986441336.0,-0.02,-0.27,99.28,2.94
1731,603053,成都燃气,10.04,1.72,0.17,51857.0,51753679.0,1.72,10.04,9.87,9.89,9.87,1.59,0.58,16.08,1.85,8924455600.0,8924455600.0,0.1,0.2,-8.64,4.58
1732,300320,海达股份,10.04,1.72,0.17,107307.0,106661093.48,2.43,10.05,9.81,9.86,9.87,0.88,2.21,27.17,2.45,6036391278.0,4877309010.0,0.0,0.2,1.31,7.61
1733,600594,益佰制药,4.14,1.72,0.07,145831.0,59895877.0,2.46,4.14,4.04,4.05,4.07,0.68,1.84,-28.41,1.36,3278579436.0,3278579436.0,0.0,0.24,-4.39,4.02
1734,002743,富煌钢构,5.9,1.72,0.1,131514.0,76572831.0,3.45,5.91,5.71,5.8,5.8,0.86,3.03,46.64,0.78,2568084020.0,2563968770.0,0.0,0.0,5.17,8.46
1735,002978,安宁股份,37.84,1.72,0.64,93029.0,351048761.13,4.19,38.2,36.64,37.04,37.2,0.71,2.51,21.15,2.09,17860100011.0,14000420011.0,0.03,0.11,18.44,14.49
1736,605300,佳禾食品,11.88,1.71,0.2,35014.0,41278911.0,2.57,11.89,11.59,11.61,11.68,1.05,0.77,155.71,1.89,5398255332.0,5398255332.0,0.0,0.08,-0.34,2.41
1737,600249,两面针,5.94,1.71,0.1,106201.0,62821071.0,2.4,5.95,5.81,5.85,5.84,0.85,1.93,104.31,1.49,3267000000.0,3267000000.0,0.0,0.17,-6.46,3.3
1738,002644,佛慈制药,8.9,1.71,0.15,64553.0,56975159.42,2.51,8.91,8.69,8.71,8.75,0.55,1.26,89.51,2.49,4544847300.0,4544847300.0,0.11,-0.11,-1.87,3.01
1739,002738,中矿资源,83.3,1.71,1.4,198378.0,1654472623.07,5.04,85.13,81.0,81.48,81.9,0.57,2.79,220.72,5.0,60100273354.0,59229773027.0,-0.05,-0.28,66.77,6.05
1740,002455,百川股份,7.15,1.71,0.12,255494.0,181331544.45,3.13,7.17,6.95,7.0,7.03,0.95,4.92,662.97,2.44,4248947710.0,3712492312.0,0.0,0.0,4.08,-0.28
1741,002468,申通快递,13.68,1.71,0.23,180805.0,246021209.5,3.35,13.8,13.35,13.4,13.45,0.73,1.23,20.78,2.04,20941373631.0,20071295535.0,-0.22,-0.15,-11.74,1.94
1742,000709,河钢股份,2.38,1.71,0.04,944196.0,223409110.8,2.99,2.39,2.32,2.34,2.34,0.77,0.91,22.42,0.48,24602348199.0,24598281507.0,0.0,0.0,-8.11,3.03
1743,605151,西上海,19.58,1.71,0.33,16169.0,31429344.0,2.44,19.6,19.13,19.24,19.25,1.05,1.2,2296.91,1.93,2634571667.0,2634571667.0,-0.1,0.0,-2.64,3.65
1744,600829,人民同泰,11.29,1.71,0.19,125449.0,141452214.0,3.6,11.41,11.01,11.03,11.1,0.41,2.16,43.89,2.19,6546942260.0,6546942260.0,0.0,-0.09,37.01,4.44
1745,002668,TCL智家,10.17,1.7,0.17,126311.0,128194609.03,2.6,10.21,9.95,9.98,10.0,0.98,1.17,8.46,3.24,11025413223.0,11025413223.0,-0.1,-0.1,2.73,-2.02
1746,300185,通裕重工,2.99,1.7,0.05,1066472.0,318373698.0,3.06,3.01,2.92,2.92,2.94,0.85,2.88,104.26,1.76,11652474481.0,11083864920.0,-0.33,-0.33,-4.78,5.28
1747,688611,杭州柯林,65.19,1.7,1.09,19568.0,126021355.0,4.62,65.79,62.83,64.1,64.1,0.56,1.28,12401.89,11.5,9999468024.0,9999468024.0,0.38,0.14,59.39,28.2
1748,002861,瀛通通讯,19.8,1.69,0.33,61885.0,121971578.7,3.24,19.94,19.31,19.46,19.47,0.75,4.12,-77.59,3.35,3688422448.0,2973333330.0,0.0,0.1,0.51,11.3
1749,603310,巍华新材,17.49,1.69,0.29,38295.0,66408236.0,1.98,17.51,17.17,17.2,17.2,1.57,2.07,41.74,1.52,6039996600.0,3227954400.0,-0.11,0.0,-1.07,4.05
1750,603995,甬金股份,19.23,1.69,0.32,60146.0,114551759.0,2.59,19.23,18.74,18.82,18.91,0.7,1.65,11.72,1.23,7030832121.0,7030832121.0,0.0,0.1,6.48,6.36
1751,002612,朗姿股份,20.47,1.69,0.34,92382.0,188230898.37,3.08,20.55,19.93,20.01,20.13,0.85,3.63,6.87,2.65,9056856826.0,5214511977.0,0.05,-0.1,17.91,0.15
1752,002732,燕塘乳业,17.46,1.69,0.29,28719.0,49746875.28,2.1,17.46,17.1,17.16,17.17,0.97,1.84,38.65,1.83,2747331000.0,2732469240.0,0.11,0.23,-0.8,2.59
1753,601699,潞安环能,12.65,1.69,0.21,262333.0,328885131.0,2.33,12.67,12.38,12.45,12.44,0.86,0.88,18.26,0.81,37841326380.0,37841326380.0,0.16,0.24,-18.39,7.2
1754,603307,扬州金泉,41.46,1.69,0.69,13264.0,54697576.0,3.02,41.69,40.46,40.7,40.77,0.67,7.8,24.61,2.02,2822472420.0,704820000.0,0.17,0.17,-4.29,5.47
1755,600180,瑞茂通,3.6,1.69,0.06,168078.0,59951117.0,4.24,3.61,3.46,3.47,3.54,0.78,1.55,39.24,0.5,3911858870.0,3911858870.0,0.0,0.0,-25.16,2.86
1756,000560,我爱我家,3.0,1.69,0.05,1337059.0,398343089.85,3.05,3.02,2.93,2.95,2.95,0.74,5.93,125.21,0.75,7066502553.0,6767815407.0,0.33,0.33,1.69,2.74
1757,603028,赛福天,9.63,1.69,0.16,141262.0,134635357.0,3.59,9.64,9.3,9.56,9.47,0.55,4.97,1458.88,5.4,2764195200.0,2736749700.0,0.21,0.31,13.96,3.33
1758,300468,四方精创,36.05,1.69,0.6,378451.0,1353649575.8,5.61,36.79,34.8,35.03,35.45,0.63,7.14,214.49,11.62,19129906364.0,19099076043.0,0.0,-0.06,0.56,-7.16
1759,688710,益诺思,64.22,1.68,1.06,15174.0,96567007.0,5.7,65.26,61.66,63.0,63.16,0.48,1.67,-459.17,3.87,9053710875.0,5824366368.0,-0.02,-0.2,55.5,45.46
1760,300737,科顺股份,5.44,1.68,0.09,130239.0,70645996.2,2.8,5.48,5.33,5.38,5.35,0.51,1.47,225.44,1.34,6038238209.0,4824763864.0,0.0,0.0,6.88,-1.09
1761,301063,海锅股份,25.98,1.68,0.43,33525.0,86812573.12,3.09,26.17,25.38,25.55,25.55,1.1,3.34,41.42,1.73,2711291610.0,2609603395.0,0.0,0.0,-0.76,6.43
1762,002660,茂硕电源,9.71,1.68,0.16,79429.0,76696557.8,2.62,9.74,9.49,9.51,9.55,0.9,2.32,-44.84,2.88,3462838644.0,3330400954.0,0.0,0.0,2.32,5.43
1763,001332,锡装股份,59.83,1.68,0.99,17083.0,101771160.34,4.25,60.6,58.1,58.61,58.84,0.64,3.56,24.84,2.59,6610616700.0,2872049465.0,0.02,-0.08,5.54,6.48
1764,002057,中钢天源,10.87,1.68,0.18,176298.0,190494693.05,2.53,10.87,10.6,10.66,10.69,0.85,2.34,27.71,2.53,8194715884.0,8189728837.0,0.0,0.18,-0.55,6.67
1765,600039,四川路桥,10.28,1.68,0.17,229864.0,234426422.0,3.56,10.35,9.99,10.06,10.11,0.97,0.26,12.65,1.8,89390671831.0,89390671831.0,-0.1,0.0,16.55,3.32
1766,603900,莱绅通灵,9.13,1.67,0.15,99347.0,90243114.0,3.79,9.22,8.88,8.88,8.98,0.67,2.91,34.0,1.61,3131807659.0,3120166909.0,0.0,0.33,-1.93,7.92
1767,688526,科前生物,16.42,1.67,0.27,28309.0,46344430.0,2.54,16.48,16.07,16.15,16.15,0.97,0.61,16.99,1.83,7653822680.0,7653822680.0,0.12,-0.06,-2.9,7.6
1768,301429,森泰股份,20.06,1.67,0.33,14056.0,28102315.92,3.65,20.22,19.5,19.63,19.73,0.93,3.19,41.04,1.74,2371493200.0,883465128.0,-0.55,-0.79,1.93,5.58
1769,002543,万和电气,10.33,1.67,0.17,84294.0,86758611.44,2.36,10.35,10.11,10.12,10.16,1.19,1.27,12.02,1.52,7681388000.0,6834441661.0,0.0,0.0,-11.86,1.18
1770,001259,利仁科技,31.75,1.67,0.52,14522.0,45713063.0,2.82,31.8,30.92,31.39,31.23,0.66,3.05,420.83,3.27,2336447194.0,1509537843.0,0.13,0.13,15.71,5.8
1771,603070,万控智造,14.58,1.67,0.24,85926.0,124746702.0,3.97,14.68,14.11,14.3,14.34,1.41,2.17,72.91,2.71,5846580000.0,5765178519.0,0.14,0.21,5.96,12.5
1772,603216,梦天家居,49.98,1.67,0.82,75430.0,382425979.0,7.12,52.6,49.1,50.99,49.16,1.53,3.39,148.26,6.21,11130046200.0,11130046200.0,0.44,0.71,204.94,6.34
1773,600076,康欣新材,4.29,1.66,0.07,480117.0,204531362.0,4.74,4.34,4.14,4.18,4.22,0.64,3.57,-22.84,1.51,5768091044.0,5768091044.0,-0.23,0.0,47.42,27.3
1774,002491,通鼎互联,6.13,1.66,0.1,501898.0,307205529.01,4.15,6.22,5.97,5.99,6.03,0.71,4.27,-86.38,3.04,7539866285.0,7211754179.0,0.0,0.0,17.66,2.17
1775,002121,科陆电子,9.82,1.66,0.16,1347786.0,1328781912.93,6.31,10.19,9.58,9.66,9.66,1.16,9.63,52.76,22.02,16309219876.0,13747238007.0,-0.1,0.1,12.1,27.53
1776,300651,金陵体育,23.24,1.66,0.38,126576.0,299074990.29,5.29,24.36,23.15,23.3,22.86,1.33,14.48,69.72,3.03,3281713149.0,2031943524.0,0.04,0.04,1.93,14.03
1777,301065,本立科技,23.24,1.66,0.38,15788.0,36418994.08,2.84,23.25,22.6,22.75,22.86,0.94,1.83,33.13,1.84,2463904800.0,2005321500.0,0.04,0.22,-0.73,8.85
1778,000626,远大控股,7.96,1.66,0.13,65991.0,52192499.0,2.04,7.96,7.8,7.84,7.83,0.7,1.31,93.99,1.7,4032749837.0,4009583507.0,0.13,0.0,-8.4,0.38
1779,002752,昇兴股份,6.75,1.66,0.11,195231.0,130966373.55,2.41,6.76,6.6,6.63,6.64,0.54,2.0,22.84,1.91,6594199659.0,6593187159.0,0.15,0.15,16.78,1.66
1780,002793,罗欣药业,4.93,1.65,0.08,158984.0,77849996.48,2.47,4.94,4.82,4.85,4.85,0.86,1.46,175.4,3.69,5361811236.0,5353661246.0,0.0,0.0,-10.2,2.71
1781,920422,润普食品,13.59,1.65,0.22,17536.0,23716686.37,1.87,13.63,13.38,13.43,13.37,0.47,2.65,66.16,2.83,1202480029.0,899966629.0,0.22,0.74,-3.21,5.35
1782,600903,贵州燃气,6.78,1.65,0.11,127309.0,86027461.0,1.95,6.8,6.67,6.68,6.67,1.28,1.11,132.57,2.6,7797063786.0,7797063786.0,0.0,0.0,-6.61,2.57
1783,605305,中际联合,48.77,1.65,0.79,70730.0,344755524.0,4.38,49.6,47.5,47.55,47.98,0.91,3.33,17.73,3.63,10364600400.0,10364600400.0,0.02,0.12,28.44,17.07
1784,603093,南华期货,19.06,1.65,0.31,55127.0,104979926.0,2.4,19.27,18.82,18.85,18.75,0.56,0.9,29.19,3.11,13679836461.0,11627855921.0,-0.1,0.0,-12.29,-2.21
1785,002882,金龙羽,35.11,1.65,0.57,110663.0,386797054.48,4.28,35.39,33.91,34.18,34.54,0.53,4.49,108.57,7.18,15199119000.0,8662941337.0,0.03,0.14,15.95,16.41
1786,300335,迪森股份,6.15,1.65,0.1,178980.0,109354410.05,2.48,6.15,6.0,6.02,6.05,1.09,4.66,33.01,1.51,2933626186.0,2362591159.0,0.0,0.16,-1.13,6.77
1787,603181,皇马科技,16.14,1.64,0.26,105339.0,168639068.0,2.33,16.17,15.8,15.88,15.88,0.65,1.79,21.12,2.85,9501618000.0,9501618000.0,0.0,0.0,-5.83,12.95
1788,002418,康盛股份,4.96,1.64,0.08,411019.0,202513149.0,2.87,4.97,4.83,4.85,4.88,0.54,3.62,305.61,3.91,5636544000.0,5636530796.0,0.0,0.0,16.71,3.98
1789,001358,兴欣新材,26.61,1.64,0.43,16824.0,44491119.69,1.99,26.61,26.09,26.19,26.18,0.86,3.3,55.03,2.29,3278352000.0,1356479556.0,0.04,0.19,-8.4,3.1
1790,300648,星云股份,58.36,1.64,0.94,78834.0,463436074.87,5.68,60.36,57.1,59.02,57.42,0.74,5.94,-218.03,7.47,10171062504.0,7743609993.0,0.1,0.14,49.91,13.14
1791,300626,华瑞股份,17.37,1.64,0.28,117213.0,201605485.0,6.09,17.62,16.58,16.92,17.09,0.78,6.52,171.71,5.91,3126600000.0,3124889489.0,0.0,0.0,40.65,9.18
1792,600167,联美控股,7.42,1.64,0.12,169043.0,125198672.0,3.01,7.49,7.27,7.28,7.3,0.9,0.75,23.18,1.55,16790276235.0,16790276235.0,0.13,0.13,-15.39,5.55
1793,603987,康德莱,9.28,1.64,0.15,62547.0,57672409.0,1.64,9.28,9.13,9.17,9.13,0.8,1.43,15.71,1.52,4053419366.0,4053419366.0,0.11,0.32,-0.11,7.91
1794,688217,睿昂基因,32.31,1.64,0.52,8865.0,28508119.0,4.28,32.75,31.39,31.79,31.79,0.51,1.59,-240.81,2.0,1804704000.0,1804704000.0,0.0,0.03,13.69,22.62
1795,600691,潞化科技,3.1,1.64,0.05,318556.0,98014107.0,3.93,3.12,3.0,3.03,3.05,0.69,1.34,-15.18,2.04,7365544051.0,7364316451.0,0.0,-0.32,4.38,12.32
1796,603551,奥普科技,11.17,1.64,0.18,39962.0,44206402.0,2.27,11.17,10.92,10.99,10.99,0.76,1.04,17.73,3.17,4358072121.0,4299865251.0,0.0,0.09,-6.61,-3.62
1797,688571,杭华股份,8.13,1.63,0.13,32867.0,26564724.0,1.88,8.14,7.99,8.0,8.0,0.72,0.77,34.06,2.14,3448507791.0,3448507791.0,0.12,0.0,0.25,9.13
1798,002172,澳洋健康,4.37,1.63,0.07,396667.0,171875308.0,3.26,4.4,4.26,4.28,4.3,0.62,5.18,62.56,19.16,3346250413.0,3344238553.0,0.0,0.0,2.1,10.08
1799,002768,国恩股份,57.98,1.63,0.93,27293.0,157801735.0,3.44,58.62,56.66,56.66,57.05,0.68,1.54,19.18,2.86,15727075000.0,10247856288.0,0.22,0.24,18.98,10.06
1800,601900,南方传媒,14.96,1.63,0.24,226697.0,337170353.0,3.26,15.08,14.6,14.77,14.72,0.42,2.57,11.63,1.53,13194272606.0,13194272606.0,0.0,-0.13,9.36,11.56
1801,000599,青岛双星,6.25,1.63,0.1,174148.0,108641563.3,3.25,6.31,6.11,6.11,6.15,0.83,2.13,-14.68,3.88,5104743669.0,5104656950.0,0.0,-0.16,8.7,-5.59
1802,002686,亿利达,6.86,1.63,0.11,149294.0,101810162.9,2.37,6.87,6.71,6.73,6.75,0.93,2.86,80.94,2.37,3884400452.0,3585945691.0,0.0,0.0,-2.0,4.89
1803,601882,海天精工,21.18,1.63,0.34,89171.0,188937617.0,4.27,21.6,20.71,20.84,20.84,1.65,1.71,24.56,3.87,11055960000.0,11055960000.0,-0.09,0.19,7.4,8.84
1804,002651,利君股份,11.86,1.63,0.19,213225.0,251167901.0,4.28,11.98,11.48,11.57,11.67,0.62,3.77,105.46,4.37,12256835600.0,6706398782.0,0.08,0.08,6.27,1.45
1805,300037,新宙邦,56.58,1.63,0.91,173257.0,976072669.56,3.86,57.15,55.0,55.0,55.67,0.68,3.22,42.65,4.18,42536352886.0,30463722181.0,0.04,0.18,21.39,7.98
1806,605180,华生科技,15.08,1.62,0.24,17289.0,25911715.0,2.96,15.1,14.66,14.84,14.84,0.87,1.02,78.02,2.23,2548520000.0,2548520000.0,-0.07,-0.13,-4.07,3.64
1807,002515,金字火腿,6.28,1.62,0.1,253680.0,158829163.49,2.27,6.33,6.19,6.21,6.18,0.55,2.1,259.01,2.91,7602656950.0,7602565953.0,0.0,0.0,-3.98,3.12
1808,300749,顶固集创,13.17,1.62,0.21,97413.0,126451609.2,5.86,13.32,12.56,12.85,12.96,0.76,6.19,172.92,4.76,2702080998.0,2072900052.0,0.08,-0.08,38.2,9.11
1809,002381,双箭股份,6.92,1.62,0.11,70916.0,48688511.0,2.35,6.92,6.76,6.79,6.81,1.14,2.21,39.8,1.34,2848118231.0,2217144361.0,0.44,0.29,0.44,5.01
1810,002472,双环传动,47.0,1.62,0.75,282490.0,1323491172.32,3.03,47.48,46.08,46.59,46.25,0.98,3.74,33.33,4.15,39930139774.0,35494493718.0,0.04,0.11,10.35,-0.86
1811,300660,江苏雷利,56.32,1.61,0.89,270626.0,1508355808.44,7.92,57.43,53.04,55.0,55.43,1.72,6.06,71.34,7.26,25182730383.0,25162568893.0,0.0,0.02,7.28,2.74
1812,001323,慕思股份,26.58,1.61,0.42,23043.0,60694529.19,2.56,26.67,26.0,26.35,26.16,1.09,0.74,18.58,2.62,11564446707.0,8272972877.0,0.0,0.19,-2.92,2.39
1813,600327,大东方,5.04,1.61,0.08,225220.0,112854181.0,2.62,5.05,4.92,4.95,4.96,0.48,2.55,60.09,1.41,4459288771.0,4459288771.0,-0.2,0.0,5.66,1.82
1814,688121,卓然股份,11.35,1.61,0.18,33681.0,37990751.0,1.79,11.35,11.15,11.18,11.17,0.77,1.66,33.39,1.02,2651518934.0,2300266670.0,0.18,0.18,-11.4,3.94
1815,300365,恒华科技,6.95,1.61,0.11,252654.0,175646840.05,5.12,7.08,6.73,6.8,6.84,0.95,4.94,421.48,2.21,4168995510.0,3556486088.0,0.0,0.29,8.59,9.97
1816,301130,西点药业,30.99,1.61,0.49,9109.0,28118499.88,1.84,31.16,30.6,30.87,30.5,0.68,1.56,53.64,2.59,2370570288.0,1810223054.0,0.0,-0.03,-0.99,8.58
1817,003003,天元股份,13.24,1.61,0.21,63816.0,84262798.83,2.07,13.28,13.01,13.03,13.03,0.71,5.42,35.34,1.81,2339772800.0,1559623343.0,-0.08,-0.08,3.28,0.15
1818,600818,中路股份,10.12,1.61,0.16,46024.0,46364081.0,1.81,10.14,9.96,10.02,9.96,0.7,1.93,-129.19,5.82,3253052849.0,2408134049.0,0.0,0.0,-3.44,5.53
1819,601677,明泰铝业,15.12,1.61,0.24,308605.0,463569933.0,3.02,15.19,14.74,14.88,14.88,0.73,2.53,10.04,1.01,18802077240.0,18416260200.0,0.13,-0.07,3.0,2.23
1820,002140,东华科技,11.97,1.61,0.19,102581.0,122123547.44,2.29,11.98,11.71,11.74,11.78,0.98,1.45,17.41,1.85,8474926048.0,8462327659.0,0.08,0.08,1.53,6.78
1821,920982,锦波生物,238.79,1.61,3.79,8091.0,193239784.35,2.08,240.88,236.0,236.0,235.0,0.69,1.47,36.26,14.92,27476452539.0,13110785964.0,0.0,0.11,-6.5,2.18
1822,300694,蠡湖股份,12.59,1.61,0.2,46325.0,57994908.0,2.34,12.59,12.3,12.38,12.39,0.84,2.13,113.05,1.96,2732916034.0,2732916034.0,0.0,0.0,3.62,4.22
1823,600685,中船防务,31.6,1.61,0.5,202738.0,639519360.0,4.18,31.91,30.61,31.09,31.1,0.68,2.47,51.14,2.49,44666801545.0,25957351720.0,0.03,0.03,21.49,11.07
1824,600405,动力源,5.69,1.61,0.09,191603.0,108686984.0,2.32,5.7,5.57,5.58,5.6,0.94,3.14,-16.83,16.82,3487000356.0,3471579369.0,0.0,0.18,1.79,9.21
1825,000807,云铝股份,32.98,1.6,0.52,702773.0,2295228060.93,4.34,33.11,31.7,32.51,32.46,0.77,2.03,19.5,3.54,114373235217.0,114372036262.0,0.58,0.61,45.86,0.43
1826,920118,太湖远大,24.81,1.6,0.39,15724.0,38957169.51,4.91,25.23,24.03,24.26,24.42,1.23,5.09,43.54,2.24,1262729760.0,766656291.0,0.04,0.08,-6.09,10.22
1827,688379,华光新材,55.86,1.6,0.88,30178.0,167805517.0,3.55,56.5,54.55,54.9,54.98,0.76,3.35,23.9,4.44,5032177147.0,5032177147.0,-0.07,-0.07,17.45,1.45
1828,600455,博通股份,27.96,1.6,0.44,13003.0,36164029.0,2.91,27.98,27.18,27.52,27.52,0.74,2.08,45.49,5.28,1746325680.0,1746325680.0,0.04,0.22,0.72,7.66
1829,301000,肇民科技,40.59,1.6,0.64,72468.0,293253553.28,4.23,41.2,39.51,40.26,39.95,0.97,3.16,68.81,7.92,9858390500.0,9306041780.0,-0.02,-0.02,-7.65,3.1
1830,603958,哈森股份,13.35,1.6,0.21,44988.0,59781393.0,1.67,13.36,13.14,13.15,13.14,1.01,2.05,-118.89,4.25,2928456000.0,2928456000.0,0.0,0.0,-22.2,0.38
1831,603105,芯能科技,10.14,1.6,0.16,149168.0,150959851.0,2.71,10.18,9.91,9.94,9.98,0.74,2.98,20.43,2.38,5070092294.0,5070092294.0,0.0,0.1,9.98,10.34
1832,605259,绿田机械,22.84,1.6,0.36,30307.0,68777116.0,2.18,22.9,22.41,22.5,22.48,1.31,1.76,14.75,2.2,3939443200.0,3939443200.0,0.04,0.09,-11.13,2.06
1833,605077,华康股份,15.86,1.6,0.25,39349.0,61995858.0,3.2,15.9,15.4,15.5,15.61,1.16,1.31,21.41,1.6,4806371937.0,4748950807.0,-0.06,0.0,-10.8,7.31
1834,002520,日发精机,6.34,1.6,0.1,258472.0,162399139.43,2.24,6.34,6.2,6.23,6.24,0.79,3.6,-13.38,18.5,4756554384.0,4548570684.0,0.0,0.32,6.55,0.63
1835,300193,佳士科技,9.5,1.6,0.15,107575.0,101376368.4,2.35,9.53,9.31,9.32,9.35,1.0,2.56,21.14,1.96,4524373148.0,3986728884.0,0.0,0.11,4.63,6.15
1836,300995,奇德新材,43.18,1.6,0.68,37558.0,161347223.4,3.88,43.66,42.01,42.45,42.5,0.96,6.26,212.97,5.8,3633461415.0,2592547883.0,0.0,0.12,-5.47,4.53
1837,300176,鸿特科技,6.97,1.6,0.11,120213.0,83441672.0,2.48,7.01,6.84,6.86,6.86,1.01,3.1,73.18,2.83,2699347176.0,2699347176.0,0.0,0.14,-6.06,4.5
1838,301296,新巨丰,8.93,1.59,0.14,37540.0,33314337.23,1.93,8.93,8.76,8.76,8.79,0.93,1.3,41.36,1.38,3750600000.0,2579121995.0,0.11,0.0,-2.08,4.81
1839,603610,麒盛科技,18.53,1.59,0.29,61555.0,113278499.0,3.34,18.71,18.1,18.24,18.24,0.57,1.74,33.37,2.07,6540934737.0,6540934737.0,0.0,0.05,6.74,-2.73
1840,688390,固德威,74.83,1.59,1.17,104207.0,769719780.0,5.85,75.33,71.02,72.17,73.66,1.11,4.29,168.12,6.67,18183426075.0,18183426075.0,-0.05,-0.05,40.76,20.44
1841,000541,佛山照明,6.37,1.59,0.1,142079.0,90304250.59,1.91,6.39,6.27,6.27,6.27,0.85,1.15,52.03,1.46,9782907325.0,7838496522.0,-0.16,-0.16,0.16,5.99
