,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
4065,26,302132.SZ,中航成飞,2010-09-03,国防军工,军工电子Ⅱ,军工电子Ⅲ,78.3,1862.94,96.05,10.5,0.81,2092.25,-35.21,-68.33,6.19,-38.99
4066,27,002025.SZ,航天电器,2004-08-02,国防军工,军工电子Ⅱ,军工电子Ⅲ,53.39,70.05,298.89,3.74,0.43,243.15,-64.53,-77.49,8.87,0.47
4067,28,688522.SH,纳睿雷达,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,42.1,166.5,103.07,5.61,0.29,127.56,181.28,866.97,86.5,112.84
4068,29,002413.SZ,雷科防务,2010-06-04,国防军工,军工电子Ⅱ,军工电子Ⅲ,14.21,,,5.57,,187.48,32.61,37.27,34.0,9.77
4069,30,002935.SZ,天奥电子,2018-09-10,国防军工,军工电子Ⅱ,军工电子Ⅲ,21.96,145.07,146.71,5.89,0.23,93.13,-4.51,-46.25,-7.12,-16.09
4070,31,600562.SH,国睿科技,2003-02-13,国防军工,军工电子Ⅱ,军工电子Ⅲ,29.13,57.44,57.06,5.67,0.87,361.75,1.15,1.15,6.68,10.41
4071,32,301213.SZ,观想科技,2021-12-13,国防军工,军工电子Ⅱ,军工电子Ⅲ,76.37,,,7.79,,61.1,-86.14,-52.74,4.86,9.19
4072,33,002151.SZ,北斗星通,2007-08-20,国防军工,军工电子Ⅱ,军工电子Ⅲ,44.88,,,4.72,,243.66,128.44,103.23,41.77,29.67
4073,34,301306.SZ,西测测试,2022-08-02,国防军工,军工电子Ⅱ,军工电子Ⅲ,111.3,,,10.26,,93.94,-11.82,-22.94,-27.9,-33.43
4074,35,688175.SH,高凌信息,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,35.21,,,2.62,0.28,45.53,1.78,-46.99,10.88,15.55
4075,36,300252.SZ,金信诺,2011-08-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,15.1,798.97,674.13,4.58,,99.99,41.58,60.54,17.89,17.89
4076,37,603267.SH,鸿远电子,2019-05-22,国防军工,军工电子Ⅱ,军工电子Ⅲ,54.93,82.56,51.03,2.9,0.49,126.93,74.56,52.96,22.27,22.27
4077,38,300762.SZ,上海瀚讯,2019-03-21,国防军工,军工电子Ⅱ,军工电子Ⅲ,41.78,,,11.23,,262.36,47.25,44.97,72.72,63.34
4078,39,002189.SZ,中光学,2007-12-10,国防军工,军工电子Ⅱ,军工电子Ⅲ,22.6,,,11.22,,59.03,-757.77,-988.46,-32.25,-33.28
4079,40,300101.SZ,振芯科技,2010-08-13,国防军工,军工电子Ⅱ,军工电子Ⅲ,29.32,416.27,269.27,9.03,0.25,166.51,30.79,36.71,30.56,36.44
4080,41,603678.SH,火炬电子,2015-02-02,国防军工,军工电子Ⅱ,军工电子Ⅲ,38.74,94.71,63.78,3.04,0.57,184.23,41.76,59.04,25.41,24.2
4081,42,688511.SH,*ST天微,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,28.24,,523.1,3.41,,29.04,550.37,2119.12,72.66,87.37
4082,43,603712.SH,七一二,2018-03-05,国防军工,军工电子Ⅱ,军工电子Ⅲ,19.78,,,3.66,,152.7,-656.16,-270.67,-25.92,-47.49
4083,44,600590.SH,泰豪科技,2022-08-01,国防军工,军工电子Ⅱ,军工电子Ⅲ,12.39,,,3.3,,105.67,124.48,277.39,12.4,6.26
4084,45,000547.SZ,航天发展,1999-12-30,国防军工,军工电子Ⅱ,军工电子Ⅲ,32.5,,,11.05,,519.5,12.38,-4.05,42.59,-20.25
4085,46,688053.SH,ST思科瑞,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,44.48,,,2.76,,44.48,-52.55,245.18,47.67,81.67
4086,47,688081.SH,兴图新科,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,37.64,,,9.91,,38.78,-5.71,-9.94,31.99,8.49
4087,48,002179.SZ,中航光电,2007-11-08,国防军工,军工电子Ⅱ,军工电子Ⅲ,35.01,22.11,28.77,3.12,2.29,741.61,-30.89,-13.87,12.36,21.6
4088,49,300114.SZ,,2010-09-03,国防军工,军工电子Ⅱ,军工电子Ⅲ,,,,,,,,,,
4089,50,301302.SZ,华如科技,2022-06-30,国防军工,军工电子Ⅱ,军工电子Ⅲ,23.44,,,2.33,,36.53,47.95,-27.58,2.55,3.85
4090,51,300397.SZ,天和防务,2022-08-01,国防军工,军工电子Ⅱ,军工电子Ⅲ,14.0,,,5.04,,72.47,-30.0,-109.06,-3.36,-14.72
4091,52,688552.SH,航天南湖,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,42.48,,800.25,5.53,,143.26,163.91,234.75,579.06,688.61
4092,53,002446.SZ,盛路通信,2010-07-20,国防军工,军工电子Ⅱ,军工电子Ⅲ,12.04,,,4.33,,110.22,26.49,16.02,13.03,9.1
4093,54,688682.SH,霍莱沃,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,49.68,350.53,454.85,7.86,0.29,50.59,-31.98,-94.51,14.27,-17.68
4094,55,688439.SH,振华风光,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,60.74,37.66,73.54,2.44,0.27,121.48,-63.33,-73.03,-11.59,-23.9
4095,56,688272.SH,富吉瑞,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,30.5,199.16,,5.1,,23.18,-536.43,-307.01,-33.73,-28.33
4096,57,002214.SZ,*ST大立,2008-02-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,18.86,,,7.99,,113.02,52.33,47.6,152.59,103.46
4097,58,688002.SH,睿创微纳,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,117.22,94.82,68.09,8.98,0.13,539.49,46.21,56.47,29.72,25.82
4098,59,300474.SZ,景嘉微,2016-04-08,国防军工,军工电子Ⅱ,军工电子Ⅲ,71.97,,,5.39,0.08,376.13,-403.81,-356.51,12.14,-44.78
4099,60,000733.SZ,振华科技,1999-12-30,国防军工,军工电子Ⅱ,军工电子Ⅲ,54.58,31.18,31.88,1.98,0.33,302.47,-3.31,-25.74,4.98,-0.83
4100,61,688132.SH,邦彦技术,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,18.96,,,2.09,,28.86,-7612.03,-255.34,-36.8,-68.01
4101,62,600990.SH,四创电子,2004-05-17,国防军工,军工电子Ⅱ,军工电子Ⅲ,27.51,,,4.14,,74.57,-123.05,-11.5,-4.64,5.61
4102,63,688788.SH,科思科技,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,70.8,,,5.73,,111.07,1.93,22.23,17.81,40.54
4103,64,688375.SH,国博电子,2023-09-25,国防军工,军工电子Ⅱ,军工电子Ⅲ,124.26,152.81,174.12,11.95,0.32,740.61,-19.35,-17.66,-13.51,-17.82
4104,1,003004.SZ,*ST声迅,2020-12-03,计算机,计算机设备,安防设备,26.7,,,3.4,,21.86,86.59,58.5,31.21,27.51
4105,2,301117.SZ,佳缘科技,2022-01-24,计算机,计算机设备,安防设备,55.23,623.31,361.5,5.47,0.03,71.34,46.43,-29.69,4.22,6.87
4106,3,301182.SZ,凯旺科技,2024-07-31,计算机,计算机设备,安防设备,51.0,,,6.41,,48.87,-31.87,-73.75,17.55,10.7
4107,4,688475.SH,萤石网络,2023-09-25,计算机,计算机设备,安防设备,30.45,47.58,42.32,4.14,1.15,239.79,12.68,7.38,8.33,9.45
4108,5,300275.SZ,梅安森,2022-08-01,计算机,计算机设备,安防设备,12.64,70.03,79.65,4.12,0.23,38.93,-14.49,-10.8,-9.8,-4.16
4109,6,301318.SZ,维海德,2022-08-17,计算机,计算机设备,安防设备,29.34,31.93,32.52,2.11,1.27,39.7,-2.54,24.69,15.1,38.37
4110,7,301042.SZ,安联锐视,2021-08-12,计算机,计算机设备,安防设备,86.14,84.2,534.57,5.71,,60.06,-79.85,-73.29,-39.63,-34.97
4111,8,002835.SZ,同为股份,2017-01-05,计算机,计算机设备,安防设备,17.2,18.83,22.11,3.07,1.85,37.75,-20.2,-6.46,-7.22,-6.14
4112,9,300449.SZ,汉邦高科,2015-04-29,计算机,计算机设备,安防设备,7.29,,,9.06,,28.14,-110.64,-919.22,42.34,52.56
4113,10,300588.SZ,熙菱信息,2017-01-12,计算机,计算机设备,安防设备,25.03,,,17.49,,47.93,-58.12,-43.65,16.85,13.03
4114,11,300884.SZ,狄耐克,2020-11-19,计算机,计算机设备,安防设备,15.74,,,3.16,,39.96,-109.1,-108.58,-11.29,-14.53
4115,12,605118.SH,力鼎光电,2020-08-06,计算机,计算机设备,安防设备,41.92,98.19,62.47,11.6,1.46,172.16,86.62,64.73,35.63,26.38
4116,13,688619.SH,罗普特,2023-09-25,计算机,计算机设备,安防设备,14.05,,,3.26,,26.05,0.88,4.12,28.54,81.38
4117,14,688489.SH,三未信安,2023-09-25,计算机,计算机设备,安防设备,42.18,115.37,,2.66,0.26,48.6,-376.63,-314.35,15.76,15.19
4118,15,300691.SZ,联合光电,2017-08-18,计算机,计算机设备,安防设备,17.18,119.86,,2.87,0.47,46.22,-168.14,-171.59,8.11,5.55
4119,16,301330.SZ,熵基科技,2022-08-24,计算机,计算机设备,安防设备,38.22,49.14,47.2,2.65,1.09,89.95,6.24,18.56,-0.68,2.9
4120,17,002415.SZ,海康威视,2010-06-04,计算机,计算机设备,安防设备,31.93,24.43,20.63,3.51,3.45,2926.34,14.94,11.71,1.18,1.48
4121,18,300790.SZ,宇瞳光学,2019-09-27,计算机,计算机设备,安防设备,26.67,54.36,41.89,3.88,0.56,99.78,40.99,27.19,18.49,13.38
4122,19,300270.SZ,中威电子,2011-10-19,计算机,计算机设备,安防设备,11.37,,,6.11,,34.43,14.0,-1.23,-34.47,-44.13
4123,20,603508.SH,思维列控,2015-12-31,计算机,计算机设备,安防设备,26.13,18.17,16.14,2.59,12.58,99.63,20.98,59.76,5.25,23.35
4124,21,688307.SH,中润光学,2023-09-25,计算机,计算机设备,安防设备,47.21,78.44,75.65,4.78,0.95,41.91,5.23,0.98,43.53,29.73
4125,22,002236.SZ,大华股份,2008-05-27,计算机,计算机设备,安防设备,18.71,21.16,15.95,1.63,3.42,614.95,38.92,36.8,2.06,2.12
4126,23,300155.SZ,安居宝,2011-01-14,计算机,计算机设备,安防设备,5.49,,,2.52,,30.81,-56.06,-31.27,-30.48,-25.95
4127,24,002528.SZ,ST英飞拓,2010-12-31,计算机,计算机设备,安防设备,2.47,,,29.26,,29.61,3.08,86.16,-50.28,-54.2
4128,1,001339.SZ,智微智能,2022-08-22,计算机,计算机设备,其他计算机设备,54.31,109.66,78.88,6.08,0.15,137.0,59.3,80.08,6.89,15.29
4129,2,600100.SH,同方股份,1999-12-30,计算机,计算机设备,其他计算机设备,9.09,216.58,77.02,1.88,,304.54,9.52,-1008.99,-9.98,-10.09
4130,3,002197.SZ,证通电子,2007-12-25,计算机,计算机设备,其他计算机设备,8.7,,,2.58,,53.45,-16.09,8.68,-15.09,-13.15
4131,4,301503.SZ,智迪科技,2023-07-24,计算机,计算机设备,其他计算机设备,39.27,27.21,25.21,2.95,2.42,31.42,13.47,19.25,14.29,23.95
4132,5,688060.SH,云涌科技,2023-09-25,计算机,计算机设备,其他计算机设备,45.93,,,3.07,,27.65,-331.84,-254.58,7.55,26.55
4133,6,300462.SZ,ST华铭,2015-06-03,计算机,计算机设备,其他计算机设备,11.5,,54.64,1.46,,20.84,92.76,64.84,24.36,10.95
4134,7,300386.SZ,飞天诚信,2014-07-03,计算机,计算机设备,其他计算机设备,16.56,,,4.7,,69.23,146.05,137.66,3.1,9.83
4135,8,300552.SZ,万集科技,2016-10-28,计算机,计算机设备,其他计算机设备,32.44,,,3.85,,69.14,51.07,32.98,10.63,11.47
4136,9,300479.SZ,神思电子,2015-06-19,计算机,计算机设备,其他计算机设备,21.0,253.84,177.74,9.41,,41.38,6.2,23.9,113.0,176.3
4137,10,300645.SZ,正元智慧,2017-04-28,计算机,计算机设备,其他计算机设备,19.88,235.58,321.74,2.73,0.1,28.25,-31.99,-118.03,2.35,0.03
4138,11,002177.SZ,御银股份,2007-11-08,计算机,计算机设备,其他计算机设备,7.9,551.34,599.07,3.53,0.09,60.13,-6.92,10.43,-13.3,-12.8
4139,12,688292.SH,浩瀚深度,2024-05-22,计算机,计算机设备,其他计算机设备,28.51,124.99,,4.45,0.42,45.15,-124.88,-92.58,-21.51,-34.95
4140,13,300324.SZ,旋极信息,2012-06-15,计算机,计算机设备,其他计算机设备,5.75,,,3.6,,99.34,-20.48,-20.46,6.9,7.81
4141,14,002376.SZ,新北洋,2010-03-30,计算机,计算机设备,其他计算机设备,7.94,132.6,91.29,1.7,2.47,64.36,56.26,114.6,16.82,24.04
4142,15,300248.SZ,新开普,2011-08-05,计算机,计算机设备,其他计算机设备,13.13,56.75,65.39,2.95,0.61,62.54,-140.34,-61.31,-2.28,-7.16
4143,16,300546.SZ,雄帝科技,2016-10-12,计算机,计算机设备,其他计算机设备,24.07,154.12,122.1,4.0,0.19,44.92,71.16,55.32,5.63,5.43
4144,17,300508.SZ,维宏股份,2016-04-26,计算机,计算机设备,其他计算机设备,44.69,50.95,55.85,5.75,0.42,48.62,-10.07,-28.86,15.28,9.51
4145,18,300659.SZ,中孚信息,2017-06-06,计算机,计算机设备,其他计算机设备,14.85,,,3.22,,38.67,20.44,18.36,9.06,3.89
4146,19,603019.SH,中科曙光,2014-11-13,计算机,计算机设备,其他计算机设备,86.23,66.01,59.86,5.99,0.31,1261.64,25.55,29.39,9.68,2.41
4147,20,688208.SH,道通科技,2023-09-25,计算机,计算机设备,其他计算机设备,34.71,36.29,27.92,6.9,2.6,232.62,35.49,24.29,24.69,27.35
4148,21,001229.SZ,魅视科技,2022-08-15,计算机,计算机设备,其他计算机设备,37.93,48.57,57.09,3.84,1.54,38.86,-22.9,-36.74,12.61,10.31
4149,22,300847.SZ,中船汉光,2024-07-31,计算机,计算机设备,其他计算机设备,17.98,42.94,46.3,3.64,0.76,53.22,-9.44,-6.61,0.45,4.01
4150,23,300771.SZ,智莱科技,2019-04-29,计算机,计算机设备,其他计算机设备,15.12,91.92,48.54,1.84,0.97,36.29,106.68,101.99,39.29,29.61
4151,24,300941.SZ,创识科技,2021-02-23,计算机,计算机设备,其他计算机设备,22.96,84.54,110.26,3.69,0.55,47.01,-45.84,-66.59,15.45,-7.08
4152,25,300455.SZ,航天智装,2015-05-22,计算机,计算机设备,其他计算机设备,27.83,280.61,,11.85,0.05,199.75,-674.05,-856.66,-2.62,3.77
4153,26,300130.SZ,新国都,2010-10-26,计算机,计算机设备,其他计算机设备,27.02,65.45,44.49,3.53,1.85,153.28,37.1,-38.61,-4.15,-3.17
4154,27,301391.SZ,卡莱特,2022-12-08,计算机,计算机设备,其他计算机设备,73.06,358.8,330.1,3.34,0.16,69.42,14.37,-36.93,-3.83,4.2
4155,28,002990.SZ,盛视科技,2020-06-01,计算机,计算机设备,其他计算机设备,27.58,41.29,57.24,2.95,0.76,72.22,-44.29,-72.29,4.47,-13.29
4156,29,603660.SH,苏州科达,2016-12-08,计算机,计算机设备,其他计算机设备,9.9,,,5.82,,57.0,1.38,16.25,0.19,13.24
4157,30,300042.SZ,朗科科技,2010-01-15,计算机,计算机设备,其他计算机设备,33.35,,,6.67,,66.83,58.26,40.98,35.19,15.39
4158,31,002268.SZ,电科网安,2008-08-18,计算机,计算机设备,其他计算机设备,19.5,104.27,104.31,3.06,0.31,164.9,-0.03,19.37,-23.71,-23.79
4159,32,002577.SZ,雷柏科技,2011-05-06,计算机,计算机设备,其他计算机设备,17.97,137.24,468.42,4.34,,50.44,-76.03,-28.56,-1.69,-5.13
4160,33,603106.SH,恒银科技,2017-09-27,计算机,计算机设备,其他计算机设备,10.37,134.53,57.59,4.13,0.29,53.98,149.72,139.05,3.22,6.29
4161,34,300743.SZ,天地数码,2018-05-08,计算机,计算机设备,其他计算机设备,20.17,33.02,27.89,4.91,2.45,30.5,22.94,32.37,19.29,19.58
4162,35,688288.SH,鸿泉技术,2023-09-25,计算机,计算机设备,其他计算机设备,26.51,,38.87,3.42,,26.46,237.08,283.57,35.85,37.21
4163,36,300531.SZ,优博讯,2016-08-16,计算机,计算机设备,其他计算机设备,17.45,,,3.99,0.28,56.03,383.81,1455.37,25.76,18.56
4164,37,002869.SZ,金溢科技,2024-07-31,计算机,计算机设备,其他计算机设备,22.5,50.54,220.51,1.86,0.87,39.81,-195.25,-175.92,-7.12,-11.01
4165,38,301339.SZ,通行宝,2022-09-19,计算机,计算机设备,其他计算机设备,14.56,40.3,40.1,3.14,2.6,84.5,0.6,0.66,14.65,18.61
4166,39,002512.SZ,达华智能,2010-12-10,计算机,计算机设备,其他计算机设备,6.04,278.06,,17.3,,67.19,-276.37,-194.54,-8.66,-14.33
4167,40,000977.SZ,浪潮信息,2000-06-15,计算机,计算机设备,其他计算机设备,59.9,38.38,35.48,4.22,0.19,879.62,15.35,34.87,44.85,90.05
4168,41,002970.SZ,锐明技术,2019-12-24,计算机,计算机设备,其他计算机设备,67.28,41.9,35.35,6.32,1.62,121.53,24.4,64.21,-11.75,0.29
4169,42,301608.SZ,博实结,2024-08-08,计算机,计算机设备,其他计算机设备,92.42,46.83,37.15,3.89,0.91,82.24,33.95,19.07,21.66,20.17
4170,43,002152.SZ,广电运通,2007-08-20,计算机,计算机设备,其他计算机设备,12.85,34.69,37.58,2.59,2.88,319.11,-10.51,-6.49,11.08,12.07
4171,44,300789.SZ,唐源电气,2019-09-06,计算机,计算机设备,其他计算机设备,23.0,45.4,57.32,3.11,0.66,33.09,-27.94,-27.6,-10.56,-7.91
4172,45,301589.SZ,诺瓦星云,2024-02-23,计算机,计算机设备,其他计算机设备,178.38,27.8,28.55,4.31,0.66,164.91,-3.34,-9.33,1.84,-1.93
4173,46,301600.SZ,慧翰股份,2024-09-20,计算机,计算机设备,其他计算机设备,123.6,73.63,73.21,10.72,1.76,129.19,0.75,26.33,-7.85,4.84
4174,47,603516.SH,淳中科技,2018-02-09,计算机,计算机设备,其他计算机设备,173.06,410.0,6964.46,25.27,0.14,351.78,-156.76,-201.99,-40.69,-44.85
4175,48,300845.SZ,捷安高科,2020-07-10,计算机,计算机设备,其他计算机设备,11.98,44.85,49.78,3.08,2.05,24.64,-61.19,-91.39,1.97,-7.98
4176,49,000066.SZ,中国长城,1999-12-30,计算机,计算机设备,其他计算机设备,16.11,,,4.68,,519.68,102.34,132.8,7.18,4.78
4177,50,300333.SZ,兆日科技,2012-07-05,计算机,计算机设备,其他计算机设备,10.75,,,6.23,,36.12,-100.86,58.3,-8.49,1.16
4178,51,300368.SZ,汇金股份,2014-01-30,计算机,计算机设备,其他计算机设备,13.03,,,36.99,,68.92,-77.33,37.71,-29.52,-32.99
4179,52,300551.SZ,古鳌科技,2016-10-25,计算机,计算机设备,其他计算机设备,17.21,,,13.37,,58.52,13.4,5.73,-49.58,-50.4
4180,53,688188.SH,柏楚电子,2023-09-25,计算机,计算机设备,其他计算机设备,153.3,50.14,41.71,7.6,1.44,442.62,24.61,30.32,24.51,24.89
4181,54,002180.SZ,纳思达,2023-03-20,计算机,计算机设备,其他计算机设备,22.01,41.77,,3.26,,312.96,-132.94,-132.02,-25.21,-3.65
4182,55,603496.SH,恒为科技,2017-06-14,计算机,计算机设备,其他计算机设备,28.6,341.09,,6.58,0.09,91.58,-50.16,-75.16,-16.14,-23.19
4183,56,000997.SZ,新大陆,2000-08-14,计算机,计算机设备,其他计算机设备,26.98,27.08,24.65,3.8,0.81,273.33,12.15,12.36,15.17,13.96
4184,57,300807.SZ,天迈科技,2019-12-26,计算机,计算机设备,其他计算机设备,54.89,,,7.95,,37.35,70.97,87.21,57.08,82.79
4185,58,300302.SZ,同有科技,2012-03-28,计算机,计算机设备,其他计算机设备,19.32,,,8.63,,92.59,-70.37,-140.71,7.73,-31.09
4186,59,300249.SZ,依米康,2011-08-10,计算机,计算机设备,其他计算机设备,15.25,,,20.11,,67.17,273.71,124.13,52.61,54.82
4187,60,002912.SZ,中新赛克,2017-11-28,计算机,计算机设备,其他计算机设备,31.18,88.85,55.31,3.25,0.64,53.24,77.36,28.89,13.93,34.93
4188,1,300168.SZ,万达信息,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,6.64,,,7.76,,95.66,27.07,18.2,0.57,1.09
4189,2,688039.SH,当虹科技,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,53.18,,,5.29,,58.82,68.84,85.27,24.02,12.7
4190,3,300231.SZ,银信科技,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,11.17,,,3.05,0.9,49.63,3.42,20.89,9.08,7.36
4191,4,603869.SH,ST智知,2019-07-08,计算机,IT服务Ⅱ,IT服务Ⅲ,9.98,237.76,129.82,1.32,0.13,49.31,87.48,-22.02,0.71,-8.33
4192,5,002642.SZ,荣联科技,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,8.35,196.54,229.85,4.7,,55.24,-38.87,-28.57,-23.14,-34.0
4193,6,688343.SH,云天励飞-U,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,81.49,,,7.51,,293.04,29.95,33.51,96.85,123.1
4194,7,002401.SZ,中远海科,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,16.36,47.65,,3.72,0.79,60.8,-90.65,-91.21,-3.85,-9.97
4195,8,300277.SZ,海联讯,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,18.63,673.06,717.89,13.01,0.11,63.66,-13.07,-45.57,-4.72,-3.79
4196,9,002777.SZ,久远银海,2016-01-08,计算机,IT服务Ⅱ,IT服务Ⅲ,19.54,108.88,82.04,4.83,0.77,79.77,151.66,160.02,2.83,11.33
4197,10,603171.SH,税友股份,2021-07-07,计算机,IT服务Ⅱ,IT服务Ⅲ,68.04,245.59,258.2,10.95,0.29,276.48,-4.74,-19.52,11.1,13.25
4198,11,000034.SZ,神州数码,2017-07-03,计算机,IT服务Ⅱ,IT服务Ⅲ,36.73,35.3,50.21,2.39,0.71,265.72,-25.01,-16.29,11.79,14.42
4199,12,688787.SH,海天瑞声,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,139.43,741.98,717.24,11.51,0.25,84.11,10.32,813.65,56.69,69.54
4200,13,688051.SH,佳华科技,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,35.2,,,4.17,,27.22,-114.36,-38.55,-30.72,-38.91
4201,14,301218.SZ,华是科技,2022-03-14,计算机,IT服务Ⅱ,IT服务Ⅲ,35.16,411.61,,4.37,0.07,40.1,-310.51,-6.33,60.27,71.02
4202,15,300523.SZ,辰安科技,2016-08-02,计算机,IT服务Ⅱ,IT服务Ⅲ,22.95,,,5.05,,53.39,6.49,37.24,-19.27,27.99
4203,16,300678.SZ,中科信息,2017-08-04,计算机,IT服务Ⅱ,IT服务Ⅲ,33.01,1021.51,1238.09,11.56,0.15,97.84,-27.07,-24.48,-11.22,-6.61
4204,17,688500.SH,慧辰股份,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,60.15,,,6.36,,45.29,29.49,11.11,16.35,14.79
4205,18,002908.SZ,德生科技,2023-05-24,计算机,IT服务Ⅱ,IT服务Ⅲ,10.19,215.74,277.51,3.98,0.49,43.96,-50.67,-36.47,-13.48,-14.27
4206,19,003005.SZ,竞业达,2020-09-29,计算机,IT服务Ⅱ,IT服务Ⅲ,20.39,110.51,,2.63,1.12,47.18,-238.08,-37.87,-36.79,-18.41
4207,20,603887.SH,城地香江,2021-12-13,计算机,IT服务Ⅱ,IT服务Ⅲ,15.4,,,2.6,,92.71,102.97,213.17,106.96,137.31
4208,21,300448.SZ,浩云科技,2015-05-04,计算机,IT服务Ⅱ,IT服务Ⅲ,9.49,,,5.23,0.34,64.2,-378.38,-349.61,30.01,76.41
4209,22,300532.SZ,今天国际,2016-08-25,计算机,IT服务Ⅱ,IT服务Ⅲ,12.2,20.04,24.56,3.11,2.46,55.39,-18.78,-22.53,-16.17,-14.36
4210,23,300687.SZ,赛意信息,2017-08-10,计算机,IT服务Ⅱ,IT服务Ⅲ,22.13,64.85,124.95,3.27,0.32,90.38,-70.83,-38.72,-11.96,-15.73
4211,24,002232.SZ,启明信息,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,18.8,1883.42,811.65,5.68,0.05,76.81,16.08,2568.5,-5.61,6.51
4212,25,002771.SZ,真视通,2015-07-06,计算机,IT服务Ⅱ,IT服务Ⅲ,15.27,453.55,,5.2,0.07,32.03,-128.8,-167.0,-11.73,-23.16
4213,26,300440.SZ,运达科技,2015-04-30,计算机,IT服务Ⅱ,IT服务Ⅲ,13.95,125.62,124.27,3.83,0.41,61.31,1.34,13.65,4.31,23.65
4214,27,688088.SH,虹软科技,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,48.5,110.12,84.55,7.31,0.97,194.57,60.51,44.06,9.39,7.73
4215,28,002373.SZ,千方科技,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,12.48,,,1.73,0.16,197.21,1098.97,1287.12,-2.82,-7.21
4216,29,300300.SZ,海峡创新,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,12.1,1420.57,199.33,56.88,,80.69,66.87,118.99,4.75,5.43
4217,30,688004.SH,博汇科技,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,23.69,,,3.22,,18.97,59.43,24.08,4.28,-9.45
4218,31,300339.SZ,润和软件,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,49.64,245.38,306.45,11.15,0.14,395.34,-29.01,-29.43,12.86,10.55
4219,32,605398.SH,新炬网络,2021-01-28,计算机,IT服务Ⅱ,IT服务Ⅲ,29.79,226.64,724.28,4.71,0.05,48.47,-59.12,-60.5,-2.54,-6.66
4220,33,000555.SZ,神州信息,2014-07-02,计算机,IT服务Ⅱ,IT服务Ⅲ,17.3,,,3.05,,168.81,9.45,-25.93,29.84,7.98
4221,34,301085.SZ,亚康股份,2021-10-25,计算机,IT服务Ⅱ,IT服务Ⅲ,60.5,190.88,,4.89,0.2,52.5,-95.26,-56.5,-23.53,-20.36
4222,35,002657.SZ,中科金财,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,28.18,,,5.51,,95.83,-42.83,-71.51,1.99,14.36
4223,36,688066.SH,航天宏图,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,25.5,,,15.89,,66.63,-65.23,-34.03,-70.06,-65.63
4224,37,688316.SH,青云科技-U,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,72.28,,,90.71,,34.62,20.35,-10.43,-22.83,-30.56
4225,38,002609.SZ,捷顺科技,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,10.5,215.25,112.66,2.81,0.66,67.56,66.46,143.75,16.88,21.44
4226,39,000938.SZ,紫光股份,2019-07-08,计算机,IT服务Ⅱ,IT服务Ⅲ,24.81,45.13,50.88,4.9,0.3,709.59,-11.24,4.05,31.41,24.96
4227,40,300166.SZ,东方国信,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,10.55,408.25,,2.05,,120.14,-568.46,-625.6,-3.73,-8.37
4228,41,002195.SZ,岩山科技,2014-02-21,计算机,IT服务Ⅱ,IT服务Ⅲ,10.09,1762.56,331.35,5.73,,572.16,331.09,81.51,-3.42,-6.38
4229,42,688509.SH,正元地信,2023-09-25,计算机,IT服务Ⅱ,IT服务Ⅲ,5.07,,,3.15,,39.04,19.85,19.35,-9.83,-3.88
