,序号,股票代码,股票简称,纳入时间,行业,行业2,行业3,价格,pe,pettm,pb,股息率,市值,净利同增,上季利增,营收同增,上季营增
172,12,301585.SZ,蓝宇股份,2024-12-27,基础化工,化学制品,纺织化学制品,32.4,33.53,51.13,3.49,0.95,33.7,-42.15,-49.13,-6.1,-10.57
173,13,603980.SH,吉华集团,2017-06-22,基础化工,化学制品,纺织化学制品,,,,,,,-88.74,-96.55,-8.87,-7.51
174,1,605366.SH,宏柏新材,2020-08-19,基础化工,化学制品,其他化学制品,7.16,,,2.3,,46.55,-415.41,-345.4,-1.56,-0.16
175,2,600165.SH,ST宁科,2025-12-12,基础化工,化学制品,其他化学制品,3.65,,,,,58.98,47.66,59.76,77.4,89.95
176,3,300405.SZ,科隆股份,2014-11-06,基础化工,化学制品,其他化学制品,6.88,,,4.67,,19.56,-44.36,-46.05,-13.63,-16.35
177,4,002802.SZ,洪汇新材,2016-07-06,基础化工,化学制品,其他化学制品,13.71,42.19,54.61,3.95,0.71,24.99,-30.48,-21.13,-13.48,-6.27
178,5,688357.SH,建龙微纳,2023-09-25,基础化工,化学制品,其他化学制品,33.2,44.44,38.2,1.91,0.6,33.22,20.15,4.91,4.34,0.33
179,6,300910.SZ,瑞丰新材,2020-12-04,基础化工,化学制品,其他化学制品,53.66,21.98,19.93,4.33,2.19,158.8,14.85,16.08,10.87,10.79
180,7,300641.SZ,正丹股份,2017-04-25,基础化工,化学制品,其他化学制品,19.76,8.73,9.99,3.32,3.04,103.85,-18.18,120.35,-27.02,3.37
181,8,603065.SH,宿迁联盛,2023-03-28,基础化工,化学制品,其他化学制品,8.73,92.93,100.13,1.81,1.31,36.58,-24.13,-42.84,-9.66,-13.7
182,9,001218.SZ,丽臣实业,2021-10-22,基础化工,化学制品,其他化学制品,25.68,30.64,25.0,1.47,1.99,33.43,32.41,5.7,35.09,31.43
183,10,002430.SZ,杭氧股份,2024-07-31,基础化工,化学制品,其他化学制品,30.46,32.31,29.67,2.94,1.32,298.01,12.14,9.61,10.39,8.92
184,11,603276.SH,恒兴新材,2023-10-10,基础化工,化学制品,其他化学制品,18.23,108.61,92.79,2.17,0.68,37.85,17.21,-8.53,7.37,9.99
185,12,002591.SZ,恒大高新,2022-08-01,基础化工,化学制品,其他化学制品,7.92,,,3.61,,23.78,-116.2,-138.9,-23.53,-16.83
186,13,688398.SH,赛特新材,2023-09-25,基础化工,化学制品,其他化学制品,23.04,50.11,103.2,3.76,0.43,38.66,-60.94,-77.66,9.89,3.7
187,14,300801.SZ,泰和科技,2019-12-05,基础化工,化学制品,其他化学制品,28.81,52.19,50.11,2.51,0.34,62.93,5.99,3.9,27.73,27.68
188,15,300596.SZ,利安隆,2022-08-01,基础化工,化学制品,其他化学制品,44.54,23.99,20.27,2.15,0.83,102.27,24.92,9.6,5.72,6.21
189,16,603867.SH,新化股份,2019-07-04,基础化工,化学制品,其他化学制品,29.99,28.74,28.15,2.23,1.31,65.22,2.66,0.66,0.36,-0.07
190,17,688179.SH,阿拉丁,2023-09-25,基础化工,化学制品,其他化学制品,16.24,54.69,64.34,5.45,0.94,54.02,-20.41,-39.79,17.59,15.45
191,18,002810.SZ,山东赫达,2016-09-02,基础化工,化学制品,其他化学制品,18.92,29.75,40.48,2.95,0.53,65.95,-29.65,-8.71,0.11,3.91
192,19,300072.SZ,海新能科,2023-08-23,基础化工,化学制品,其他化学制品,4.48,,,1.74,,105.27,109.15,89.15,5.6,-21.57
193,20,002549.SZ,凯美特气,2011-10-10,基础化工,化学制品,其他化学制品,20.59,,238.17,6.92,,143.17,326.54,199.82,13.19,10.52
194,21,688199.SH,久日新材,2023-09-25,基础化工,化学制品,其他化学制品,26.16,,,1.64,,42.18,111.27,29.69,-2.39,-7.11
195,22,603004.SH,鼎龙科技,2024-01-04,基础化工,化学制品,其他化学制品,23.85,34.37,31.58,2.71,0.88,56.17,13.39,20.47,11.33,9.7
196,23,300721.SZ,怡达股份,2017-11-22,基础化工,化学制品,其他化学制品,16.84,291.2,,2.46,0.18,27.76,-722.66,-599.26,-16.56,-20.82
197,24,300163.SZ,先锋新材,2014-02-21,基础化工,化学制品,其他化学制品,5.41,,27.63,4.37,,25.64,1852.52,487.28,-8.01,-2.78
198,25,603822.SH,ST嘉澳,2016-05-06,基础化工,化学制品,其他化学制品,105.51,,,18.15,,81.06,81.87,-4.73,189.39,71.0
199,26,300109.SZ,新开源,2010-09-02,基础化工,化学制品,其他化学制品,18.96,26.35,38.47,2.48,1.31,92.16,-35.39,-34.74,-14.36,-12.36
200,27,688602.SH,康鹏科技,2025-04-28,基础化工,化学制品,其他化学制品,8.42,,,1.57,,43.73,77.23,257.08,13.79,27.94
201,28,300214.SZ,日科化学,2022-08-01,基础化工,化学制品,其他化学制品,7.08,,,1.36,,32.92,107.67,102.73,17.07,37.04
202,29,002971.SZ,和远气体,2020-01-20,基础化工,化学制品,其他化学制品,31.4,90.87,92.25,4.17,0.32,66.49,-1.86,12.43,3.33,4.36
203,30,002453.SZ,华软科技,2010-07-28,基础化工,化学制品,其他化学制品,5.88,,,5.21,,47.77,-34.77,-53.21,-38.93,-31.63
204,31,300174.SZ,元力股份,2011-02-16,基础化工,化学制品,其他化学制品,16.16,20.69,24.02,1.72,1.42,58.86,-18.61,-19.95,0.82,-4.5
205,32,603010.SH,万盛股份,2022-08-01,基础化工,化学制品,其他化学制品,11.68,66.58,198.6,1.91,0.67,68.86,-57.85,-65.02,16.98,17.07
206,33,688350.SH,富淼科技,2023-09-25,基础化工,化学制品,其他化学制品,31.79,,555.05,2.66,,41.93,52.24,-19.17,-6.94,-5.8
207,34,002637.SZ,赞宇科技,2021-12-13,基础化工,化学制品,其他化学制品,13.75,47.79,39.1,1.71,0.85,64.68,24.96,6.35,27.92,41.71
208,35,603217.SH,元利科技,2019-06-28,基础化工,化学制品,其他化学制品,25.63,25.75,26.32,1.59,1.35,53.33,-2.89,0.22,-3.69,-1.69
209,36,688196.SH,卓越新能,2023-09-25,基础化工,化学制品,其他化学制品,76.64,65.41,57.3,3.05,0.62,97.48,81.23,16.01,-21.24,-32.12
210,37,000881.SZ,中广核技,2019-07-08,基础化工,化学制品,其他化学制品,8.26,,,1.49,,78.09,24.21,-15.29,-8.81,-8.29
211,38,603916.SH,苏博特,2017-11-17,基础化工,化学制品,其他化学制品,11.83,52.6,45.27,1.2,0.86,50.43,19.73,18.68,4.1,7.03
212,39,301077.SZ,星华新材,2021-10-14,基础化工,化学制品,其他化学制品,29.97,34.42,33.98,4.45,2.83,50.97,1.82,20.48,-1.84,0.28
213,40,688267.SH,中触媒,2023-09-25,基础化工,化学制品,其他化学制品,28.53,34.54,24.53,1.8,2.24,50.27,52.27,31.52,28.19,16.46
214,41,603120.SH,肯特催化,2025-04-23,基础化工,化学制品,其他化学制品,44.12,42.66,44.81,3.5,0.91,39.88,-8.18,-1.73,0.62,-0.71
215,42,001358.SZ,兴欣新材,2023-12-28,基础化工,化学制品,其他化学制品,27.97,42.46,54.16,2.41,1.75,34.46,-28.18,-21.72,7.27,0.02
216,43,603181.SH,皇马科技,2022-08-01,基础化工,化学制品,其他化学制品,16.0,23.68,20.95,2.82,1.28,94.19,18.15,14.67,5.66,7.67
217,44,603948.SH,建业股份,2020-03-09,基础化工,化学制品,其他化学制品,28.03,21.79,20.85,2.17,3.57,45.55,5.66,-8.72,-12.04,-11.41
218,45,300169.SZ,天晟新材,2014-02-21,基础化工,化学制品,其他化学制品,7.19,,,,,23.44,-1093.28,-1157.69,-16.71,-12.16
219,46,688659.SH,元琛科技,2023-09-25,基础化工,化学制品,其他化学制品,10.61,,,3.16,,16.98,-19.84,23.76,11.74,10.93
220,47,300610.SZ,晨化股份,2022-08-01,基础化工,化学制品,其他化学制品,12.1,31.01,37.15,2.25,1.65,26.02,-20.8,33.69,-4.76,-5.62
221,48,002666.SZ,德联集团,2012-04-06,基础化工,化学制品,其他化学制品,5.6,64.16,62.67,1.25,1.61,44.13,2.08,17.68,13.45,17.23
222,49,688625.SH,呈和科技,2023-09-25,基础化工,化学制品,其他化学制品,72.6,54.63,48.81,9.34,0.55,136.72,15.09,15.33,14.16,13.77
223,50,600273.SH,嘉化能源,2015-07-01,基础化工,化学制品,其他化学制品,11.0,14.81,14.35,1.48,3.57,149.26,4.05,9.64,9.33,8.31
224,51,603255.SH,鼎际得,2022-08-25,基础化工,化学制品,其他化学制品,33.23,,,2.82,,44.72,-15.49,-20.52,12.16,19.03
225,52,603125.SH,常青科技,2023-04-17,基础化工,化学制品,其他化学制品,17.7,35.08,47.47,3.0,0.58,71.66,-34.19,-31.89,-11.9,-10.67
226,53,002809.SZ,红墙股份,2016-08-30,基础化工,化学制品,其他化学制品,14.03,60.89,1199.18,1.91,2.14,29.69,-115.93,-74.08,12.73,6.93
227,54,301286.SZ,侨源股份,2022-06-21,基础化工,化学制品,其他化学制品,58.41,156.67,116.08,12.23,0.14,233.7,40.54,57.79,8.75,10.43
228,55,002455.SZ,百川股份,2010-08-11,基础化工,化学制品,其他化学制品,10.13,55.39,558.82,3.45,0.59,60.2,-95.32,-47.06,9.4,10.4
229,56,301100.SZ,风光股份,2021-12-24,基础化工,化学制品,其他化学制品,20.66,,,2.07,,41.32,3.7,-93.68,28.8,19.59
230,57,301518.SZ,长华化学,2023-08-10,基础化工,化学制品,其他化学制品,39.5,98.81,56.99,3.54,0.4,57.46,127.81,62.71,-9.31,-15.8
231,58,301373.SZ,凌玮科技,2023-02-15,基础化工,化学制品,其他化学制品,35.19,28.3,26.76,2.35,1.99,38.17,8.15,6.56,6.7,5.64
232,59,300535.SZ,达威股份,2021-12-13,基础化工,化学制品,其他化学制品,21.04,,,2.33,,22.52,-11.73,-52.85,-1.96,-4.19
233,60,688269.SH,凯立新材,2023-09-25,基础化工,化学制品,其他化学制品,43.11,60.84,50.46,5.48,0.7,56.35,29.74,30.83,25.5,24.86
234,61,301149.SZ,隆华新材,2021-11-17,基础化工,化学制品,其他化学制品,12.17,30.54,38.76,2.6,1.23,52.33,-26.6,-15.94,2.93,2.0
235,62,600500.SH,中化国际,2018-07-16,基础化工,化学制品,其他化学制品,4.36,,,1.38,,156.46,-157.8,-7291.94,-9.56,-5.83
236,63,688133.SH,泰坦科技,2023-09-25,基础化工,化学制品,其他化学制品,24.68,314.77,282.75,1.45,0.28,40.58,15.04,91.55,-13.06,-12.7
237,64,603334.SH,丰倍生物,2025-11-12,基础化工,化学制品,其他化学制品,59.08,68.47,54.9,5.08,,84.78,35.32,23.51,62.32,49.62
238,65,603722.SH,阿科力,2022-08-01,基础化工,化学制品,其他化学制品,38.31,,,3.92,0.26,37.44,-141.59,-367.84,-7.46,-11.63
239,66,301212.SZ,联盛化学,2022-04-26,基础化工,化学制品,其他化学制品,29.69,185.79,198.54,2.39,0.4,32.07,-8.2,9.61,18.06,13.95
240,67,688065.SH,凯赛生物,2023-09-25,基础化工,化学制品,其他化学制品,54.4,80.25,66.01,2.23,0.73,392.38,30.56,24.74,14.9,15.68
241,68,603285.SH,键邦股份,2024-07-12,基础化工,化学制品,其他化学制品,37.59,38.15,44.67,3.59,0.53,60.14,-17.71,-27.72,-9.45,-15.37
242,69,301059.SZ,金三江,2021-09-22,基础化工,化学制品,其他化学制品,15.15,65.61,50.78,5.73,1.11,35.02,41.35,31.41,18.76,19.01
243,70,300530.SZ,领湃科技,2016-08-16,基础化工,化学制品,其他化学制品,27.88,,,89.5,,47.94,20.46,20.56,0.5,-1.19
244,71,301076.SZ,新瀚新材,2021-10-18,基础化工,化学制品,其他化学制品,42.14,131.68,112.15,6.29,0.42,73.69,23.32,20.4,7.99,9.66
245,72,301617.SZ,博苑股份,2024-12-18,基础化工,化学制品,其他化学制品,76.88,48.21,58.84,6.08,0.56,102.74,-22.41,-18.97,6.6,7.39
246,73,300637.SZ,扬帆新材,2022-08-01,基础化工,化学制品,其他化学制品,12.45,,249.74,3.99,,29.23,213.12,208.94,36.56,47.93
247,1,600160.SH,巨化股份,2011-10-10,基础化工,化学制品,氟化工,37.71,51.95,25.77,5.1,1.09,1018.07,160.22,146.97,13.89,10.36
248,2,603505.SH,金石资源,2021-12-13,基础化工,化学制品,氟化工,19.03,62.32,66.11,9.18,0.55,160.17,-5.88,-24.74,50.73,54.24
249,3,605020.SH,永和股份,2021-07-16,基础化工,化学制品,氟化工,27.1,55.08,24.11,2.45,0.85,138.43,220.39,140.82,12.04,12.39
250,4,002407.SZ,多氟多,2011-10-10,基础化工,化学制品,氟化工,28.04,,,4.04,0.69,333.8,407.74,-16.55,-2.75,-6.65
251,5,002326.SZ,永太科技,2011-10-10,基础化工,化学制品,氟化工,26.15,,,8.88,,241.92,136.23,56.17,20.65,21.97
252,6,300343.SZ,ST联创,2023-07-06,基础化工,化学制品,氟化工,6.14,300.22,119.1,3.41,,65.63,198.11,191.96,4.48,12.83
253,7,603379.SH,三美股份,2019-04-10,基础化工,化学制品,氟化工,67.85,53.2,22.9,5.58,1.13,414.21,183.66,159.22,45.72,38.58
254,8,002915.SZ,中欣氟材,2017-12-12,基础化工,化学制品,氟化工,22.24,,,5.54,,72.38,118.2,123.4,12.72,19.81
255,9,600378.SH,昊华科技,2021-12-13,基础化工,化学制品,氟化工,35.45,43.4,31.89,2.54,0.81,457.3,44.57,20.85,20.5,19.45
256,10,603310.SH,巍华新材,2024-08-21,基础化工,化学制品,氟化工,17.13,23.33,33.18,1.49,1.75,59.16,-40.96,-52.91,-15.18,-30.71
257,1,600230.SH,沧州大化,2014-05-22,基础化工,化学制品,聚氨酯,19.66,293.4,150.36,2.02,0.11,81.38,124.26,-19.75,-10.58,-12.08
258,2,002165.SZ,红宝丽,2011-10-10,基础化工,化学制品,聚氨酯,12.91,162.27,190.37,4.64,0.31,94.92,-18.73,-35.51,3.91,-1.1
259,3,300200.SZ,高盟新材,2011-10-10,基础化工,化学制品,聚氨酯,11.82,37.63,36.57,3.1,1.23,50.94,3.58,-9.53,5.93,-4.12
260,4,600309.SH,万华化学,2011-10-10,基础化工,化学制品,聚氨酯,83.61,20.08,23.59,2.49,0.88,2617.39,-17.45,-25.1,-2.29,-6.35
261,5,300848.SZ,美瑞新材,2020-07-27,基础化工,化学制品,聚氨酯,16.42,90.55,82.37,4.55,0.43,70.26,15.22,25.25,3.22,0.02
262,6,603041.SH,美思德,2017-04-10,基础化工,化学制品,聚氨酯,13.2,37.69,76.35,1.61,0.9,24.18,-41.83,-42.72,4.56,5.76
263,7,603192.SH,汇得科技,2018-09-04,基础化工,化学制品,聚氨酯,26.23,29.85,29.82,2.33,1.42,37.18,0.17,14.69,-9.87,-10.12
264,8,300321.SZ,同大股份,2021-12-13,基础化工,化学制品,聚氨酯,42.2,446.11,470.54,5.91,0.1,37.47,-3.8,-8.11,6.02,1.41
265,1,688639.SH,华恒生物,2023-09-25,基础化工,化学制品,食品及饲料添加剂,36.88,48.67,49.26,3.44,0.68,92.24,-1.34,-23.26,42.53,46.54
266,2,002166.SZ,莱茵生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,9.29,42.26,52.28,2.24,1.05,68.9,-30.73,-41.27,8.73,15.37
267,3,600299.SH,安迪苏,2000-04-27,基础化工,化学制品,食品及饲料添加剂,9.31,23.81,24.07,1.44,1.68,286.73,-1.29,21.82,13.67,17.23
268,4,600873.SH,梅花生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,10.74,10.99,7.99,1.87,3.98,301.18,51.61,19.96,-2.49,-2.87
269,5,603079.SH,圣达生物,2024-07-31,基础化工,化学制品,食品及饲料添加剂,19.94,128.1,61.71,2.39,,37.69,146.04,129.2,2.04,4.23
270,6,002597.SZ,金禾实业,2011-07-14,基础化工,化学制品,食品及饲料添加剂,23.05,23.53,24.32,1.73,3.47,131.0,-4.44,35.29,-12.35,-3.73
271,7,300741.SZ,华宝股份,2018-03-08,基础化工,化学制品,食品及饲料添加剂,18.66,,,1.69,0.54,114.92,-57.0,-87.95,-7.21,-8.41
272,8,301206.SZ,三元生物,2022-02-17,基础化工,化学制品,食品及饲料添加剂,27.2,52.44,60.25,1.31,5.46,55.03,-16.8,10.73,-7.54,-15.62
273,9,603020.SH,爱普股份,2015-04-01,基础化工,化学制品,食品及饲料添加剂,11.6,27.95,24.39,1.34,1.52,44.46,26.07,33.85,-10.24,-14.87
274,10,301220.SZ,亚香股份,2022-06-29,基础化工,化学制品,食品及饲料添加剂,36.87,74.64,31.61,2.37,0.38,41.58,168.01,211.25,33.82,40.47
275,11,688089.SH,嘉必优,2023-09-25,基础化工,化学制品,食品及饲料添加剂,19.25,26.08,19.1,1.99,1.04,32.4,54.18,59.01,10.56,17.6
276,12,605016.SH,百龙创园,2021-04-28,基础化工,化学制品,食品及饲料添加剂,26.35,45.06,30.26,5.65,0.79,110.67,44.93,42.0,18.1,22.18
277,13,002562.SZ,兄弟科技,2011-03-17,基础化工,化学制品,食品及饲料添加剂,7.29,204.13,75.94,2.26,,83.31,211.75,357.17,4.84,3.45
278,14,600866.SH,星湖科技,1999-12-30,基础化工,化学制品,食品及饲料添加剂,7.26,12.79,9.42,1.45,5.23,120.62,49.9,65.22,-5.57,-3.85
279,15,605077.SH,华康股份,2021-02-23,基础化工,化学制品,食品及饲料添加剂,16.14,18.22,19.57,1.62,4.34,48.91,-9.91,-3.38,40.52,37.32
280,16,603739.SH,蔚蓝生物,2022-08-01,基础化工,化学制品,食品及饲料添加剂,15.52,62.69,46.99,2.21,0.64,39.27,51.24,-8.98,7.42,7.05
281,17,300858.SZ,科拓生物,2020-08-03,基础化工,化学制品,食品及饲料添加剂,18.5,51.66,49.04,2.67,0.81,48.75,7.08,-5.31,22.25,18.32
282,18,603235.SH,天新药业,2022-07-19,基础化工,化学制品,食品及饲料添加剂,26.92,18.1,19.1,2.46,2.51,117.85,-6.91,3.14,1.08,5.23
283,19,300829.SZ,金丹科技,2020-04-29,基础化工,化学制品,食品及饲料添加剂,18.06,109.48,60.35,1.7,0.23,41.05,30.06,56.31,8.41,5.43
284,20,301156.SZ,美农生物,2022-06-24,基础化工,化学制品,食品及饲料添加剂,19.3,54.8,46.14,3.82,2.18,27.17,29.44,17.68,14.68,13.69
285,21,603968.SH,醋化股份,2015-05-25,基础化工,化学制品,食品及饲料添加剂,12.54,,,1.42,,25.64,74.19,105.9,-9.44,-6.49
286,22,002001.SZ,新和成,2024-08-09,基础化工,化学制品,食品及饲料添加剂,27.99,14.66,11.95,2.72,2.5,860.25,33.37,63.46,5.45,12.76
287,1,002211.SZ,ST宏达,2008-02-15,基础化工,化学制品,有机硅,3.45,,,109.97,,14.92,41.0,37.1,47.36,87.39
288,2,603281.SH,江瀚新材,2023-02-07,基础化工,化学制品,有机硅,31.32,19.42,25.03,2.49,3.16,116.93,-29.5,-32.6,-16.38,-19.53
289,3,300727.SZ,润禾材料,2017-12-04,基础化工,化学制品,有机硅,33.84,63.34,50.12,4.69,0.68,60.96,36.34,38.61,3.56,4.16
290,4,603260.SH,合盛硅业,2022-08-01,基础化工,化学制品,有机硅,48.57,32.99,,1.79,0.92,574.2,-122.1,-140.6,-25.35,-26.34
291,5,300041.SZ,回天新材,2010-01-15,基础化工,化学制品,有机硅,11.91,65.42,43.08,2.3,1.26,66.63,32.38,4.18,8.49,7.72
292,6,300019.SZ,硅宝科技,2009-11-06,基础化工,化学制品,有机硅,21.17,35.04,29.61,3.07,1.42,83.22,44.63,51.56,24.3,47.36
293,7,605399.SH,晨光新材,2020-08-11,基础化工,化学制品,有机硅,14.74,111.26,,2.15,0.68,46.02,-173.67,-110.23,-9.06,-10.39
294,8,002909.SZ,集泰股份,2017-11-02,基础化工,化学制品,有机硅,7.26,146.86,5260.48,3.15,1.36,28.31,-129.87,-245.98,-12.57,-10.7
295,9,300821.SZ,东岳硅材,2020-03-19,基础化工,化学制品,有机硅,11.88,251.16,,2.91,0.13,142.56,-96.78,-35.3,-24.76,-14.98
296,10,603155.SH,新亚强,2020-09-08,基础化工,化学制品,有机硅,16.77,46.31,56.24,2.44,3.28,52.96,-20.39,-27.75,-19.05,-18.58
297,1,000936.SZ,华西股份,2007-07-03,基础化工,化学纤维,涤纶,8.26,62.37,23.03,1.37,0.48,73.18,132.98,109.15,0.88,5.28
298,2,603225.SH,新凤鸣,2017-04-25,基础化工,化学纤维,涤纶,20.02,27.8,25.0,1.73,1.1,305.92,16.55,17.28,4.77,7.1
299,3,603332.SH,苏州龙杰,2019-01-24,基础化工,化学纤维,涤纶,13.7,51.31,54.68,2.32,1.6,29.64,-6.12,8.81,-9.04,-6.98
300,4,600370.SH,三房巷,2022-08-01,基础化工,化学纤维,涤纶,2.5,,,1.97,,97.42,-60.2,-90.89,-12.49,-13.97
301,5,002206.SZ,海利得,2008-01-31,基础化工,化学纤维,涤纶,6.96,19.7,15.29,2.07,2.51,80.89,39.97,56.16,1.07,1.55
302,6,002998.SZ,优彩资源,2020-10-12,基础化工,化学纤维,涤纶,8.36,35.14,78.77,1.79,5.75,29.43,-47.84,-41.99,19.34,16.84
303,7,301057.SZ,汇隆新材,2021-09-16,基础化工,化学纤维,涤纶,41.3,156.21,129.7,6.35,0.48,48.31,25.88,35.41,11.26,8.75
304,8,002427.SZ,尤夫股份,2022-12-13,基础化工,化学纤维,涤纶,7.52,,272.14,7.82,,74.1,155.79,130.37,1.82,1.95
305,9,603073.SH,彩蝶实业,2023-03-23,基础化工,化学纤维,涤纶,21.09,24.44,25.22,1.77,1.42,24.46,-4.72,-24.66,6.2,2.74
306,10,603406.SH,天富龙,2025-08-15,基础化工,化学纤维,涤纶,38.95,34.35,34.4,3.49,1.28,155.8,-0.2,0.41,-7.93,-4.68
307,1,000677.SZ,恒天海龙,2021-12-13,基础化工,化学纤维,粘胶,4.03,79.35,472.18,6.86,,34.82,-93.0,16.79,0.89,5.18
308,2,600889.SH,南京化纤,1996-03-08,基础化工,化学纤维,粘胶,16.4,,,16.14,,60.08,67.26,-27.09,-64.23,-55.42
309,3,000949.SZ,新乡化纤,2024-07-31,基础化工,化学纤维,粘胶,6.45,43.52,59.54,1.65,,106.87,-33.15,-58.58,3.28,-1.52
310,4,000420.SZ,吉林化纤,1996-08-02,基础化工,化学纤维,粘胶,4.62,409.92,,2.57,,113.6,-47.41,-45.08,43.62,48.39
311,1,002825.SZ,纳尔股份,2017-07-03,基础化工,塑料,其他塑料制品,10.85,29.33,22.76,2.29,1.09,37.06,33.95,79.15,3.25,4.1
312,2,688087.SH,英科再生,2023-09-25,基础化工,塑料,其他塑料制品,31.5,19.89,18.03,2.23,0.5,61.13,16.29,-6.01,15.76,16.13
313,3,301019.SZ,宁波色母,2021-07-05,基础化工,塑料,其他塑料制品,23.12,37.95,34.25,3.69,2.6,38.14,15.12,10.5,-5.93,-7.95
314,4,300920.SZ,润阳科技,2021-01-04,基础化工,塑料,其他塑料制品,41.23,162.08,117.97,3.48,0.24,41.23,50.16,-24.71,12.17,2.5
315,5,300717.SZ,华信新材,2017-11-13,基础化工,塑料,其他塑料制品,21.2,43.06,38.23,3.01,0.94,21.79,18.56,5.03,16.11,11.18
316,6,300243.SZ,瑞丰高材,2021-12-13,基础化工,塑料,其他塑料制品,11.26,127.73,285.41,2.62,0.44,28.2,-33.35,-52.57,-0.0,2.62
317,7,605008.SH,长鸿高科,2020-08-28,基础化工,塑料,其他塑料制品,13.42,92.0,1125.44,4.31,,86.69,-84.34,-98.26,17.08,16.25
318,8,300980.SZ,祥源新材,2021-04-28,基础化工,塑料,其他塑料制品,34.0,183.55,103.57,3.33,0.52,46.94,94.49,84.54,32.34,31.5
319,9,301591.SZ,肯特股份,2024-03-06,基础化工,塑料,其他塑料制品,45.89,53.59,53.69,4.31,0.98,38.6,-0.24,9.16,4.53,9.16
320,10,603580.SH,*ST艾艾,2017-06-05,基础化工,塑料,其他塑料制品,13.93,,,4.32,0.59,18.2,127.72,174.57,48.75,17.52
321,11,002108.SZ,沧州明珠,2007-02-01,基础化工,塑料,其他塑料制品,4.83,51.46,51.01,1.59,2.09,79.63,0.99,-6.15,5.9,6.88
322,12,300539.SZ,横河精密,2017-07-03,基础化工,塑料,其他塑料制品,32.66,230.42,170.85,7.54,0.34,87.56,54.65,79.04,28.43,34.15
323,13,603150.SH,万朗磁塑,2022-02-07,基础化工,塑料,其他塑料制品,49.22,30.26,34.18,2.5,0.65,42.07,-14.88,-11.31,19.65,17.35
324,14,301216.SZ,万凯新材,2022-08-01,基础化工,塑料,其他塑料制品,21.74,,,2.08,0.61,126.13,183.45,30.33,-5.43,-4.87
325,15,603330.SH,天洋新材,2021-12-13,基础化工,塑料,其他塑料制品,7.43,,,2.11,,32.15,62.71,-139.15,-31.24,-28.88
326,16,300230.SZ,永利股份,2011-06-22,基础化工,塑料,其他塑料制品,5.09,18.56,18.46,1.27,1.28,41.39,0.75,14.99,8.66,17.01
327,17,300218.SZ,安利股份,2021-12-13,基础化工,塑料,其他塑料制品,16.6,18.55,21.79,2.33,1.48,36.02,-19.22,0.91,-6.84,-2.4
328,18,301090.SZ,华润材料,2022-08-01,基础化工,塑料,其他塑料制品,7.54,,,1.77,,111.02,62.35,28.96,-24.74,-17.95
329,19,300180.SZ,华峰超纤,2021-12-13,基础化工,塑料,其他塑料制品,6.49,160.94,268.72,2.42,0.08,114.29,-23.01,11.18,-14.18,-16.61
330,20,301196.SZ,唯科科技,2022-01-18,基础化工,塑料,其他塑料制品,75.11,42.73,35.52,2.84,0.8,94.12,25.2,30.71,25.45,33.51
331,1,301003.SZ,江苏博云,2021-06-23,基础化工,塑料,改性塑料,46.54,32.05,37.12,4.07,3.87,45.21,-19.16,-19.37,-12.24,-8.01
332,2,688669.SH,聚石化学,2023-09-25,基础化工,塑料,改性塑料,25.42,,,2.36,,30.84,161.43,82.48,-7.17,-10.05
333,3,301538.SZ,骏鼎达,2024-03-27,基础化工,塑料,改性塑料,84.17,37.5,33.38,4.81,0.51,65.99,18.82,17.7,23.43,31.67
