标题,摘要,发布时间,链接
伊朗最高领袖顾问：欧盟国家军队将被视为恐怖组织,【伊朗最高领袖顾问：欧盟国家军队将被视为恐怖组织】伊朗最高领袖顾问阿里·拉里贾尼30日说，凡参与欧盟近期针对伊朗伊斯兰革命卫队相关决定的国家，其军队将被视为恐怖组织。拉里贾尼当天在社交媒体上发文说：“根据伊朗伊斯兰议会通过的决议，凡参与欧盟近期针对伊朗伊斯兰革命卫队相关决定的国家，其军队将被视为恐怖组织。由此产生的后果将由采取这一行动的欧洲国家自行承担。”,2026-01-30 23:39:51,https://finance.eastmoney.com/a/202601303637416235.html
商务部新闻发言人就中国诉美《通胀削减法》世贸争端案专家组发布裁决答记者问,【商务部新闻发言人就中国诉美《通胀削减法》世贸争端案专家组发布裁决答记者问】有记者问：据悉，世贸组织专家组就中国诉美《通胀削减法》世贸争端案发布裁决，美国涉案措施被裁违反世贸规则。请问发言人对此有何评论？答：日内瓦当地时间1月30日，世贸组织公布中国诉美《通胀削减法》世贸争端案专家组裁决。本案专家组裁定，美涉案清洁能源补贴措施违反世贸组织规则，驳回美所谓涉案措施是为保护美“公共道德”进行的抗辩，要求美取消涉案补贴措施。中方对专家组作出的客观、公正裁决表示欢迎和赞赏。中方始终是世贸组织规则的坚定守护者、国际经贸秩序的坚定捍卫者。我们希望美方尊重专家组裁决，尊重世贸组织规则，尽快采取措施纠正错误做法，以实际行动维护国际经贸秩序，推动国际贸易稳定有序发展。,2026-01-30 23:34:37,https://finance.eastmoney.com/a/202601303637412878.html
特斯拉涨超4%,特斯拉涨超4%。SpaceX正在考虑与特斯拉进行潜在的合并，同时也在评估另一种方案——与人工智能公司xAI进行整合。,2026-01-30 23:31:31,https://finance.eastmoney.com/a/202601303637410316.html
白宫顾问哈塞特表示：供给侧繁荣将让美联储有空间降息,白宫顾问哈塞特表示，供给侧繁荣将让美联储有空间降息；强势美元是美国财政部的政策。,2026-01-30 23:28:07,https://finance.eastmoney.com/a/202601303637404222.html
哈塞特对“落选美联储主席”不感到失望 抨击美联储1月按兵不动,【哈塞特对“落选美联储主席”不感到失望 抨击美联储1月按兵不动】白宫顾问哈塞特表示，并不对“没有被美国总统特朗普提名为美联储主席”感到失望。哈塞特称，高度尊重（美联储主席提名人）凯文·沃什，将想方设法推动（国会参议院）确认对他提名资格的确认。白宫相信，沃什的提名资格应该迅速得到（立法机构的）确认。美联储1月份没有降息是一个错误。,2026-01-30 23:27:08,https://finance.eastmoney.com/a/202601303637400952.html
科磊大跌11%,科磊大跌11%。科磊第二财季业绩全面超预期，但下季度业绩指引增长放缓，瑞银将其目标价从1635美元下调至1575美元。,2026-01-30 23:24:37,https://finance.eastmoney.com/a/202601303637395510.html
非盟主席关注埃塞俄比亚提格雷地区局势 呼吁各方保持克制,【非盟主席关注埃塞俄比亚提格雷地区局势 呼吁各方保持克制】当地时间1月30日，非盟委员会主席优素福表示密切关注埃塞俄比亚提格雷地区局势发展，呼吁各方保持克制。优素福强调，埃塞俄比亚联邦政府与“提格雷人民解放阵线”2022年11月2日在南非比勒陀利亚签署“永久停止敌对行动”协议，所取得的成果来之不易、至关重要，必须继续维护。非盟重申其对全面有效执行常设人事委员会的坚定承诺，并重申将继续支持各方开展和平建设与和解进程。,2026-01-30 23:23:27,https://finance.eastmoney.com/a/202601303637391956.html
伊朗外长：伊美谈判应在公平、平等的前提下进行,【伊朗外长：伊美谈判应在公平、平等的前提下进行】伊朗外长阿拉格齐30日说，伊朗不会在美国威胁下进行谈判，谈判应在公平、平等的前提下进行。伊朗目前没有与美国进行谈判的具体计划。,2026-01-30 23:18:31,https://finance.eastmoney.com/a/202601303637381625.html
美国财政部制裁两个据称与伊朗伊斯兰革命卫队相关的实体,美国财政部制裁两个据称与伊朗伊斯兰革命卫队相关的实体。,2026-01-30 23:14:47,https://finance.eastmoney.com/a/202601303637381216.html
库迪咖啡：2月起自有平台内非特价产品按零售价售卖,【库迪咖啡：2月起自有平台内非特价产品按零售价售卖】有消息称，库迪咖啡发布门店价格策略和活动调整通知。通知指出，“全场9.9元不限量”活动将于2026年1月31日24时正式结束，2026年2月1日0时起，将开启特价专区，部分产品仍然延续9.9元不限量。2026年2月1日0时起，库迪自有平台内非特价活动产品，均按零售价售卖。库迪咖啡方面回应称，属实。库迪咖啡相关负责人表示，部分产品延续特价9.9元不限量，全线产品持续参与外卖平台各类补贴活动。,2026-01-30 23:13:47,https://finance.eastmoney.com/a/202601303637381031.html
美国股市早盘延续跌势 交易员料沃什最终并不会支持深度降息,【美国股市早盘延续跌势 交易员料沃什最终并不会支持深度降息】美国股市周五早盘延续跌势，交易员押注特朗普所挑选的美联储下一任主席凯文·沃什最终将不支持深度降息，且对通胀更为忧心。虽然沃什曾响应特朗普的降息号召，并支持改革美联储，但由于沃什在美联储任职期间对于通胀上行所表达的担忧，交易员认为他最终会更倾向于防止物价压力的攀升。,2026-01-30 23:12:03,https://finance.eastmoney.com/a/202601303637380123.html
国寿资产公司合并管理资产规模突破7万亿元,【国寿资产公司合并管理资产规模突破7万亿元】国寿资产公司召开2026年工作会议。会议信息显示，2025年末该公司合并管理资产总规模6.93万亿元，其中合并管理第三方业务规模超9500亿元。截至2026年1月末，该公司合并管理资产总规模进一步突破7万亿元。,2026-01-30 23:10:33,https://finance.eastmoney.com/a/202601303637379797.html
"南非主要股指下跌4.2% 至120,045.70点","南非主要股指下跌4.2%，至120,045.70点。",2026-01-30 23:09:55,https://finance.eastmoney.com/a/202601303637379622.html
国内部分商品期货夜盘收盘 化工板块走强,【国内部分商品期货夜盘收盘 化工板块走强】国内部分商品期货夜盘收盘，BR橡胶跌超2%，橡胶、20号胶跌超1%，苯乙烯、PTA、瓶片、白糖、对二甲苯小幅下跌。烧碱、PVC涨超2%，焦煤、纯碱涨超1%。,2026-01-30 23:07:51,https://finance.eastmoney.com/a/202601303637379585.html
纳斯达克中国金龙指数跌幅扩大至1%,纳斯达克中国金龙指数跌幅扩大至1%。,2026-01-30 23:06:38,https://finance.eastmoney.com/a/202601303637379486.html
美元兑日元汇率上升1%至154.66,美元兑日元汇率上升1%至154.66。,2026-01-30 23:05:46,https://finance.eastmoney.com/a/202601303637379364.html
利弗莫尔证券显示：钛和检测认证集团股份有限公司向港交所提交上市申请书,利弗莫尔证券显示，钛和检测认证集团股份有限公司向港交所提交上市申请书。独家保荐人为光大证券国际。,2026-01-30 23:04:42,https://finance.eastmoney.com/a/202601303637379114.html
利弗莫尔证券显示：台铃科技股份有限公司向港交所提交上市申请书,利弗莫尔证券显示，台铃科技股份有限公司向港交所提交上市申请书，联合保荐人为中信证券和招商证券国际。,2026-01-30 22:52:46,https://finance.eastmoney.com/a/202601303637374544.html
高露洁盘初涨逾6%,【高露洁盘初涨逾6%】高露洁盘初涨逾6%。消息面上，高露洁报告称，截至12月31日的季度净销售额为52.3亿美元，高于一年前的49.4亿美元。,2026-01-30 22:51:58,https://finance.eastmoney.com/a/202601303637374186.html
美国1月份MNI芝加哥商业景气指数报54.0 预估43.7,美国1月份MNI芝加哥商业景气指数报54.0，预估43.7。,2026-01-30 22:49:27,https://finance.eastmoney.com/a/202601303637372522.html
杭州土拍迎来“开门红”：浙系民企火爆抢地 溢价率近20%,【杭州土拍迎来“开门红”：浙系民企火爆抢地 溢价率近20%】杭州2026年首场宅地土拍火热收官。本土房企浙江博策经过30轮激烈竞价，以8.77亿元总价成功竞得拱墅区东新单元优质地块，成交楼面价33515元/平方米，溢价率达19.81%。,2026-01-30 22:48:50,https://finance.eastmoney.com/a/202601303637372243.html
利弗莫尔证券显示：卡奥斯物联科技股份有限公司向港交所提交上市申请书,利弗莫尔证券显示，卡奥斯物联科技股份有限公司向港交所提交上市申请书，联合保荐人为中金公司和汇丰银行。,2026-01-30 22:47:04,https://finance.eastmoney.com/a/202601303637372180.html
风语筑：实控人李晖拟减持不超3%公司股份,【风语筑：实控人李晖拟减持不超3%公司股份】风语筑(603466.SH)公告称，持股21.23%的实控人李晖，拟通过集中竞价交易方式减持不超过594.79万股公司股份、通过大宗交易方式减持不超过1189.57万股公司股份，即合计不超过公司总股本的3%。,2026-01-30 22:43:15,https://finance.eastmoney.com/a/202601303637369870.html
利弗莫尔证券显示：江苏中鑫家居新材料股份有限公司向港交所提交上市申请书,利弗莫尔证券显示，江苏中鑫家居新材料股份有限公司向港交所提交上市申请书，独家保荐人为农银国际。,2026-01-30 22:42:21,https://finance.eastmoney.com/a/202601303637369767.html
利弗莫尔证券显示：广州鹏辉能源科技股份有限公司向港交所提交上市申请书,利弗莫尔证券显示，广州鹏辉能源科技股份有限公司向港交所提交上市申请书，独家保荐人为中信证券。,2026-01-30 22:40:35,https://finance.eastmoney.com/a/202601303637368784.html
庞巴迪股价一度下跌11% 创去年4月4日以来最大跌幅,庞巴迪股价一度下跌11%，创去年4月4日以来最大跌幅。,2026-01-30 22:37:30,https://finance.eastmoney.com/a/202601303637366748.html
美光科技涨超3% 本月累涨超57%,美光科技涨超3%，本月累涨超57%，市值首次突破5000亿美元。,2026-01-30 22:36:52,https://finance.eastmoney.com/a/202601303637366153.html
闪迪公司股价飙升24% 将自上市以来的累计涨幅提升至1755%,闪迪公司股价飙升24%，将自上市以来的累计涨幅提升至1755%。,2026-01-30 22:33:29,https://finance.eastmoney.com/a/202601303637365120.html
美股开盘集体下跌,美股开盘集体下跌，道指跌0.34%，纳指跌0.45%，标普500指数跌0.35%。存储板块强势上涨，闪迪再度大涨22%，开年以来已经涨超130%；闪迪2026财年Q2营收和每股收益均远超预期。美光科技涨3.3%，西部数据涨2%。贵金属板块集体走低，泛美白银大跌近11%，哈莫尼黄金跌8.6%，纽曼矿业跌6.8%。,2026-01-30 22:30:50,https://finance.eastmoney.com/a/202601303637363871.html
飞天茅台单瓶破1800元,【飞天茅台单瓶破1800元】节前茅台迎来了价格大反弹。第一财经记者实地走访深圳多家经销商门店发现，飞天茅台单瓶破1800元，一夜之间涨幅超百元。多家门店表示，当前处于缺货状态，节前应该很难补货，叠加春节消费需求旺盛，导致价格回升。,2026-01-30 22:26:53,https://finance.eastmoney.com/a/202601303637362953.html
OpenAI联合创始人、a16z据悉向支持人工智能的超级政治行动委员会捐款,【OpenAI联合创始人、a16z据悉向支持人工智能的超级政治行动委员会捐款】1月30日消息，据报道，支持人工智能的超级政治行动委员会“引领未来”已筹集超过1.25亿美元，OpenAI前总裁、联合创始人格雷格·布罗克曼、8VC创始人及管理合伙人乔·朗斯代尔，以及硅谷知名创投公司安德里森·霍罗威茨（Andreessen Horowitz，又简称为a16z）均向该基金捐款。,2026-01-30 22:23:38,https://finance.eastmoney.com/a/202601303637361276.html
AMD盘前跌幅扩大 现跌超5%,AMD盘前跌幅扩大，现跌超5%。,2026-01-30 22:22:24,https://finance.eastmoney.com/a/202601303637360666.html
240吨级商业重复使用高压补燃液氧煤油发动机长程试车成功,【240吨级商业重复使用高压补燃液氧煤油发动机长程试车成功】记者从中国航天科技集团有限公司获悉，1月29日，航天科技集团第六研究院240吨级商业重复使用高压补燃液氧煤油发动机200秒长程试车取得圆满成功。该型发动机面向国内商业用户，为大中型可重复使用运载火箭而开发，其性能指标达到国际领先水平。,2026-01-30 22:14:50,https://finance.eastmoney.com/a/202601303637356143.html
麒盛科技：迈动数康以非侵入式脑机接口为核心 攻克多项关键技术,【麒盛科技：迈动数康以非侵入式脑机接口为核心 攻克多项关键技术】麒盛科技今日官微消息，公司通过控股迈动数康布局脑机接口领域、设立先辰智造发力机器人赛道，布局未来产业建设。其中，迈动数康以非侵入式脑机接口为核心，攻克多项关键技术，包括攻克时域干涉（TI）神经调控技术，构建“脑电事件触发式”精准调控体系，解决传统睡眠干预缺乏个性化的问题。,2026-01-30 22:09:51,https://finance.eastmoney.com/a/202601303637354276.html
深康佳Ａ：预计2025年净亏损125.81亿元-155.73亿元,【深康佳Ａ：预计2025年净亏损125.81亿元-155.73亿元】深康佳Ａ(000016.SZ)公告称，预计2025年归属于上市公司股东的净利润为亏损155.73亿元至125.81亿元，上年同期为亏损32.96亿元。,2026-01-30 22:06:43,https://finance.eastmoney.com/a/202601303637353192.html
金科连亏三年后突然盈利300亿 怎么做到的？,【金科连亏三年后突然盈利300亿 怎么做到的？】1月30日晚间，重庆房企金科股份（证券简称：*ST金科，000656.SZ）突然连发两条重磅公告。其中一条为2025年业绩预告，该公告显示，金科股份预计2025年度归属于上市公司股东的净利润为300亿元-350亿元。,2026-01-30 21:58:08,https://finance.eastmoney.com/a/202601303637349678.html
特朗普为啥选中沃什接棒鲍威尔？和雅诗兰黛家族有关？看看他的来时路,【特朗普为啥选中沃什接棒鲍威尔？和雅诗兰黛家族有关？看看他的来时路】当地时间30日，美国总统特朗普提名美联储前理事沃什出任美联储下一任主席。“很多人认为，这个人几年前就应该担任这个职位。”特朗普曾在29日的一场活动上“剧透”，“他将是一位备受尊敬、在金融界家喻户晓的人物。”,2026-01-30 21:56:48,https://finance.eastmoney.com/a/202601303637349323.html
沪银期货主力合约日内跌幅扩大至15%,【沪银期货主力合约日内跌幅扩大至15%】沪银期货主力合约跌15.25%，沪锡期货主力合约跌6.94%，沪金期货主力合约跌5.36%，沪镍期货主力合约跌4.61%，沪铜期货主力合约跌4.32%，沪铝期货主力合约跌4.11%。,2026-01-30 21:47:18,https://finance.eastmoney.com/a/202601303637336447.html
美联储BOSTIC：需要有明确证据表明通胀率已恢复到2%水平,美联储BOSTIC表示，需要有明确证据表明通胀率已恢复到2%水平；通胀还有很长的路要走，需要保持警惕。,2026-01-30 21:46:44,https://finance.eastmoney.com/a/202601303637338172.html
我国将进一步加强直播电商行业常态化监管,【我国将进一步加强直播电商行业常态化监管】市场监管总局网监司副司长舒玲敏30日表示，经过1年的直播电商专项治理，直播电商行业乱象得到初步遏制。2026年，市场监管总局将坚持问题导向，积极会同有关部门，进一步加强直播电商行业常态化监管，切实维护广大消费者和经营者合法权益。,2026-01-30 21:44:59,https://finance.eastmoney.com/a/202601303637335144.html
120Gbps！中国星地激光通信传输速率刷新纪录,【120Gbps！中国星地激光通信传输速率刷新纪录】中国科学院空天信息创新研究院近日成功开展超百G星地激光通信业务化应用实验，通过卫星在轨软件重构，充分挖掘利用激光通信载荷的硬件潜能，将卫星激光通信载荷的能力从60Gbps提升至120Gbps，刷新了国内星地激光通信传输速率纪录，标志着我国星地激光通信业务化应用能力迈上一个新台阶。,2026-01-30 21:43:37,https://finance.eastmoney.com/a/202601303637334661.html
又一家国产芯片厂宣布涨价！,【又一家国产芯片厂宣布涨价！】继中微半导、国科微宣布相关芯片产品涨价后，近日，国产芯片厂商英集芯也发布了涨价函，宣布对旗下部分产品进行涨价，但具体涨幅并未公布。,2026-01-30 21:41:32,https://finance.eastmoney.com/a/202601303637334043.html
鞍钢股份：预计2025年净亏损40.77亿元 同比减亏42.75%,【鞍钢股份：预计2025年净亏损40.77亿元 同比减亏42.75%】鞍钢股份(000898.SZ)公告称，预计2025年归属于上市公司股东的净利润为亏损40.77亿元左右，上年同期亏损71.22亿元，同比减亏约42.75%。,2026-01-30 21:37:03,https://finance.eastmoney.com/a/202601303637326623.html
九鼎投资：2025年预亏3亿元—3.5亿元,【九鼎投资：2025年预亏3亿元—3.5亿元】九鼎投资(600053)1月30日发布业绩公告，预计2025年度实现归属于上市公司股东的净利润-3.5亿元到-3亿元，与上年同期相比，亏损将增加。,2026-01-30 21:32:26,https://finance.eastmoney.com/a/202601303637325356.html
美国12月不包括食品和能源的核心PPI升0.7% 预期升0.3%,美国12月不包括食品和能源的核心PPI升0.7%，预期升0.3%。,2026-01-30 21:32:07,https://finance.eastmoney.com/a/202601303637318029.html
美国12月PPI同比增长3% 预期2.7%,美国12月PPI同比增长3%，预期2.7%，前值3.0%。,2026-01-30 21:31:10,https://finance.eastmoney.com/a/202601303637317881.html
