标题,摘要,发布时间,链接
金融支持西部陆海新通道建设工作会议在渝召开,【金融支持西部陆海新通道建设工作会议在渝召开】据重庆日报，2月5日上午，金融支持西部陆海新通道建设工作会议在渝召开。重庆市委书记袁家军出席会议并讲话，中国人民银行党委书记、行长潘功胜讲话，市委副书记、市长胡衡华主持。,2026-02-05 16:33:14,https://finance.eastmoney.com/a/202602053642767859.html
新易盛：预计1.6T相关光模块产品在2026年营收占比将进一步提升,【新易盛：预计1.6T相关光模块产品在2026年营收占比将进一步提升】新易盛在互动平台表示，公司1.6T光模块已进入持续放量阶段，相关产线产能稳步释放，产能利用率高，预计1.6T相关光模块产品在2026年营收占比将进一步提升。,2026-02-05 16:32:40,https://finance.eastmoney.com/a/202602053642767584.html
在岸人民币兑美元收盘报6.9408 较上一交易日下降32点,在岸人民币兑美元收盘报6.9408，较上一交易日下降32点。,2026-02-05 16:31:11,https://finance.eastmoney.com/a/202602053642765076.html
俄总统特别代表：乌克兰和平协议谈判正取得进展,【俄总统特别代表：乌克兰和平协议谈判正取得进展】据塔斯社5日报道，俄罗斯总统特别代表德米特里耶夫当天表示，尽管受到干扰，但乌克兰和平协议谈判正在取得进展。,2026-02-05 16:30:30,https://finance.eastmoney.com/a/202602053642764730.html
太极实业：子公司牵头的联合体预中标华虹FAB9B项目,【太极实业：子公司牵头的联合体预中标华虹FAB9B项目】太极实业公告，公司子公司信息产业电子第十一设计研究院科技工程股份有限公司（牵头人，简称“十一科技”）与上海建工四建集团有限公司组成的联合体，预中标华虹宏力半导体（无锡）有限公司的华虹FAB9B项目工程总承包，投标报价37.78亿元。根据《联合体协议书》约定的分工，预计十一科技合同工作量占比为98.46%，对应金额约为37.19亿元。,2026-02-05 16:29:04,https://finance.eastmoney.com/a/202602053642763980.html
国家超算互联网核心节点上线试运行,【国家超算互联网核心节点上线试运行】国家超算互联网应用技术大会暨核心节点上线试运行仪式在郑州举行。此次上线试运行的算力资源由曙光scaleX万卡超集群系统提供支撑，可对外提供超3万卡的国产AI算力，是国家超算互联网平台上线以来接入的全国最大单体国产AI算力资源池。,2026-02-05 16:26:43,https://finance.eastmoney.com/a/202602053642762011.html
机构：2025年荣耀手机出货量全球增速11% 位列第一,【机构：2025年荣耀手机出货量全球增速11% 位列第一】Omdia数据显示，荣耀手机2025年全球增速达11%，成为前十大厂商中出货量全球增速第一的品牌。,2026-02-05 16:25:48,https://finance.eastmoney.com/a/202602053642758923.html
“走势扭转”！免税店大扩容 高增长潜力票曝光(附表格),【“走势扭转”！免税店大扩容 高增长潜力票曝光】周四，大消费延续走强态势，免税概念领涨，茂业商业、杭州解百等涨停，百大集团、广百股份等跟涨。,2026-02-05 16:25:11,https://finance.eastmoney.com/a/202602053642763595.html
机构：DDR4和DDR5部分颗粒延续小幅下跌,【机构：DDR4和DDR5部分颗粒延续小幅下跌】据集邦数据，今日国际DRAM颗粒现货价格仍是DDR4和DDR5部分颗粒下跌，上涨颗粒集中在DDR3。其中，DDR4 16Gb (2Gx8) 2666下跌0.36%，均价69.5美元，DDR3 2Gb 256Mx8 1600/1866上涨0.74%，均价3.425美元。,2026-02-05 16:20:24,https://finance.eastmoney.com/a/202602053642753337.html
方盛制药：控股子公司获得《药品生产许可证》,【方盛制药：控股子公司获得《药品生产许可证》】方盛制药(603998)2月5日公告，控股子公司广东方盛融华药业有限公司（简称“方盛融华”）收到广东省药监局颁发的《药品生产许可证》，同意方盛融华作为药品上市许可持有人，方盛制药作为受托方，受托产品为瑞卢戈利片。,2026-02-05 16:19:22,https://finance.eastmoney.com/a/202602053642753076.html
西部牧业：1月自产生鲜乳生产量同比下降2.54%,【西部牧业：1月自产生鲜乳生产量同比下降2.54%】西部牧业(300106)2月5日公告，2026年1月自产生鲜乳生产量3076.65吨，环比增长8.78%，同比下降2.54%。,2026-02-05 16:19:21,https://finance.eastmoney.com/a/202602053642751928.html
瑞银：中国股市具备增长与收益潜力,【瑞银：中国股市具备增长与收益潜力】瑞银财富管理投资总监办公室(CIO)5日发表机构观点称，中国股市具备增长与收益潜力。,2026-02-05 16:14:47,https://finance.eastmoney.com/a/202602053642752922.html
“唤醒”超10万亿资金 多地支持住房公积金用于居民房屋改建,【“唤醒”超10万亿资金 多地支持住房公积金用于居民房屋改建】住房公积金用于支持“原拆原建”、住房翻修、适老化改造、加装电梯等城市更新用途的限制正在加速“松绑”，并有望惠及更多灵活就业群体。,2026-02-05 16:14:10,https://finance.eastmoney.com/a/202602053642748337.html
国家药监局：精准支持创新医疗器械发展 聚焦重点实现突破,【国家药监局：精准支持创新医疗器械发展 聚焦重点实现突破】国家药监局消息，2月4日至5日，2026年全国医疗器械监督管理工作会议在沈阳市召开。会议对2026年医疗器械监管工作部署六项重点任务。,2026-02-05 16:13:04,https://finance.eastmoney.com/a/202602053642748817.html
日本1月进口车销量同比减少12% 纯电动车增长68%,【日本1月进口车销量同比减少12% 纯电动车增长68%】日本汽车进口商协会2月5日数据显示，1月日本进口车销量同比减少12%，降至13019辆。纯电动汽车增长68%至2041辆，时隔1个月实现增长。,2026-02-05 16:13:00,https://finance.eastmoney.com/a/202602053642747357.html
恒为科技：2025年净利润3493.8万元 同比增长30.13%,【恒为科技：2025年净利润3493.8万元 同比增长30.13%】恒为科技(603496)2月5日发布业绩快报，2025年营业收入为10.47亿元，同比下滑6.31%；归属于上市公司股东的净利润3493.8万元，同比增长30.13%；基本每股收益0.1091元。,2026-02-05 16:12:59,https://finance.eastmoney.com/a/202602053642747244.html
奥翔药业：合作产品枸橼酸托法替布片获境外上市许可,【奥翔药业：合作产品枸橼酸托法替布片获境外上市许可】奥翔药业(603229)2月5日公告，近日，公司合作伙伴STADA的子公司Spirig HealthCare AG收到瑞士药品管理局核准签发的枸橼酸托法替布片上市许可。,2026-02-05 16:12:57,https://finance.eastmoney.com/a/202602053642746924.html
派林生物：人凝血酶药品注册临床试验获受理,【派林生物：人凝血酶药品注册临床试验获受理】派林生物(000403)2月5日公告，公司全资子公司广东双林生物制药有限公司近日收到国家药监局核准签发的人凝血酶药品注册临床试验《受理通知书》。,2026-02-05 16:12:56,https://finance.eastmoney.com/a/202602053642747171.html
哈药股份：蛋白琥珀酸铁原料药上市申请获批,【哈药股份：蛋白琥珀酸铁原料药上市申请获批】哈药股份(600664)2月5日公告，所属企业哈药集团三精明水药业有限公司收到国家药监局颁发的关于蛋白琥珀酸铁的《化学原料药上市申请批准通知书》，蛋白琥珀酸铁是一种有机铁化合物。,2026-02-05 16:12:55,https://finance.eastmoney.com/a/202602053642747057.html
79公斤黄金！英皇娱乐酒店卖了大堂金砖套现近亿港元,【79公斤黄金！英皇娱乐酒店卖了大堂金砖套现近亿港元】2月4日晚，杨受成旗下另一港股上市公司英皇娱乐酒店（00296.HK）发布公告称，已将铺设在澳门英皇娱乐酒店大堂地面上的多块金砖出售，总价约9970万港元。,2026-02-05 16:12:11,https://finance.eastmoney.com/a/202602053642746853.html
2月5日港股收盘：恒指涨0.14% 恒生科技指数涨0.74%,【2月5日港股收盘：恒指涨0.14% 恒生科技指数涨0.74%】恒生指数收报26885.24点，涨37.92点，涨幅0.14%；恒生科技指数收报5406.13点，涨39.69点，涨幅0.74%。恒生指数成分股中海底捞、联想集团、药明康德涨幅居前，紫金矿业、新东方-S、中国人寿跌幅靠前。,2026-02-05 16:10:59,https://finance.eastmoney.com/a/202602053642746323.html
浙江省：支持各级交通投融资企业并购重组上市,【浙江省：支持各级交通投融资企业并购重组上市】日前，浙江省印发《关于深化铁路、高速公路、机场投融资改革的若干意见》，其中提出，推进存量资产证券化。推动投融资主体转型发展。鼓励各地依法注入优质资产，引入战略投资者，做大做强一批交通投融资主体，优化财务结构，提升信用评级，全面提升市场化融资能力。支持各级交通投融资企业并购重组上市。,2026-02-05 16:09:22,https://finance.eastmoney.com/a/202602053642744035.html
花旗：AMD首季指引超市场预期但不及买方预期 维持“中性”评级,【花旗：AMD首季指引超市场预期但不及买方预期 维持“中性”评级】花旗发表研报指出，尽管AMD对2026年第一季度的指引高于市场共识，但该行认为买方预期更高。该行调整2026及2027财年的每股盈测(不含股份基础补偿)分别上调10美仙和下调4美仙，并基于目标市盈率26倍，维持260美元的目标价，维持“中性”评级。,2026-02-05 16:08:12,https://finance.eastmoney.com/a/202602053642741225.html
欧洲主要股指开盘涨跌不一,【欧洲主要股指开盘涨跌不一】欧洲主要股指开盘涨跌不一。欧洲斯托克50指数涨0.05%，德国DAX指数跌0.19%，英国富时100指数跌0.3%，法国CAC40指数涨0.2%。,2026-02-05 16:03:29,https://finance.eastmoney.com/a/202602053642730530.html
中钢协：1月下旬重点钢铁企业平均日产粗钢193.5万吨 环比下降2.2%,【中钢协：1月下旬重点钢铁企业平均日产粗钢193.5万吨 环比下降2.2%】2月5日，中钢协官方网站数据显示，2026年1月下旬，重点统计钢铁企业共生产粗钢2128万吨，平均日产193.5万吨，日产环比下降2.2%；生铁1915万吨，平均日产174.1万吨，日产环比下降3.0%；钢材2130万吨，平均日产193.6万吨，日产环比增长3.2%。,2026-02-05 16:01:58,https://finance.eastmoney.com/a/202602053642729862.html
苹果考虑在可折叠手机中使用透明聚酰亚胺薄膜,【苹果考虑在可折叠手机中使用透明聚酰亚胺薄膜】苹果公司正在探索使用透明聚酰亚胺薄膜，作为其首款可折叠产品超薄玻璃（UTG）盖板的保护膜材料，相关产品预计于今年下半年发布。,2026-02-05 16:00:16,https://finance.eastmoney.com/a/202602053642729543.html
琼州海峡发班量、运输量双双破纪录,【琼州海峡发班量、运输量双双破纪录】记者从广东省交通运输厅了解到，今年春运，琼州海峡发班量、运输量双双破纪录。其中，2月3日海安航线达305航次，2月4日进出岛大车及进岛大车分别达到了8538台、4516台，均打破历史纪录。,2026-02-05 15:58:48,https://finance.eastmoney.com/a/202602053642729146.html
"印度贸易部官员：印度每年将进口价值3,000亿美元的美国商品","【印度贸易部官员：印度每年将进口价值3,000亿美元的美国商品】印度贸易部官员表示，印度每年将进口价值3,000亿美元的美国商品，美国将成为能源、飞机和芯片的主要供应国之一。",2026-02-05 15:58:16,https://finance.eastmoney.com/a/202602053642728938.html
2025年我国黄金产量同比微增 消费量同比下降,【2025年我国黄金产量同比微增 消费量同比下降】记者2月5日从中国黄金协会了解到，2025年我国黄金产量381.339吨，同比增长1.09%；黄金消费量950.096吨，同比下降3.57%。,2026-02-05 15:57:31,https://finance.eastmoney.com/a/202602053642728580.html
Counterpoint Research：全球智能手机单季度平均售价首次突破400美元关口,【Counterpoint Research：全球智能手机单季度平均售价首次突破400美元关口】根据Counterpoint Research最新报告，2025年第四季度，全球智能手机市场收入同比增长13%，达到1430亿美元，创单季度历史新高。同时，在高端化趋势持续推进以及物料清单成本上升的双重推动下，智能手机平均售价同比增长8%，首次在单季度内突破400美元。,2026-02-05 15:56:48,https://finance.eastmoney.com/a/202602053642727864.html
马斯克个人财富突破8000亿美元 4个月内4次刷新个人财富纪录,【马斯克个人财富突破8000亿美元 4个月内4次刷新个人财富纪录】据福布斯网站报道，在美国企业家埃隆·马斯克旗下的SpaceX完成对xAI的合并之后，其个人财富突破8000亿美元，稳居全球首富宝座。马斯克的个人财富目前比《福布斯》全球个人财富榜第二位、谷歌联合创始人拉里·佩奇高出约5700亿美元。福布斯报道称，马斯克在四个月内四次刷新个人财富纪录。,2026-02-05 15:52:22,https://finance.eastmoney.com/a/202602053642724149.html
全球最大eVTOL首次公开飞行,【全球最大eVTOL首次公开飞行】峰飞航空今日发布5吨级eVTOL-V5000天际龙，并在白莲湖低空基地完成转换飞行，这是全球最大eVTOL。,2026-02-05 15:51:04,https://finance.eastmoney.com/a/202602053642723688.html
马士基首席执行官：红海航线开放后运力或将严重过剩,马士基首席执行官表示，当红海航线开放后，运力或将严重过剩。,2026-02-05 15:50:30,https://finance.eastmoney.com/a/202602053642723494.html
高盛：预计今年人民币名义有效汇率升值3%,【高盛：预计今年人民币名义有效汇率升值3%】高盛在最新的报告中指出，中国出口持续强劲增长和人民币汇率渐进升值是可以兼容的。预计今年人民币名义有效汇率将升值3%。,2026-02-05 15:49:39,https://finance.eastmoney.com/a/202602053642722562.html
机构：第一季度NAND价格上涨至多90%,【机构：第一季度NAND价格上涨至多90%】Counterpoint表示，2026年第一季度内存价格环比上涨80%-90%，创下前所未有的历史新高。此次价格上涨的主要驱动因素是通用服务器DRAM价格的急剧上涨。,2026-02-05 15:49:06,https://finance.eastmoney.com/a/202602053642721942.html
奥克斯AUX中央空调全系产品3月1日起提价6%-10%,【奥克斯AUX中央空调全系产品3月1日起提价6%-10%】财联社记者获悉，奥克斯电气近日发布《关于2026年价格调整的通知》称，为保障产品品质与稳定供应，自2026年3月1日起，AUX中央空调全系产品价格上调6%-10%，2月28日前开单的订单仍按原价执行。,2026-02-05 15:48:29,https://finance.eastmoney.com/a/202602053642719932.html
法国12月工业产出环比下降0.7% 预期增长0.2%,法国12月工业产出环比下降0.7%，预期增长0.2%。,2026-02-05 15:48:13,https://finance.eastmoney.com/a/202602053642719538.html
商务部：将深化外商投资促进体制机制改革 加快塑造吸引外资新优势,【商务部：将深化外商投资促进体制机制改革 加快塑造吸引外资新优势】发言人何亚东表示，“十五五”期间，中国将稳步迈向高质量发展，持续扩大高水平对外开放，并坚定维护多边贸易体制，加强与各国发展平等互利经贸关系，将为外资企业在华长期发展提供良好预期。下一步，我们将深化外商投资促进体制机制改革，持续扩大制度型开放，优化营商环境，加快塑造吸引外资新优势，让中国大市场成为全球大机遇，让外资企业愿意来、留得住、发展好，成为中国式现代化的重要参与者。,2026-02-05 15:46:47,https://finance.eastmoney.com/a/202602053642719334.html
南向资金净买入额达200亿港元,截至目前，南向资金净买入额达200亿港元。,2026-02-05 15:45:36,https://finance.eastmoney.com/a/202602053642719141.html
