标题,摘要,发布时间,链接
MSCI警告引发印尼股市30年来最大两日跌幅 印尼监管机构紧急应对,【MSCI警告引发印尼股市30年来最大两日跌幅 印尼监管机构紧急应对】在指数编制公司明晟（MSCI）发出警告后，印度尼西亚股市今日（29日）继续下跌，录得30年来最糟两日走势。印尼盾也录得去年10月来最大跌幅。高盛和瑞银都调降了对印尼股市的评级，高盛预计在极端情况下，将有130亿美元流出印尼股市。,2026-01-29 14:40:06,https://finance.eastmoney.com/a/202601293635135254.html
化工板块异动拉升 红宝丽直线涨停,化工板块异动拉升，红宝丽直线涨停，走出8天4板，此前广信股份、嘉化能源、万丰股份、百川股份涨停，红墙股份、怡达股份、沧州大化、中毅达跟涨。,2026-01-29 14:38:14,https://finance.eastmoney.com/a/202601293635141966.html
美团外卖上线“一镜到底”验真功能 新入驻商家须上传完整门店视频,【美团外卖上线“一镜到底”验真功能 新入驻商家须上传完整门店视频】近日，美团外卖推出的“一镜到底”门店真实性核验功能。餐饮商家入驻美团外卖平台时，必须上传门店“一镜到底”视频，画面须连续、无剪辑，完整展示门店门头、经营环境、后厨实况及资质等情况。,2026-01-29 14:36:32,https://finance.eastmoney.com/a/202601293635139078.html
世界黄金协会：2026年一季度中国市场金饰消费或出现环比回升,【世界黄金协会：2026年一季度中国市场金饰消费或出现环比回升】世界黄金协会发布2025全年《中国黄金需求趋势报告》。报告指出，2026年一季度，中国市场金饰消费或出现环比回升，春节旺季（金饰商的季节性采购+消费者的节日购买）有望形成支撑。展望2026年，若金价持续高企，消费者购买力问题将继续对金饰需求吨位构成挑战。但市场普遍预期国内将采取降息及偏宽松的财政政策，预计将有助于提振消费者信心，总体上利好非必需消费的支出。,2026-01-29 14:32:52,https://finance.eastmoney.com/a/202601293635136043.html
日韩股市集体收涨,【日韩股市集体收涨】日经225指数收涨0.10%，报53412.29点。韩国综指收涨0.98%，报5221.39点。,2026-01-29 14:31:41,https://finance.eastmoney.com/a/202601293635134861.html
华为加码医疗AI 即将发布智慧医疗专区,【华为加码医疗AI 即将发布智慧医疗专区】记者获悉，华为云将于2月1日在上海练秋湖研发基地发布行业AI“梦工厂”计划的首个落地专区——智慧医疗专区。据悉，该智慧医疗专区将汇聚顶级医疗资源与前沿科技力量，打造集经验、技术、生态于一体的综合平台。华为云此举意在卡位“人工智能+医疗”的国家战略风口，通过平台化模式，打破医疗资源壁垒，推动优质AI医疗能力下沉基层，加速医疗AI普惠落地。,2026-01-29 14:29:43,https://finance.eastmoney.com/a/202601293635131231.html
印尼计划将股票最低流通股比例提高至15%,印尼计划将股票最低流通股比例提高至15%。,2026-01-29 14:26:28,https://finance.eastmoney.com/a/202601293635127030.html
海光信息新设子公司 含集成电路业务,【海光信息新设子公司 含集成电路业务】企查查APP显示，近日，海光信息技术（海南）有限公司成立，注册资本1亿元，经营范围包含集成电路设计；集成电路芯片设计及服务；集成电路销售；集成电路芯片及产品销售等。企查查股权穿透显示，该公司由海光信息(688041)全资持股。,2026-01-29 14:21:56,https://finance.eastmoney.com/a/202601293635123426.html
上海市商业航天“火箭星城”建设方案发布,【上海市商业航天“火箭星城”建设方案发布】以“链聚产业合力共建航天强国”为主题的商业航天器及应用产业链共链行动大会在上海闵行的虹桥会议中心召开。会上，《“十五五”中国商业航天产业发展愿景报告》《“十五五”中国商业航天重大供需信息》《“十五五”商业航天器及应用产业链标准体系》正式发布，并对《国家航天局推进商业航天高质量安全发展行动计划（2025年-2027年）》进行了政策解读。,2026-01-29 14:21:55,https://finance.eastmoney.com/a/202601293635123262.html
现货白银站上120美元/盎司再创新高,现货白银站上120美元/盎司再创新高，年内涨幅超67%。,2026-01-29 14:19:46,https://finance.eastmoney.com/a/202601293635118522.html
港股半导体板块午后持续下探 华虹半导体跌超5%,港股半导体板块午后持续下探，华虹半导体跌超5%，ASMPT跌超4%，中芯国际跌超3%，上海复旦、晶门半导体跟跌。,2026-01-29 14:18:34,https://finance.eastmoney.com/a/202601293635118295.html
紫金矿业成交额达300亿元,紫金矿业成交额达300亿元，现涨2.03%。,2026-01-29 14:16:55,https://finance.eastmoney.com/a/202601293635116712.html
世界黄金协会：四季度全球黄金需求总量（包含场外交易）为1303吨 同比增1%,"【世界黄金协会：四季度全球黄金需求总量（包含场外交易）为1303吨 同比增1%】世界黄金协会：2025年四季度，全球黄金需求总量（包含场外交易）为1,303吨，同比小增1%；年度黄金需求总量（包含场外交易）达5,002吨，创历史新高。以价值计，全年黄金需求总金额达5,550亿美元。2025年四季度，全球央行净购金230吨，环比涨幅6%；全年，全球央行购金需求依然保持高位，官方机构增持863吨黄金。",2026-01-29 14:14:16,https://finance.eastmoney.com/a/202601293635113294.html
世界黄金协会：2025年中国市场黄金投资与消费需求创历史新高,"【世界黄金协会：2025年中国市场黄金投资与消费需求创历史新高】世界黄金协会发布2025年四季度及全年中国黄金市场回顾与展望报告。四季度，中国市场黄金投资与消费需求（含金饰、金条、金币、黄金ETF及工业用金）总量达274吨，年同比增长18%，较三季度大幅攀升60%，同时创下历年四季度第二亮眼表现，仅次于2016年同期。2025年全年黄金需求总量达1,003吨，同比增长6%，为2021年以来最高水平。",2026-01-29 14:13:52,https://finance.eastmoney.com/a/202601293635111231.html
世界黄金协会：2025年四季度全球央行净购金230吨 环比涨幅6%,【世界黄金协会：2025年四季度全球央行净购金230吨 环比涨幅6%】世界黄金协会：2025年四季度，全球央行净购金230吨，环比涨幅6%；全年，全球央行购金需求依然保持高位，官方机构增持863吨黄金。,2026-01-29 14:13:26,https://finance.eastmoney.com/a/202601293635109662.html
世界黄金协会：2025年四季度全球黄金投资总需求为595吨,【世界黄金协会：2025年四季度全球黄金投资总需求为595吨】世界黄金协会：2025年四季度，全球黄金投资总需求为595吨，其中全球金条金币总需求为420吨，全球黄金ETF总需求为175吨；全年全球黄金投资总需求量为2175吨，同比大增84%，其中全球金条金币总需求为1374吨，同比增长16%，全球黄金ETF全年净增801吨。,2026-01-29 14:12:24,https://finance.eastmoney.com/a/202601293635107154.html
高股息优势凸显 白酒股午后持续上涨,【高股息优势凸显 白酒股午后持续上涨】1月29日，白酒板块午后持续上涨。截至13时47分，申万白酒指数涨超5%。个股中，酒鬼酒、皇台酒业涨停，泸州老窖涨超9%，水井坊、舍得酒业涨超8%，贵州茅台、古井贡酒等涨幅居前。曾以成长性著称的白酒板块，正悄然步入“高股息”资产行列。数据显示，中证白酒指数最新股息率超过4%，与中证银行指数已相差无几。,2026-01-29 14:12:02,https://finance.eastmoney.com/a/202601293635107525.html
贵州茅台，午后大涨,【贵州茅台，午后大涨】1月29日午后，白酒板块震荡反弹，截至发稿，皇台酒业、酒鬼酒涨停，泸州老窖、水井坊、舍得酒业涨超8%，贵州茅台涨超7%，最新股价报1419.98元/股，创下近一年来其股价最大的单日涨幅。据酒业数据平台“今日酒价”显示，1月29日，茅台酒继续上涨，已经突破1600元关口。其中，25年飞天茅台（原）批发价为1610元/瓶，较前一日涨20元；25年飞天茅台（散）价格报1620元/瓶，较前一日涨20元。,2026-01-29 14:10:30,https://finance.eastmoney.com/a/202601293635104078.html
世界黄金协会：经济和地缘政治不确定性几无缓解迹象 黄金需求强劲势头有望延续,【世界黄金协会：经济和地缘政治不确定性几无缓解迹象 黄金需求强劲势头有望延续】世界黄金协会资深市场分析师Louise Street评论称，2025年见证了全球黄金需求的激增和金价的大幅飙升。持续的经济和地缘政治风险已成为新常态，消费者和投资者纷纷买入并持有黄金。黄金投资需求成为全年焦点，投资者通过各种可用渠道争相配置黄金，而其他细分领域也对全球黄金需求发挥了支撑作用。,2026-01-29 14:09:10,https://finance.eastmoney.com/a/202601293635102750.html
印度尼西亚金融监管机构：将采取多项措施应对MSCI公告,印度尼西亚金融监管机构表示，将采取多项措施应对MSCI公告。,2026-01-29 14:08:01,https://finance.eastmoney.com/a/202601293635102211.html
世界黄金协会：2025年全球黄金总需求达5002吨 创历史新高,【世界黄金协会：2025年全球黄金总需求达5002吨 创历史新高】世界黄金协会发布的2025年全年《全球黄金需求趋势报告》显示，2025年全球黄金总需求达5002吨，创历史新高。创纪录的四季度表现为非凡的2025年画上圆满句号。持续的地缘政治和经济不确定性推动了黄金投资需求的大幅攀升，这令全年黄金需求总金额达5550亿美元。全球黄金投资需求增至2175吨的里程碑水平，成为推动2025年黄金总需求刷新历史纪录的主要驱动力。,2026-01-29 14:06:42,https://finance.eastmoney.com/a/202601293635101627.html
沪银主力合约日内涨8%,沪银主力合约日内涨8%，现报30750元/千克。,2026-01-29 14:05:51,https://finance.eastmoney.com/a/202601293635099920.html
富时中国A50指数期货涨幅扩大至1%,富时中国A50指数期货涨幅扩大至1%。,2026-01-29 14:00:48,https://finance.eastmoney.com/a/202601293635091936.html
俄外交部官员：俄罗斯与北约仅剩一条紧急沟通渠道,【俄外交部官员：俄罗斯与北约仅剩一条紧急沟通渠道】当地时间1月29日，俄罗斯外交部欧洲事务司司长马斯连尼科夫在接受采访时表示，2022年，北约切断了与俄方的所有接触，仅剩下一条紧急沟通渠道。,2026-01-29 13:57:42,https://finance.eastmoney.com/a/202601293635093288.html
千元童颜针遭上游厂商“围剿”？新氧创始人：对业务没有太大影响,【千元童颜针遭上游厂商“围剿”？新氧创始人：对业务没有太大影响】“我们有60多个长期合作的供应商，今天医美行业的上游有几百到一千家企业，其中两三家对我们有一定的质疑，谈不上围剿。”1月28日，新氧集团创始人、董事长兼CEO金星在2026年青春发布会期间接受澎湃新闻记者在内的媒体采访时表示，去年公司与上游厂家的摩擦对公司的业务并没有太大影响。,2026-01-29 13:56:15,https://finance.eastmoney.com/a/202601293635086023.html
国投白银LOF午后触及涨停,国投白银LOF午后触及涨停，成交额近27亿。,2026-01-29 13:53:13,https://finance.eastmoney.com/a/202601293635080843.html
沪深两市成交额连续第19个交易日突破2.5万亿 较上一日此时放量超1500亿,沪深两市成交额连续第19个交易日突破2.5万亿，较上一日此时放量超1500亿。,2026-01-29 13:51:51,https://finance.eastmoney.com/a/202601293635078587.html
保险板块震荡走强 新华保险涨超3%创历史新高,保险板块震荡走强，新华保险涨超3%，创历史新高，中国太保涨近5%，中国平安、中国人寿、中国人保涨幅靠前。,2026-01-29 13:50:19,https://finance.eastmoney.com/a/202601293635077848.html
习近平：中英两国合作一定能一马当先,【习近平：中英两国合作一定能一马当先】1月29日上午，国家主席习近平在北京人民大会堂会见来华进行正式访问的英国首相斯塔默。习近平指出，欢迎斯塔默首相先生访华。你公开提出中国是机遇、同中国接触是必选项，我对此表示赞赏。中方愿同英方发展长期稳定的全面战略伙伴关系。中国农历马年春节即将到来。相信你这次访问一定能取得成功，两国合作也一定能一马当先，为中英关系和两国合作开新局。,2026-01-29 13:49:06,https://finance.eastmoney.com/a/202601293635075631.html
贵州茅台股价重回1400元,贵州茅台涨幅扩大至6%，股价重回1400元，成交额超166亿。,2026-01-29 13:47:40,https://finance.eastmoney.com/a/202601293635074085.html
黄仁勋：非常愿意投资OpenAI,英伟达CEO黄仁勋表示，非常愿意投资OpenAI。,2026-01-29 13:45:20,https://finance.eastmoney.com/a/202601293635069362.html
赣锋锂业去年靠非主营业务大幅扭亏 锂周期确定来了吗？,【赣锋锂业去年靠非主营业务大幅扭亏 锂周期确定来了吗？】锂行业回暖，锂矿企业往往最先感知。赣锋锂业（002460.SZ）日前披露了2025年业绩预告，公司预计2025年实现归母净利润11亿元至16.5亿元，同比大幅扭亏，上年同期为亏损20.74亿元。,2026-01-29 13:43:29,https://finance.eastmoney.com/a/202601293635067750.html
上证50指数涨幅扩大至1%,上证50指数涨幅扩大至1%，北方稀土、贵州茅台、山西汾酒领涨成分股。,2026-01-29 13:42:28,https://finance.eastmoney.com/a/202601293635066510.html
恒生指数涨破28000点关口 续刷四年新高,恒生指数涨破28000点关口，现涨0.74%，续刷四年新高。,2026-01-29 13:41:00,https://finance.eastmoney.com/a/202601293635065687.html
黄仁勋：台积电在未来十年需要大幅增加产能,英伟达CEO黄仁勋表示，台积电在未来十年需要大幅增加产能。,2026-01-29 13:38:22,https://finance.eastmoney.com/a/202601293635062564.html
并行科技新设智算科技公司 含AI相关业务,【并行科技新设智算科技公司 含AI相关业务】企查查APP显示，近日，武汉并行智算科技有限公司成立，注册资本1000万元，经营范围包含人工智能应用软件开发；人工智能基础软件开发；数字创意产品展览展示服务等。企查查股权穿透显示，该公司由并行科技(920493)全资持股。,2026-01-29 13:36:40,https://finance.eastmoney.com/a/202601293635060792.html
飞天茅台价格持续上涨！食品饮料ETF天弘标的指数大涨超3%，已连续4日净流入,【飞天茅台价格持续上涨！食品饮料ETF天弘标的指数大涨超3%，已连续4日净流入】盘面上，两市窄幅震荡，消费板块异军突起。相关ETF方面，食品饮料ETF天弘（159736）标的指数盘中涨3.13%，成交额达3095.97万元。成分股中，酒鬼酒涨停，泸州老窖、舍得酒业、水井坊、金种子酒、古井贡酒涨超5%，口子窖、五粮液、伊力特等多股跟涨。,2026-01-29 13:36:39,https://finance.eastmoney.com/a/202601293635158016.html
科大讯飞涨停！计算机ETF标的指数盘中大涨近3%，机构：计算机板块基本面有望加速向好,【科大讯飞涨停！计算机ETF标的指数盘中大涨近3%，机构：计算机板块基本面有望加速向好】1月29日，A股三大指数涨跌不一，中证计算机主题指数盘中大涨近3%，截至发稿涨1.43%。,2026-01-29 13:35:04,https://finance.eastmoney.com/a/202601293635064059.html
白酒股涨幅扩大 酒鬼酒、皇台酒业涨停,白酒股涨幅扩大，酒鬼酒、皇台酒业涨停，水井坊、舍得酒业涨超8%，贵州茅台涨超5%。,2026-01-29 13:33:59,https://finance.eastmoney.com/a/202601293635058879.html
突然集体爆发！地产和白酒齐飞！股市“大变局”三大信号！,【突然集体爆发！地产和白酒齐飞！股市“大变局”三大信号！】市场迎来了三大变局信号：一是地产股和白酒齐飞，当板块轮动到地产和白酒这类补涨资产时，市场的结构性波动可能会加大。二是包括黄金在内的大宗商品近期持续飙升，同样反映流动性的虚拟币近期却低调很多，通胀预期可能成为AI和算力的最大变数。三是在通胀预期被调动之时，国债的表现也让人意外，近期30年期国债期货亦明显强势，逻辑仍处于复杂的演绎当中，轮动似乎也未到“非此即彼”之时。,2026-01-29 13:33:21,https://finance.eastmoney.com/a/202601293635056392.html
*ST岩石盘中上演“地天板”,*ST岩石盘中涨停，上演“地天板”，成交额超1800万元。,2026-01-29 13:32:20,https://finance.eastmoney.com/a/202601293635055014.html
黄仁勋：对台积电的执行情况非常满意 需求非常强劲,英伟达CEO黄仁勋表示，对台积电的执行情况非常满意，需求非常强劲。,2026-01-29 13:30:11,https://finance.eastmoney.com/a/202601293635052023.html
AI应用方向涨势扩大，GEO权重占比超32%的传媒ETF盘中涨近7%全市场居前，份额新高、规模破110亿元,【AI应用方向涨势扩大，GEO权重占比超32%的传媒ETF盘中涨近7%全市场居前，份额新高、规模破110亿元】2026年1月29日早盘，AI应用方向涨势扩大，科大讯飞、浙文互联等10余股封涨停板，卓易信息、天龙集团、蓝色光标、易点天下均涨超10%。,2026-01-29 13:29:11,https://finance.eastmoney.com/a/202601293635063595.html
字节已于2025年底开启豆包手机助手正式版项目 新机预计将于2026年Q2中晚期发布,【字节已于2025年底开启豆包手机助手正式版项目 新机预计将于2026年Q2中晚期发布】据36氪，字节已于2025年底开启豆包手机助手正式版项目，新机预计将于2026年Q2中晚期发布。有供应链人士称，字节对新机的预期不低，比第一代的测试版大大提升。在模式方面，豆包二代手机依旧合作中兴努比亚，由中兴负责硬件，豆包负责AI。对此，字节方面暂无回复。,2026-01-29 13:28:47,https://finance.eastmoney.com/a/202601293635050283.html
英伟达CEO黄仁勋抵达台北,英伟达CEO黄仁勋抵达台北。,2026-01-29 13:25:07,https://finance.eastmoney.com/a/202601293635046697.html
业绩集体报喜难掩股价低迷 券商板块何时能迎来估值修复？,【业绩集体报喜难掩股价低迷 券商板块何时能迎来估值修复？】尽管短期股价承压，但业内对券商板块中长期配置价值仍持乐观态度。华源证券在近期发布的2026年证券行业策略报告中指出，“当前积极稳健的政策环境下，券商板块正处于‘估值低位+业绩修复’的双重改善阶段，是全年具备性价比的配置方向之一。”华源证券表示，“券商板块正处于‘基本面改善+市场环境友好+估值具备吸引力’的阶段性窗口期，值得市场持续跟踪关注。”,2026-01-29 13:25:00,https://finance.eastmoney.com/a/202601293635049614.html
上海：延长《关于本市开展对部分个人住房征收房产税试点若干问题的通知》有效期,【上海：延长《关于本市开展对部分个人住房征收房产税试点若干问题的通知》有效期】上海市财政局等部门发布通知，经评估，《关于本市开展对部分个人住房征收房产税试点若干问题的通知》（沪财发〔2020〕18号）需继续实施，有效期延长至2031年1月27日。,2026-01-29 13:24:04,https://finance.eastmoney.com/a/202601293635044127.html
零售板块短线拉升 新华百货直线涨停,零售板块短线拉升，新华百货直线涨停，三江购物、德必集团、华致酒行、友好集团、豫园股份跟涨。,2026-01-29 13:16:41,https://finance.eastmoney.com/a/202601293635035618.html
我国科学家首次让低维反铁磁材料跳起“集体舞”,【我国科学家首次让低维反铁磁材料跳起“集体舞”】1月29日，国际顶级学术期刊《自然》发布了一项复旦大学物理学研究团队题为《斯通纳-沃尔法思反铁磁体的铁磁型双稳态翻转》的研究成果。该研究成果首次发现一类特殊的低维反铁磁材料能在磁场作用下整齐划一地整体翻转，研究人员形象地称之为“集体舞蹈”。,2026-01-29 13:16:03,https://finance.eastmoney.com/a/202601293635039961.html
白酒股午后持续上扬 泸州老窖涨超6%,白酒股午后持续上扬，泸州老窖涨超6%，古井贡酒涨超5%，贵州茅台涨超4%，酒鬼酒、舍得酒业跟涨。,2026-01-29 13:13:47,https://finance.eastmoney.com/a/202601293635033875.html
铜价加速上行，工业有色ETF万家半日收涨2.48%，连续5天净流入,【铜价加速上行，工业有色ETF万家半日收涨2.48%，连续5天净流入】2026年1月29日早盘，小金属、有色金属板块涨幅居前，截至午间收盘，中证工业有色金属主题指数(H11059)强势上涨3.28%，成分股盛和资源、白银有色10cm涨停，云南铜业上涨9.37%，铜陵有色，金力永磁等个股跟涨。工业有色ETF万家(560860)半日收涨2.48%。拉长时间看，截至2026年1月28日，工业有色ETF万家近1周累计上涨14.68%。,2026-01-29 13:12:07,https://finance.eastmoney.com/a/202601293635042255.html
海南印发2026年重大项目投资计划,【海南印发2026年重大项目投资计划】据海南日报消息，《海南省2026年重大项目投资计划》已于日前印发，为全年重大项目建设描绘总体蓝图、明确资金投向。根据投资计划，2026年海南共安排省重大项目470个、预备项目160个，覆盖基础设施建设、产业发展、民生保障和生态环境保护等关键领域。2026年，海南安排省重大项目470个，总投资7175亿元，年度计划投资1280亿元。,2026-01-29 13:11:20,https://finance.eastmoney.com/a/202601293635031140.html
互联网服务、软件开发等板块涨幅居前，软件ETF万家盘中涨超3%，成份股科大讯飞10cm涨停,【互联网服务、软件开发等板块涨幅居前，软件ETF万家盘中涨超3%，成份股科大讯飞10cm涨停】2026年1月29日早盘，互联网服务、软件开发等板块涨幅居前，截至10:09，中证软件服务指数(930601)强势上涨3.39%，成份股科大讯飞10cm涨停，卫宁健康上涨8.43%，三六零上涨5.94%，用友网络，合合信息等个股跟涨。软件ETF万家(560360)上涨3.29%。,2026-01-29 13:11:01,https://finance.eastmoney.com/a/202601293635041222.html
航天科技集团：将推动成立中国商业航天产业创新发展联盟,【航天科技集团：将推动成立中国商业航天产业创新发展联盟】1月29日，以“链聚产业合力共建航天强国”为主题的商业航天器及应用产业链共链行动大会在上海召开。航天科技集团党组副书记、总经理周劼表示，航天科技集团作为商业航天器及应用产业链“链长”单位，将在国家主管部门的指导下，以服务国家战略、促进协同创新、赋能产业发展为宗旨，充分发挥主体支撑和融通带动作用，建立常态化供需对接机制，推动成立中国商业航天产业创新发展联盟。,2026-01-29 13:08:04,https://finance.eastmoney.com/a/202601293635026948.html
油气资源股午后持续冲高 准油股份2连板,油气资源股午后持续冲高，准油股份2连板，石化油服、中曼石油涨停，通源石油涨超15%，科力股份涨超10%，潜能恒信、洲际油气、中油工程、贝肯能源、海油发展跟涨。,2026-01-29 13:07:03,https://finance.eastmoney.com/a/202601293635025017.html
印尼首席经济部长：政府要求证券交易所运营商进行改革,印尼首席经济部长称，政府要求证券交易所运营商进行改革，提高透明度，以应对市场下跌。,2026-01-29 13:05:19,https://finance.eastmoney.com/a/202601293635023160.html
金属铜板块午后持续拉升 铜陵有色、云南铜业涨停,金属铜板块午后持续拉升，铜陵有色、云南铜业涨停，北方铜业此前封板，江西铜业、西部矿业跟涨。,2026-01-29 13:03:07,https://finance.eastmoney.com/a/202601293635021567.html
国家航天局：持续优化商业航天发展政策环境,【国家航天局：持续优化商业航天发展政策环境】1月29日，以“链聚产业合力共建航天强国”为主题的商业航天器及应用产业链共链行动大会在上海召开。国家航天局商业航天司副司长于国斌表示，立足商业航天产业化发展的新阶段，国家航天局将坚持创新驱动、协同融合、安全发展，锻造产业链核心竞争力，构建产业链发展新生态，持续优化商业航天发展政策环境，筑牢产业链发展底线红线，不断凝聚产业链发展合力，提升商业航天发展质效。,2026-01-29 13:01:19,https://finance.eastmoney.com/a/202601293635017917.html
关键时刻 伊朗接收俄罗斯装备,【关键时刻 伊朗接收俄罗斯装备】据俄罗斯《观点报》网站1月28日报道，俄罗斯米-28NE武装直升机交付伊朗的事实得到证实，有照片显示，其中一架采用标志性的数码迷彩涂装且没有桨叶。,2026-01-29 12:58:14,https://finance.eastmoney.com/a/202601293635014190.html
年轻且能打！浙江首批“科技新小龙”亮相,【年轻且能打！浙江首批“科技新小龙”亮相】冬日钱塘，科创潮涌。28日，浙江省首批“科技新小龙”发布大会在杭州召开，96家“科技新小龙”正式集结亮相。DeepSeek等“杭州六小龙”是浙江众多优质科技企业的杰出代表。为了进一步挖掘培育更多具有核心竞争力的新锐科技力量，浙江省科技厅和新华社浙江分社共同策划，联合浙江省经信厅、国家金融监督管理总局浙江监管局等单位共同发起“浙江省科技新小龙探访和护航行动”。,2026-01-29 12:57:10,https://finance.eastmoney.com/a/202601293635013885.html
最高法：严格依法规制头部企业掠夺性定价和排他性滥用市场支配地位行为,【最高法：严格依法规制头部企业掠夺性定价和排他性滥用市场支配地位行为】2026年1月28日记者从最高人民法院了解到，知识产权法庭将进一步探索深化综合整治“内卷式”竞争的司法路径，严格依法规制头部企业掠夺性定价和其他排他性滥用市场支配地位行为，防止“赢家通吃”挤压中小企业利润空间。,2026-01-29 12:54:03,https://finance.eastmoney.com/a/202601293635013353.html
银河系内新发现一颗“潜在宜居”候选行星,【银河系内新发现一颗“潜在宜居”候选行星】澳大利亚南昆士兰大学研究人员领导的团队在银河系内新发现一颗“潜在宜居”候选行星HD 137010 b。该行星比地球略大，距地球约146光年。,2026-01-29 12:52:47,https://finance.eastmoney.com/a/202601293635013077.html
LME铜主力合约大涨7%,LME铜主力合约大涨7%，现报14042.5美元/吨。LME镍主力合约涨超2%，现报18815.0美元/吨。LME铝主力合约涨超2%，现报3329.0美元/吨。LME铅主力合约涨超1%，现报2048.0美元/吨。,2026-01-29 12:51:26,https://finance.eastmoney.com/a/202601293635012945.html
国产机器人定义低空无人化新标准,【国产机器人定义低空无人化新标准】无人机要实现真正无人化，必须突破自主续航与感知的极限。云圣智能（江苏）科技股份有限公司推出的全自主低空机器人，不仅能自主“换装”，还能够独立思考，随需而变。,2026-01-29 12:49:51,https://finance.eastmoney.com/a/202601293635012726.html
北京市第1000台人形机器人下线,【北京市第1000台人形机器人下线】1月29日，北京人形机器人创新中心中试验证平台正式启动运行，并在现场下线了北京市第1000台人形机器人。,2026-01-29 12:48:08,https://finance.eastmoney.com/a/202601293635012456.html
被消费者质疑“称不准” 好想来回应：新员工操作失误,【被消费者质疑“称不准” 好想来回应：新员工操作失误】1月29日，新京报记者了解到，有网友在社交平台发布视频称，其在万辰集团旗下量贩零食品牌“好想来”门店购买的零食，称重后存在不准确的情况。对此，好想来方面对新京报记者表示，关注到此事后，第一时间进行了内部核查，经确认，此次问题源于新员工操作失误。,2026-01-29 12:44:41,https://finance.eastmoney.com/a/202601293635012038.html
4只沪深300ETF今年以来合计净流出超5400亿元,【4只沪深300ETF今年以来合计净流出超5400亿元】1月28日，龙头宽基ETF遭遇资金大幅流出。数据显示，1月28日，华泰柏瑞基金、易方达基金、华夏基金、嘉实基金旗下沪深300ETF合计净流出超970亿元，今年以来合计净流出超5400亿元，基金份额总数相比年初减少超46%。,2026-01-29 12:41:52,https://finance.eastmoney.com/a/202601293635011759.html
白银价格大涨 直播间为啥是“白菜价”？,【白银价格大涨 直播间为啥是“白菜价”？】“自古金银不分家”，随着金价不断创下新高，白银因价格相对较低而越来越受青睐，消费者对白银首饰的购买热情持续攀升。但有消费者反映，部分直播间售卖的所谓“纯银”产品，价格远低于国际银价，收货后却被检测为锌、镍、黄铜等合金，甚至随货附带的“鉴定证书”也疑点重重。作为黄金的“平替”，白银消费如何才能明明白白？记者进行了调查。,2026-01-29 12:39:39,https://finance.eastmoney.com/a/202601283633637596.html
航天国家队谋划“十五五”：更多赛道将涌现 旅游、采矿有望向太空进发,【航天国家队谋划“十五五”：更多赛道将涌现 旅游、采矿有望向太空进发】中国航天科技集团今日表示，“十五五”时期，将谋划推动太空旅游、太空数智基础设施、太空资源开发、太空交通管理等新领域发展。具体而言，航天科技集团计划加快迭代形成亚轨道和轨道太空旅游飞行器产品，完成相关无人或有人飞行验证，建立完善的太空旅游运营体系，实现亚轨道太空旅游航班化运营，逐步发展轨道太空旅游。,2026-01-29 12:38:57,https://finance.eastmoney.com/a/202601293635010927.html
全国首个跨省域高新区主攻新一代信息技术首位产业,【全国首个跨省域高新区主攻新一代信息技术首位产业】1月29日，上海市政府新闻办举行新闻发布会，介绍长三角生态绿色一体化发展示范区“十四五”时期的建设成果。证券时报记者从发布会上获悉，全国首个跨省域高新区——长三角青吴嘉高新技术产业开发区近日由两省一市（浙江、江苏和上海）人民政府正式批复命名。,2026-01-29 12:37:09,https://finance.eastmoney.com/a/202601293635009874.html
中药 “尚不明确”标示 将在2030年彻底终结,【中药 “尚不明确”标示 将在2030年彻底终结】在事关用药安全的禁忌、不良反应、注意事项中，长期标示“尚不明确”的中药批号，正在国家监管下逐步减少。一面是历史遗留“旧账”清理；一面是“新账”步入严格规范阶段。,2026-01-29 12:37:07,https://finance.eastmoney.com/a/202601293635011693.html
中控技术投资入股的浙江人形再获4.5亿元Pre-A轮融资,【中控技术投资入股的浙江人形再获4.5亿元Pre-A轮融资】近日，中控技术作为单一最大股东的浙江人形机器人创新中心完成4.5亿元Pre-A轮融资，获产业、政府、市场化多元资本加持，截至目前已累计募资22亿元。,2026-01-29 12:34:18,https://finance.eastmoney.com/a/202601293635009484.html
马斯克：人形机器人领域最大竞争对手将来自中国,【马斯克：人形机器人领域最大竞争对手将来自中国】当地时间1月28日，特斯拉首席执行官马斯克在财报会议上表示，xAI公司的Grok可用于管理特斯拉的自动驾驶车队，或大规模的Optimus机器人，Grok将成为整个系统的“指挥家”。马斯克指出，若没有AI芯片，Optimus机器人将“完全无法使用”。马斯克表示，人形机器人最大的竞争对手来自中国，中国在制造领域实力雄厚。“除中国外我们未发现其他重要竞争者，”马斯克说，“中国机器人技术已达到全新高度。”,2026-01-29 12:34:13,https://finance.eastmoney.com/a/202601293635009664.html
