序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920050,N爱舍伦,44.04,175.59,28.06,141618.0,688872968.28,68.77,55.0,44.01,48.88,15.98,,78.23,30.42,2.83,2980597869.0,797240750.0,-0.09,0.05,175.59,175.59
2,920427,华维设计,18.22,29.96,4.2,140485.0,247693084.08,29.67,18.22,14.06,14.06,14.02,5.25,27.75,363.38,5.71,1878390900.0,922299388.0,0.0,0.0,22.2,47.77
3,300391,*ST长药,0.64,20.75,0.11,519669.0,32173257.0,16.98,0.64,0.55,0.59,0.53,0.82,14.83,-0.8,-0.35,224215112.0,224215112.0,0.0,0.0,-83.29,-26.44
4,300344,*ST立方,0.96,20.0,0.16,706234.0,66661231.36,8.75,0.96,0.89,0.95,0.8,1.25,11.04,-7.43,2.73,616038159.0,614394399.0,0.0,0.0,-77.83,-5.88
5,301023,奕帆传动,55.92,20.0,9.32,34315.0,191890374.72,0.0,55.92,55.92,55.92,46.6,0.58,8.21,56.2,5.33,4371079068.0,2337795546.0,0.0,0.0,41.61,29.15
6,688047,龙芯中科,177.72,20.0,29.62,130643.0,2243098933.0,16.66,177.72,153.04,153.04,148.1,0.96,3.26,-135.72,27.88,71265720000.0,71265720000.0,0.0,0.0,26.23,34.52
7,301200,大族数控,161.34,20.0,26.89,92938.0,1363990596.34,20.67,161.34,133.55,134.0,134.45,1.47,2.21,104.71,12.19,68651646584.0,67986437892.0,0.0,0.0,37.86,35.84
8,300837,浙矿股份,53.4,20.0,8.9,99835.0,504358529.77,16.67,53.4,45.98,45.98,44.5,1.24,13.21,77.2,3.87,5340097028.0,4036469528.0,0.0,0.0,101.21,56.97
9,920455,汇隆活塞,10.5,20.0,1.75,195585.0,201511121.09,27.2,11.34,8.96,9.1,8.75,10.61,20.89,61.21,5.49,1863225000.0,982979141.0,-0.19,-0.94,5.21,25.0
10,301031,中熔电气,143.4,20.0,23.9,50281.0,720338827.92,0.74,143.4,142.52,142.53,119.5,1.16,7.31,43.68,10.02,14099443632.0,9868455312.0,0.0,0.0,25.71,27.82
11,301486,致尚科技,163.2,20.0,27.2,87193.0,1327825570.69,20.7,163.2,135.05,136.0,136.0,1.37,12.03,96.5,8.03,21000738384.0,11824452816.0,0.0,0.0,81.54,31.56
12,300606,金太阳,39.13,19.96,6.51,519675.0,1836088679.53,25.29,39.14,30.89,32.36,32.62,2.14,44.16,193.58,8.02,5413550431.0,4604602637.0,0.0,1.24,44.77,66.44
13,688630,芯碁微装,194.88,16.26,27.26,143248.0,2731699808.0,15.59,201.14,175.0,175.75,167.62,1.73,10.87,96.85,11.6,25673630734.0,25673630734.0,0.12,-0.06,41.24,44.86
14,688691,灿芯股份,159.0,15.78,21.67,105017.0,1583297412.0,20.67,162.0,133.61,135.0,137.33,1.18,14.69,-151.44,15.21,19080000000.0,11362936590.0,0.25,0.63,6.71,55.91
15,301590,优优绿能,230.78,15.38,30.77,23197.0,506800405.02,22.0,239.0,195.0,198.01,200.01,3.31,26.96,58.77,4.98,9705020880.0,1985326721.0,-0.01,-0.09,15.59,30.16
16,300651,金陵体育,26.79,14.73,3.44,309780.0,777869972.44,17.47,27.35,23.27,23.93,23.35,3.08,35.43,80.37,3.5,3783007542.0,2342330767.0,0.0,1.17,18.17,31.45
17,300757,罗博特科,335.0,14.73,43.0,127890.0,4143593825.03,15.55,339.55,294.13,294.13,292.0,1.33,8.49,-563.37,33.72,56148717185.0,50468679290.0,0.24,0.3,46.84,43.59
18,688141,杰华特,52.99,13.83,6.44,288817.0,1483888689.0,12.5,53.82,48.0,48.0,46.55,2.61,6.41,-38.91,13.55,23862542061.0,23862542061.0,0.4,0.36,-0.54,22.01
19,688041,海光信息,288.11,13.34,33.9,623666.0,17745949209.0,13.58,298.0,263.49,263.49,254.21,1.72,2.68,256.06,30.58,669665047398.0,669665047398.0,0.1,0.5,14.77,28.39
20,300139,晓程科技,46.37,13.24,5.42,670882.0,2946558115.02,13.19,47.17,41.77,42.1,40.95,1.35,28.71,124.08,11.47,12705380000.0,10834778263.0,-0.02,-0.02,83.57,52.73
21,300731,科创新源,62.84,13.23,7.34,189734.0,1151280050.52,17.68,64.49,54.68,54.7,55.5,1.71,15.79,220.42,12.83,7944974563.0,7552060237.0,0.05,0.03,35.34,11.78
22,300490,华自科技,15.06,12.81,1.71,1013627.0,1485042704.85,20.3,15.67,12.96,13.18,13.35,1.5,25.78,-23.91,2.72,6003980350.0,5922384337.0,-0.26,-0.13,33.87,25.6
23,301205,联特科技,206.75,12.64,23.2,129841.0,2586586799.73,17.76,212.59,180.0,180.0,183.55,1.03,19.11,245.96,16.91,26824572000.0,14050374390.0,0.0,0.15,111.38,22.69
24,300903,科翔股份,24.51,12.48,2.72,737063.0,1771198060.78,19.32,25.66,21.45,21.6,21.79,1.59,22.44,-63.68,5.89,10164160283.0,8048965421.0,-0.49,-0.33,62.32,27.06
25,688277,天智航-U,23.88,12.38,2.63,376466.0,895019950.0,10.73,24.98,22.7,22.79,21.25,1.14,8.26,-71.6,8.52,10889089772.0,10889089772.0,0.46,-0.13,35.14,57.21
26,688622,禾信仪器,121.9,12.18,13.24,41650.0,489718289.0,17.47,124.98,106.0,108.0,108.66,2.05,5.91,-177.97,23.43,8589747010.0,8589747010.0,0.29,0.33,-8.26,20.54
27,300506,ST名家汇,4.68,11.96,0.5,350631.0,160479780.67,16.75,4.85,4.15,4.15,4.18,3.91,4.77,-44.1,18.24,6671791943.0,3438379681.0,0.21,0.0,54.46,11.43
28,688008,澜起科技,160.02,11.9,17.02,903534.0,14053821104.0,13.64,163.2,143.7,144.0,143.0,1.62,7.88,84.29,14.93,183451171890.0,183451171890.0,0.26,0.82,5.97,35.84
29,300626,华瑞股份,21.69,11.57,2.25,321286.0,694724240.63,13.68,22.5,19.84,19.84,19.44,1.94,17.86,214.41,7.38,3904200000.0,3902064077.0,-0.14,0.09,70.38,36.33
30,688576,西山科技,76.8,11.18,7.72,34005.0,258566340.0,15.63,79.88,69.08,69.3,69.08,8.14,15.6,60.39,2.03,3494404608.0,1673643955.0,-0.26,-0.16,16.33,21.98
31,688536,思瑞浦,196.63,11.01,19.5,92887.0,1770745359.0,14.06,199.91,175.01,175.01,177.13,2.41,7.0,161.39,4.68,27114950398.0,26073421934.0,0.32,-0.08,25.78,22.99
32,688607,康众医疗,59.67,10.91,5.87,76187.0,438930045.0,12.58,60.32,53.55,53.95,53.8,0.86,8.64,11333.87,6.13,5258659041.0,5258659041.0,0.13,0.15,118.57,39.42
33,301283,聚胶股份,62.53,10.91,6.15,50853.0,309536793.85,15.04,63.52,55.04,55.9,56.38,3.0,11.09,26.59,3.07,5028526410.0,2866825604.0,0.13,0.29,30.38,30.87
34,300707,威唐工业,20.62,10.33,1.93,337843.0,670335824.39,14.07,20.93,18.3,18.4,18.69,1.43,23.58,84.09,3.17,3640275131.0,2954534246.0,-0.19,0.39,30.92,25.35
35,688135,利扬芯片,37.35,10.21,3.46,240637.0,867931157.0,15.61,38.4,33.11,33.11,33.89,1.48,11.83,7551.29,6.96,7598978253.0,7598978253.0,-0.05,0.0,15.31,34.55
36,301021,英诺激光,61.66,10.19,5.7,135388.0,806982210.44,14.85,63.87,55.56,57.29,55.96,1.21,8.86,319.99,9.35,9424902908.0,9417903388.0,-0.5,-0.4,32.8,26.74
37,002397,梦洁股份,4.68,10.12,0.43,508692.0,227964085.62,10.82,4.68,4.22,4.25,4.25,1.61,7.85,102.77,2.93,3499617153.0,3031994600.0,0.0,0.0,18.78,16.13
38,603023,威帝股份,6.11,10.09,0.56,676478.0,409344321.0,9.19,6.11,5.6,5.62,5.55,1.13,12.12,3623.49,4.43,3410097357.0,3410097357.0,0.0,0.0,43.43,21.47
39,002431,棕榈股份,2.84,10.08,0.26,1647593.0,455180761.17,11.24,2.84,2.55,2.57,2.58,3.44,9.14,-7.46,4.49,5118829533.0,5118829533.0,0.0,0.0,15.92,18.83
40,002554,惠博普,4.04,10.08,0.37,1020797.0,394144919.2,11.17,4.04,3.63,3.68,3.67,1.05,7.66,383.9,2.28,5388229091.0,5387220921.0,0.0,0.0,19.53,26.65
41,002279,久其软件,9.53,10.05,0.87,247544.0,235909107.98,0.0,9.53,9.53,9.53,8.66,0.22,3.13,-213.86,5.87,8216831481.0,7526101636.0,0.0,0.0,29.31,19.27
42,603608,天创时尚,10.95,10.05,1.0,156734.0,170246354.0,5.73,10.95,10.38,10.38,9.95,0.49,3.73,-659.61,4.35,4595901917.0,4595901917.0,0.0,0.0,38.26,6.31
43,605299,舒华体育,13.04,10.04,1.19,254523.0,314741621.0,10.89,13.04,11.75,12.1,11.85,1.63,6.22,112.57,4.35,5336313860.0,5336313860.0,0.0,0.0,42.2,13.49
44,603311,金海高科,16.46,10.03,1.5,119375.0,190019881.0,11.1,16.46,14.8,15.05,14.96,0.96,5.06,38.03,2.83,3882649109.0,3882649109.0,0.0,0.0,41.53,7.72
45,002077,大港股份,18.54,10.03,1.69,473255.0,857586246.7,11.04,18.54,16.68,16.77,16.85,0.96,8.15,133.43,3.21,10759661431.0,10759661431.0,0.0,0.0,11.62,24.68
46,000510,新金路,17.99,10.03,1.64,883938.0,1518778439.4,14.31,17.99,15.65,16.08,16.35,0.87,14.57,-111.48,9.45,11667299166.0,10913900058.0,0.0,0.0,224.73,55.35
47,002342,巨力索具,11.19,10.03,1.02,1770087.0,1884776407.41,12.39,11.19,9.93,10.15,10.17,1.09,18.54,728.25,4.41,10742400000.0,10682981100.0,0.0,0.0,36.8,21.63
48,001202,炬申股份,20.19,10.03,1.84,177472.0,352325087.27,11.12,20.19,18.15,18.35,18.35,1.28,15.19,42.61,4.02,3365493511.0,2358675651.0,0.0,0.0,20.68,27.3
49,600246,万通发展,13.71,10.03,1.25,1666654.0,2202242170.0,11.32,13.71,12.3,12.3,12.46,1.78,8.82,-981.71,4.94,25917555046.0,25917555046.0,0.0,0.0,14.15,11.46
50,002437,誉衡药业,3.51,10.03,0.32,1985241.0,692884691.52,6.27,3.51,3.31,3.31,3.19,3.48,9.46,24.1,3.63,7834418722.0,7368291333.0,0.0,0.0,10.38,14.33
51,603078,江化微,25.92,10.02,2.36,16851.0,43678051.0,0.0,25.92,25.92,25.92,23.56,0.06,0.44,95.16,5.16,9995717468.0,9995717468.0,0.0,0.0,26.19,45.21
52,002782,可立克,22.84,10.02,2.08,256544.0,568164345.86,10.45,22.84,20.67,20.76,20.76,1.18,5.27,36.57,5.28,11327818057.0,11111687408.0,0.0,0.0,24.67,25.77
53,000506,招金黄金,19.33,10.02,1.76,1032433.0,1914244165.33,8.42,19.33,17.85,18.01,17.57,1.74,11.12,163.93,28.04,17957913320.0,17949535698.0,0.0,0.0,60.95,48.01
54,002440,闰土股份,9.01,10.01,0.82,903573.0,792558238.18,10.99,9.01,8.11,8.12,8.19,4.97,9.55,33.75,1.07,10127239144.0,8526691608.0,0.0,0.0,22.92,20.62
55,002196,方正电机,18.68,10.01,1.7,769722.0,1375053504.16,12.96,18.68,16.48,16.48,16.98,0.69,15.76,504.98,6.55,9262887652.0,9121171403.0,0.0,0.0,107.1,17.71
56,000688,国城矿业,27.92,10.01,2.54,405589.0,1102283558.38,11.27,27.92,25.06,25.06,25.38,1.45,3.42,55.09,8.09,33087090352.0,33086969737.0,0.0,0.0,85.27,0.43
57,002185,华天科技,14.18,10.01,1.29,3523465.0,4807650308.12,11.48,14.18,12.7,12.8,12.89,1.73,10.81,63.87,2.64,46210941825.0,46200422024.0,0.0,0.0,13.71,29.26
58,001337,四川黄金,43.76,10.01,3.98,473413.0,1990702593.39,8.92,43.76,40.21,41.0,39.78,1.31,16.41,37.35,10.61,18379200000.0,12622834560.0,0.0,0.0,61.36,57.07
59,001203,大中矿业,30.66,10.01,2.79,329429.0,983231168.8,8.58,30.66,28.27,28.5,27.87,0.82,2.5,59.36,6.72,47004246137.0,40327600609.0,0.0,0.0,103.86,0.03
60,002876,三利谱,27.69,10.01,2.52,55590.0,153922378.16,0.04,27.69,27.68,27.68,25.17,1.6,3.73,80.26,2.02,4814873767.0,4124409163.0,0.0,0.0,15.66,15.66
61,001360,南矿集团,26.16,10.01,2.38,162625.0,412899382.48,10.77,26.16,23.6,23.91,23.78,1.49,19.89,71.12,3.76,5336640000.0,2139394779.0,0.0,0.0,61.78,21.39
62,002995,天地在线,21.66,10.01,1.97,248251.0,526303139.26,6.25,21.66,20.43,20.43,19.69,1.62,22.08,-64.99,4.33,3843664037.0,2434956725.0,0.0,0.0,24.34,31.11
63,601212,白银有色,8.57,10.01,0.78,4950559.0,4134774702.0,7.96,8.57,7.95,7.95,7.79,1.07,6.69,-221.5,4.11,63458917559.0,63458917559.0,0.0,0.0,61.7,46.5
64,603655,朗博科技,45.28,10.01,4.12,47600.0,209040828.0,10.88,45.28,40.8,41.39,41.16,1.91,4.49,110.58,8.65,4799680000.0,4799680000.0,0.0,0.0,21.72,8.33
65,603360,百傲化学,38.13,10.01,3.47,384591.0,1423543461.0,11.57,38.13,34.12,34.15,34.66,1.58,5.45,161.57,17.88,26928307927.0,26928307927.0,0.0,0.0,30.76,18.34
66,002799,环球印务,9.67,10.01,0.88,158907.0,148629964.36,10.92,9.67,8.71,8.79,8.79,1.05,4.97,-115.7,2.44,3094786800.0,3094746186.0,0.0,0.0,13.1,13.36
67,002890,弘宇股份,16.28,10.0,1.48,48359.0,76445913.32,10.81,16.28,14.68,14.73,14.8,2.44,2.99,174.32,4.6,2765567605.0,2628962939.0,0.0,0.0,7.6,11.51
68,603773,沃格光电,39.16,10.0,3.56,189092.0,716174663.0,10.28,39.16,35.5,35.87,35.6,1.26,8.42,-98.57,7.54,8797632068.0,8794577588.0,0.0,0.0,23.03,10.68
69,000670,盈方微,9.35,10.0,0.85,44690.0,41785150.0,0.0,9.35,9.35,9.35,8.5,0.29,0.54,-136.66,284.51,7898181134.0,7684417694.0,0.0,0.0,10.52,26.69
70,000066,中国长城,17.82,10.0,1.62,1425909.0,2501010156.6,9.26,17.82,16.32,16.32,16.2,0.77,4.42,2683.37,5.18,57483739748.0,57480010913.0,0.0,0.0,7.28,23.66
71,002716,湖南白银,13.64,10.0,1.24,4045877.0,5442127840.74,5.16,13.64,13.0,13.18,12.4,0.84,17.4,182.14,11.44,38506929131.0,31711011697.0,0.0,0.0,111.8,97.11
72,002931,锋龙股份,82.25,10.0,7.48,22242.0,182942424.0,0.0,82.25,82.25,82.25,74.77,1.74,1.11,626.39,18.91,17972106656.0,16553102678.0,0.0,0.0,355.43,159.46
73,000045,深纺织Ａ,13.64,10.0,1.24,286565.0,383139943.38,10.4,13.64,12.35,12.36,12.4,3.99,6.27,87.17,2.32,6908958020.0,6233778020.0,0.0,0.0,-2.01,11.62
74,688519,南亚新材,83.83,10.0,7.62,85662.0,694212452.0,13.16,84.68,74.65,74.7,76.21,1.16,3.65,93.36,7.07,19680853098.0,19680853098.0,0.62,-0.2,15.23,3.67
75,603991,至正股份,86.13,10.0,7.83,30566.0,256943569.0,10.93,86.13,77.57,77.62,78.3,0.77,4.1,-334.28,4.15,13152887322.0,6419699378.0,0.0,0.0,28.19,16.93
76,001389,广合科技,95.51,10.0,8.68,118252.0,1107967237.38,10.95,95.51,86.0,86.26,86.83,1.37,7.82,42.13,11.15,40657413125.0,14437096473.0,0.0,0.0,16.77,17.0
77,002838,道恩股份,30.36,10.0,2.76,157425.0,456773842.38,11.78,30.36,27.11,27.39,27.6,1.8,3.74,83.41,4.04,14524175485.0,12770379141.0,0.0,0.0,16.99,26.08
78,603040,新坐标,105.38,10.0,9.58,36268.0,371101101.0,11.33,105.38,94.53,95.8,95.8,1.42,2.67,51.54,9.88,14379722320.0,14304718105.0,0.0,0.0,36.95,14.56
79,002851,麦格米特,113.85,10.0,10.35,244511.0,2696822822.83,10.58,113.85,102.9,103.25,103.5,0.87,5.34,220.91,9.99,62626295026.0,52128199050.0,0.0,0.0,50.77,26.4
80,002809,红墙股份,13.31,10.0,1.21,275291.0,364215729.42,4.79,13.31,12.73,12.92,12.1,3.98,19.79,-332.19,1.81,2816561217.0,1851666969.0,0.0,0.0,11.94,24.51
81,601069,西部黄金,35.31,10.0,3.21,593764.0,2004894276.0,8.57,35.31,32.56,32.71,32.1,1.77,6.69,81.47,7.06,32167379033.0,31326623922.0,0.0,0.0,25.48,32.35
82,603926,铁流股份,24.43,10.0,2.22,420037.0,1014425215.0,7.43,24.43,22.78,23.43,22.21,4.93,18.2,56.3,3.32,5734126807.0,5639387267.0,0.25,0.12,42.78,43.12
83,603090,宏盛股份,90.74,10.0,8.25,27616.0,242323428.0,11.19,90.74,81.51,82.25,82.49,0.43,2.76,105.71,14.8,9074000000.0,9074000000.0,0.0,0.0,66.07,63.64
84,000880,潍柴重机,33.43,10.0,3.04,118515.0,396194140.65,0.0,33.43,33.43,33.43,30.39,0.41,5.22,62.25,7.54,15506466721.0,7589505924.0,0.0,0.0,8.36,22.36
85,002290,禾盛新材,64.02,10.0,5.82,113326.0,709775698.54,10.0,64.02,58.2,58.2,58.2,1.13,4.58,82.68,16.74,15884151367.0,15837936929.0,0.0,0.0,56.26,40.09
86,603257,中国瑞林,65.98,10.0,6.0,50169.0,321017966.0,10.0,65.98,59.98,59.98,59.98,3.3,20.15,67.24,3.24,7917600000.0,1642902000.0,0.0,0.0,-5.23,11.26
87,002156,通富微电,56.11,10.0,5.1,1424127.0,7706564219.6,11.98,56.11,50.0,51.0,51.01,0.96,9.38,74.22,5.61,85152362732.0,85144244176.0,0.0,0.0,27.7,48.83
88,600841,动力新科,7.92,10.0,0.72,378104.0,290694605.0,14.03,7.92,6.91,7.0,7.2,1.01,3.63,-23.57,3.48,10991548529.0,8260753913.0,0.0,0.0,25.52,30.05
89,603256,宏和科技,43.12,10.0,3.92,365704.0,1504522176.0,11.63,43.12,38.56,38.66,39.2,1.15,4.16,204.96,23.9,37933849800.0,37933849800.0,0.0,0.0,23.27,17.14
90,600714,金瑞矿业,15.18,10.0,1.38,206042.0,300085315.0,11.96,15.18,13.53,13.7,13.8,0.86,7.15,71.83,5.69,4374515824.0,4374515824.0,0.0,0.0,23.72,23.82
91,000657,中钨高新,41.68,10.0,3.79,1056767.0,4289917989.09,8.63,41.68,38.41,38.41,37.89,1.08,7.32,84.21,9.62,94972231392.0,60213224068.0,0.0,0.0,103.71,50.42
92,603370,华新精科,52.83,9.99,4.8,93907.0,479211708.0,10.29,52.83,47.89,47.99,48.03,5.63,27.39,51.11,4.85,9242608500.0,1811193026.0,0.0,0.0,2.78,11.71
93,000700,模塑科技,15.41,9.99,1.4,803098.0,1181145708.48,11.85,15.41,13.75,13.86,14.01,0.94,8.75,28.29,3.81,14146617144.0,14146617144.0,0.0,0.0,64.11,9.68
94,603203,快克智能,40.83,9.99,3.71,76594.0,298976835.0,11.66,40.83,36.5,36.8,37.12,1.28,3.07,39.14,7.1,10356983448.0,10172929974.0,0.0,0.0,32.01,11.53
95,002240,盛新锂能,37.33,9.99,3.39,731883.0,2660587010.41,10.96,37.33,33.61,33.61,33.94,1.13,8.02,-34.06,3.25,34167920242.0,34078882592.0,0.0,0.0,66.06,8.42
96,603052,可川科技,50.85,9.99,4.62,92460.0,446812593.0,12.59,50.85,45.03,45.42,46.23,0.7,4.92,287.72,8.78,9554576790.0,9554576790.0,0.0,0.0,73.79,61.17
97,605287,德才股份,43.69,9.99,3.97,66191.0,280298065.0,11.05,43.69,39.3,39.9,39.72,0.61,4.73,93.49,3.94,6116600000.0,6116600000.0,0.0,0.0,46.66,68.56
98,000048,京基智农,18.5,9.99,1.68,286228.0,524075883.83,7.02,18.5,17.32,17.62,16.82,2.28,5.44,24.7,2.32,9810221625.0,9737651675.0,0.0,0.0,8.82,5.11
99,002913,奥士康,43.81,9.99,3.98,66997.0,286410912.69,11.05,43.81,39.41,39.49,39.83,1.69,2.22,36.92,3.15,13903563680.0,13216750367.0,0.0,0.0,7.06,2.5
100,603313,梦百合,10.58,9.98,0.96,270983.0,278469975.0,10.71,10.58,9.55,9.7,9.62,2.1,4.75,28.14,1.64,6036809243.0,6036809243.0,0.0,0.0,5.91,18.88
101,600868,梅雁吉祥,4.52,9.98,0.41,3208378.0,1390756886.0,11.44,4.52,4.05,4.16,4.11,1.34,16.9,-208.59,4.43,8579632029.0,8579632029.0,0.0,0.0,54.27,35.33
102,002165,红 宝 丽,9.59,9.98,0.87,2895570.0,2752230739.46,3.9,9.59,9.25,9.59,8.72,7.21,39.79,141.17,3.45,7051237737.0,6977966867.0,0.0,0.0,12.3,26.85
103,000036,华联控股,6.17,9.98,0.56,991301.0,591313960.24,10.52,6.17,5.58,5.61,5.61,1.06,7.07,182.05,1.7,8661561533.0,8645101565.0,0.0,0.0,53.1,-6.52
104,600759,洲际油气,3.86,9.97,0.35,4951486.0,1864420147.0,11.11,3.86,3.47,3.5,3.51,1.02,11.95,144.58,1.82,16015175821.0,15994627111.0,0.0,0.0,62.87,23.72
105,603058,永吉股份,11.81,9.96,1.07,330715.0,375621223.0,11.45,11.81,10.58,10.78,10.74,1.0,8.0,37.18,3.92,4897167278.0,4884759220.0,0.0,0.0,27.68,26.04
106,002614,奥佳华,7.95,9.96,0.72,614463.0,469738054.94,10.79,7.95,7.17,7.23,7.23,2.78,13.93,67.26,1.15,4956686861.0,3506023784.0,0.0,0.0,16.23,8.76
107,600676,交运股份,9.83,9.96,0.89,418575.0,393518611.0,11.19,9.83,8.83,9.12,8.94,0.4,4.07,-263.46,1.97,10110085640.0,10110085640.0,0.0,0.0,53.12,67.18
108,600770,综艺股份,6.18,9.96,0.56,878006.0,526391704.0,11.39,6.18,5.54,5.59,5.62,3.47,6.75,66.36,2.34,8034000000.0,8034000000.0,0.0,0.0,11.75,19.54
109,002662,峰璟股份,4.53,9.95,0.41,1456120.0,649439625.59,10.68,4.53,4.09,4.11,4.12,3.39,9.71,25.02,1.54,6795000000.0,6794914383.0,0.0,0.0,19.53,12.69
110,600173,卧龙新能,7.85,9.94,0.71,405551.0,315129459.0,11.34,7.85,7.04,7.1,7.14,2.27,5.79,54.45,1.44,5498974015.0,5498267515.0,0.0,0.0,-9.87,10.1
111,601616,广电电气,6.09,9.93,0.55,3790489.0,2227758688.0,10.65,6.09,5.5,5.68,5.54,4.63,44.4,-509.32,2.14,5198882693.0,5198882693.0,0.0,0.0,45.35,57.77
112,688419,耐科装备,41.93,9.91,3.78,79619.0,327826808.0,14.29,43.6,38.15,38.2,38.15,1.13,13.38,54.38,4.69,4803151481.0,2495235138.0,0.07,-0.36,40.33,49.8
113,300854,中兰环保,20.44,9.89,1.84,88589.0,177216051.6,14.3,21.05,18.39,18.49,18.6,3.08,10.89,-74.36,2.14,2045405250.0,1662607485.0,0.15,0.05,-3.13,21.38
114,301667,纳百川,86.26,9.87,7.75,100174.0,849974710.13,17.31,90.9,77.31,77.72,78.51,1.63,44.53,123.94,7.75,9632619696.0,1940372033.0,0.06,-0.2,281.18,7.49
115,600988,赤峰黄金,38.39,9.81,3.43,1437008.0,5319670360.0,8.01,38.46,35.66,36.0,34.96,1.65,8.64,26.59,5.83,72956785123.0,63877557801.0,-0.03,0.03,29.0,22.89
116,688399,硕世生物,84.84,9.74,7.53,70345.0,578844307.0,12.29,85.86,76.36,77.31,77.31,2.99,8.39,1693.32,2.4,7115676810.0,7115676810.0,-0.01,0.21,7.73,23.85
117,688372,伟测科技,145.8,9.73,12.93,89280.0,1230631847.0,12.71,145.99,129.1,131.21,132.87,1.1,5.99,80.52,7.66,21732050309.0,21732050309.0,-0.13,0.24,42.8,33.65
118,301026,浩通科技,34.38,9.7,3.04,179283.0,593142323.23,9.64,34.58,31.56,32.01,31.34,2.45,16.07,34.85,3.36,5441459673.0,3836143297.0,0.23,0.0,27.29,21.31
119,002796,世嘉科技,47.81,9.63,4.2,261061.0,1222334279.16,11.21,47.97,43.08,43.44,43.61,0.89,11.46,-177.38,14.09,12065663784.0,10886729185.0,-0.02,-0.06,161.83,72.41
120,688737,中自科技,27.5,9.61,2.41,79675.0,213652839.0,14.71,28.3,24.61,24.94,25.09,2.89,6.66,-91.5,1.83,3288023998.0,3288023998.0,0.36,0.4,24.43,22.55
121,301526,国际复材,8.12,9.58,0.71,2935807.0,2394734174.37,19.57,8.8,7.35,7.38,7.41,1.43,20.9,84.15,3.73,30619529750.0,11403670535.0,-0.37,-0.37,28.68,16.0
122,000603,盛达资源,46.0,9.58,4.02,460878.0,2012367614.32,11.82,46.16,41.2,41.88,41.98,1.17,6.91,73.78,9.65,31738589916.0,30668952514.0,0.0,0.48,91.11,48.58
123,603079,圣达生物,21.99,9.57,1.92,96457.0,203429183.0,11.11,22.0,19.77,19.98,20.07,1.55,5.1,58.45,2.64,4156761432.0,4156761432.0,0.09,0.23,19.38,24.1
124,002738,中矿资源,92.0,9.45,7.94,351461.0,3155366538.6,9.17,92.37,84.66,84.67,84.06,1.17,4.94,243.77,5.53,66377252684.0,65415835756.0,0.24,0.34,71.48,17.12
125,002545,东方铁塔,26.08,9.3,2.22,421956.0,1076094906.93,10.02,26.25,23.86,24.2,23.86,1.66,3.73,29.39,3.44,32445139125.0,29474669505.0,0.0,-0.53,65.8,41.36
126,301377,鼎泰高科,169.0,9.23,14.28,85734.0,1380433126.03,12.77,173.49,153.73,155.0,154.72,1.47,12.07,184.07,27.79,69290000000.0,12003056000.0,-0.07,0.28,52.8,21.5
127,920139,华岭股份,25.45,9.18,2.14,293740.0,758467742.37,20.89,27.67,22.8,22.87,23.31,2.34,11.37,-179.41,6.4,6858963126.0,6574300448.0,-0.08,-0.04,9.51,21.77
128,300671,富满微,38.5,9.16,3.23,255086.0,961884851.08,17.13,40.94,34.9,34.97,35.27,2.77,11.56,-107.5,5.13,8523378710.0,8498616011.0,0.03,-0.21,6.71,20.73
129,301338,凯格精机,112.55,9.14,9.43,71117.0,753666428.39,16.31,114.97,98.15,99.91,103.12,1.2,12.02,74.07,7.65,11975320000.0,6657332500.0,0.03,2.72,61.94,27.74
130,600549,厦门钨业,59.0,9.14,4.94,709615.0,4031030059.0,9.69,59.14,53.9,54.36,54.06,1.07,4.57,39.43,5.58,93667563734.0,91681986820.0,0.0,0.05,70.87,43.69
131,301003,江苏博云,49.22,9.11,4.11,39110.0,187982593.81,9.69,49.48,45.11,45.12,45.11,1.7,5.2,44.09,4.31,4780902158.0,3698408224.0,0.04,0.04,32.6,10.36
132,301317,鑫磊股份,42.76,9.11,3.57,128082.0,550678729.54,15.87,45.23,39.01,39.01,39.19,1.62,24.54,13.29,5.0,6721444400.0,2231932303.0,-0.47,-0.58,27.91,32.63
133,300964,本川智能,62.98,8.89,5.14,89401.0,552073777.36,12.71,64.88,57.53,57.85,57.84,1.21,15.98,110.39,4.75,4868245926.0,3522586905.0,0.02,0.05,37.27,13.27
134,688777,中控技术,69.38,8.88,5.66,467654.0,3190434048.0,12.54,71.09,63.1,63.1,63.72,0.95,5.97,95.39,5.38,54892729383.0,54339925986.0,0.33,0.45,30.41,40.62
135,600352,浙江龙盛,12.9,8.86,1.05,1560591.0,1971209876.0,10.72,13.04,11.77,11.85,11.85,4.4,4.8,22.53,1.23,41967980994.0,41967980994.0,-0.15,-0.23,25.0,21.01
136,688805,健信超导,50.65,8.81,4.1,96788.0,485474330.0,14.41,53.41,46.7,46.72,46.55,1.89,30.71,133.75,7.12,8492992000.0,1596430208.0,0.04,0.1,172.6,20.19
137,688502,茂莱光学,435.8,8.69,34.83,25682.0,1093642688.0,14.09,451.0,394.5,397.7,400.97,1.95,15.29,377.7,19.12,23010240000.0,7321440000.0,0.04,0.0,14.72,9.21
