日期,样本代码,样本简称,所属行业,总市值(亿元),权重（%）
2026-01-30,601229,上海银行,金融,1312.91,0.16
2026-01-30,601231,环旭电子,信息技术,809.43,0.04
2026-01-30,601233,桐昆股份,原材料,524.93,0.06
2026-01-30,601339,百隆东方,可选消费,106.32,0.01
2026-01-30,2869,金溢科技,信息技术,41.06,0.01
2026-01-30,2871,伟隆股份,工业,51.35,0.0
2026-01-30,2873,新天药业,医药卫生,25.02,0.0
2026-01-30,2877,智能自控,工业,33.38,0.0
2026-01-30,2879,长缆科技,工业,39.97,0.0
2026-01-30,2880,卫光生物,医药卫生,61.37,0.0
2026-01-30,2881,美格智能,信息技术,117.08,0.01
2026-01-30,2882,金龙羽,工业,136.45,0.01
2026-01-30,2883,中设股份,工业,16.07,0.0
2026-01-30,2884,凌霄泵业,工业,63.42,0.01
2026-01-30,2886,沃特股份,原材料,60.77,0.01
2026-01-30,2887,绿茵生态,工业,29.62,0.0
2026-01-30,2888,惠威科技,可选消费,31.01,0.0
2026-01-30,2889,东方嘉盛,工业,56.88,0.0
2026-01-30,2890,弘宇股份,工业,29.37,0.0
2026-01-30,2892,科力尔,工业,93.8,0.01
2026-01-30,2893,京能热力,公用事业,30.45,0.0
2026-01-30,2896,中大力德,工业,160.42,0.02
2026-01-30,2899,英派斯,可选消费,48.21,0.01
2026-01-30,2900,哈三联,医药卫生,37.49,0.0
2026-01-30,2903,宇环数控,工业,33.55,0.0
2026-01-30,300470,中密控股,工业,78.09,0.01
2026-01-30,300471,厚普股份,工业,69.72,0.01
2026-01-30,300473,德尔股份,可选消费,57.99,0.01
2026-01-30,300476,胜宏科技,信息技术,2304.51,0.3
2026-01-30,300478,杭州高新,原材料,33.23,0.0
2026-01-30,300481,濮阳惠成,原材料,52.04,0.01
2026-01-30,300484,蓝海华腾,工业,40.27,0.01
2026-01-30,300488,恒锋工具,工业,57.47,0.0
2026-01-30,300490,华自科技,工业,62.47,0.01
2026-01-30,300491,通合科技,工业,48.19,0.01
2026-01-30,300494,盛天网络,信息技术,68.43,0.01
2026-01-30,300497,富祥药业,医药卫生,81.44,0.01
2026-01-30,300498,温氏股份,主要消费,1038.01,0.16
2026-01-30,300500,启迪设计,工业,22.09,0.0
2026-01-30,300501,海顺新材,原材料,29.9,0.0
2026-01-30,300503,昊志机电,工业,171.28,0.02
2026-01-30,600267,海正药业,医药卫生,125.88,0.01
2026-01-30,600268,国电南自,工业,129.83,0.01
2026-01-30,600269,赣粤高速,工业,115.6,0.01
2026-01-30,600272,开开实业,医药卫生,25.06,0.0
2026-01-30,600273,嘉化能源,原材料,160.38,0.02
2026-01-30,600276,恒瑞医药,医药卫生,3710.03,0.43
2026-01-30,600278,东方创业,工业,76.29,0.01
2026-01-30,600279,重庆港,工业,65.04,0.0
2026-01-30,600280,中央商场,可选消费,42.2,0.0
2026-01-30,600282,南钢股份,原材料,359.42,0.03
2026-01-30,600283,钱江水利,公用事业,52.49,0.0
2026-01-30,600284,浦东建设,工业,76.17,0.01
2026-01-30,600285,羚锐制药,医药卫生,124.54,0.02
2026-01-30,600288,大恒科技,信息技术,66.61,0.01
2026-01-30,600292,电投水电,工业,585.2,0.01
2026-01-30,600302,标准股份,工业,47.06,0.01
2026-01-30,600303,曙光股份,可选消费,22.01,0.0
2026-01-30,600307,酒钢宏兴,原材料,120.88,0.01
2026-01-30,600308,华泰股份,原材料,63.86,0.01
2026-01-30,600309,万华化学,原材料,2753.88,0.31
2026-01-30,600310,广西能源,公用事业,56.87,0.01
2026-01-30,601366,利群股份,可选消费,47.49,0.01
2026-01-30,601368,绿城水务,公用事业,46.27,0.0
2026-01-30,601377,兴业证券,金融,594.16,0.08
2026-01-30,601388,怡球资源,原材料,101.48,0.01
2026-01-30,601500,通用股份,可选消费,74.54,0.01
2026-01-30,601518,吉林高速,工业,54.83,0.0
2026-01-30,601555,东吴证券,金融,475.5,0.06
2026-01-30,601567,三星医疗,工业,332.05,0.03
2026-01-30,601577,长沙银行,金融,392.5,0.04
2026-01-30,601599,浙文影业,可选消费,52.34,0.01
2026-01-30,601606,长城军工,工业,331.04,0.03
2026-01-30,601608,中信重工,工业,348.05,0.02
2026-01-30,601611,中国核建,工业,466.84,0.03
2026-01-30,601615,明阳智能,工业,524.67,0.08
2026-01-30,601616,广电电气,工业,41.83,0.01
2026-01-30,601619,嘉泽新能,公用事业,168.07,0.01
2026-01-30,601636,旗滨集团,原材料,207.4,0.02
2026-01-30,601666,平煤股份,能源,212.12,0.02
2026-01-30,601668,中国建筑,工业,2082.55,0.17
2026-01-30,2909,集泰股份,原材料,29.02,0.0
2026-01-30,2911,佛燃能源,公用事业,185.02,0.01
2026-01-30,2913,奥士康,信息技术,125.42,0.01
2026-01-30,2915,中欣氟材,原材料,74.21,0.01
2026-01-30,2916,深南电路,信息技术,1557.51,0.11
2026-01-30,2917,金奥博,原材料,50.23,0.0
2026-01-30,2921,联诚精密,可选消费,33.82,0.0
2026-01-30,2922,伊戈尔,工业,164.92,0.02
2026-01-30,2923,润都股份,医药卫生,48.19,0.0
2026-01-30,2925,盈趣科技,信息技术,154.64,0.01
2026-01-30,2926,华西证券,金融,242.03,0.02
2026-01-30,2927,泰永长征,工业,41.76,0.0
2026-01-30,2928,华夏航空,工业,134.34,0.01
2026-01-30,2930,宏川智慧,工业,53.85,0.0
2026-01-30,2932,明德生物,医药卫生,44.78,0.0
2026-01-30,2933,新兴装备,工业,40.94,0.0
2026-01-30,2938,鹏鼎控股,信息技术,1322.91,0.07
2026-01-30,2939,长城证券,金融,397.39,0.02
2026-01-30,2940,昂利康,医药卫生,64.75,0.01
2026-01-30,2941,新疆交建,工业,119.1,0.01
2026-01-30,2942,新农股份,原材料,34.68,0.0
2026-01-30,2945,华林证券,金融,489.78,0.01
2026-01-30,2947,恒铭达,信息技术,117.86,0.01
2026-01-30,2949,华阳国际,工业,31.11,0.0
2026-01-30,300507,苏奥传感,可选消费,76.62,0.01
2026-01-30,300509,新美星,工业,46.86,0.0
2026-01-30,300510,金冠股份,工业,36.04,0.0
2026-01-30,300511,雪榕生物,主要消费,39.41,0.01
2026-01-30,300513,恒实科技,信息技术,29.89,0.01
2026-01-30,300514,友讯达,信息技术,28.32,0.0
2026-01-30,300515,三德科技,信息技术,41.93,0.0
2026-01-30,300516,久之洋,信息技术,124.18,0.01
2026-01-30,300517,海波重科,工业,23.91,0.0
2026-01-30,300519,新光药业,医药卫生,25.41,0.0
2026-01-30,300520,科大国创,信息技术,132.2,0.02
2026-01-30,300521,爱司凯,工业,51.34,0.01
2026-01-30,300522,世名科技,原材料,39.89,0.0
2026-01-30,300525,博思软件,信息技术,100.8,0.01
2026-01-30,300531,优博讯,信息技术,56.0,0.01
2026-01-30,300532,今天国际,信息技术,55.57,0.01
2026-01-30,300533,冰川网络,信息技术,81.99,0.01
2026-01-30,300534,陇神戎发,医药卫生,31.18,0.0
2026-01-30,300535,达威股份,原材料,22.55,0.0
2026-01-30,300538,同益股份,工业,30.33,0.0
2026-01-30,300539,横河精密,原材料,90.24,0.01
2026-01-30,300541,先进数通,信息技术,69.58,0.01
2026-01-30,300543,朗科智能,信息技术,34.65,0.0
2026-01-30,600312,平高电气,工业,287.4,0.03
2026-01-30,600315,上海家化,主要消费,140.63,0.01
2026-01-30,600316,洪都航空,工业,299.68,0.03
2026-01-30,600318,新力金融,金融,44.35,0.01
2026-01-30,600319,亚星化学,原材料,31.17,0.0
2026-01-30,600320,振华重工,工业,170.09,0.02
2026-01-30,600322,津投城开,房地产,25.1,0.0
2026-01-30,600323,瀚蓝环境,公用事业,240.85,0.02
2026-01-30,600325,华发股份,房地产,117.24,0.02
2026-01-30,600328,中盐化工,原材料,135.34,0.01
2026-01-30,600329,达仁堂,医药卫生,253.98,0.02
2026-01-30,600330,天通股份,信息技术,167.25,0.03
2026-01-30,600335,国机汽车,可选消费,98.87,0.01
2026-01-30,600336,澳柯玛,可选消费,62.01,0.01
2026-01-30,600337,美克家居,可选消费,36.93,0.0
2026-01-30,600338,西藏珠峰,原材料,173.06,0.03
2026-01-30,600339,中油工程,能源,233.38,0.01
2026-01-30,600343,航天动力,工业,232.12,0.02
2026-01-30,600348,华阳股份,能源,341.27,0.03
2026-01-30,600350,山东高速,工业,484.42,0.01
2026-01-30,600352,浙江龙盛,原材料,495.16,0.07
2026-01-30,600353,旭光电子,信息技术,143.92,0.02
2026-01-30,600354,敦煌种业,主要消费,41.8,0.01
2026-01-30,601669,中国电建,工业,975.0,0.09
2026-01-30,601677,明泰铝业,原材料,208.66,0.03
2026-01-30,601678,滨化股份,原材料,114.77,0.02
2026-01-30,601689,拓普集团,可选消费,1254.37,0.1
2026-01-30,601699,潞安环能,能源,407.73,0.03
2026-01-30,601700,风范股份,工业,64.31,0.01
2026-01-30,601777,千里科技,可选消费,479.24,0.03
2026-01-30,601789,宁波建工,工业,79.27,0.01
2026-01-30,601798,蓝科高新,能源,33.86,0.0
2026-01-30,601799,星宇股份,可选消费,394.24,0.03
2026-01-30,601838,成都银行,金融,683.24,0.07
2026-01-30,601860,紫金银行,金融,102.87,0.01
2026-01-30,601872,招商轮船,工业,917.27,0.06
2026-01-30,601877,正泰电器,工业,628.14,0.06
2026-01-30,601878,浙商证券,金融,489.4,0.05
2026-01-30,601882,海天精工,工业,103.15,0.0
2026-01-30,601886,江河集团,工业,108.88,0.01
2026-01-30,601888,中国中免,可选消费,1744.93,0.16
2026-01-30,2952,亚世光电,信息技术,39.03,0.0
2026-01-30,2958,青农商行,金融,174.45,0.02
2026-01-30,300001,特锐德,工业,284.36,0.04
2026-01-30,300002,神州泰岳,信息技术,240.59,0.04
2026-01-30,300004,南风股份,工业,69.79,0.01
2026-01-30,300006,莱美药业,医药卫生,54.38,0.01
2026-01-30,300007,汉威科技,信息技术,181.14,0.03
2026-01-30,300009,安科生物,医药卫生,168.13,0.02
2026-01-30,300011,鼎汉技术,工业,49.66,0.01
2026-01-30,300012,华测检测,工业,261.34,0.04
2026-01-30,300013,新宁物流,工业,22.28,0.0
2026-01-30,300016,北陆药业,医药卫生,55.11,0.01
2026-01-30,300017,网宿科技,信息技术,407.28,0.06
2026-01-30,300018,中元股份,工业,57.27,0.01
2026-01-30,300022,吉峰科技,可选消费,40.97,0.01
2026-01-30,300024,机器人,工业,272.1,0.04
2026-01-30,300026,红日药业,医药卫生,109.05,0.01
2026-01-30,300546,雄帝科技,信息技术,44.36,0.01
2026-01-30,300547,川环科技,可选消费,77.57,0.01
2026-01-30,300550,和仁科技,信息技术,37.83,0.0
2026-01-30,300553,集智股份,信息技术,47.7,0.01
2026-01-30,300557,理工光科,信息技术,42.99,0.0
2026-01-30,300558,贝达药业,医药卫生,198.04,0.02
2026-01-30,300559,佳发教育,信息技术,49.46,0.01
2026-01-30,300566,激智科技,信息技术,50.74,0.01
2026-01-30,300567,精测电子,信息技术,370.55,0.05
2026-01-30,300569,天能重工,工业,62.69,0.01
2026-01-30,300572,安车检测,信息技术,62.35,0.01
2026-01-30,300573,兴齐眼药,医药卫生,172.75,0.02
2026-01-30,300575,中旗股份,原材料,31.58,0.0
2026-01-30,300576,容大感光,原材料,150.06,0.02
2026-01-30,300579,数字认证,信息技术,82.89,0.01
2026-01-30,300580,贝斯特,可选消费,121.93,0.01
2026-01-30,300581,晨曦航空,工业,85.43,0.01
2026-01-30,600356,恒丰纸业,原材料,29.43,0.0
2026-01-30,600363,联创光电,信息技术,284.83,0.04
2026-01-30,600367,红星发展,原材料,65.74,0.01
2026-01-30,600368,五洲交通,工业,64.87,0.01
2026-01-30,600369,西南证券,金融,304.35,0.03
2026-01-30,600371,万向德农,主要消费,30.11,0.0
2026-01-30,600372,中航机载,工业,751.0,0.06
2026-01-30,600375,汉马科技,工业,97.63,0.01
2026-01-30,600376,首开股份,房地产,144.46,0.01
2026-01-30,600379,宝光股份,工业,41.9,0.0
2026-01-30,600380,健康元,医药卫生,213.5,0.02
2026-01-30,600383,金地集团,房地产,146.72,0.02
2026-01-30,600386,北巴传媒,可选消费,36.85,0.0
2026-01-30,600388,龙净环保,工业,232.55,0.03
2026-01-30,600389,江山股份,原材料,118.08,0.02
2026-01-30,600391,航发科技,工业,171.34,0.02
2026-01-30,600392,盛和资源,原材料,473.79,0.07
2026-01-30,600395,盘江股份,能源,117.42,0.01
2026-01-30,600396,华电辽能,公用事业,45.06,0.0
2026-01-30,600397,江钨装备,能源,99.19,0.01
2026-01-30,601901,方正证券,金融,647.04,0.06
2026-01-30,601918,新集能源,能源,189.63,0.02
2026-01-30,601933,永辉超市,主要消费,399.3,0.03
2026-01-30,601952,苏垦农发,主要消费,139.18,0.01
2026-01-30,601958,金钼股份,原材料,662.1,0.03
2026-01-30,601965,中国汽研,可选消费,190.08,0.01
2026-01-30,601966,玲珑轮胎,可选消费,220.55,0.02
2026-01-30,601968,宝钢包装,原材料,77.31,0.01
2026-01-30,601969,海南矿业,原材料,251.98,0.01
2026-01-30,601985,中国核电,公用事业,1770.9,0.13
2026-01-30,601990,南京证券,金融,349.77,0.03
2026-01-30,601996,丰林集团,原材料,27.13,0.0
2026-01-30,601997,贵阳银行,金融,212.43,0.03
2026-01-30,603000,人民网,信息技术,270.23,0.02
2026-01-30,603001,奥康国际,可选消费,40.66,0.0
2026-01-30,603005,晶方科技,信息技术,206.54,0.03
2026-01-30,603006,联明股份,可选消费,34.76,0.0
2026-01-30,603009,北特科技,可选消费,191.96,0.02
2026-01-30,300032,金龙机电,信息技术,44.66,0.01
2026-01-30,300036,超图软件,信息技术,95.01,0.02
2026-01-30,300039,上海凯宝,医药卫生,65.38,0.01
2026-01-30,300042,朗科科技,信息技术,74.29,0.01
2026-01-30,300045,华力创通,工业,179.78,0.02
2026-01-30,300046,台基股份,信息技术,88.23,0.01
2026-01-30,300047,天源迪科,信息技术,85.39,0.01
2026-01-30,300048,合康新能,工业,78.08,0.01
2026-01-30,300049,福瑞医科,医药卫生,178.83,0.03
2026-01-30,300057,万顺新材,原材料,53.15,0.01
2026-01-30,300059,东方财富,金融,3587.52,0.54
2026-01-30,300062,中能电气,工业,54.74,0.01
2026-01-30,300067,安诺其,原材料,61.76,0.01
2026-01-30,300583,赛托生物,医药卫生,27.51,0.0
2026-01-30,300584,海辰药业,医药卫生,53.93,0.0
2026-01-30,300585,奥联电子,可选消费,29.89,0.0
2026-01-30,300589,江龙船艇,工业,67.11,0.01
2026-01-30,300591,万里马,可选消费,34.04,0.01
2026-01-30,300593,新雷能,工业,156.02,0.02
2026-01-30,300599,雄塑科技,原材料,37.53,0.0
2026-01-30,300601,康泰生物,医药卫生,174.58,0.02
2026-01-30,300604,长川科技,信息技术,809.05,0.1
2026-01-30,300605,恒锋信息,信息技术,26.84,0.0
2026-01-30,300607,拓斯达,工业,144.09,0.02
2026-01-30,300608,思特奇,信息技术,38.82,0.0
2026-01-30,300609,汇纳科技,信息技术,47.0,0.01
2026-01-30,300611,美力科技,可选消费,59.0,0.01
2026-01-30,300616,尚品宅配,可选消费,34.13,0.0
2026-01-30,300617,安靠智电,工业,67.14,0.01
2026-01-30,600403,大有能源,能源,176.2,0.01
2026-01-30,600405,动力源,工业,32.11,0.01
2026-01-30,600406,国电南瑞,工业,2024.0,0.16
2026-01-30,600408,安泰集团,原材料,40.57,0.01
2026-01-30,600410,华胜天成,信息技术,230.37,0.04
2026-01-30,600415,小商品城,房地产,882.3,0.07
2026-01-30,600416,湘电股份,工业,211.04,0.02
2026-01-30,600418,江淮汽车,可选消费,1194.65,0.16
2026-01-30,600420,国药现代,医药卫生,142.57,0.01
2026-01-30,600422,昆药集团,医药卫生,94.55,0.01
2026-01-30,600425,青松建化,原材料,73.66,0.01
2026-01-30,600428,中远海特,工业,214.57,0.02
2026-01-30,600433,冠豪高新,原材料,61.61,0.01
2026-01-30,600435,北方导航,工业,249.54,0.03
2026-01-30,600436,片仔癀,医药卫生,967.72,0.09
2026-01-30,600438,通威股份,工业,819.36,0.09
2026-01-30,600439,瑞贝卡,主要消费,31.92,0.0
2026-01-30,600444,国机通用,工业,26.59,0.0
2026-01-30,600449,宁夏建材,原材料,63.65,0.01
2026-01-30,600452,涪陵电力,公用事业,190.84,0.02
2026-01-30,600455,博通股份,可选消费,17.86,0.0
2026-01-30,600456,宝钛股份,原材料,183.18,0.02
2026-01-30,600458,时代新材,原材料,135.98,0.01
2026-01-30,600459,贵研铂业,原材料,178.93,0.02
2026-01-30,600461,洪城环境,公用事业,123.79,0.01
2026-01-30,688716,中研股份,原材料,50.74,0.01
2026-01-30,603010,万盛股份,原材料,71.52,0.01
2026-01-30,603012,创力集团,工业,51.72,0.01
2026-01-30,603013,亚普股份,可选消费,127.28,0.01
2026-01-30,603015,弘讯科技,工业,59.91,0.01
2026-01-30,603016,新宏泰,工业,46.24,0.0
2026-01-30,603017,中衡设计,工业,32.81,0.0
2026-01-30,603018,华设集团,工业,55.59,0.01
2026-01-30,603019,中科曙光,信息技术,1313.44,0.21
2026-01-30,603022,新通联,原材料,22.7,0.0
2026-01-30,603029,天鹅股份,工业,24.15,0.0
2026-01-30,603030,全筑股份,工业,37.8,0.01
2026-01-30,603035,常熟汽饰,可选消费,56.45,0.01
2026-01-30,603036,如通股份,能源,43.76,0.01
2026-01-30,603037,凯众股份,可选消费,44.28,0.01
2026-01-30,603039,泛微网络,信息技术,173.25,0.02
2026-01-30,603040,新坐标,可选消费,152.83,0.01
2026-01-30,603041,美思德,原材料,24.05,0.0
2026-01-30,603050,科林电气,工业,85.1,0.0
2026-01-30,603056,德邦股份,工业,191.23,0.01
2026-01-30,603058,永吉股份,工业,45.41,0.0
2026-01-30,603059,倍加洁,主要消费,37.46,0.0
2026-01-30,300069,金利华电,工业,21.6,0.0
2026-01-30,300070,碧水源,工业,146.06,0.02
2026-01-30,300074,华平股份,信息技术,25.8,0.0
2026-01-30,300075,数字政通,信息技术,91.93,0.01
2026-01-30,300076,GQY视讯,信息技术,32.18,0.0
2026-01-30,300082,奥克股份,原材料,66.72,0.01
2026-01-30,300084,海默科技,能源,56.58,0.01
2026-01-30,300086,康芝药业,医药卫生,46.15,0.01
2026-01-30,300087,荃银高科,主要消费,98.71,0.01
2026-01-30,300088,长信科技,信息技术,158.61,0.02
2026-01-30,300094,国联水产,主要消费,45.13,0.01
2026-01-30,300095,华伍股份,工业,42.98,0.01
2026-01-30,300100,双林股份,可选消费,205.97,0.02
2026-01-30,300621,维业股份,工业,18.73,0.0
2026-01-30,300622,博士眼镜,可选消费,68.45,0.01
2026-01-30,300623,捷捷微电,信息技术,291.89,0.03
2026-01-30,300624,万兴科技,信息技术,180.48,0.02
2026-01-30,300625,三雄极光,可选消费,36.09,0.0
2026-01-30,300632,光莆股份,信息技术,41.93,0.0
2026-01-30,300634,彩讯股份,信息技术,136.22,0.01
2026-01-30,300635,中达安,工业,19.76,0.0
2026-01-30,300637,扬帆新材,原材料,30.56,0.0
2026-01-30,300639,凯普生物,医药卫生,49.39,0.01
2026-01-30,300640,德艺文创,可选消费,24.23,0.0
2026-01-30,300642,透景生命,医药卫生,30.15,0.0
2026-01-30,300643,万通智控,可选消费,44.68,0.0
2026-01-30,300644,南京聚隆,原材料,38.46,0.0
2026-01-30,300645,正元智慧,信息技术,27.75,0.0
2026-01-30,300648,星云股份,信息技术,95.87,0.01
2026-01-30,300649,杭州园林,工业,20.18,0.0
2026-01-30,300651,金陵体育,可选消费,34.78,0.0
2026-01-30,300652,雷迪克,可选消费,69.31,0.01
2026-01-30,300655,晶瑞电材,原材料,188.52,0.03
2026-01-30,300656,民德电子,信息技术,54.61,0.01
2026-01-30,300657,弘信电子,信息技术,150.27,0.02
2026-01-30,600467,好当家,主要消费,40.18,0.0
2026-01-30,600468,百利电气,工业,78.1,0.01
2026-01-30,600469,风神股份,可选消费,54.93,0.0
2026-01-30,600470,六国化工,原材料,35.89,0.01
2026-01-30,600476,湘邮科技,信息技术,27.66,0.0
2026-01-30,600477,杭萧钢构,工业,80.91,0.01
2026-01-30,600479,千金药业,医药卫生,51.88,0.01
2026-01-30,600480,凌云股份,可选消费,142.15,0.01
2026-01-30,600483,福能股份,公用事业,253.55,0.02
2026-01-30,600486,扬农化工,原材料,325.88,0.04
2026-01-30,600488,津药药业,医药卫生,46.19,0.0
2026-01-30,600489,中金黄金,原材料,1788.66,0.18
2026-01-30,600491,龙元建设,工业,48.65,0.01
2026-01-30,600493,凤竹纺织,可选消费,21.49,0.0
2026-01-30,600496,精工钢构,工业,94.53,0.01
2026-01-30,600497,驰宏锌锗,原材料,494.97,0.06
2026-01-30,600502,安徽建工,工业,82.05,0.01
2026-01-30,600503,华丽家族,房地产,41.98,0.01
2026-01-30,600505,西昌电力,公用事业,51.4,0.0
2026-01-30,600507,方大特钢,原材料,149.89,0.02
2026-01-30,600508,上海能源,能源,93.3,0.01
2026-01-30,603060,国检集团,工业,52.74,0.0
2026-01-30,603063,禾望电气,工业,136.34,0.02
2026-01-30,603067,振华股份,原材料,242.65,0.03
2026-01-30,603068,博通集成,信息技术,58.83,0.01
2026-01-30,603069,海汽集团,工业,71.89,0.01
2026-01-30,603076,乐惠国际,工业,29.31,0.0
2026-01-30,603078,江化微,原材料,97.95,0.01
2026-01-30,603080,新疆火炬,公用事业,34.57,0.0
2026-01-30,603081,大丰实业,工业,61.18,0.01
2026-01-30,603085,天成自控,可选消费,45.98,0.0
2026-01-30,603086,先达股份,原材料,38.13,0.0
2026-01-30,603088,宁波精达,工业,55.31,0.0
2026-01-30,603089,正裕工业,可选消费,33.0,0.0
2026-01-30,603090,宏盛股份,工业,76.07,0.01
2026-01-30,603098,森特股份,工业,83.38,0.01
2026-01-30,603099,长白山,可选消费,120.82,0.01
2026-01-30,603100,川仪股份,信息技术,126.55,0.01
2026-01-30,603101,汇嘉时代,可选消费,45.39,0.0
2026-01-30,603106,恒银科技,信息技术,54.19,0.0
2026-01-30,603111,康尼机电,工业,61.38,0.01
2026-01-30,603113,金能科技,能源,59.39,0.01
2026-01-30,603116,红蜻蜓,可选消费,37.74,0.0
2026-01-30,603117,万林物流,工业,29.06,0.0
2026-01-30,603121,华培动力,可选消费,81.11,0.01
2026-01-30,603127,昭衍新药,医药卫生,239.6,0.03
2026-01-30,889,中嘉博创,电信业务,33.71,0.0
2026-01-30,300620,光库科技,电信业务,400.61,0.04
2026-01-30,300310,宜通世纪,电信业务,57.75,0.01
2026-01-30,300711,广哈通信,电信业务,67.33,0.0
2026-01-30,2544,普天科技,电信业务,213.89,0.02
2026-01-30,300571,平治信息,电信业务,40.78,0.01
2026-01-30,300134,大富科技,电信业务,90.72,0.01
2026-01-30,2194,武汉凡谷,电信业务,87.94,0.01
2026-01-30,600487,亨通光电,电信业务,863.6,0.12
2026-01-30,2467,二六三,电信业务,91.19,0.01
2026-01-30,300563,神宇股份,电信业务,66.46,0.01
2026-01-30,300353,东土科技,电信业务,137.92,0.02
2026-01-30,600498,烽火通信,电信业务,537.83,0.06
2026-01-30,300565,科信技术,电信业务,31.36,0.01
2026-01-30,2446,盛路通信,电信业务,110.12,0.02
2026-01-30,300322,硕贝德,电信业务,122.46,0.02
2026-01-30,2929,润建股份,电信业务,131.93,0.01
2026-01-30,586,汇源通信,电信业务,27.18,0.0
2026-01-30,2519,银河电子,电信业务,88.2,0.01
2026-01-30,600105,永鼎股份,电信业务,386.41,0.06
2026-01-30,600055,万东医疗,医药卫生,112.07,0.01
2026-01-30,2950,奥美医疗,医药卫生,73.21,0.01
2026-01-30,603309,维力医疗,医药卫生,41.85,0.0
2026-01-30,603880,南卫股份,医药卫生,18.18,0.0
2026-01-30,300453,三鑫医疗,医药卫生,48.66,0.01
2026-01-30,300562,乐心医疗,医药卫生,31.81,0.0
2026-01-30,2382,蓝帆医疗,医药卫生,59.62,0.01
2026-01-30,300246,宝莱特,医药卫生,33.26,0.0
2026-01-30,300753,爱朋医疗,医药卫生,41.18,0.0
2026-01-30,2223,鱼跃医疗,医药卫生,399.99,0.04
2026-01-30,300314,戴维医疗,医药卫生,40.35,0.0
2026-01-30,300298,三诺生物,医药卫生,98.33,0.01
2026-01-30,300206,理邦仪器,医药卫生,82.89,0.01
2026-01-30,2551,尚荣医疗,医药卫生,32.04,0.0
2026-01-30,300633,开立医疗,医药卫生,120.08,0.01
2026-01-30,603301,振德医疗,医药卫生,182.82,0.01
2026-01-30,2173,创新医疗,医药卫生,123.65,0.02
2026-01-30,300347,泰格医药,医药卫生,464.95,0.06
2026-01-30,603882,金域医学,医药卫生,148.1,0.02
2026-01-30,2219,新里程,医药卫生,79.26,0.01
2026-01-30,300244,迪安诊断,医药卫生,149.31,0.02
2026-01-30,2044,美年健康,医药卫生,273.61,0.04
2026-01-30,600084,中信尼雅,主要消费,81.81,0.01
2026-01-30,2661,克明食品,主要消费,31.88,0.0
2026-01-30,2726,龙大美食,主要消费,45.97,0.01
2026-01-30,2891,中宠股份,主要消费,151.25,0.01
2026-01-30,600300,维维股份,主要消费,61.29,0.01
2026-01-30,600059,古越龙山,主要消费,92.98,0.01
2026-01-30,600929,雪天盐业,主要消费,101.52,0.01
2026-01-30,603156,养元饮品,主要消费,399.13,0.03
2026-01-30,300106,西部牧业,主要消费,23.48,0.0
2026-01-30,603317,天味食品,主要消费,140.86,0.01
2026-01-30,300673,佩蒂股份,主要消费,44.12,0.0
2026-01-30,2847,盐津铺子,主要消费,185.47,0.01
2026-01-30,2910,庄园牧场,主要消费,23.7,0.0
2026-01-30,600573,惠泉啤酒,主要消费,29.43,0.0
2026-01-30,600887,伊利股份,主要消费,1666.1,0.29
2026-01-30,603369,今世缘,主要消费,417.68,0.04
2026-01-30,2304,洋河股份,主要消费,833.37,0.06
2026-01-30,600882,妙可蓝多,主要消费,116.45,0.01
2026-01-30,600419,天润乳业,主要消费,31.58,0.0
2026-01-30,600559,老白干酒,主要消费,147.55,0.02
2026-01-30,600519,贵州茅台,主要消费,17544.31,1.45
2026-01-30,603288,海天味业,主要消费,1962.89,0.1
2026-01-30,600809,山西汾酒,主要消费,2086.26,0.13
2026-01-30,639,西王食品,主要消费,34.22,0.01
2026-01-30,600702,舍得酒业,主要消费,187.34,0.02
2026-01-30,600199,金种子酒,主要消费,68.67,0.01
2026-01-30,2702,海欣食品,主要消费,37.35,0.0
2026-01-30,600962,国投中鲁,主要消费,60.75,0.01
2026-01-30,799,酒鬼酒,主要消费,184.62,0.02
2026-01-30,2515,金字火腿,主要消费,72.52,0.01
2026-01-30,848,承德露露,主要消费,87.41,0.01
2026-01-30,688008,澜起科技,信息技术,2084.78,0.37
2026-01-30,688005,容百科技,工业,219.06,0.03
2026-01-30,688001,华兴源创,信息技术,145.75,0.01
2026-01-30,688007,光峰科技,信息技术,79.42,0.01
2026-01-30,688010,福光股份,信息技术,49.31,0.0
2026-01-30,688011,新光光电,工业,65.91,0.01
2026-01-30,688012,中微公司,信息技术,2178.67,0.29
2026-01-30,688018,乐鑫科技,信息技术,281.3,0.03
2026-01-30,688019,安集科技,信息技术,454.73,0.06
2026-01-30,688029,南微医学,医药卫生,149.68,0.02
2026-01-30,688088,虹软科技,信息技术,204.84,0.02
2026-01-30,688122,西部超导,原材料,550.46,0.07
2026-01-30,688020,方邦股份,信息技术,73.03,0.01
2026-01-30,688022,瀚川智能,工业,28.18,0.0
2026-01-30,688066,航天宏图,信息技术,93.25,0.01
2026-01-30,2961,瑞达期货,金融,117.13,0.01
2026-01-30,561,烽火电子,电信业务,98.58,0.01
2026-01-30,600763,通策医疗,医药卫生,205.75,0.03
2026-01-30,2557,洽洽食品,主要消费,115.74,0.01
2026-01-30,2582,好想你,主要消费,57.31,0.01
2026-01-30,600872,中炬高新,主要消费,138.96,0.02
2026-01-30,600597,光明乳业,主要消费,110.0,0.01
