日期,样本代码,样本简称,所属行业,总市值(亿元),权重（%）
2026-01-30,2213,大为股份,信息技术,65.31,0.01
2026-01-30,2241,歌尔股份,信息技术,922.62,0.12
2026-01-30,2246,北化股份,原材料,117.93,0.01
2026-01-30,2264,新 华 都,可选消费,75.29,0.01
2026-01-30,688102,斯瑞新材,原材料,313.52,0.03
2026-01-30,688205,德科立,电信业务,262.75,0.03
2026-01-30,301317,鑫磊股份,工业,66.26,0.0
2026-01-30,688435,英方软件,信息技术,51.69,0.01
2026-01-30,920593,鼎智科技,工业,0.0,0.01
2026-01-30,920837,华原股份,可选消费,0.0,0.0
2026-01-30,2425,凯撒文化,信息技术,37.69,0.01
2026-01-30,2432,九安医疗,医药卫生,193.39,0.03
2026-01-30,2436,兴森科技,信息技术,400.95,0.07
2026-01-30,2437,誉衡药业,医药卫生,76.11,0.01
2026-01-30,2444,巨星科技,工业,411.5,0.04
2026-01-30,2445,中南文化,工业,66.07,0.01
2026-01-30,2453,华软科技,原材料,47.2,0.01
2026-01-30,2455,百川股份,原材料,56.99,0.01
2026-01-30,2493,荣盛石化,原材料,1473.44,0.07
2026-01-30,2497,雅化集团,原材料,284.68,0.05
2026-01-30,2506,协鑫集成,工业,192.48,0.03
2026-01-30,2517,恺英网络,信息技术,532.4,0.08
2026-01-30,2530,金财互联,工业,81.04,0.01
2026-01-30,2531,天顺风能,工业,141.41,0.01
2026-01-30,2545,东方铁塔,原材料,346.22,0.03
2026-01-30,2549,凯美特气,工业,145.68,0.01
2026-01-30,2552,宝鼎科技,信息技术,74.69,0.0
2026-01-30,2555,三七互娱,信息技术,586.69,0.07
2026-01-30,2556,辉隆股份,工业,62.28,0.01
2026-01-30,2558,巨人网络,信息技术,850.9,0.1
2026-01-30,2580,圣阳股份,工业,57.23,0.01
2026-01-30,2602,世纪华通,信息技术,1456.45,0.21
2026-01-30,2624,完美世界,信息技术,365.49,0.05
2026-01-30,2638,勤上股份,信息技术,43.96,0.01
2026-01-30,2641,公元股份,工业,55.31,0.0
2026-01-30,2642,荣联科技,信息技术,56.17,0.01
2026-01-30,688338,赛科希德,医药卫生,30.82,0.0
2026-01-30,300938,信测标准,工业,92.33,0.01
2026-01-30,3038,鑫铂股份,原材料,39.97,0.0
2026-01-30,603511,爱慕股份,可选消费,62.71,0.0
2026-01-30,301006,迈拓股份,信息技术,25.49,0.0
2026-01-30,605319,无锡振华,可选消费,83.95,0.01
2026-01-30,688625,呈和科技,原材料,116.5,0.01
2026-01-30,688226,威腾电气,工业,73.85,0.01
2026-01-30,301018,申菱环境,工业,174.32,0.01
2026-01-30,301023,奕帆传动,工业,37.53,0.0
2026-01-30,605162,新中港,公用事业,36.89,0.0
2026-01-30,605599,菜百股份,可选消费,167.38,0.01
2026-01-30,301057,汇隆新材,原材料,44.38,0.0
2026-01-30,688091,上海谊众,医药卫生,110.92,0.01
2026-01-30,301058,中粮科工,工业,61.22,0.01
2026-01-30,688065,凯赛生物,原材料,419.43,0.04
2026-01-30,688075,安旭生物,医药卫生,51.14,0.0
2026-01-30,688077,大地熊,原材料,39.5,0.0
2026-01-30,688090,瑞松科技,工业,57.98,0.01
2026-01-30,688101,三达膜,公用事业,57.37,0.0
2026-01-30,688114,华大智造,医药卫生,271.28,0.03
2026-01-30,688116,天奈科技,工业,168.24,0.03
2026-01-30,688125,安达智能,工业,140.44,0.01
2026-01-30,688128,中国电研,工业,122.93,0.01
2026-01-30,688147,微导纳米,工业,326.68,0.01
2026-01-30,688148,芳源股份,工业,44.64,0.01
2026-01-30,920227,美登科技,信息技术,0.0,0.0
2026-01-30,920855,浙江大农,工业,0.0,0.0
2026-01-30,920351,华光源海,工业,0.0,0.0
2026-01-30,688726,拉普拉斯,工业,266.22,0.01
2026-01-30,301633,港迪技术,工业,38.41,0.0
2026-01-30,603205,健尔康,医药卫生,44.18,0.0
2026-01-30,920111,聚星科技,工业,0.0,0.0
2026-01-30,301631,壹连科技,可选消费,91.76,0.0
2026-01-30,603395,红四方,原材料,84.37,0.0
2026-01-30,688449,联芸科技,信息技术,261.6,0.01
2026-01-30,920098,科隆新材,原材料,0.0,0.0
2026-01-30,688708,佳驰科技,工业,250.37,0.0
2026-01-30,301622,英思特,原材料,78.97,0.0
2026-01-30,301617,博苑股份,原材料,105.84,0.01
2026-01-30,688605,先锋精科,信息技术,139.03,0.01
2026-01-30,920106,林泰新材,可选消费,0.0,0.0
2026-01-30,603194,中力股份,工业,155.51,0.0
2026-01-30,920116,星图测控,工业,0.0,0.01
2026-01-30,603072,天和磁材,原材料,116.28,0.01
2026-01-30,688758,赛分科技,医药卫生,76.5,0.01
2026-01-30,301602,超研股份,医药卫生,97.1,0.0
2026-01-30,688411,海博思创,工业,429.56,0.05
2026-01-30,688583,思看科技,信息技术,113.75,0.01
2026-01-30,301601,惠通科技,工业,40.87,0.0
2026-01-30,300991,创益通,信息技术,61.03,0.01
2026-01-30,301003,江苏博云,原材料,44.99,0.0
2026-01-30,301005,超捷股份,可选消费,238.72,0.02
2026-01-30,301028,鼎熔岩,工业,59.11,0.0
2026-01-30,605365,立达信,可选消费,100.95,0.0
2026-01-30,301073,君亭酒店,可选消费,58.84,0.0
2026-01-30,605138,盛泰集团,可选消费,41.28,0.0
2026-01-30,603281,江瀚新材,原材料,121.59,0.01
2026-01-30,2266,浙富控股,工业,253.66,0.02
2026-01-30,2268,电科网安,信息技术,162.87,0.02
2026-01-30,2279,久其软件,信息技术,88.29,0.01
2026-01-30,2291,遥望科技,可选消费,69.2,0.01
2026-01-30,2310,东方新能,工业,140.98,0.01
2026-01-30,2322,理工能科,信息技术,48.29,0.01
2026-01-30,2334,英威腾,工业,73.8,0.01
2026-01-30,2340,格林美,工业,457.26,0.08
2026-01-30,2390,信邦制药,医药卫生,65.31,0.01
2026-01-30,301326,捷邦科技,信息技术,89.54,0.01
2026-01-30,1332,锡装股份,工业,61.65,0.0
2026-01-30,688448,磁谷科技,工业,46.69,0.0
2026-01-30,920207,众诚科技,信息技术,0.0,0.0
2026-01-30,2643,万润股份,原材料,157.73,0.02
2026-01-30,2649,博彦科技,信息技术,81.66,0.01
2026-01-30,2681,奋达科技,可选消费,116.47,0.02
2026-01-30,2682,龙洲股份,工业,38.97,0.01
2026-01-30,2688,金河生物,主要消费,50.23,0.01
2026-01-30,2700,万憬能源,公用事业,29.99,0.0
2026-01-30,2722,物产金轮,原材料,35.07,0.0
2026-01-30,2724,海洋王,工业,57.48,0.0
2026-01-30,2745,木林森,信息技术,146.78,0.02
2026-01-30,2747,埃斯顿,工业,205.39,0.02
2026-01-30,2753,永东股份,原材料,33.35,0.0
2026-01-30,2758,浙农股份,原材料,56.65,0.01
2026-01-30,2765,蓝黛科技,信息技术,76.95,0.01
2026-01-30,2777,久远银海,信息技术,80.83,0.01
2026-01-30,2778,中晟高科,工业,27.28,0.0
2026-01-30,2785,万里石,工业,98.49,0.01
2026-01-30,2798,帝欧水华,工业,33.87,0.0
2026-01-30,2802,洪汇新材,原材料,24.57,0.0
2026-01-30,2805,丰元股份,工业,44.75,0.01
2026-01-30,2806,华锋股份,可选消费,29.3,0.0
2026-01-30,2809,红墙股份,原材料,32.44,0.0
2026-01-30,2821,凯莱英,医药卫生,330.14,0.04
2026-01-30,2842,翔鹭钨业,原材料,85.46,0.01
2026-01-30,2860,星帅尔,工业,49.42,0.01
2026-01-30,2876,三利谱,信息技术,44.88,0.01
2026-01-30,2897,意华股份,工业,101.79,0.01
2026-01-30,2908,德生科技,电信业务,43.19,0.0
2026-01-30,2912,中新赛克,信息技术,54.16,0.01
2026-01-30,688129,东来技术,原材料,27.41,0.0
2026-01-30,300955,嘉亨家化,主要消费,38.23,0.0
2026-01-30,688633,星球石墨,工业,37.71,0.0
2026-01-30,688660,电气风电,工业,191.73,0.01
2026-01-30,301088,戎美股份,可选消费,38.77,0.0
2026-01-30,688739,成大生物,医药卫生,108.9,0.01
2026-01-30,688052,纳芯微,信息技术,264.96,0.04
2026-01-30,688325,赛微微电,信息技术,96.08,0.01
2026-01-30,688152,麒麟信安,信息技术,43.6,0.0
2026-01-30,688156,路德科技,工业,19.41,0.0
2026-01-30,688181,八亿时空,信息技术,45.41,0.01
2026-01-30,688182,灿勤科技,电信业务,134.64,0.01
2026-01-30,688187,时代电气,工业,496.49,0.03
2026-01-30,688188,柏楚电子,工业,437.08,0.03
2026-01-30,688198,佰仁医疗,医药卫生,147.32,0.01
2026-01-30,688203,海正生材,原材料,27.65,0.0
2026-01-30,688207,格灵深瞳,信息技术,44.36,0.01
2026-01-30,688211,中科微至,工业,42.22,0.0
2026-01-30,688225,亚信安全,信息技术,81.68,0.01
2026-01-30,688251,井松智能,工业,27.04,0.0
2026-01-30,688280,精进电动,可选消费,65.93,0.01
2026-01-30,688283,坤恒顺维,信息技术,65.59,0.01
2026-01-30,688303,大全能源,工业,520.21,0.02
2026-01-30,688315,诺禾致源,医药卫生,65.14,0.0
2026-01-30,688320,禾川科技,工业,51.48,0.01
2026-01-30,688322,奥比中光,信息技术,383.9,0.04
2026-01-30,688326,经纬恒润,可选消费,174.9,0.02
2026-01-30,688327,云从科技,信息技术,163.99,0.03
2026-01-30,688333,铂力特,工业,305.68,0.04
2026-01-30,920476,海能技术,信息技术,0.0,0.0
2026-01-30,301557,常友科技,工业,47.15,0.0
2026-01-30,603409,汇通控股,可选消费,50.46,0.0
2026-01-30,301595,太力科技,可选消费,60.7,0.0
2026-01-30,301590,优优绿能,工业,88.63,0.0
2026-01-30,603382,海阳科技,原材料,56.42,0.0
2026-01-30,688545,兴福电子,信息技术,181.8,0.02
2026-01-30,815,美利云,信息技术,99.07,0.01
2026-01-30,600475,华光环能,公用事业,200.75,0.01
2026-01-30,600783,鲁信创投,工业,172.77,0.01
2026-01-30,603055,台华新材,原材料,82.62,0.0
2026-01-30,2038,双鹭药业,医药卫生,78.8,0.01
2026-01-30,2274,华昌化工,原材料,61.81,0.01
2026-01-30,300351,永贵电器,可选消费,69.07,0.01
2026-01-30,301307,美利信,可选消费,69.73,0.01
2026-01-30,1306,夏厦精密,可选消费,52.66,0.0
2026-01-30,36,华联控股,房地产,83.53,0.01
2026-01-30,688155,先惠技术,工业,117.59,0.01
2026-01-30,507,珠海港,公用事业,50.49,0.01
2026-01-30,603800,洪田股份,工业,84.91,0.01
2026-01-30,2613,北玻股份,工业,43.14,0.0
2026-01-30,600067,冠城新材,工业,59.15,0.01
2026-01-30,688720,艾森股份,信息技术,65.28,0.01
2026-01-30,603375,盛景微,信息技术,39.06,0.0
2026-01-30,300683,海特生物,医药卫生,39.67,0.0
2026-01-30,600463,空港股份,工业,33.09,0.0
2026-01-30,688419,耐科装备,工业,50.23,0.0
2026-01-30,688600,皖仪科技,工业,35.5,0.0
2026-01-30,3009,中天火箭,工业,106.03,0.01
2026-01-30,2998,优彩资源,原材料,30.0,0.0
2026-01-30,688160,步科股份,工业,118.49,0.01
2026-01-30,300884,狄耐克,信息技术,39.22,0.0
2026-01-30,688681,科汇股份,工业,20.3,0.0
2026-01-30,688067,爱威科技,医药卫生,19.09,0.0
2026-01-30,301007,德迈仕,可选消费,57.96,0.01
2026-01-30,301013,利和兴,工业,56.29,0.01
2026-01-30,301016,雷尔伟,工业,53.99,0.0
2026-01-30,301015,百洋医药,医药卫生,123.26,0.01
2026-01-30,688161,威高骨科,医药卫生,119.28,0.0
2026-01-30,605011,杭州热电,公用事业,82.14,0.0
2026-01-30,605167,利柏特,工业,82.18,0.01
2026-01-30,688768,容知日新,信息技术,55.61,0.01
2026-01-30,300994,久祺股份,可选消费,39.28,0.0
2026-01-30,605588,冠石科技,信息技术,41.85,0.0
2026-01-30,300814,中富电路,信息技术,142.14,0.01
2026-01-30,688711,宏微科技,信息技术,65.57,0.01
2026-01-30,301053,远信工业,工业,29.54,0.0
2026-01-30,301159,三维天地,信息技术,37.47,0.0
2026-01-30,688291,金橙子,信息技术,49.06,0.0
2026-01-30,2918,蒙娜丽莎,工业,66.51,0.0
2026-01-30,2920,德赛西威,可选消费,729.94,0.06
2026-01-30,2931,锋龙股份,工业,217.48,0.02
2026-01-30,2960,青鸟消防,工业,99.15,0.01
2026-01-30,2972,科安达,工业,30.14,0.0
2026-01-30,2976,瑞玛精密,可选消费,41.57,0.0
2026-01-30,2980,华盛昌,信息技术,41.73,0.0
2026-01-30,3003,天元股份,原材料,24.25,0.0
2026-01-30,3012,东鹏控股,原材料,85.04,0.01
2026-01-30,3022,联泓新科,原材料,285.14,0.01
2026-01-30,3031,中瓷电子,电信业务,357.46,0.02
2026-01-30,3043,华亚智能,工业,69.32,0.01
2026-01-30,300003,乐普医疗,医药卫生,329.6,0.04
2026-01-30,300031,宝通科技,信息技术,96.86,0.02
2026-01-30,300035,中科电气,工业,145.24,0.02
2026-01-30,300041,回天新材,原材料,70.54,0.01
2026-01-30,300054,鼎龙股份,工业,422.1,0.06
2026-01-30,300056,中创环保,工业,35.2,0.01
2026-01-30,300066,三川智慧,信息技术,75.71,0.01
2026-01-30,300073,当升科技,工业,311.34,0.04
2026-01-30,300079,数码视讯,信息技术,86.13,0.01
2026-01-30,300080,易成新能,工业,93.29,0.01
2026-01-30,300085,银之杰,电信业务,272.76,0.03
2026-01-30,300102,乾照光电,信息技术,350.92,0.04
2026-01-30,300107,建新股份,原材料,43.45,0.0
2026-01-30,300109,新开源,原材料,91.33,0.02
2026-01-30,300111,向日葵,医药卫生,57.92,0.01
2026-01-30,300124,汇川技术,工业,2020.48,0.27
2026-01-30,300131,英唐智控,信息技术,165.26,0.03
2026-01-30,2597,金禾实业,主要消费,134.92,0.01
2026-01-30,2738,中矿资源,原材料,616.88,0.1
2026-01-30,300629,新劲刚,工业,61.85,0.01
2026-01-30,600095,湘财股份,金融,314.22,0.02
2026-01-30,603477,巨星农牧,主要消费,89.77,0.01
2026-01-30,688256,寒武纪,信息技术,5308.55,0.49
2026-01-30,1258,立新能源,公用事业,71.4,0.0
2026-01-30,688353,华盛锂电,工业,157.86,0.01
2026-01-30,688357,建龙微纳,原材料,34.64,0.0
2026-01-30,688360,德马科技,工业,51.11,0.0
2026-01-30,688363,华熙生物,主要消费,215.94,0.01
2026-01-30,688367,工大高科,工业,35.24,0.0
2026-01-30,688386,泛亚微透,原材料,85.54,0.01
2026-01-30,688387,信科移动,电信业务,631.1,0.04
2026-01-30,688388,嘉元科技,工业,183.79,0.03
2026-01-30,688390,固德威,工业,205.04,0.03
2026-01-30,688418,震有科技,电信业务,84.96,0.01
2026-01-30,688468,科美诊断,医药卫生,31.85,0.0
2026-01-30,688499,利元亨,工业,101.41,0.01
2026-01-30,688503,聚和材料,工业,176.2,0.02
2026-01-30,688516,奥特维,工业,299.56,0.03
2026-01-30,688535,华海诚科,原材料,129.57,0.01
2026-01-30,688550,瑞联新材,信息技术,87.95,0.01
2026-01-30,688559,海目星,工业,143.2,0.02
2026-01-30,688560,明冠新材,工业,39.62,0.0
2026-01-30,688588,凌志软件,信息技术,57.84,0.01
2026-01-30,688599,天合光能,工业,439.23,0.05
2026-01-30,603418,友升股份,可选消费,110.24,0.0
2026-01-30,301656,联合动力,工业,630.3,0.01
2026-01-30,301563,云汉芯城,信息技术,108.26,0.0
2026-01-30,600159,大龙地产,工业,23.9,0.0
2026-01-30,688378,奥来德,信息技术,92.23,0.01
2026-01-30,603334,丰倍生物,原材料,67.57,0.0
2026-01-30,605318,法狮龙,工业,78.34,0.0
2026-01-30,2992,宝明科技,信息技术,96.87,0.01
2026-01-30,600794,保税科技,工业,46.45,0.01
2026-01-30,600800,渤海化学,原材料,51.28,0.01
2026-01-30,999,华润三九,医药卫生,467.81,0.03
2026-01-30,603429,集友股份,原材料,59.21,0.01
2026-01-30,600970,中材国际,工业,299.41,0.02
2026-01-30,2593,日上集团,工业,47.51,0.0
2026-01-30,830,鲁西化工,原材料,372.29,0.04
2026-01-30,551,创元科技,工业,71.16,0.01
2026-01-30,300249,依米康,信息技术,68.32,0.01
2026-01-30,300193,佳士科技,工业,44.34,0.01
2026-01-30,970,中科三环,原材料,174.34,0.03
2026-01-30,600803,新奥股份,公用事业,603.99,0.03
2026-01-30,600160,巨化股份,原材料,1062.08,0.09
2026-01-30,300224,正海磁材,原材料,162.78,0.02
2026-01-30,1914,招商积余,房地产,124.13,0.01
2026-01-30,532,华金资本,金融,54.43,0.01
2026-01-30,688301,奕瑞科技,医药卫生,250.23,0.03
2026-01-30,300092,科新机电,工业,43.25,0.0
2026-01-30,688016,心脉医疗,医药卫生,117.14,0.01
2026-01-30,300485,赛升药业,医药卫生,53.22,0.0
2026-01-30,2020,京新药业,医药卫生,146.12,0.02
2026-01-30,601598,中国外运,工业,308.42,0.01
2026-01-30,601330,绿色动力,工业,73.79,0.0
2026-01-30,600986,浙文互联,可选消费,194.99,0.03
2026-01-30,600817,宇通重工,工业,65.97,0.0
2026-01-30,301382,蜂助手,电信业务,115.12,0.01
2026-01-30,300139,晓程科技,原材料,184.95,0.03
2026-01-30,300150,世纪瑞尔,信息技术,33.12,0.0
2026-01-30,300154,瑞凌股份,工业,40.82,0.0
2026-01-30,300157,新锦动力,能源,42.82,0.01
2026-01-30,300180,华峰超纤,原材料,115.88,0.02
2026-01-30,300183,东软载波,电信业务,74.53,0.01
2026-01-30,300185,通裕重工,工业,116.53,0.02
2026-01-30,300197,节能铁汉,工业,52.19,0.01
2026-01-30,300214,日科化学,原材料,34.08,0.0
2026-01-30,300233,金城医药,医药卫生,59.0,0.01
2026-01-30,300243,瑞丰高材,原材料,28.3,0.0
2026-01-30,300255,常山药业,医药卫生,509.07,0.07
2026-01-30,300260,新莱应材,工业,218.3,0.02
2026-01-30,300269,联建光电,信息技术,43.82,0.01
2026-01-30,300292,吴通控股,电信业务,63.33,0.01
2026-01-30,300295,三六五网,可选消费,23.83,0.0
2026-01-30,300299,富春股份,信息技术,48.67,0.01
2026-01-30,300315,掌趣科技,信息技术,163.81,0.03
2026-01-30,300317,珈伟新能,工业,33.95,0.0
2026-01-30,300319,麦捷科技,信息技术,108.82,0.01
2026-01-30,300324,旋极信息,信息技术,106.42,0.02
2026-01-30,300340,科恒股份,工业,32.65,0.0
2026-01-30,300341,麦克奥迪,医药卫生,86.56,0.01
2026-01-30,300352,北信源,信息技术,96.99,0.02
2026-01-30,300355,蒙草生态,工业,65.13,0.01
2026-01-30,300358,楚天科技,医药卫生,79.59,0.01
2026-01-30,300363,博腾股份,医药卫生,132.82,0.01
2026-01-30,300384,三联虹普,工业,55.54,0.01
2026-01-30,300933,中辰股份,工业,48.42,0.01
2026-01-30,300932,三友联众,工业,42.67,0.0
2026-01-30,300965,恒宇信通,工业,36.01,0.0
2026-01-30,300978,东箭科技,可选消费,51.82,0.0
2026-01-30,300979,华利集团,可选消费,562.14,0.02
2026-01-30,605289,罗曼股份,工业,87.65,0.01
2026-01-30,600906,财达证券,金融,221.96,0.02
2026-01-30,409,云鼎科技,信息技术,79.39,0.01
2026-01-30,803,山高环能,工业,43.37,0.01
2026-01-30,2245,蔚蓝锂芯,工业,196.15,0.03
2026-01-30,300083,创世纪,工业,148.51,0.02
2026-01-30,300209,有棵树,可选消费,70.2,0.01
2026-01-30,600281,华阳新材,原材料,31.58,0.0
2026-01-30,600293,三峡新材,原材料,41.3,0.01
2026-01-30,600626,申达股份,可选消费,64.98,0.01
2026-01-30,688071,华依科技,工业,33.45,0.0
2026-01-30,301036,双乐股份,原材料,32.57,0.0
2026-01-30,1210,金房能源,公用事业,37.84,0.0
2026-01-30,301056,森赫股份,工业,43.22,0.0
2026-01-30,688212,澳华内镜,医药卫生,62.31,0.01
2026-01-30,688295,中复神鹰,原材料,295.56,0.01
2026-01-30,558,天府文旅,可选消费,68.72,0.01
2026-01-30,688506,百利天恒,医药卫生,1146.76,0.04
2026-01-30,600515,海南机场,工业,511.85,0.05
2026-01-30,600256,广汇能源,能源,358.59,0.04
2026-01-30,600549,厦门钨业,原材料,897.78,0.11
2026-01-30,600764,中国海防,工业,190.95,0.01
2026-01-30,300674,宇信科技,信息技术,158.62,0.02
2026-01-30,2756,永兴材料,原材料,270.36,0.03
2026-01-30,603077,和邦生物,原材料,223.44,0.03
2026-01-30,2407,多氟多,原材料,344.63,0.06
2026-01-30,600064,南京高科,房地产,156.25,0.02
2026-01-30,600185,珠免集团,可选消费,126.67,0.01
2026-01-30,2204,大连重工,工业,138.87,0.01
2026-01-30,600490,鹏欣资源,原材料,222.17,0.03
2026-01-30,2053,云南能投,公用事业,108.19,0.01
2026-01-30,600133,东湖高新,工业,117.29,0.02
2026-01-30,600151,航天机电,可选消费,216.43,0.03
2026-01-30,600603,广汇物流,工业,78.04,0.01
2026-01-30,600226,亨通股份,信息技术,183.52,0.02
2026-01-30,688062,迈威生物,医药卫生,143.9,0.01
2026-01-30,48,京基智农,主要消费,96.67,0.01
2026-01-30,300098,高新兴,电信业务,111.39,0.02
2026-01-30,301486,致尚科技,电信业务,255.26,0.02
2026-01-30,688526,科前生物,主要消费,77.05,0.0
2026-01-30,300278,华昌达,工业,79.04,0.01
2026-01-30,601515,衢州东峰,医药卫生,80.25,0.01
2026-01-30,300072,海新能科,能源,111.61,0.01
2026-01-30,600184,光电股份,信息技术,102.85,0.01
2026-01-30,2232,启明信息,信息技术,77.3,0.01
2026-01-30,2052,同洲电子,工业,88.94,0.01
2026-01-30,886,海南高速,工业,62.89,0.01
2026-01-30,300792,壹网壹创,可选消费,101.15,0.01
2026-01-30,300587,天铁科技,原材料,80.36,0.01
2026-01-30,301330,熵基科技,信息技术,89.74,0.01
2026-01-30,2584,西陇科学,原材料,52.67,0.01
2026-01-30,300926,博俊科技,可选消费,131.56,0.01
2026-01-30,688617,惠泰医疗,医药卫生,327.19,0.04
2026-01-30,3033,征和工业,可选消费,54.58,0.0
2026-01-30,601279,英利汽车,可选消费,71.04,0.0
2026-01-30,300973,立高食品,主要消费,76.2,0.01
2026-01-30,300995,奇德新材,原材料,31.98,0.0
2026-01-30,603836,海程邦达,工业,29.18,0.0
2026-01-30,603686,福龙马,工业,97.42,0.02
2026-01-30,688299,长阳科技,信息技术,59.55,0.01
2026-01-30,600724,宁波富达,原材料,100.3,0.0
2026-01-30,600560,金自天正,工业,37.37,0.0
2026-01-30,300127,银河磁体,原材料,114.52,0.01
2026-01-30,688569,铁科轨道,工业,44.83,0.0
2026-01-30,688321,微芯生物,医药卫生,130.54,0.02
2026-01-30,688050,爱博医疗,医药卫生,116.53,0.02
2026-01-30,603577,汇金通,工业,37.31,0.0
2026-01-30,300782,卓胜微,信息技术,418.86,0.05
2026-01-30,300682,朗新科技,信息技术,186.43,0.02
2026-01-30,2616,长青集团,公用事业,49.83,0.0
2026-01-30,301366,一博科技,信息技术,75.18,0.01
2026-01-30,920779,武汉蓝电,工业,0.0,0.0
2026-01-30,1373,翔腾新材,信息技术,29.01,0.0
2026-01-30,688593,新相微,信息技术,113.78,0.01
2026-01-30,300385,雪浪环境,工业,38.88,0.0
2026-01-30,300390,天华新能,工业,382.15,0.05
2026-01-30,300393,中来股份,工业,89.13,0.01
2026-01-30,300399,天利科技,信息技术,52.23,0.01
2026-01-30,300401,花园生物,医药卫生,97.01,0.01
2026-01-30,300409,道氏技术,工业,229.59,0.04
2026-01-30,300418,昆仑万维,信息技术,700.49,0.09
2026-01-30,300437,清水源,工业,37.99,0.0
2026-01-30,300442,润泽科技,信息技术,1337.38,0.1
2026-01-30,300443,金雷股份,工业,87.84,0.01
2026-01-30,300455,航天智装,信息技术,197.03,0.02
2026-01-30,300456,赛微电子,信息技术,382.65,0.05
2026-01-30,300461,田中精机,工业,53.89,0.01
2026-01-30,300463,迈克生物,医药卫生,73.41,0.01
2026-01-30,300464,星徽股份,可选消费,30.77,0.0
2026-01-30,300469,信息发展,信息技术,161.93,0.03
2026-01-30,300479,神思电子,信息技术,38.82,0.01
2026-01-30,300482,万孚生物,医药卫生,100.36,0.01
2026-01-30,300487,蓝晓科技,原材料,341.93,0.03
2026-01-30,300489,光智科技,信息技术,59.14,0.01
2026-01-30,300493,润欣科技,信息技术,99.99,0.01
2026-01-30,300496,中科创达,信息技术,346.78,0.05
2026-01-30,300512,中亚股份,工业,41.99,0.0
2026-01-30,300523,辰安科技,信息技术,54.04,0.0
2026-01-30,300542,新晨科技,信息技术,54.46,0.01
2026-01-30,300545,联得装备,信息技术,56.73,0.01
2026-01-30,300552,万集科技,电信业务,67.37,0.01
2026-01-30,300556,丝路视觉,信息技术,24.47,0.0
2026-01-30,601568,北元集团,原材料,172.39,0.01
2026-01-30,688609,九联科技,电信业务,45.5,0.01
2026-01-30,301139,元道通信,电信业务,24.01,0.0
2026-01-30,1339,智微智能,信息技术,144.01,0.01
2026-01-30,301152,天力锂能,工业,35.74,0.0
2026-01-30,688391,钜泉科技,信息技术,38.78,0.0
2026-01-30,603280,南方路机,工业,42.3,0.0
2026-01-30,301388,欣灵电气,工业,33.9,0.0
2026-01-30,920876,慧为智能,信息技术,0.0,0.0
2026-01-30,688432,有研硅,信息技术,180.42,0.01
2026-01-30,301260,格力博,工业,78.13,0.0
2026-01-30,600925,苏能股份,能源,327.22,0.01
2026-01-30,688531,日联科技,工业,121.71,0.02
2026-01-30,688630,芯碁微装,信息技术,235.84,0.03
2026-01-30,688639,华恒生物,原材料,91.02,0.01
2026-01-30,688661,和林微纳,信息技术,133.81,0.01
2026-01-30,688669,聚石化学,原材料,31.1,0.0
2026-01-30,688683,莱尔科技,信息技术,58.64,0.0
2026-01-30,688733,壹石通,工业,59.63,0.01
2026-01-30,688777,中控技术,工业,663.25,0.1
2026-01-30,688787,海天瑞声,信息技术,91.1,0.01
2026-01-30,688789,宏华数科,工业,139.19,0.01
2026-01-30,920378,泰德股份,可选消费,0.0,0.0
2026-01-30,920768,拾比佰,可选消费,0.0,0.0
2026-01-30,920932,科达自控,信息技术,0.0,0.0
2026-01-30,920856,浩淼科技,工业,0.0,0.0
2026-01-30,920089,禾昌聚合,原材料,0.0,0.0
2026-01-30,920230,欧康医药,医药卫生,0.0,0.0
2026-01-30,920014,特瑞斯,能源,0.0,0.0
2026-01-30,920475,三友科技,工业,0.0,0.0
2026-01-30,920184,国源科技,信息技术,0.0,0.0
2026-01-30,920185,贝特瑞,工业,0.0,0.02
2026-01-30,920368,连城数控,工业,0.0,0.01
2026-01-30,920260,中寰股份,能源,0.0,0.0
2026-01-30,688223,晶科能源,工业,633.33,0.04
2026-01-30,603102,百合股份,主要消费,29.15,0.0
2026-01-30,301131,聚赛龙,原材料,24.33,0.0
2026-01-30,688115,思林杰,信息技术,31.19,0.0
2026-01-30,920110,雷特科技,信息技术,0.0,0.0
2026-01-30,301368,丰立智能,工业,75.75,0.01
2026-01-30,920429,康比特,主要消费,0.0,0.0
2026-01-30,1278,一彬科技,可选消费,28.03,0.0
2026-01-30,920974,凯大催化,原材料,0.0,0.0
2026-01-30,603271,永杰新材,原材料,86.18,0.0
2026-01-30,603124,江南新材,信息技术,144.4,0.01
2026-01-30,1382,新亚电缆,工业,84.38,0.0
2026-01-30,301629,矽电股份,信息技术,131.22,0.01
2026-01-30,603210,泰鸿万立,可选消费,66.75,0.0
2026-01-30,301665,泰禾股份,原材料,137.88,0.0
2026-01-30,1335,信凯科技,原材料,46.91,0.0
2026-01-30,603120,肯特催化,原材料,38.87,0.0
2026-01-30,301662,宏工科技,工业,139.79,0.01
2026-01-30,603202,天有为,可选消费,148.54,0.01
2026-01-30,300647,超频三,工业,31.69,0.01
2026-01-30,600250,南京商旅,可选消费,35.5,0.0
2026-01-30,2826,易明医药,医药卫生,35.77,0.0
2026-01-30,2719,麦趣尔,主要消费,15.29,0.0
2026-01-30,920149,旭杰科技,工业,0.0,0.0
2026-01-30,605008,长鸿高科,原材料,91.34,0.0
