序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600960.SH,渤海汽车,2004-04-14,—,—,底盘与发动机系统,5.15,,,1.32,,48.95,210.8,365.97,-28.41,-26.46
2,301119.SZ,正强股份,2021-11-29,—,—,底盘与发动机系统,57.19,65.41,51.42,5.83,1.61,59.48,37.35,70.81,12.19,5.11
3,002472.SZ,双环传动,2010-09-17,—,—,底盘与发动机系统,40.6,33.69,29.13,3.64,0.99,344.93,21.73,22.02,-4.1,-2.16
4,002363.SZ,隆基机械,2010-03-12,—,—,底盘与发动机系统,9.11,80.84,73.48,1.78,0.66,37.98,12.82,9.82,-12.13,-8.62
5,300680.SZ,隆盛科技,2017-08-01,—,—,底盘与发动机系统,49.46,50.2,40.08,5.68,0.4,112.63,36.89,1.38,10.13,15.44
6,603586.SH,金麒麟,2017-04-13,—,—,底盘与发动机系统,18.98,40.37,23.65,1.62,2.63,37.21,95.63,226.14,12.23,24.34
7,002126.SZ,银轮股份,2007-04-25,—,—,底盘与发动机系统,44.4,47.92,44.12,5.55,0.26,375.49,11.18,9.53,20.12,16.52
8,603009.SH,北特科技,2014-07-25,—,—,底盘与发动机系统,51.31,248.8,172.06,8.84,0.16,177.73,52.39,45.14,17.5,14.71
9,300258.SZ,精锻科技,2011-09-02,—,—,底盘与发动机系统,13.1,47.99,56.57,1.63,0.54,76.64,-20.85,-35.23,1.67,-2.0
10,002590.SZ,万安科技,2011-06-17,—,—,底盘与发动机系统,14.74,36.22,36.14,2.55,0.41,76.51,2.43,-2.13,13.93,14.91
11,002703.SZ,浙江世宝,2012-11-09,—,—,底盘与发动机系统,20.95,115.57,92.25,8.43,0.29,172.34,33.66,39.09,35.44,35.32
12,301560.SZ,众捷汽车,2025-05-07,—,—,底盘与发动机系统,38.05,48.51,52.0,4.76,0.21,46.27,-9.46,-6.17,11.68,12.29
13,301667.SZ,纳百川,2025-12-30,—,—,底盘与发动机系统,67.68,79.2,69.57,6.08,,75.58,29.3,,32.29,
14,002806.SZ,华锋股份,2023-07-06,—,—,底盘与发动机系统,13.78,34.25,41.65,2.54,,29.28,-288.93,-416.6,18.75,25.89
15,603596.SH,伯特利,2018-05-08,—,—,底盘与发动机系统,50.0,25.09,22.93,4.14,0.7,303.26,14.58,14.19,27.04,30.04
16,300580.SZ,贝斯特,2017-01-18,—,—,底盘与发动机系统,23.73,41.14,39.58,3.65,0.72,118.78,5.06,3.3,7.52,2.73
17,000030.SZ,富奥股份,1999-12-30,—,—,底盘与发动机系统,5.4,13.73,13.82,1.14,2.81,92.87,-0.92,-4.07,5.5,3.37
18,603166.SH,福达股份,2014-12-04,—,—,底盘与发动机系统,16.14,56.24,36.45,4.08,0.61,104.21,83.27,98.77,27.32,30.26
19,603701.SH,德宏股份,2016-04-19,—,—,底盘与发动机系统,20.25,114.73,124.58,6.59,0.2,52.93,-24.8,-36.31,34.29,29.05
20,000559.SZ,万向钱潮,1999-12-30,—,—,底盘与发动机系统,16.65,58.04,54.78,5.87,1.08,552.01,7.92,9.3,10.88,8.57
21,603950.SH,长源东谷,2020-06-02,—,—,底盘与发动机系统,31.71,44.62,29.42,3.55,0.68,102.78,76.71,72.07,29.75,33.52
22,605088.SH,冠盛股份,2020-08-24,—,—,底盘与发动机系统,39.65,26.98,26.6,2.8,1.38,80.38,1.92,2.73,8.06,8.22
23,301550.SZ,斯菱智驱,2024-07-31,—,—,底盘与发动机系统,164.9,200.69,197.59,21.15,0.2,381.37,2.17,4.95,4.38,8.75
24,603788.SH,宁波高发,2015-01-27,—,—,底盘与发动机系统,16.37,19.16,18.83,1.77,4.28,36.52,2.17,11.93,6.24,7.83
25,002553.SZ,南方精工,2011-03-04,—,—,底盘与发动机系统,26.74,387.42,27.43,5.9,0.37,94.5,689.81,32852.69,11.27,13.92
26,603178.SH,圣龙股份,2017-04-06,—,—,底盘与发动机系统,17.43,138.5,,3.39,0.23,41.21,-1163.12,-364.99,10.35,16.56
27,000678.SZ,襄阳轴承,1999-12-30,—,—,底盘与发动机系统,13.4,,,7.72,,61.59,-38.06,-25.18,7.65,14.32
28,300694.SZ,蠡湖股份,2018-10-22,—,—,底盘与发动机系统,12.85,50.24,88.97,2.0,0.62,27.89,-57.14,-64.94,-10.85,-14.15
29,600218.SH,全柴动力,1999-12-30,—,—,底盘与发动机系统,10.51,54.93,50.59,1.41,0.57,45.78,11.48,8.55,9.43,9.22
30,603040.SH,新坐标,2017-02-16,—,—,底盘与发动机系统,109.5,70.61,57.65,10.52,1.04,149.42,29.41,27.42,19.45,18.85
31,002536.SZ,飞龙股份,2011-01-18,—,—,底盘与发动机系统,28.09,48.98,46.17,4.67,1.07,161.46,7.54,14.49,-7.38,-8.67
32,300585.SZ,奥联电子,2017-01-06,—,—,底盘与发动机系统,17.05,,,4.1,,29.17,235.88,281.12,1.08,0.82
33,600841.SH,动力新科,2023-07-06,—,—,底盘与发动机系统,9.53,,,4.18,,132.26,72.32,56.35,-20.34,-23.8
34,002406.SZ,远东传动,2010-05-25,—,—,底盘与发动机系统,8.06,49.73,46.17,1.47,1.86,58.86,10.59,2.93,12.67,10.65
35,002434.SZ,万里扬,2010-06-25,—,—,底盘与发动机系统,9.53,52.12,38.64,2.1,1.05,125.09,32.58,50.24,-2.14,2.69
36,603089.SH,正裕工业,2017-02-09,—,—,底盘与发动机系统,13.52,45.41,20.72,2.17,0.7,32.45,182.22,420.67,26.36,39.62
37,600178.SH,东安动力,1999-12-30,—,—,底盘与发动机系统,12.46,1013.75,1436.23,2.29,0.04,58.12,-105.55,157.75,25.88,25.72
38,603121.SH,华培动力,2019-01-18,—,—,底盘与发动机系统,22.57,116.45,349.1,6.41,0.89,76.41,-61.38,-67.08,-9.35,-10.32
39,603767.SH,中马传动,2017-06-20,—,—,底盘与发动机系统,21.33,198.0,782.78,4.74,0.94,65.83,-49.56,-70.34,-2.4,-9.87
40,002448.SZ,中原内配,2010-07-23,—,—,底盘与发动机系统,13.41,38.7,26.58,2.12,0.97,78.91,39.89,32.03,16.35,14.6
41,000981.SZ,山子高科,2022-08-01,—,—,底盘与发动机系统,4.82,,,28.63,,481.88,132.03,119.34,-26.76,-17.3
42,300176.SZ,鸿特科技,2011-02-22,—,—,底盘与发动机系统,7.88,109.68,117.2,3.2,0.25,30.52,-6.06,1.85,8.2,6.85
43,300547.SZ,川环科技,2016-10-14,—,—,底盘与发动机系统,34.35,36.75,38.76,5.83,0.8,74.51,-7.13,0.27,12.08,7.65
44,603926.SH,铁流股份,2017-05-17,—,—,底盘与发动机系统,25.99,59.16,59.97,3.53,1.0,61.0,-1.77,-14.53,0.58,-0.41
