序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688283.SH,坤恒顺维,2023-09-25,—,—,其他通信设备,49.05,161.32,128.11,6.18,0.53,59.74,57.85,-8.49,29.66,26.69
2,688418.SH,震有科技,2023-09-25,—,—,其他通信设备,45.54,319.6,,10.05,,87.69,-384.14,-715.8,-11.78,-6.82
3,600345.SH,长江通信,2000-12-29,—,—,其他通信设备,36.36,70.22,87.15,3.4,0.15,119.85,-66.59,-120.69,-6.27,6.04
4,300183.SZ,东软载波,2011-03-01,—,—,其他通信设备,15.78,109.24,,2.36,0.63,73.0,-113.0,-76.36,-10.59,-9.46
5,600776.SH,东方通信,1999-12-30,—,—,其他通信设备,18.77,156.18,57.27,6.24,0.33,235.75,251.54,49.34,-17.41,-22.73
6,301202.SZ,朗威股份,2023-07-12,—,—,其他通信设备,40.8,61.01,60.75,4.84,1.47,55.65,0.7,16.71,0.72,8.75
7,688080.SH,映翰通,2023-09-25,—,—,其他通信设备,57.84,32.8,28.58,3.79,0.35,42.6,23.0,26.07,34.61,34.69
8,300213.SZ,佳讯飞鸿,2011-05-12,—,—,其他通信设备,9.22,73.9,241.64,2.5,0.54,54.8,-140.06,-144.13,-23.17,-28.93
9,300353.SZ,东土科技,2012-10-11,—,—,其他通信设备,23.87,379.92,361.36,7.39,,146.77,1.32,4.65,-11.72,-7.13
10,300711.SZ,广哈通信,2017-11-08,—,—,其他通信设备,27.9,94.1,78.68,9.39,0.72,69.52,69.09,69.51,41.9,27.8
11,300414.SZ,中光防雷,2015-05-20,—,—,其他通信设备,15.44,616.96,234.95,5.06,0.06,50.34,342.89,321.87,11.58,10.31
