序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300036.SZ,超图软件,2010-01-04,—,—,横向通用软件,18.75,,,3.43,,92.39,63.29,-64.7,2.02,-5.3
2,300311.SZ,ST任子行,2012-05-04,—,—,横向通用软件,5.24,,,5.97,,35.3,13.23,28.59,-20.73,29.36
3,300766.SZ,每日互动,2021-12-28,—,—,横向通用软件,42.07,,,10.58,,166.07,-953.97,-869.01,0.33,0.67
4,301270.SZ,汉仪股份,2022-09-07,—,—,横向通用软件,37.88,430.04,296.25,3.89,0.26,37.88,78.52,337.96,1.1,-1.35
5,688152.SH,麒麟信安,2023-09-25,—,—,横向通用软件,38.96,504.84,321.89,3.16,,40.06,19.67,28.61,6.06,5.19
6,002439.SZ,启明星辰,2010-06-30,—,—,横向通用软件,14.07,,,1.52,,170.44,-2.71,48.78,-33.46,-28.03
7,688561.SH,奇安信-U,2023-09-25,—,—,横向通用软件,34.56,,,2.9,,235.79,47.54,6.16,4.72,-2.3
8,688695.SH,中创股份,2024-03-20,—,—,横向通用软件,28.47,62.54,255.19,3.1,0.49,24.21,-301.17,-501.52,-7.83,-1.02
9,002279.SZ,久其软件,2009-08-18,—,—,横向通用软件,9.92,,196.41,6.11,,85.53,87.36,49.67,-41.6,-51.22
10,000004.SZ,*ST国华,1999-12-30,—,—,横向通用软件,10.28,,,36.83,,13.61,24.38,-120.16,-32.77,-23.21
11,688030.SH,山石网科,2023-09-25,—,—,横向通用软件,17.58,,,3.8,,31.69,4.89,4.31,1.91,9.46
12,300454.SZ,深信服,2018-05-23,—,—,横向通用软件,139.49,298.03,84.3,6.54,0.04,586.73,86.1,61.54,10.62,11.16
13,688244.SH,永信至诚,2023-09-25,—,—,横向通用软件,22.31,397.06,,3.48,0.15,33.68,-73.68,-127.72,-17.72,-14.86
14,688435.SH,英方软件,2023-09-25,—,—,横向通用软件,54.78,,,4.16,,45.74,53.56,55.35,11.26,0.93
15,688651.SH,盛邦安全,2023-09-25,—,—,横向通用软件,47.17,2183.95,,3.83,,35.57,-55.13,-94.8,8.49,10.98
16,600288.SH,大恒科技,2024-07-31,—,—,横向通用软件,15.0,,151.89,3.44,,65.52,1171.73,72.27,13.11,6.89
17,300624.SZ,万兴科技,2018-01-25,—,—,横向通用软件,89.2,,,15.97,,172.46,-1020.4,-315.63,8.5,7.77
18,600588.SH,用友网络,2001-05-25,—,—,横向通用软件,14.56,,,6.72,,497.51,3.93,-18.97,-2.68,-5.89
19,688168.SH,安博通,2023-09-25,—,—,横向通用软件,71.45,,,5.49,,55.15,-59.65,-77.53,68.17,123.98
20,300378.SZ,鼎捷数智,2014-02-10,—,—,横向通用软件,49.27,85.96,85.3,5.88,0.06,133.79,2.4,6.09,2.63,4.08
21,300768.SZ,迪普科技,2019-04-19,—,—,横向通用软件,18.15,72.51,71.97,3.44,0.44,116.85,1.32,0.17,6.28,9.59
22,688225.SH,亚信安全,2023-09-25,—,—,横向通用软件,19.83,827.08,,4.47,,79.32,-91.99,-85.39,341.24,372.81
23,688095.SH,福昕软件,2023-09-25,—,—,横向通用软件,94.16,319.1,,3.4,0.31,86.02,-96.37,-107.81,32.81,25.2
24,601360.SH,三六零,2018-03-07,—,—,横向通用软件,11.84,,,2.82,1.69,828.75,78.88,17.43,8.18,3.67
25,002230.SZ,科大讯飞,2008-05-19,—,—,横向通用软件,55.75,230.09,153.95,7.31,0.18,1288.85,80.6,40.37,14.41,17.01
26,688023.SH,安恒信息,2023-09-25,—,—,横向通用软件,54.4,,,2.45,,55.52,38.63,29.57,5.24,5.05
27,688369.SH,致远互联,2023-09-25,—,—,横向通用软件,26.43,,,3.6,,30.45,-100.21,-98.02,-10.14,-15.98
28,301315.SZ,威士顿,2023-06-30,—,—,横向通用软件,62.2,105.85,126.62,5.38,0.64,54.74,-28.3,-22.65,-32.34,-29.17
29,603039.SH,泛微网络,2017-01-20,—,—,横向通用软件,54.64,70.16,65.7,6.38,0.27,142.39,15.99,38.46,-6.26,-8.79
30,300369.SZ,绿盟科技,2014-02-12,—,—,横向通用软件,8.08,,,2.67,,65.5,39.85,32.65,0.47,0.03
31,002212.SZ,天融信,2008-02-15,—,—,横向通用软件,8.44,119.92,591.51,1.07,0.23,99.55,-39.1,68.56,-24.01,-5.38
32,688031.SH,星环科技-U,2023-09-25,—,—,横向通用软件,183.52,,,24.85,,222.31,27.21,25.24,7.42,8.82
33,688058.SH,宝兰德,2023-09-25,—,—,横向通用软件,31.56,,,3.76,,23.93,-68.82,-105.93,-31.83,-41.63
34,688111.SH,金山办公,2023-09-25,—,—,横向通用软件,309.45,87.13,80.36,11.82,0.29,1433.31,13.32,3.57,15.21,10.12
35,688201.SH,信安世纪,2023-09-25,—,—,横向通用软件,15.6,,312.25,3.8,,49.48,129.85,130.97,6.0,6.7
