序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603363.SH,傲农生物,2024-12-27,—,—,畜禽饲料,4.18,18.78,6.0,3.26,,108.8,150.54,166.81,-8.52,-15.01
2,000702.SZ,正虹科技,2006-03-30,—,—,畜禽饲料,7.06,,,6.95,,24.47,52.88,28.75,1.55,13.72
3,002548.SZ,金新农,2011-02-25,—,—,畜禽饲料,6.51,178.77,,3.78,,53.91,-438.06,43.74,3.04,10.38
4,001366.SZ,播恩集团,2023-03-14,—,—,畜禽饲料,14.63,,,2.93,,23.51,31.52,-262.29,34.38,32.72
5,603609.SH,禾丰股份,2014-08-15,—,—,畜禽饲料,7.41,19.65,36.89,1.04,0.75,67.3,-55.34,784.44,16.92,16.27
6,688156.SH,路德科技,2025-05-13,—,—,畜禽饲料,19.14,,,2.36,,19.28,-368.25,-969.04,14.15,1.08
7,002567.SZ,唐人神,2011-04-01,—,—,畜禽饲料,4.39,17.7,,1.15,,62.91,-243.8,-1386.75,8.87,15.05
8,002100.SZ,天康生物,2007-01-05,—,—,畜禽饲料,7.1,16.02,21.48,1.35,3.1,96.93,-27.2,22.27,4.0,10.68
9,603151.SH,邦基科技,2022-10-26,—,—,畜禽饲料,18.58,63.38,27.97,2.34,1.07,31.77,148.64,175.08,155.4,167.25
10,002385.SZ,大北农,2010-04-16,—,—,畜禽饲料,4.04,50.24,37.02,2.02,0.74,173.72,92.56,250.93,2.99,3.55
