序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301606.SZ,绿联科技,2024-08-02,—,—,品牌消费电子,63.69,57.16,43.51,8.41,0.94,264.26,45.08,32.74,47.8,40.6
2,002045.SZ,国光电器,2005-05-30,—,—,品牌消费电子,13.94,30.99,280.35,1.77,,78.41,-92.17,-38.61,10.22,27.72
3,002351.SZ,漫步者,2010-03-23,—,—,品牌消费电子,12.33,24.4,26.68,3.81,2.03,109.63,-11.35,-9.07,-4.16,-1.95
4,002841.SZ,视源股份,2022-08-01,—,—,品牌消费电子,38.37,27.51,29.43,2.03,1.77,267.06,-6.81,-19.66,5.45,4.39
5,688007.SH,光峰科技,2023-09-25,—,—,品牌消费电子,17.18,282.48,,3.06,0.14,78.96,-415.7,-1300.25,-21.31,-11.09
6,300866.SZ,安克创新,2020-08-31,—,—,品牌消费电子,104.26,26.44,21.7,5.65,2.1,559.0,31.34,33.8,27.79,33.36
7,688036.SH,传音控股,2023-09-25,—,—,品牌消费电子,61.33,12.72,18.61,3.46,3.71,706.02,-44.97,-57.48,-3.33,-15.86
8,002888.SZ,惠威科技,2017-07-28,—,—,品牌消费电子,21.6,322.33,189.05,8.39,0.94,31.89,235.64,437.2,11.84,32.23
9,688775.SH,影石创新,2025-06-18,—,—,品牌消费电子,218.0,87.88,92.54,15.27,,874.18,-5.95,0.25,67.18,51.17
10,301189.SZ,奥尼电子,2022-01-05,—,—,品牌消费电子,45.81,,,2.54,,53.32,-161.45,-219.94,72.06,21.0
