序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002632.SZ,道明光学,2011-11-29,—,—,膜材料,12.03,44.22,36.57,3.51,2.16,75.14,24.69,21.88,7.24,9.97
2,000859.SZ,国风新材,1999-12-30,—,—,膜材料,9.96,,,3.27,,89.24,14.23,4.1,-3.53,-2.59
3,001359.SZ,平安电工,2024-04-08,—,—,膜材料,72.88,62.16,53.09,6.84,0.49,135.19,22.71,29.91,14.25,16.24
4,688323.SH,瑞华泰,2023-09-25,—,—,膜材料,25.42,,,6.04,,45.76,-28.86,6.64,18.18,37.86
5,601208.SH,东材科技,2011-05-27,—,—,膜材料,25.7,143.42,113.98,4.44,0.73,259.62,19.8,19.09,17.18,14.57
6,000973.SZ,佛塑科技,2000-06-01,—,—,膜材料,11.99,96.95,96.4,3.99,0.29,115.99,0.83,5.2,1.57,0.99
7,688386.SH,泛亚微透,2023-09-25,—,—,膜材料,91.39,83.87,67.48,10.27,0.08,83.16,36.17,27.57,42.04,25.65
8,688718.SH,唯赛勃,2023-09-25,—,—,膜材料,14.43,64.98,70.03,3.31,0.8,25.07,-9.36,-19.3,-0.6,0.27
9,600135.SH,乐凯胶片,1999-12-30,—,—,膜材料,10.03,,,2.33,,55.5,-50.6,-66.26,-12.69,-15.97
10,001378.SZ,德冠新材,2023-11-06,—,—,膜材料,24.79,35.52,41.22,1.78,2.62,33.05,-17.78,-28.27,-2.44,-2.54
11,301687.SZ,新广益,2026-01-09,—,—,膜材料,58.7,74.51,66.32,5.81,,86.21,16.43,16.95,7.5,10.24
12,301237.SZ,和顺科技,2022-03-30,—,—,膜材料,63.07,,,3.86,0.15,50.46,-2.27,-153.36,23.53,27.93
13,002585.SZ,双星新材,2011-06-10,—,—,膜材料,6.79,,,0.9,0.44,77.5,2.11,9.97,-10.16,-7.09
14,605488.SH,福莱新材,2022-08-01,—,—,膜材料,39.14,78.8,82.04,7.15,0.27,109.68,-7.83,-19.58,18.09,15.4
15,300806.SZ,斯迪克,2019-12-02,—,—,膜材料,49.95,412.56,488.18,9.98,0.02,226.42,-15.81,-22.84,11.57,4.45
16,300305.SZ,裕兴股份,2012-04-10,—,—,膜材料,6.58,,,1.21,,24.7,-15.46,-19.14,-16.35,-22.81
17,301565.SZ,中仑新材,2024-06-27,—,—,膜材料,24.27,85.8,149.98,4.03,,97.08,-42.02,-58.43,-15.14,-15.09
18,000920.SZ,沃顿科技,2022-08-01,—,—,膜材料,12.72,30.41,24.86,3.07,1.63,60.12,29.21,27.81,19.72,18.95
19,002263.SZ,大东南,2008-08-04,—,—,膜材料,3.43,351.61,126.76,2.33,,64.43,158.98,151.81,-3.83,-1.46
20,002522.SZ,浙江众成,2010-12-17,—,—,膜材料,5.99,73.15,70.22,2.35,0.42,54.26,6.96,9.44,-5.43,-3.4
