序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001337.SZ,四川黄金,2023-03-10,—,—,黄金,46.05,77.93,46.02,11.17,0.54,193.41,87.36,48.41,49.43,11.92
2,600988.SH,赤峰黄金,2014-02-21,—,—,黄金,36.83,39.67,25.76,5.59,0.43,699.92,86.21,55.79,38.91,25.64
3,000506.SZ,招金黄金,2022-08-01,—,—,黄金,19.7,,408.37,28.58,,183.02,191.2,181.36,119.51,98.27
4,002237.SZ,恒邦股份,2014-02-21,—,—,黄金,17.3,46.09,39.03,1.9,0.65,247.38,20.89,3.53,31.44,5.08
5,000975.SZ,山金国际,2019-07-08,—,—,黄金,30.46,38.92,29.11,5.86,1.2,845.79,42.39,48.43,24.23,42.14
6,601069.SH,西部黄金,2015-01-29,—,—,黄金,35.5,111.69,70.76,7.1,0.14,323.4,168.04,131.94,106.2,69.01
7,002155.SZ,湖南黄金,2014-02-21,—,—,黄金,32.71,60.38,42.3,6.7,0.54,511.14,54.28,49.66,96.26,87.89
8,600489.SH,中金黄金,2014-02-21,—,—,黄金,29.92,42.83,32.8,4.97,1.3,1450.32,39.18,54.64,17.23,22.9
9,600547.SH,山东黄金,2014-02-21,—,—,黄金,45.82,71.56,43.63,7.13,0.7,2112.27,91.51,102.98,25.04,24.01
10,300139.SZ,晓程科技,2022-08-01,—,—,黄金,58.8,346.07,194.8,14.54,,161.11,88.94,114.2,59.66,65.78
