序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600935.SH,华塑股份,2021-12-03,—,—,氯碱,2.78,,,1.67,,99.93,43.36,15.69,-8.24,-6.46
2,000510.SZ,新金路,1993-05-07,—,—,氯碱,14.94,,,7.85,,96.89,-129.38,-15.16,-16.82,-16.27
3,601678.SH,滨化股份,2019-07-08,—,—,氯碱,5.17,48.5,47.83,0.93,0.76,106.34,1.63,6.01,47.35,61.36
4,603213.SH,镇洋发展,2021-11-18,—,—,氯碱,13.61,31.48,65.09,3.24,1.92,60.15,-66.07,-52.63,-1.96,16.88
5,002386.SZ,天原股份,2010-04-19,—,—,氯碱,5.85,,,1.01,,76.15,132.63,48.65,-14.89,-14.12
6,000818.SZ,航锦科技,2017-07-03,—,—,氯碱,20.66,,,5.9,,136.36,-62.72,-58.38,1.38,5.84
7,601216.SH,君正集团,2011-03-02,—,—,氯碱,5.61,16.88,14.08,1.64,2.67,473.37,24.93,26.82,1.63,8.59
8,600319.SH,亚星化学,2019-07-08,—,—,氯碱,8.0,,,7.7,,31.02,-46.4,-54.7,-2.53,-2.89
9,601568.SH,北元集团,2020-10-27,—,—,氯碱,4.1,70.54,79.53,1.42,2.44,162.86,-10.88,1.89,-9.91,-8.06
10,000635.SZ,英力特,2007-07-03,—,—,氯碱,10.02,,,2.56,,39.49,4.07,-25.92,-6.97,-10.0
11,600075.SH,新疆天业,2008-06-03,—,—,氯碱,5.89,146.95,153.46,1.12,0.34,100.56,-28.79,-228.22,2.2,-0.98
12,002092.SZ,中泰化学,2006-12-18,—,—,氯碱,6.36,,,0.76,,164.73,48.51,20.0,-5.55,-8.32
13,600618.SH,氯碱化工,1992-11-13,—,—,氯碱,15.3,22.47,22.3,1.95,1.37,176.93,1.02,21.09,-5.36,-8.1
14,002748.SZ,世龙实业,2021-12-13,—,—,氯碱,12.33,113.07,68.65,2.15,0.41,29.59,72.11,689.39,3.43,4.68
