序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600648.SH,外高桥,1999-12-30,—,—,产业地产,10.74,15.35,21.49,0.96,3.26,146.05,-62.18,-27.74,-13.17,5.79
2,600848.SH,上海临港,1999-12-30,—,—,产业地产,11.47,26.38,18.3,1.48,1.74,289.33,74.61,8.42,-7.88,-8.13
3,600082.SH,海泰发展,1999-12-30,—,—,产业地产,4.24,285.88,45.33,1.54,,27.4,105.0,1.92,1256.49,-30.69
4,600340.SH,华夏幸福,2004-01-07,—,—,产业地产,1.66,,,,,64.97,-338.67,-40.79,-72.09,-50.9
5,600463.SH,空港股份,2004-03-25,—,—,产业地产,11.86,,,3.87,,35.58,0.68,1.7,-0.3,0.5
6,601512.SH,中新集团,2019-12-27,—,—,产业地产,9.78,23.01,18.44,0.97,1.31,146.59,23.46,5.32,30.98,39.19
7,600604.SH,市北高新,1999-12-30,—,—,产业地产,5.46,335.01,,1.65,0.18,102.28,-91.5,-4.53,8.58,33.75
8,600895.SH,张江高科,1999-12-30,—,—,产业地产,40.47,63.8,57.61,4.74,0.54,626.75,20.66,38.64,19.09,39.05
9,600639.SH,浦东金桥,1999-12-30,—,—,产业地产,10.84,12.14,12.81,0.84,2.98,121.67,-13.36,-46.51,-30.46,-33.84
10,600658.SH,电子城,1999-12-30,—,—,产业地产,5.31,,,1.07,,59.4,23.23,-209.1,-46.71,-55.67
