序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002157.SZ,正邦科技,2023-12-11,—,—,生猪养殖,3.2,136.78,,2.52,,296.01,-97.25,258.18,82.58,112.17
2,603717.SH,天域生物,2025-08-13,—,—,生猪养殖,7.81,,,4.38,,22.66,-125.22,73.68,-14.23,-2.62
3,600975.SH,新五丰,2004-06-16,—,—,生猪养殖,5.75,182.74,288.3,2.38,,71.86,-1171.47,118.32,2.27,14.08
4,000048.SZ,京基智农,2025-08-13,—,—,生猪养殖,18.02,13.39,23.31,2.26,3.96,95.56,-50.5,-3.97,-20.12,-11.61
5,000735.SZ,罗牛山,1999-12-30,—,—,生猪养殖,7.82,37.25,,2.13,0.26,90.05,-99.14,-102.61,-36.82,-44.25
6,000876.SZ,新希望,1999-12-30,—,—,生猪养殖,8.71,82.81,36.3,1.62,0.28,392.19,395.89,162.0,4.27,4.13
7,002714.SZ,牧原股份,2014-02-11,—,—,生猪养殖,46.73,14.28,11.51,3.6,3.17,2552.75,41.01,1169.77,15.52,34.46
8,300498.SZ,温氏股份,2015-11-09,—,—,生猪养殖,15.95,11.5,13.14,2.58,3.13,1061.3,-18.29,159.12,-0.03,5.91
9,603477.SH,巨星农牧,2022-01-25,—,—,生猪养殖,17.74,17.45,24.7,3.04,0.95,90.49,-58.69,504.12,42.57,66.49
10,001201.SZ,东瑞股份,2021-05-10,—,—,生猪养殖,14.96,,169.18,1.14,,38.56,114.9,103.02,50.09,72.3
11,002124.SZ,天邦食品,2007-04-10,—,—,生猪养殖,2.51,3.82,14.81,1.42,,55.77,-80.65,-58.14,-5.98,8.69
12,605296.SH,神农集团,2021-06-04,—,—,生猪养殖,28.25,21.58,22.19,2.95,1.38,148.25,-3.89,212.65,-3.79,12.16
