序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600984.SH,建设机械,2004-07-14,—,—,工程机械整机,4.48,,,1.69,,56.32,-49.73,-6.25,-10.65,-14.91
2,688425.SH,铁建重工,2023-09-25,—,—,工程机械整机,5.28,18.68,19.0,1.56,1.61,281.61,-2.47,1.73,-2.44,0.71
3,000425.SZ,徐工机械,1999-12-30,—,—,工程机械整机,11.65,22.91,20.61,2.29,1.5,1369.22,11.67,16.63,11.61,8.04
4,300201.SZ,海伦哲,2011-04-14,—,—,工程机械整机,8.09,36.5,30.58,4.84,0.37,81.63,32.57,63.42,28.75,53.86
5,000157.SZ,中联重科,2000-10-19,—,—,工程机械整机,9.37,23.02,18.84,1.43,5.34,810.37,24.89,20.84,8.06,1.3
6,000528.SZ,柳工,1999-12-30,—,—,工程机械整机,11.68,17.92,16.24,1.3,2.25,237.8,10.37,25.05,12.71,13.21
7,600031.SH,三一重工,2003-07-10,—,—,工程机械整机,23.27,35.81,25.96,2.53,2.86,2139.68,46.58,46.0,13.56,14.96
8,002685.SZ,华东重机,2024-07-31,—,—,工程机械整机,6.88,56.34,53.65,4.41,,69.33,18.25,-3.72,-35.0,-34.69
9,603194.SH,中力股份,2024-12-31,—,—,工程机械整机,39.06,18.65,17.89,3.03,2.25,156.63,5.46,6.64,8.62,9.2
10,600815.SH,厦工股份,1999-12-30,—,—,工程机械整机,3.21,841.41,,3.75,,56.95,-183.68,-43.82,-23.3,-22.08
11,605305.SH,中际联合,2021-05-13,—,—,工程机械整机,39.39,26.59,16.26,2.94,2.08,83.71,84.0,86.61,44.75,43.52
12,603280.SH,南方路机,2022-11-15,—,—,工程机械整机,39.05,46.62,50.67,3.12,0.67,42.33,-8.61,-15.62,-0.46,-16.49
13,603338.SH,浙江鼎力,2015-04-01,—,—,工程机械整机,57.43,17.85,16.5,2.62,1.74,290.8,9.18,27.63,8.82,12.35
14,603611.SH,诺力股份,2024-07-31,—,—,工程机械整机,23.44,13.07,12.19,1.92,3.83,60.38,9.23,2.28,-2.28,-7.4
15,002097.SZ,山河智能,2006-12-29,—,—,工程机械整机,11.61,170.92,92.54,2.66,0.17,124.76,177.57,46.12,-2.08,-6.32
16,603273.SH,天元智能,2023-10-30,—,—,工程机械整机,19.3,106.6,128.44,4.72,0.39,41.36,-25.26,-25.1,-15.96,-14.97
17,600761.SH,安徽合力,1999-12-30,—,—,工程机械整机,21.89,14.77,14.56,1.82,3.2,194.97,-4.88,-4.6,10.94,6.18
18,000680.SZ,山推股份,1999-12-30,—,—,工程机械整机,12.99,17.68,15.39,3.34,0.73,194.87,15.67,8.78,2.36,3.02
19,603298.SH,杭叉集团,2017-01-04,—,—,工程机械整机,28.29,18.33,16.83,3.33,2.47,370.55,11.21,11.38,8.69,8.74
