序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300251.SZ,光线传媒,2011-08-10,—,—,影视动漫制作,20.84,209.36,28.22,5.69,0.96,611.36,406.78,371.55,150.81,143.0
2,600088.SH,中视传媒,2022-08-01,—,—,影视动漫制作,18.03,163.54,,5.68,0.19,71.71,-109.63,208.39,-4.3,-10.75
3,000802.SZ,北京文化,1999-12-30,—,—,影视动漫制作,4.72,,,4.34,,33.79,-665.04,-610.29,151.44,1944.24
4,300426.SZ,华智数媒,2015-03-03,—,—,影视动漫制作,9.2,,,28.14,,41.44,-390.84,-54.39,90.81,-19.68
5,300291.SZ,百纳千成,2012-02-16,—,—,影视动漫制作,8.47,,,2.61,,79.78,-24.89,33.34,-73.43,-46.43
6,002292.SZ,奥飞娱乐,2009-09-17,—,—,影视动漫制作,9.59,,,4.8,,141.81,-29.05,-32.71,-6.16,-8.17
7,601595.SH,上海电影,2016-08-24,—,—,影视动漫制作,29.21,145.39,107.26,7.66,0.16,130.92,29.81,-22.18,29.09,-4.96
8,603721.SH,*ST天择,2017-08-18,—,—,影视动漫制作,20.79,,,5.88,,27.03,1.3,14.77,-22.43,-5.14
9,300182.SZ,捷成股份,2011-03-01,—,—,影视动漫制作,6.0,67.06,180.33,1.9,0.08,159.83,-41.35,-41.84,-2.89,-5.79
10,002343.SZ,慈文传媒,2010-02-02,—,—,影视动漫制作,7.66,119.56,,3.81,,36.28,-340.22,-262.1,266.36,282.2
11,000892.SZ,欢瑞世纪,1999-12-30,—,—,影视动漫制作,7.48,,,8.69,,73.38,35.06,-139.86,123.3,83.72
12,600977.SH,中国电影,2016-08-16,—,—,影视动漫制作,17.53,233.01,,2.96,0.06,327.29,-69.22,-154.35,-2.9,-19.13
13,300027.SZ,华谊兄弟,2009-11-06,—,—,影视动漫制作,1.91,,,20.14,,52.99,-168.15,-401.15,-46.08,-50.37
14,001330.SZ,博纳影业,2022-08-25,—,—,影视动漫制作,10.08,,,3.31,,138.55,-213.11,-661.93,1.29,5.09
15,300133.SZ,华策影视,2010-11-02,—,—,影视动漫制作,9.06,70.39,67.9,2.37,0.36,171.08,5.35,65.05,16.62,114.94
