序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002825.SZ,纳尔股份,2017-07-03,—,—,其他塑料制品,10.85,29.33,22.76,2.29,1.09,37.06,33.95,79.15,3.25,4.1
2,688087.SH,英科再生,2023-09-25,—,—,其他塑料制品,31.5,19.89,18.03,2.23,0.5,61.13,16.29,-6.01,15.76,16.13
3,301019.SZ,宁波色母,2021-07-05,—,—,其他塑料制品,23.12,37.95,34.25,3.69,2.6,38.14,15.12,10.5,-5.93,-7.95
4,300920.SZ,润阳科技,2021-01-04,—,—,其他塑料制品,41.23,162.08,117.97,3.48,0.24,41.23,50.16,-24.71,12.17,2.5
5,300717.SZ,华信新材,2017-11-13,—,—,其他塑料制品,21.2,43.06,38.23,3.01,0.94,21.79,18.56,5.03,16.11,11.18
6,300243.SZ,瑞丰高材,2021-12-13,—,—,其他塑料制品,11.26,127.73,285.41,2.62,0.44,28.2,-33.35,-52.57,-0.0,2.62
7,605008.SH,长鸿高科,2020-08-28,—,—,其他塑料制品,13.42,92.0,1125.44,4.31,,86.69,-84.34,-98.26,17.08,16.25
8,300980.SZ,祥源新材,2021-04-28,—,—,其他塑料制品,34.0,183.55,103.57,3.33,0.52,46.94,94.49,84.54,32.34,31.5
9,301591.SZ,肯特股份,2024-03-06,—,—,其他塑料制品,45.89,53.59,53.69,4.31,0.98,38.6,-0.24,9.16,4.53,9.16
10,603580.SH,*ST艾艾,2017-06-05,—,—,其他塑料制品,13.93,,,4.32,0.59,18.2,127.72,174.57,48.75,17.52
11,002108.SZ,沧州明珠,2007-02-01,—,—,其他塑料制品,4.83,51.46,51.01,1.59,2.09,79.63,0.99,-6.15,5.9,6.88
12,300539.SZ,横河精密,2017-07-03,—,—,其他塑料制品,32.66,230.42,170.85,7.54,0.34,87.56,54.65,79.04,28.43,34.15
13,603150.SH,万朗磁塑,2022-02-07,—,—,其他塑料制品,49.22,30.26,34.18,2.5,0.65,42.07,-14.88,-11.31,19.65,17.35
14,301216.SZ,万凯新材,2022-08-01,—,—,其他塑料制品,21.74,,,2.08,0.61,126.13,183.45,30.33,-5.43,-4.87
15,603330.SH,天洋新材,2021-12-13,—,—,其他塑料制品,7.43,,,2.11,,32.15,62.71,-139.15,-31.24,-28.88
16,300230.SZ,永利股份,2011-06-22,—,—,其他塑料制品,5.09,18.56,18.46,1.27,1.28,41.39,0.75,14.99,8.66,17.01
17,300218.SZ,安利股份,2021-12-13,—,—,其他塑料制品,16.6,18.55,21.79,2.33,1.48,36.02,-19.22,0.91,-6.84,-2.4
18,301090.SZ,华润材料,2022-08-01,—,—,其他塑料制品,7.54,,,1.77,,111.02,62.35,28.96,-24.74,-17.95
19,300180.SZ,华峰超纤,2021-12-13,—,—,其他塑料制品,6.49,160.94,268.72,2.42,0.08,114.29,-23.01,11.18,-14.18,-16.61
20,301196.SZ,唯科科技,2022-01-18,—,—,其他塑料制品,75.11,42.73,35.52,2.84,0.8,94.12,25.2,30.71,25.45,33.51
