序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002823.SZ,凯中精密,2016-12-02,—,—,电机Ⅲ,15.6,30.11,21.96,2.52,2.15,51.23,54.45,46.32,-6.62,-7.5
2,600580.SH,卧龙电驱,2002-06-06,—,—,电机Ⅲ,42.48,83.7,68.19,6.2,0.29,663.59,28.26,36.76,-1.86,0.66
3,603320.SH,迪贝电气,2017-05-09,—,—,电机Ⅲ,22.6,50.59,44.94,2.89,0.62,33.71,14.8,12.94,-4.84,-6.89
4,300626.SZ,华瑞股份,2017-04-13,—,—,电机Ⅲ,20.37,,,6.93,,36.67,-17.79,-55.4,9.51,12.79
5,301226.SZ,祥明智能,2022-04-01,—,—,电机Ⅲ,30.52,113.32,116.33,3.64,0.33,33.21,-3.72,60.89,0.54,5.85
6,300907.SZ,康平科技,2020-11-25,—,—,电机Ⅲ,30.46,34.37,43.85,3.66,,29.24,-27.11,-2.24,-7.5,1.76
7,003021.SZ,兆威机电,2020-12-11,—,—,电机Ⅲ,118.22,126.42,115.14,8.35,0.24,284.57,13.86,20.72,18.7,21.93
8,301023.SZ,奕帆传动,2021-07-14,—,—,电机Ⅲ,45.73,37.82,44.26,4.49,2.46,35.75,-19.07,-13.0,-0.31,6.94
9,603489.SH,八方股份,2019-11-18,—,—,电机Ⅲ,29.9,109.88,88.25,2.6,0.33,70.15,30.52,-36.44,2.14,-5.68
10,002892.SZ,科力尔,2017-08-24,—,—,电机Ⅲ,12.43,154.01,266.78,7.11,0.34,92.52,-35.91,23.31,13.16,13.91
11,600416.SH,湘电股份,2024-07-31,—,—,电机Ⅲ,14.31,84.83,74.96,2.19,,211.18,19.53,12.98,4.92,4.6
12,603370.SH,华新精科,2025-09-12,—,—,电机Ⅲ,49.27,56.29,48.54,4.52,,86.2,22.0,13.52,18.04,19.4
13,603988.SH,中电电机,2014-11-11,—,—,电机Ⅲ,29.25,,161.84,10.25,0.14,68.8,387.93,240.92,11.36,21.94
14,603350.SH,安乃达,2024-07-10,—,—,电机Ⅲ,37.55,39.78,36.14,3.32,1.86,43.74,13.05,0.62,34.1,37.81
15,002801.SZ,微光股份,2016-06-29,—,—,电机Ⅲ,34.55,35.97,28.41,4.31,1.43,79.34,25.29,11.32,8.52,10.0
16,300660.SZ,江苏雷利,2017-06-09,—,—,电机Ⅲ,51.21,77.75,71.92,6.6,0.74,228.98,9.92,8.45,21.49,20.71
17,603728.SH,鸣志电器,2017-05-16,—,—,电机Ⅲ,67.64,363.68,352.08,9.56,0.04,283.33,5.43,-32.66,11.66,3.92
18,002576.SZ,通达动力,2011-05-06,—,—,电机Ⅲ,17.77,44.12,34.63,2.25,0.45,29.34,41.24,32.49,12.12,22.07
19,002196.SZ,方正电机,2007-12-20,—,—,电机Ⅲ,16.11,,,5.64,,79.88,153128.6,-951.93,10.44,8.51
20,603344.SH,星德胜,2024-03-27,—,—,电机Ⅲ,30.5,29.89,30.59,2.82,1.02,59.33,-3.28,-5.11,6.74,7.95
21,301502.SZ,华阳智能,2024-02-19,—,—,电机Ⅲ,46.24,78.44,79.87,3.18,0.76,26.4,-2.38,-17.19,-14.52,-15.39
22,002176.SZ,江特电机,2024-07-31,—,—,电机Ⅲ,8.95,,,4.5,,152.72,-37.31,-78.24,14.62,35.85
23,000922.SZ,佳电股份,2013-07-01,—,—,电机Ⅲ,13.98,37.88,39.5,2.14,0.79,97.16,-5.09,-24.5,2.01,0.63
24,002249.SZ,大洋电机,2008-06-27,—,—,电机Ⅲ,10.68,29.65,24.79,2.75,2.12,263.16,25.95,34.41,3.81,7.66
25,603819.SH,神力股份,2016-12-02,—,—,电机Ⅲ,12.4,,102.56,3.36,0.16,27.0,135.99,113.25,20.27,19.3
