序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,601811.SH,新华文轩,2016-08-15,—,—,教育出版,15.08,12.04,11.41,1.26,3.98,186.06,9.6,19.66,-6.41,-4.5
2,600757.SH,长江传媒,2007-04-26,—,—,教育出版,9.21,11.83,10.02,1.13,4.45,111.78,24.67,28.83,-3.01,-0.7
3,601928.SH,凤凰传媒,2011-12-07,—,—,教育出版,10.09,16.07,13.13,1.29,5.95,256.78,26.64,29.57,-4.2,-1.7
4,601098.SH,中南传媒,2010-11-04,—,—,教育出版,11.06,14.5,12.54,1.28,4.97,198.64,22.32,31.46,-9.37,-8.09
5,601921.SH,浙版传媒,2021-07-30,—,—,教育出版,8.39,17.22,14.54,1.37,4.77,186.44,46.12,33.5,-4.77,-2.66
6,300148.SZ,天舟文化,2023-07-06,—,—,教育出版,5.3,136.18,65.89,4.33,,44.67,166.94,170.93,20.62,20.25
7,601900.SH,南方传媒,2016-02-22,—,—,教育出版,15.03,16.37,11.72,1.53,3.66,132.56,60.73,50.74,-3.01,-1.3
8,605577.SH,龙版传媒,2021-08-31,—,—,教育出版,14.22,31.39,23.25,1.59,1.05,63.2,24.87,13.28,-11.52,-24.01
9,601019.SH,山东出版,2017-11-29,—,—,教育出版,9.08,14.92,12.27,1.23,4.07,189.49,28.28,-11.2,-1.75,-15.71
10,300654.SZ,世纪天鸿,2017-10-10,—,—,教育出版,12.57,107.19,123.49,5.39,0.44,46.02,-18.01,-63.57,-1.73,-4.57
