序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300554.SZ,三超新材,2017-04-28,—,—,磨具磨料,24.3,,,4.34,,27.75,58.54,35.35,-41.0,-51.88
2,300179.SZ,四方达,2011-02-23,—,—,磨具磨料,18.78,77.56,109.64,7.65,1.06,91.22,-36.62,-15.47,2.13,-1.06
3,300861.SZ,美畅股份,2020-08-31,—,—,磨具磨料,17.9,82.64,576.05,1.9,1.99,120.26,-44.24,-69.3,-19.7,-32.11
4,688028.SH,沃尔德,2023-09-25,—,—,磨具磨料,85.77,130.55,137.62,6.6,0.4,129.47,-6.67,-19.57,9.05,6.09
5,002282.SZ,博深股份,2011-10-10,—,—,磨具磨料,7.72,21.21,22.27,1.12,2.59,40.67,-5.53,-11.41,2.09,5.07
6,002760.SZ,凤形股份,2017-07-03,—,—,磨具磨料,23.27,,,3.04,,25.13,19.64,-44.18,1.57,-2.46
7,600783.SH,鲁信创投,2022-08-01,—,—,磨具磨料,24.27,111.56,104.68,3.81,0.29,180.66,3.43,-7.97,-0.03,3.67
8,600172.SH,黄河旋风,1998-11-26,—,—,磨具磨料,7.56,,,11.04,,109.03,-22.9,-20.47,7.29,7.56
9,300606.SZ,金太阳,2017-02-15,—,—,磨具磨料,29.82,,,6.11,0.4,41.26,2.83,-9.35,22.06,15.82
10,300818.SZ,耐普矿机,2020-02-19,—,—,磨具磨料,40.1,58.11,115.47,3.74,0.17,67.68,-48.07,-79.86,-22.46,-34.04
11,300700.SZ,岱勒新材,2017-09-19,—,—,磨具磨料,14.07,,,6.42,,55.86,-13.53,-60.46,18.2,1.79
12,002046.SZ,国机精工,2022-08-01,—,—,磨具磨料,46.91,89.91,89.39,5.81,0.45,251.56,0.79,-1.69,27.17,25.14
