序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603815.SH,交建股份,2019-10-28,—,—,基建市政工程,6.94,32.98,25.75,1.78,0.93,42.95,36.4,48.66,6.06,9.01
2,002061.SZ,浙江交科,2006-08-23,—,—,基建市政工程,4.12,8.41,9.29,0.7,3.03,110.18,-14.83,6.43,2.5,1.12
3,601800.SH,中国交建,2012-03-16,—,—,基建市政工程,8.18,5.69,6.41,0.46,3.41,1331.27,-16.14,-16.06,-4.23,-5.71
4,300982.SZ,苏文电能,2021-05-07,—,—,基建市政工程,21.19,82.82,485.6,1.51,2.77,43.86,-81.37,-64.57,-17.68,-11.55
5,600853.SH,龙建股份,1999-12-30,—,—,基建市政工程,4.36,10.71,10.93,1.24,0.92,44.21,9.51,1.13,-3.57,1.98
6,002307.SZ,北新路桥,2009-11-18,—,—,基建市政工程,5.13,,,1.88,,84.58,-2055.87,-868.68,41.23,20.66
7,600039.SH,四川路桥,2003-04-01,—,—,基建市政工程,9.89,11.93,11.12,1.74,4.14,859.99,11.04,-13.0,1.95,-4.91
8,601390.SH,中国中铁,2007-12-10,—,—,基建市政工程,5.57,4.93,5.54,0.44,4.68,1375.02,-14.97,-17.17,-5.46,-5.93
9,601611.SH,中国核建,2016-06-15,—,—,基建市政工程,15.57,22.73,27.35,2.16,0.67,469.25,-23.96,-16.48,-6.32,-2.11
10,002628.SZ,成都路桥,2011-11-10,—,—,基建市政工程,4.4,,,1.16,,33.31,-36.96,18.79,0.88,-9.79
11,002586.SZ,ST围海,2011-06-10,—,—,基建市政工程,4.73,,,1.82,,54.12,145.18,116.29,-4.88,-4.1
12,601669.SH,中国电建,2011-10-25,—,—,基建市政工程,5.55,7.96,8.95,0.66,2.29,956.05,-14.86,-13.81,3.05,2.66
13,001396.SZ,誉帆科技,2026-01-08,—,—,基建市政工程,43.97,36.95,35.43,3.4,,47.0,7.62,,4.73,
14,600284.SH,浦东建设,2004-03-23,—,—,基建市政工程,7.83,12.8,20.37,0.97,2.3,75.97,-47.73,-12.79,-30.35,-30.56
15,601868.SH,中国能建,2021-10-12,—,—,基建市政工程,2.42,12.02,12.69,0.92,1.08,1008.93,-12.43,0.72,9.62,9.18
16,600502.SH,安徽建工,2022-08-01,—,—,基建市政工程,4.83,6.16,6.96,0.74,5.59,82.91,-15.94,-9.8,-16.56,-9.79
17,000498.SZ,山东路桥,2013-02-18,—,—,基建市政工程,6.28,4.2,4.28,0.62,3.25,97.49,-3.27,0.89,-3.11,0.26
18,002062.SZ,宏润建设,2006-08-23,—,—,基建市政工程,9.72,42.51,43.43,2.37,1.02,120.26,-2.41,-23.49,-0.47,-4.48
19,603843.SH,*ST正平,2016-09-12,—,—,基建市政工程,6.06,,,15.15,,42.4,-16.0,-12.4,-20.92,-37.77
20,002941.SZ,新疆交建,2018-12-05,—,—,基建市政工程,16.1,36.75,19.99,2.5,0.82,117.49,147.73,255.25,38.58,26.74
21,600512.SH,腾达建设,2003-01-03,—,—,基建市政工程,2.5,153.25,145.93,0.63,0.8,39.85,0.84,-0.69,8.71,-5.2
22,601186.SH,中国铁建,2008-03-17,—,—,基建市政工程,7.27,4.44,4.63,0.36,4.13,987.23,-5.63,-10.09,-3.92,-5.22
23,603176.SH,汇通集团,2022-01-10,—,—,基建市政工程,5.74,39.28,,2.52,0.4,27.28,-143.73,-36.43,-42.31,-32.87
24,600820.SH,隧道股份,1999-12-30,—,—,基建市政工程,6.67,7.38,8.22,0.68,4.5,209.71,-19.35,-7.4,-19.83,-21.48
