序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301081.SZ,严牌股份,2021-10-27,—,—,环保设备Ⅲ,12.82,69.05,203.44,2.71,2.26,29.13,-66.31,-25.95,18.09,19.77
2,603324.SH,盛剑科技,2021-04-14,—,—,环保设备Ⅲ,26.06,32.1,65.08,2.29,0.48,38.49,-66.43,-36.31,-16.38,-13.14
3,000967.SZ,盈峰环境,2000-04-06,—,—,环保设备Ⅲ,7.16,44.16,59.48,1.33,2.64,226.75,-21.92,0.43,2.87,3.69
4,002645.SZ,华宏科技,2011-12-27,—,—,环保设备Ⅲ,14.5,,,2.28,,91.0,7110.7,3480.57,34.94,17.17
5,000820.SZ,*ST节能,2024-07-31,—,—,环保设备Ⅲ,3.3,,,14.33,,21.34,44.43,36.88,-22.56,-73.59
6,688376.SH,美埃科技,2023-09-25,—,—,环保设备Ⅲ,64.05,45.12,47.0,4.46,0.31,86.63,-5.17,5.53,23.64,23.51
7,603282.SH,亚光股份,2023-03-22,—,—,环保设备Ⅲ,21.13,27.71,23.14,2.14,1.1,28.28,25.58,-4.57,46.46,15.08
8,000890.SZ,法尔胜,2022-08-01,—,—,环保设备Ⅲ,5.34,,,,,22.4,44.95,37.8,-24.06,-34.21
9,300137.SZ,先河环保,2010-11-12,—,—,环保设备Ⅲ,9.68,,,3.18,,51.94,2.68,31.0,4.71,6.08
10,603126.SH,中材节能,2024-07-31,—,—,环保设备Ⅲ,8.28,664.92,,2.48,0.06,50.55,-94.13,-161.92,38.54,12.19
11,300800.SZ,力合科技,2019-12-18,—,—,环保设备Ⅲ,12.97,77.13,76.23,1.53,1.2,30.71,2.18,14.13,5.15,4.59
12,002658.SZ,雪迪龙,2012-03-16,—,—,环保设备Ⅲ,10.27,38.74,31.38,2.51,2.39,65.29,52.1,25.51,6.34,3.7
13,300631.SZ,久吾高科,2017-04-07,—,—,环保设备Ⅲ,28.07,66.21,43.2,2.68,0.64,35.1,139.09,226.53,24.37,34.42
14,301030.SZ,仕净科技,2021-07-29,—,—,环保设备Ⅲ,14.03,,,3.38,,28.39,-256.77,-193.14,-65.44,-48.24
15,300203.SZ,聚光科技,2022-08-01,—,—,环保设备Ⅲ,15.24,33.06,254.45,2.4,1.64,68.39,-152.98,-210.86,-11.1,-8.23
16,688309.SH,恒誉环保,2023-09-25,—,—,环保设备Ⅲ,31.65,144.25,78.62,3.4,0.28,25.13,17879.81,1143.44,191.99,268.05
17,600388.SH,龙净环保,2022-08-01,—,—,环保设备Ⅲ,18.14,27.74,23.92,2.17,1.54,230.39,20.53,3.27,18.09,0.24
18,300105.SZ,龙源技术,2025-05-13,—,—,环保设备Ⅲ,7.32,57.83,47.42,1.96,1.37,37.76,61.51,135.6,-9.3,1.48
19,600817.SH,宇通重工,2022-08-01,—,—,环保设备Ⅲ,11.56,27.15,21.75,2.59,3.28,61.65,43.16,42.54,-4.58,12.06
20,300210.SZ,森远股份,2011-05-04,—,—,环保设备Ⅲ,9.63,,,11.29,,46.63,122.06,123.57,128.17,179.1
21,688671.SH,碧兴物联,2023-09-25,—,—,环保设备Ⅲ,24.4,,,1.8,,19.16,-255.27,-298.2,13.11,11.16
22,688501.SH,青达环保,2023-09-25,—,—,环保设备Ⅲ,25.81,34.49,17.49,3.0,0.92,32.06,267.14,351.78,91.13,130.76
23,301288.SZ,*ST清研,2022-04-29,—,—,环保设备Ⅲ,18.84,,,2.56,,20.35,60.22,46.57,92.97,-30.94
24,001336.SZ,楚环科技,2022-08-01,—,—,环保设备Ⅲ,27.71,78.61,84.3,2.82,0.54,22.27,-8.86,-29.02,-15.56,-39.56
25,300786.SZ,国林科技,2019-09-06,—,—,环保设备Ⅲ,16.02,,,2.66,,29.48,49.83,59.97,11.81,22.99
26,600526.SH,菲达环保,2002-07-29,—,—,环保设备Ⅲ,5.78,21.3,17.98,1.15,1.73,51.37,21.1,8.68,14.4,5.13
27,000551.SZ,创元科技,1999-12-30,—,—,环保设备Ⅲ,15.29,29.57,28.78,2.63,0.55,74.12,3.25,11.15,-6.96,-7.99
