序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600195.SH,中牧股份,2011-10-10,—,—,动物保健Ⅲ,7.91,113.95,37.67,1.41,0.29,80.77,175.49,30.18,6.32,12.63
2,300871.SZ,回盛生物,2020-08-31,—,—,动物保健Ⅲ,27.25,,25.6,2.62,0.75,55.14,494.28,325.88,58.92,88.45
3,600201.SH,生物股份,2011-10-10,—,—,动物保健Ⅲ,15.79,161.07,174.23,3.21,0.19,175.54,-4.85,-50.84,7.38,1.28
4,002688.SZ,金河生物,2012-07-20,—,—,动物保健Ⅲ,6.25,48.13,38.43,2.05,1.56,48.23,22.25,51.52,22.86,30.45
5,002868.SZ,*ST绿康,2017-05-10,—,—,动物保健Ⅲ,35.45,,,,,55.09,47.39,32.74,-13.21,-9.97
6,002141.SZ,贤丰控股,2024-07-31,—,—,动物保健Ⅲ,3.88,,,4.82,,40.08,2547.13,638.22,1943.92,2048.03
7,603566.SH,普莱柯,2015-05-25,—,—,动物保健Ⅲ,14.06,52.43,33.87,1.94,4.22,48.66,47.86,57.12,8.04,15.79
8,688526.SH,科前生物,2023-09-25,—,—,动物保健Ⅲ,16.37,19.96,16.6,1.83,2.61,76.31,29.62,44.09,10.87,21.67
9,688098.SH,申联生物,2023-09-25,—,—,动物保健Ⅲ,9.35,,,2.72,,38.4,101.97,62.71,-4.27,-3.68
10,300119.SZ,瑞普生物,2011-10-10,—,—,动物保健Ⅲ,19.2,29.67,21.33,1.91,1.53,89.23,45.64,57.59,13.5,20.53
