序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300061.SZ,旗天科技,2010-03-26,—,—,营销代理,10.83,,,13.62,,71.37,-39.23,39.82,-31.76,-38.79
2,300063.SZ,天龙集团,2010-04-02,—,—,营销代理,15.52,180.64,92.21,6.77,,117.72,129.06,120.56,-5.84,-10.99
3,603729.SH,龙韵股份,2015-03-31,—,—,营销代理,,,,,,,-2569.94,-81.26,26.42,23.99
4,002712.SZ,思美传媒,2014-01-30,—,—,营销代理,6.5,,,2.6,,35.38,-137.16,-1084.13,20.96,26.78
5,603825.SH,ST华扬,2017-08-09,—,—,营销代理,9.48,,,14.61,,24.02,-18.82,-103.44,-46.39,-56.5
6,300242.SZ,佳云科技,2011-07-19,—,—,营销代理,5.96,,,14.31,,37.82,28.45,7.13,54.15,109.3
7,300781.SZ,因赛集团,2019-06-14,—,—,营销代理,48.0,,,11.8,,78.8,-24.51,16.59,8.29,36.19
8,002995.SZ,天地在线,2020-08-12,—,—,营销代理,36.62,,,7.32,,64.98,-43.09,-49.41,-17.47,-9.86
9,603598.SH,引力传媒,2015-06-03,—,—,营销代理,25.61,,,32.7,,69.04,4.38,-10.76,45.78,53.84
10,300612.SZ,宣亚国际,2017-02-22,—,—,营销代理,21.0,,,7.73,,37.9,14.55,26.69,-40.1,-42.07
11,600556.SH,天下秀,2001-08-14,—,—,营销代理,7.83,274.91,651.43,3.68,0.11,141.55,-45.49,-19.28,-10.21,-8.01
12,300058.SZ,蓝色光标,2010-03-05,—,—,营销代理,19.13,,,8.66,,686.81,58.9,-47.33,12.49,4.87
13,600986.SH,浙文互联,2004-05-10,—,—,营销代理,15.52,146.32,182.13,4.42,,230.84,-19.68,79.5,0.12,-1.9
14,002400.SZ,省广集团,2010-05-13,—,—,营销代理,11.56,199.67,190.48,4.05,0.25,201.53,5.34,3.06,6.85,22.78
15,605168.SH,三人行,2020-06-04,—,—,营销代理,40.9,69.93,100.14,3.22,1.76,86.22,-20.48,10.83,-16.72,-13.36
16,002291.SZ,遥望科技,2009-09-10,—,—,营销代理,9.04,,,2.8,,84.54,-1.57,-15.6,-34.65,-36.32
17,000676.SZ,智度股份,1999-12-30,—,—,营销代理,9.53,56.45,67.94,2.81,,120.06,-23.16,-18.81,31.85,48.17
18,300071.SZ,福石控股,2021-12-31,—,—,营销代理,6.18,,,42.46,,59.57,-79.6,-1344.32,-17.83,-16.28
19,300805.SZ,电声股份,2019-11-28,—,—,营销代理,14.77,446.49,150.99,4.02,0.14,62.69,449.84,115.08,12.09,11.58
20,301171.SZ,易点天下,2022-08-26,—,—,营销代理,60.97,124.11,119.67,7.69,0.19,287.71,4.41,8.81,54.94,59.95
21,002354.SZ,天娱数科,2023-07-06,—,—,营销代理,7.2,,,9.27,,119.13,597.6,453.67,25.67,29.64
22,002878.SZ,元隆雅图,2022-08-01,—,—,营销代理,20.29,,,4.13,,53.16,127.09,80.11,23.75,15.37
23,600358.SH,ST联合,2000-09-29,—,—,营销代理,6.11,,,42.1,,30.85,-15.08,6.35,11.64,-2.97
24,002264.SZ,新华都,2023-12-11,—,—,营销代理,12.58,34.8,36.55,4.54,0.78,90.55,-6.51,1.17,-11.84,-10.98
