序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002574.SZ,明牌珠宝,2011-04-29,—,—,钟表珠宝,6.39,187.68,,1.13,,33.74,-1502.07,-646.62,-25.37,-20.3
2,600612.SH,老凤祥,1999-12-30,—,—,钟表珠宝,44.67,11.98,14.5,1.82,4.59,233.68,-19.05,-13.07,-8.71,-16.52
3,000017.SZ,深中华A,2022-08-01,—,—,钟表珠宝,7.53,308.07,128.58,13.87,,51.9,316.82,224.8,106.71,49.86
4,002721.SZ,金一文化,2023-11-20,—,—,钟表珠宝,3.38,618.22,,4.38,,89.89,-6263.91,-551.58,101.6,117.11
5,603900.SH,莱绅通灵,2016-11-30,—,—,钟表珠宝,8.67,,,1.53,1.15,29.74,248.94,263.52,35.95,37.0
6,002867.SZ,周大生,2017-05-05,—,—,钟表珠宝,12.77,13.72,13.37,2.31,7.05,138.62,3.13,-1.27,-37.35,-43.92
7,605599.SH,菜百股份,2021-09-16,—,—,钟表珠宝,26.66,28.84,25.54,4.98,2.7,207.36,16.74,14.75,33.41,38.75
8,000026.SZ,飞亚达,1999-12-30,—,—,钟表珠宝,15.54,28.62,42.68,1.87,2.57,63.06,-36.74,-43.97,-12.0,-14.08
9,300945.SZ,曼卡龙,2021-02-24,—,—,钟表珠宝,18.64,50.82,40.29,2.96,1.07,48.85,32.58,35.18,29.3,26.79
10,002345.SZ,潮宏基,2010-02-04,—,—,钟表珠宝,12.33,56.57,56.27,3.17,2.84,109.55,0.33,44.34,28.35,19.54
11,301177.SZ,迪阿股份,2021-12-22,—,—,钟表珠宝,32.46,245.01,95.97,2.09,1.54,129.93,407.97,131.61,4.03,0.97
12,002731.SZ,萃华珠宝,2014-11-11,—,—,钟表珠宝,10.84,12.81,10.14,1.48,0.83,27.77,48.97,34.4,1.74,7.08
13,600916.SH,中国黄金,2021-02-19,—,—,钟表珠宝,11.17,22.93,46.03,2.61,3.13,187.66,-55.08,-46.35,-1.74,-11.54
