序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688639.SH,华恒生物,2023-09-25,—,—,食品及饲料添加剂,36.88,48.67,49.26,3.44,0.68,92.24,-1.34,-23.26,42.53,46.54
2,002166.SZ,莱茵生物,2022-08-01,—,—,食品及饲料添加剂,9.29,42.26,52.28,2.24,1.05,68.9,-30.73,-41.27,8.73,15.37
3,600299.SH,安迪苏,2000-04-27,—,—,食品及饲料添加剂,9.31,23.81,24.07,1.44,1.68,286.73,-1.29,21.82,13.67,17.23
4,600873.SH,梅花生物,2022-08-01,—,—,食品及饲料添加剂,10.74,10.99,7.99,1.87,3.98,301.18,51.61,19.96,-2.49,-2.87
5,603079.SH,圣达生物,2024-07-31,—,—,食品及饲料添加剂,19.94,128.1,61.71,2.39,,37.69,146.04,129.2,2.04,4.23
6,002597.SZ,金禾实业,2011-07-14,—,—,食品及饲料添加剂,23.05,23.53,24.32,1.73,3.47,131.0,-4.44,35.29,-12.35,-3.73
7,300741.SZ,华宝股份,2018-03-08,—,—,食品及饲料添加剂,18.66,,,1.69,0.54,114.92,-57.0,-87.95,-7.21,-8.41
8,301206.SZ,三元生物,2022-02-17,—,—,食品及饲料添加剂,27.2,52.44,60.25,1.31,5.46,55.03,-16.8,10.73,-7.54,-15.62
9,603020.SH,爱普股份,2015-04-01,—,—,食品及饲料添加剂,11.6,27.95,24.39,1.34,1.52,44.46,26.07,33.85,-10.24,-14.87
10,301220.SZ,亚香股份,2022-06-29,—,—,食品及饲料添加剂,36.87,74.64,31.61,2.37,0.38,41.58,168.01,211.25,33.82,40.47
11,688089.SH,嘉必优,2023-09-25,—,—,食品及饲料添加剂,19.25,26.08,19.1,1.99,1.04,32.4,54.18,59.01,10.56,17.6
12,605016.SH,百龙创园,2021-04-28,—,—,食品及饲料添加剂,26.35,45.06,30.26,5.65,0.79,110.67,44.93,42.0,18.1,22.18
13,002562.SZ,兄弟科技,2011-03-17,—,—,食品及饲料添加剂,7.29,204.13,75.94,2.26,,83.31,211.75,357.17,4.84,3.45
14,600866.SH,星湖科技,1999-12-30,—,—,食品及饲料添加剂,7.26,12.79,9.42,1.45,5.23,120.62,49.9,65.22,-5.57,-3.85
15,605077.SH,华康股份,2021-02-23,—,—,食品及饲料添加剂,16.14,18.22,19.57,1.62,4.34,48.91,-9.91,-3.38,40.52,37.32
16,603739.SH,蔚蓝生物,2022-08-01,—,—,食品及饲料添加剂,15.52,62.69,46.99,2.21,0.64,39.27,51.24,-8.98,7.42,7.05
17,300858.SZ,科拓生物,2020-08-03,—,—,食品及饲料添加剂,18.5,51.66,49.04,2.67,0.81,48.75,7.08,-5.31,22.25,18.32
18,603235.SH,天新药业,2022-07-19,—,—,食品及饲料添加剂,26.92,18.1,19.1,2.46,2.51,117.85,-6.91,3.14,1.08,5.23
19,300829.SZ,金丹科技,2020-04-29,—,—,食品及饲料添加剂,18.06,109.48,60.35,1.7,0.23,41.05,30.06,56.31,8.41,5.43
20,301156.SZ,美农生物,2022-06-24,—,—,食品及饲料添加剂,19.3,54.8,46.14,3.82,2.18,27.17,29.44,17.68,14.68,13.69
21,603968.SH,醋化股份,2015-05-25,—,—,食品及饲料添加剂,12.54,,,1.42,,25.64,74.19,105.9,-9.44,-6.49
22,002001.SZ,新和成,2024-08-09,—,—,食品及饲料添加剂,27.99,14.66,11.95,2.72,2.5,860.25,33.37,63.46,5.45,12.76
