序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301223.SZ,中荣股份,2022-11-02,—,—,纸包装,19.78,26.6,23.08,1.29,1.76,38.2,19.84,11.28,17.25,20.22
2,301296.SZ,新巨丰,2022-09-09,—,—,纸包装,8.88,20.31,29.36,1.37,0.65,37.33,-45.47,-31.36,63.71,52.29
3,301355.SZ,南王科技,2023-06-19,—,—,纸包装,13.17,68.91,367.18,1.7,0.75,25.69,-79.4,-89.44,31.96,32.22
4,002191.SZ,劲嘉股份,2007-12-12,—,—,纸包装,3.95,79.66,,0.86,,57.35,-39.23,-32.54,-13.43,-16.56
5,002831.SZ,裕同科技,2016-12-23,—,—,纸包装,30.15,19.7,18.81,2.41,3.37,277.53,6.0,11.42,2.8,7.1
6,002799.SZ,环球印务,2016-06-17,—,—,纸包装,9.66,,,2.43,,30.92,-173.05,-109.85,-44.12,-43.53
7,002836.SZ,新宏泽,2017-01-06,—,—,纸包装,14.97,55.19,60.52,9.13,1.62,34.49,-12.03,11.41,23.44,30.9
8,002565.SZ,顺灏股份,2011-03-25,—,—,纸包装,17.14,400.74,320.47,9.74,0.23,181.68,20.29,23.11,-20.57,-12.19
9,601515.SH,衢州东峰,2012-02-23,—,—,纸包装,4.1,,,1.51,,78.9,49.83,52.87,-12.54,-12.37
10,300883.SZ,龙利得,2020-09-17,—,—,纸包装,6.77,,,1.65,,23.42,-93.05,-69.52,12.68,20.71
11,603499.SH,翔港科技,2017-10-23,—,—,纸包装,22.73,104.64,53.8,7.87,0.63,68.78,186.19,432.14,26.47,43.76
12,002303.SZ,美盈森,2009-11-10,—,—,纸包装,4.15,22.57,19.67,1.44,4.75,63.55,18.93,17.29,1.92,5.46
13,301062.SZ,上海艾录,2021-09-23,—,—,纸包装,9.89,80.17,,2.97,0.91,42.75,-175.66,-94.36,0.75,2.57
14,603058.SH,永吉股份,2016-12-30,—,—,纸包装,11.41,29.57,36.22,3.94,1.02,47.31,-22.94,-27.67,11.06,11.91
15,603091.SH,众鑫股份,2024-09-27,—,—,纸包装,80.4,25.38,28.77,3.88,1.19,82.2,-16.16,-14.76,-8.07,-4.57
16,000812.SZ,陕西金叶,2006-08-01,—,—,纸包装,4.45,81.41,,1.9,0.63,34.21,-79.96,-60.55,-1.51,-2.81
17,603429.SH,集友股份,2017-02-07,—,—,纸包装,10.89,,,4.63,,57.12,88.92,97.99,-68.47,-63.38
18,603687.SH,大胜达,2019-08-02,—,—,纸包装,10.7,55.39,51.42,1.81,0.54,58.85,9.92,22.3,5.15,4.77
19,002228.SZ,合兴包装,2008-05-15,—,—,纸包装,4.48,58.1,49.99,1.76,5.9,54.36,10.52,30.87,-9.84,-9.52
