序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600714.SH,金瑞矿业,2017-07-03,—,—,无机盐,14.82,121.98,75.38,5.65,0.47,42.71,90.05,231.29,3.35,12.06
2,600367.SH,红星发展,2001-03-20,—,—,无机盐,18.11,69.35,44.46,2.5,0.28,61.78,86.78,233.08,-0.14,3.68
3,600929.SH,雪天盐业,2021-12-13,—,—,无机盐,6.06,32.71,,1.32,1.44,99.39,-90.37,-78.56,-21.99,-24.57
4,603067.SH,振华股份,2016-09-22,—,—,无机盐,34.22,51.43,46.9,7.0,0.39,243.22,12.56,23.62,7.47,10.17
5,003017.SZ,大洋生物,2020-11-02,—,—,无机盐,31.86,41.98,28.93,2.5,1.87,26.76,56.12,60.66,11.24,14.2
6,301256.SZ,华融化学,2022-03-29,—,—,无机盐,15.56,74.32,83.34,4.37,1.03,74.69,-17.01,-25.3,53.53,48.32
7,600328.SH,中盐化工,2000-12-22,—,—,无机盐,8.64,24.42,4796.48,1.05,1.42,126.69,-89.92,-88.04,-8.32,-5.76
8,603663.SH,三祥新材,2021-12-13,—,—,无机盐,39.03,218.06,215.13,12.5,0.19,165.21,1.34,-28.45,0.96,-7.35
9,600784.SH,鲁银投资,2025-08-13,—,—,无机盐,7.21,16.16,23.34,1.49,0.92,48.71,-36.48,-27.35,-3.65,-2.62
10,603299.SH,苏盐井神,2021-12-13,—,—,无机盐,11.0,11.18,16.43,1.4,4.03,85.98,-37.46,-28.51,-17.04,-16.56
