序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001258.SZ,立新能源,2022-08-03,—,—,风力发电,7.56,140.61,132.27,2.32,0.22,70.56,2.44,-90.17,3.26,-6.02
2,600956.SH,新天绿能,2020-07-06,—,—,风力发电,7.55,20.37,19.63,1.43,2.78,340.71,4.23,-1.23,-8.51,-10.16
3,601016.SH,节能风电,2014-10-13,—,—,风力发电,3.1,15.01,22.18,1.16,3.53,199.65,-36.45,-27.86,-10.5,-7.52
4,000862.SZ,银星能源,1999-12-30,—,—,风力发电,6.22,65.69,42.66,1.27,,57.1,24.63,26.56,4.85,4.51
5,002053.SZ,云南能投,2024-12-09,—,—,风力发电,11.4,15.55,31.52,1.42,2.89,104.96,-60.12,-45.24,-25.54,-13.93
6,600163.SH,中闽能源,1999-12-30,—,—,风力发电,5.86,17.13,19.56,1.6,1.42,111.52,-19.82,-8.07,-1.4,-2.95
7,603693.SH,江苏新能,2018-07-10,—,—,风力发电,12.37,26.45,28.77,1.58,1.21,110.28,-7.93,-3.62,-2.07,0.48
8,000155.SZ,川能动力,2000-10-10,—,—,风力发电,12.33,31.32,51.2,2.28,1.38,227.63,-44.83,-51.7,-7.98,-17.58
9,000507.SZ,珠海港,2023-07-06,—,—,风力发电,5.46,17.19,16.65,0.92,1.17,50.22,4.02,-9.81,-19.58,-15.38
10,600905.SH,三峡能源,2021-06-18,—,—,风力发电,4.11,19.23,22.04,1.32,1.63,1174.95,-15.31,-5.48,-2.26,-2.19
11,001289.SZ,龙源电力,2022-02-09,—,—,风力发电,15.52,20.45,24.65,1.73,2.11,1297.44,-21.02,-13.79,-17.29,-18.61
12,601619.SH,嘉泽新能,2017-07-27,—,—,风力发电,6.26,28.94,27.05,2.32,2.29,182.34,7.99,11.59,2.66,5.87
13,000537.SZ,绿发电力,2022-08-29,—,—,风力发电,8.54,17.5,19.64,0.89,2.87,176.49,-12.02,33.06,26.78,29.3
14,600930.SH,华电新能,2025-07-23,—,—,风力发电,5.95,28.11,28.06,2.25,,2482.0,0.17,0.29,18.21,15.8
