序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002226.SZ,江南化工,2008-06-03,—,—,民爆制品,6.15,18.28,20.22,1.59,1.06,162.91,-11.4,2.17,2.78,3.71
2,002360.SZ,同德化工,2010-03-11,—,—,民爆制品,5.3,,,1.07,,21.29,-125.28,-75.76,-20.53,-19.32
3,002683.SZ,广东宏大,2012-06-19,—,—,民爆制品,48.32,40.91,40.74,5.51,1.33,367.23,0.54,22.05,55.92,63.83
4,002827.SZ,高争民爆,2016-12-16,—,—,民爆制品,34.77,65.01,58.97,9.68,0.43,96.33,13.68,25.7,7.53,6.55
5,002037.SZ,保利联合,2008-06-03,—,—,民爆制品,9.0,110.91,,2.32,,43.55,-70.96,-15.32,9.17,24.03
6,002497.SZ,雅化集团,2024-07-31,—,—,民爆制品,24.03,107.72,63.45,2.55,0.17,276.96,116.02,32.87,2.07,-13.04
7,603977.SH,国泰集团,2018-07-16,—,—,民爆制品,14.4,49.49,58.77,2.67,0.63,89.46,-13.06,-11.14,-6.01,-6.03
8,002096.SZ,易普力,2008-06-03,—,—,民爆制品,13.7,23.83,20.4,2.17,1.68,169.94,22.91,16.43,16.7,20.42
9,603227.SH,雪峰科技,2015-05-22,—,—,民爆制品,8.6,13.79,20.03,1.81,2.33,92.17,-34.6,-40.64,-8.28,-4.96
10,002783.SZ,凯龙股份,2015-12-16,—,—,民爆制品,9.83,33.13,28.66,1.87,1.02,49.09,20.64,64.23,-0.03,6.23
11,003002.SZ,壶化股份,2020-09-29,—,—,民爆制品,28.03,40.04,30.8,3.74,0.53,56.06,40.53,53.07,24.64,28.36
12,002917.SZ,金奥博,2017-12-15,—,—,民爆制品,14.14,39.61,32.93,2.93,0.7,49.15,23.4,20.91,5.67,10.47
13,002246.SZ,北化股份,2017-07-03,—,—,民爆制品,19.7,,52.35,3.62,0.23,108.16,504.8,207.91,41.09,23.82
