序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,605318.SH,法狮龙,2020-08-10,—,—,其他建材,63.58,,,12.37,0.47,79.94,88.24,-26.3,-7.28,-5.35
2,000619.SZ,海螺新材,2000-09-01,—,—,其他建材,6.6,,,1.14,,29.12,-45.19,-140.75,-10.57,-9.7
3,603038.SH,华立股份,2017-01-23,—,—,其他建材,17.71,205.97,135.88,3.42,0.28,47.58,34.15,-1.49,56.82,40.05
4,301429.SZ,森泰股份,2023-04-24,—,—,其他建材,21.22,39.64,48.45,1.84,0.8,25.09,-20.98,-19.97,14.8,20.96
5,002652.SZ,扬子新材,2012-02-02,—,—,其他建材,4.19,306.11,,8.56,,21.46,-228.94,-174.6,-14.64,-15.79
6,002398.SZ,垒知集团,2010-05-14,—,—,其他建材,5.9,83.6,80.93,1.14,1.34,41.18,1.69,-9.07,-2.46,1.34
7,002247.SZ,聚力文化,2022-08-01,—,—,其他建材,2.98,11.63,63.97,3.81,,25.36,-80.88,-89.34,-6.45,-12.23
8,002791.SZ,坚朗五金,2016-04-20,—,—,其他建材,25.99,102.21,124.82,1.65,0.76,91.97,-49.61,-722.32,-12.5,-14.18
9,002718.SZ,友邦吊顶,2014-02-11,—,—,其他建材,78.9,,,11.41,,102.13,131.68,139.79,-20.59,-20.36
10,301010.SZ,晶雪节能,2021-12-13,—,—,其他建材,22.99,82.9,114.81,3.0,0.87,24.83,-45.02,-39.33,-18.01,-12.78
11,000055.SZ,方大集团,2021-12-13,—,—,其他建材,3.96,29.37,386.85,0.7,1.26,42.53,-89.39,-85.2,-20.19,-25.1
12,002043.SZ,兔宝宝,2007-07-03,—,—,其他建材,17.52,24.84,19.86,4.52,3.39,145.37,30.44,9.71,-2.25,-7.01
13,002785.SZ,万里石,2015-12-30,—,—,其他建材,46.15,,,11.78,,104.58,-17.41,21.27,2.74,-7.55
14,002333.SZ,罗普斯金,2010-01-20,—,—,其他建材,6.19,81.73,83.0,2.18,0.16,41.78,-1.74,-0.81,-1.84,-0.43
15,001212.SZ,中旗新材,2021-08-30,—,—,其他建材,49.29,324.64,,5.17,0.13,99.05,-90.17,-89.35,-20.0,-23.93
16,300234.SZ,开尔新材,2011-06-29,—,—,其他建材,6.02,127.65,627.88,2.62,0.23,30.29,-47.86,50.73,-38.24,-46.04
17,000786.SZ,北新建材,1997-06-06,—,—,其他建材,29.28,13.67,16.14,1.86,2.93,498.41,-17.77,-12.85,-2.25,-0.29
