序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600157.SH,永泰能源,1999-12-30,—,—,焦煤,1.64,22.93,121.5,0.76,,357.81,-86.48,-89.41,-20.77,-26.44
2,600348.SH,华阳股份,2003-08-28,—,—,焦煤,9.28,15.05,21.88,1.21,3.33,334.78,-38.2,-39.75,-8.85,-7.86
3,601666.SH,平煤股份,2006-11-30,—,—,焦煤,8.31,8.73,35.12,0.89,6.87,205.2,-86.32,-81.53,-36.46,-37.95
4,600985.SH,淮北矿业,2004-05-12,—,—,焦煤,12.61,6.99,19.01,0.82,5.95,339.62,-74.14,-64.85,-43.81,-44.64
5,600997.SH,开滦股份,2023-07-06,—,—,焦煤,6.26,12.18,28.17,0.71,4.15,99.4,-71.45,-25.14,-16.97,-17.2
6,000983.SZ,山西焦煤,2000-08-02,—,—,焦煤,7.08,12.93,23.7,1.1,3.62,401.94,-49.62,-48.44,-17.88,-16.3
7,601699.SH,潞安环能,2006-09-29,—,—,焦煤,13.39,16.35,33.22,0.86,3.06,400.55,-44.45,-39.44,-20.82,-20.31
8,000937.SZ,冀中能源,1999-12-30,—,—,焦煤,5.54,16.2,48.78,1.03,10.83,195.76,-66.46,-65.24,-27.63,-27.87
9,600395.SH,盘江股份,2001-06-07,—,—,焦煤,5.53,113.97,230.1,1.13,0.72,118.71,-149.4,-113.67,12.11,27.34
10,600758.SH,辽宁能源,1999-12-30,—,—,焦煤,3.86,25.24,122.72,0.92,0.83,51.03,-268.62,23.53,-11.85,-9.3
11,600508.SH,上海能源,2001-09-05,—,—,焦煤,12.61,12.74,26.41,0.71,2.3,91.13,-59.22,-56.45,-22.03,-27.94
12,600123.SH,兰花科创,1999-12-30,—,—,焦煤,6.22,12.77,428.07,0.58,2.41,91.64,-98.51,-89.58,-30.09,-26.05
