序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,000488.SZ,ST晨鸣,2000-11-27,—,—,大宗用纸,2.11,,,1.94,,62.06,-746.05,-13567.59,-83.11,-84.83
2,603863.SH,松炀资源,2019-06-28,—,—,大宗用纸,20.07,,,11.28,,41.07,17.11,23.86,-40.2,-37.22
3,605500.SH,森林包装,2020-12-29,—,—,大宗用纸,9.09,19.48,42.71,1.47,1.65,37.67,-77.68,-60.98,17.03,3.91
4,600567.SH,山鹰国际,2001-12-25,—,—,大宗用纸,1.63,,,0.63,,102.81,-522.74,-63.17,-2.17,-2.89
5,002067.SZ,景兴纸业,2006-09-22,—,—,大宗用纸,5.35,110.72,127.07,1.19,,78.9,-18.33,15.37,3.64,-1.69
6,600308.SH,华泰股份,2000-10-12,—,—,大宗用纸,3.93,164.85,,0.65,0.2,59.61,-56.68,-63.13,-1.49,-1.86
7,002078.SZ,太阳纸业,2006-11-23,—,—,大宗用纸,16.23,14.62,14.43,1.52,2.46,453.55,1.66,1.26,-6.58,-6.87
8,603165.SH,荣晟环保,2017-01-24,—,—,大宗用纸,14.62,13.71,18.83,2.15,7.28,39.26,-31.3,-34.57,-3.19,-5.53
9,600966.SH,博汇纸业,2004-06-15,—,—,大宗用纸,7.38,56.11,66.61,1.34,0.36,98.66,-18.57,-31.31,3.46,3.26
10,600963.SH,岳阳林纸,2004-06-01,—,—,大宗用纸,5.8,61.14,24.05,1.28,0.52,101.94,-31.49,-7.13,-5.07,-6.01
