序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688276.SH,百克生物,2023-09-25,—,—,疫苗,20.01,35.66,,2.09,0.84,82.77,-164.76,-153.47,-53.76,-53.93
2,600739.SH,辽宁成大,2006-01-25,—,—,疫苗,12.05,87.96,21.36,0.63,0.17,184.33,91.83,56.18,-2.03,-0.83
3,300122.SZ,智飞生物,2010-10-12,—,—,疫苗,17.44,20.68,,1.42,,417.48,-156.86,-126.72,-66.53,-73.06
4,301207.SZ,华兰疫苗,2022-02-25,—,—,疫苗,22.69,66.36,193.54,2.56,3.49,136.37,-50.51,-17.71,-15.81,68.77
5,300142.SZ,沃森生物,2010-11-19,—,—,疫苗,12.57,141.42,408.24,2.09,0.32,201.04,-36.24,-74.69,-19.73,-19.47
6,688739.SH,成大生物,2023-09-25,—,—,疫苗,25.89,31.45,60.59,1.15,3.05,107.82,-50.01,-44.47,-15.88,-19.75
7,688185.SH,康希诺,2023-09-25,—,—,疫苗,66.45,,,3.33,,164.16,106.49,94.02,22.13,26.0
8,300601.SZ,康泰生物,2017-02-14,—,—,疫苗,15.6,86.41,,1.91,0.58,174.24,-86.0,-77.3,2.24,15.81
9,603392.SH,万泰生物,2022-08-01,—,—,疫苗,42.18,502.02,,4.41,,533.32,-165.04,-155.3,-23.09,-38.25
10,002007.SZ,华兰生物,2022-08-01,—,—,疫苗,15.55,26.12,29.96,2.72,4.5,284.17,-15.07,17.19,-3.2,8.8
11,300841.SZ,康华生物,2020-06-23,—,—,疫苗,68.0,22.17,48.59,2.52,1.47,88.36,-53.41,-62.64,-20.78,-34.7
12,688670.SH,金迪克,2023-09-25,—,—,疫苗,20.03,,,2.07,,24.68,-61.74,2.97,91.93,7.18
13,688319.SH,欧林生物,2023-09-25,—,—,疫苗,24.0,469.08,151.64,10.17,,97.37,1079.36,147.22,31.11,35.17
