序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,603697.SH,有友食品,2019-05-15,—,—,零食,13.89,37.76,28.31,3.38,3.17,59.41,43.34,42.47,40.39,45.59
2,603719.SH,良品铺子,2020-03-02,—,—,零食,12.1,,,2.4,2.06,48.52,-730.83,-491.59,-24.45,-27.21
3,002991.SZ,甘源食品,2020-08-07,—,—,零食,61.8,15.31,22.58,3.47,3.76,57.61,-43.66,-55.2,-4.53,-9.34
4,603777.SH,来伊份,2016-10-19,—,—,零食,13.9,,,2.93,,46.48,-194.06,-439.6,13.12,8.21
5,002847.SZ,盐津铺子,2017-02-15,—,—,零食,71.99,30.68,26.12,9.69,1.95,196.32,22.63,16.7,14.67,19.58
6,003000.SZ,劲仔食品,2020-09-21,—,—,零食,11.73,18.15,21.2,3.97,3.37,52.89,-19.51,-21.86,2.05,-0.5
7,000716.SZ,黑芝麻,2022-08-01,—,—,零食,6.21,60.14,109.23,1.84,0.81,46.75,-83.67,-29.26,-7.52,-4.65
8,002557.SZ,洽洽食品,2011-03-09,—,—,零食,24.2,14.41,31.29,2.36,4.06,122.42,-73.17,-73.68,-5.38,-5.05
9,002582.SZ,好想你,2011-05-27,—,—,零食,12.5,,,1.79,7.8,55.96,92.24,45.25,-9.77,-15.64
10,300783.SZ,三只松鼠,2019-09-04,—,—,零食,24.44,24.08,43.21,3.3,0.51,98.17,-52.91,-52.22,8.22,7.94
11,300972.SZ,万辰集团,2024-07-31,—,—,零食,213.57,137.44,37.9,20.04,0.25,403.42,917.04,50358.8,77.37,106.89
