序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600232.SH,金鹰股份,2021-12-13,—,—,纺织服装设备,9.17,149.61,,3.56,1.09,33.44,-84.15,-123.81,-11.29,-12.11
2,300307.SZ,慈星股份,2012-04-11,—,—,纺织服装设备,7.12,20.08,59.44,1.74,1.39,57.0,-60.71,-62.83,-16.54,-13.43
3,002722.SZ,物产金轮,2024-07-31,—,—,纺织服装设备,15.71,22.17,24.62,1.22,1.36,34.93,-13.85,-26.82,-7.3,-15.94
4,301053.SZ,远信工业,2021-09-08,—,—,纺织服装设备,36.1,62.87,109.71,4.47,0.81,30.4,-58.39,-39.53,13.25,12.61
5,003036.SZ,泰坦股份,2021-02-04,—,—,纺织服装设备,18.66,45.47,80.77,2.92,0.66,40.36,-47.94,-42.08,-16.26,-17.1
6,603337.SH,杰克科技,2021-12-13,—,—,纺织服装设备,44.85,26.31,24.43,4.36,1.07,213.67,10.06,14.57,5.53,4.27
7,600302.SH,标准股份,2000-12-13,—,—,纺织服装设备,13.78,,,8.03,,47.68,3.57,68.82,-24.87,-21.37
8,600843.SH,上工申贝,1994-03-11,—,—,纺织服装设备,11.13,,,2.61,,79.38,119.37,-251.35,-1.91,-4.75
9,688789.SH,宏华数科,2023-09-25,—,—,纺织服装设备,77.5,33.71,28.39,4.07,1.16,139.7,25.08,25.15,29.02,27.16
10,600545.SH,卓郎智能,2018-07-16,—,—,纺织服装设备,2.56,,,1.43,,45.77,-101.04,-175.61,-4.76,-6.01
11,603095.SH,越剑智能,2020-04-22,—,—,纺织服装设备,20.49,53.7,49.43,2.28,4.23,52.92,11.77,46.99,-3.42,13.22
12,002021.SZ,中捷资源,2024-01-02,—,—,纺织服装设备,3.14,212.26,,6.03,,37.54,-93.58,-23.5,-12.14,-7.37
