序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,000636.SZ,风华高科,2011-10-10,—,—,被动元件,22.79,78.16,87.79,2.11,0.65,263.68,-13.95,-19.5,15.0,15.92
2,300460.SZ,ST惠伦,2015-05-22,—,—,被动元件,8.58,,,4.32,,24.09,-4566.64,-2679.39,-4.67,-7.1
3,300408.SZ,三环集团,2014-12-10,—,—,被动元件,51.6,45.15,38.85,4.71,0.73,988.91,22.16,20.63,20.96,21.05
4,600563.SH,法拉电子,2011-10-10,—,—,被动元件,106.1,22.97,20.72,4.17,1.89,238.72,14.58,18.15,14.69,18.05
5,300319.SZ,麦捷科技,2021-12-13,—,—,被动元件,12.06,32.11,31.75,2.22,0.94,107.04,1.53,3.3,21.71,23.61
6,688539.SH,高华科技,2023-09-25,—,—,被动元件,45.98,153.62,136.95,4.91,0.43,85.49,14.97,1.03,10.31,16.6
7,301566.SZ,达利凯普,2024-01-08,—,—,被动元件,22.11,77.74,58.23,6.15,0.41,88.44,43.2,53.65,13.75,16.52
8,603738.SH,泰晶科技,2016-10-13,—,—,被动元件,15.86,69.88,160.28,3.58,0.5,61.2,-58.51,-61.59,16.22,16.73
9,600237.SH,铜峰电子,2011-10-10,—,—,被动元件,9.47,62.39,52.56,3.1,,59.73,28.88,25.54,11.37,13.88
10,002199.SZ,*ST东晶,2011-10-10,—,—,被动元件,8.22,,,10.49,,20.01,12.14,5.95,12.22,16.57
11,300975.SZ,商络电子,2022-08-01,—,—,被动元件,15.29,148.37,66.2,4.61,0.08,105.04,164.32,131.6,32.8,36.66
12,002484.SZ,江海股份,2011-10-10,—,—,被动元件,28.15,36.57,34.44,3.9,0.92,239.42,8.19,3.19,16.34,13.96
13,002138.SZ,顺络电子,2011-10-10,—,—,被动元件,37.54,36.38,30.98,4.65,1.56,302.69,23.23,32.03,19.95,19.8
14,603989.SH,艾华集团,2015-05-22,—,—,被动元件,18.1,36.42,32.63,1.92,0.83,72.18,11.59,41.56,-0.73,1.89
15,301458.SZ,钧崴电子,2025-01-17,—,—,被动元件,34.23,86.48,70.99,5.52,0.58,91.28,25.27,24.2,18.0,16.79
