序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688498.SH,源杰科技,2023-09-25,—,—,分立器件,748.49,,641.33,29.63,0.05,643.31,19348.65,330.31,115.09,70.57
2,688689.SH,银河微电,2023-09-25,—,—,分立器件,31.33,56.19,55.15,3.34,0.72,40.39,3.02,-21.87,16.72,14.54
3,603290.SH,斯达半导,2021-12-13,—,—,分立器件,105.76,49.89,54.33,3.66,0.6,253.27,-9.8,0.26,23.82,26.25
4,600360.SH,*ST华微,2007-07-04,—,—,分立器件,8.73,65.63,47.79,2.47,0.85,83.83,46.87,58.28,10.46,15.58
5,688693.SH,锴威特,2023-09-25,—,—,分立器件,39.68,,,3.46,,29.24,-29.03,-18.33,100.08,92.66
6,300831.SZ,派瑞股份,2020-05-21,—,—,分立器件,13.79,61.87,448.11,4.81,0.33,44.13,-91.71,-35.6,-54.52,-30.12
7,688230.SH,芯导科技,2023-09-25,—,—,分立器件,72.72,80.56,80.56,3.77,1.1,85.52,-10.89,-3.86,14.33,17.09
8,600460.SH,士兰微,2021-12-13,—,—,分立器件,31.12,235.53,95.89,4.34,0.13,517.86,1108.74,1162.42,18.98,20.14
9,688261.SH,东微半导,2023-09-25,—,—,分立器件,89.75,273.42,189.19,3.73,0.04,110.01,58.46,62.8,41.6,46.79
10,600745.SH,闻泰科技,2022-08-01,—,—,分立器件,33.29,,,1.22,,414.34,265.09,237.36,-44.0,-24.56
11,688172.SH,燕东微,2023-09-25,—,—,分立器件,44.22,,,3.38,,631.29,89.02,943.17,18.03,6.85
12,688048.SH,长光华芯,2023-09-25,—,—,分立器件,126.25,,,7.41,,222.55,133.04,121.13,67.42,68.08
13,688711.SH,宏微科技,2023-09-25,—,—,分立器件,30.02,,,6.15,,63.97,32.78,18.45,0.35,6.86
14,300046.SZ,台基股份,2011-10-10,—,—,分立器件,36.22,338.71,135.07,7.49,0.22,85.67,205.58,3789.41,5.85,4.18
15,300373.SZ,扬杰科技,2014-02-07,—,—,分立器件,85.0,46.07,35.34,5.0,0.96,461.85,45.51,41.55,20.89,20.58
16,300623.SZ,捷捷微电,2017-04-13,—,—,分立器件,35.52,62.48,60.65,5.01,0.42,295.55,4.3,15.35,24.7,26.77
17,605111.SH,新洁能,2020-10-13,—,—,分立器件,45.72,43.7,43.46,4.46,0.14,189.89,0.7,8.03,2.19,6.44
18,688167.SH,炬光科技,2023-09-25,—,—,分立器件,295.0,,,12.06,,265.09,104.34,11.3,33.88,26.2
