序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002036.SZ,联创电子,2021-12-13,—,—,光学元件,10.61,,,5.22,,111.98,210.26,137.07,-16.2,-14.49
2,300489.SZ,光智科技,2024-06-04,—,—,光学元件,42.13,473.21,203.03,9.16,,58.0,64.46,167.77,51.11,78.2
3,688127.SH,蓝特光学,2023-09-25,—,—,光学元件,48.07,88.48,63.17,9.54,0.41,195.12,54.68,110.27,33.65,52.54
4,301421.SZ,波长光电,2023-08-30,—,—,光学元件,92.8,290.55,336.56,9.0,0.16,107.39,-16.39,-50.57,24.66,17.79
5,300701.SZ,森霸传感,2017-09-22,—,—,光学元件,12.53,89.89,55.47,3.64,0.8,35.43,66.33,62.29,-2.28,-4.55
6,688322.SH,奥比中光-UW,2023-09-25,—,—,光学元件,89.06,,338.9,12.0,,357.26,279.12,212.77,103.5,104.14
7,002273.SZ,水晶光电,2011-10-10,—,—,光学元件,27.2,36.73,32.85,3.95,1.09,378.25,14.13,17.35,8.78,13.77
8,001373.SZ,翔腾新材,2023-06-08,—,—,光学元件,43.13,241.46,,3.41,0.14,29.62,-264.02,-245.43,-15.95,-17.44
9,688378.SH,奥来德,2024-07-31,—,—,光学元件,37.51,103.4,455.28,5.61,0.55,93.5,-69.03,-70.59,-16.12,-17.87
10,002808.SZ,*ST恒久,2017-07-03,—,—,光学元件,4.85,,,5.0,,13.04,-44.6,-62.73,57.61,29.68
11,002456.SZ,欧菲光,2011-10-10,—,—,光学元件,9.79,563.55,,8.34,,329.01,-244.42,-378.13,9.29,3.15
12,688502.SH,茂莱光学,2023-09-25,—,—,光学元件,353.52,525.49,329.08,15.51,0.1,186.66,86.57,110.36,34.05,32.26
13,605588.SH,冠石科技,2021-12-13,—,—,光学元件,55.4,,,3.98,,40.59,-260.5,-159.98,3.0,5.3
14,300331.SZ,苏大维格,2022-08-01,—,—,光学元件,45.95,,,7.63,,119.31,-9.37,-10.46,7.96,5.27
15,003015.SZ,日久光电,2020-10-28,—,—,光学元件,16.32,67.98,52.09,4.21,1.2,45.87,36.54,37.87,12.9,8.06
16,002962.SZ,五方光电,2019-09-24,—,—,光学元件,15.42,69.06,120.98,2.54,1.28,44.97,-43.49,-32.33,8.27,7.32
17,301183.SZ,东田微,2022-05-31,—,—,光学元件,153.65,220.42,128.6,13.17,0.08,123.04,99.2,107.36,53.91,42.29
18,688195.SH,腾景科技,2023-09-25,—,—,光学元件,237.65,443.14,395.68,31.83,0.03,307.4,15.0,11.47,28.11,24.29
19,688010.SH,福光股份,2023-09-25,—,—,光学元件,28.84,487.74,,2.76,0.2,46.31,-39.18,17.76,3.88,10.47
20,600071.SH,凤凰光学,2021-12-13,—,—,光学元件,21.13,442.5,94.7,11.81,,59.5,247.27,281.67,-5.56,-6.0
21,603297.SH,永新光学,2018-09-17,—,—,光学元件,109.11,58.03,55.18,6.06,0.78,121.04,7.69,8.75,3.59,2.95
22,002222.SZ,福晶科技,2021-12-13,—,—,光学元件,67.8,145.72,118.63,18.74,0.3,318.83,29.75,16.96,26.62,18.1
23,301479.SZ,弘景光电,2025-03-25,—,—,光学元件,86.17,46.4,42.45,6.23,1.24,76.66,12.19,10.22,51.65,55.72
24,300566.SZ,激智科技,2017-07-03,—,—,光学元件,19.87,27.39,27.72,2.5,1.0,52.08,-1.32,-6.46,-0.69,-4.02
25,688079.SH,美迪凯,2023-09-25,—,—,光学元件,12.92,,,4.01,,53.13,-26.89,-0.09,32.04,35.05
