序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300548.SZ,长芯博创,2016-10-19,—,—,通信网络设备及器件,159.36,645.24,163.43,24.8,0.05,465.02,566.59,1121.21,45.41,59.54
2,301165.SZ,锐捷网络,2022-11-28,—,—,通信网络设备及器件,73.46,101.79,69.33,11.78,0.59,584.34,65.26,194.0,27.5,31.84
3,300502.SZ,新易盛,2016-03-10,—,—,通信网络设备及器件,383.0,134.15,50.63,26.21,0.08,3807.06,284.38,355.68,221.7,282.64
4,688387.SH,信科移动-U,2023-09-25,—,—,通信网络设备及器件,16.67,,,9.36,,569.91,2.84,-0.54,-9.25,-15.21
5,688668.SH,鼎通科技,2023-09-25,—,—,通信网络设备及器件,163.0,205.74,108.84,11.94,0.43,227.01,125.39,134.06,64.45,73.51
6,000063.SZ,中兴通讯,1999-12-30,—,—,通信网络设备及器件,36.57,20.76,29.95,2.33,1.69,1749.34,-32.69,-11.77,11.63,14.51
7,301205.SZ,联特科技,2022-09-20,—,—,通信网络设备及器件,197.5,275.67,227.79,16.16,0.1,256.24,31.39,14.02,31.75,15.43
8,600498.SH,烽火通信,2001-08-30,—,—,通信网络设备及器件,39.07,75.51,64.56,3.19,0.4,530.64,30.28,32.02,-19.3,-19.73
9,002296.SZ,辉煌科技,2009-10-14,—,—,通信网络设备及器件,13.0,18.45,16.73,2.11,1.54,50.65,20.94,19.5,21.81,21.34
10,301314.SZ,科瑞思,2023-04-04,—,—,通信网络设备及器件,50.21,155.0,185.88,2.65,0.4,27.74,-22.19,-46.4,2.88,6.11
11,300620.SZ,光库科技,2017-03-17,—,—,通信网络设备及器件,160.69,597.78,316.57,19.28,0.06,400.41,106.61,70.96,35.11,41.58
12,301419.SZ,阿莱德,2023-02-16,—,—,通信网络设备及器件,34.2,89.64,58.31,4.32,1.22,41.04,89.0,97.24,25.11,30.51
13,300710.SZ,万隆光电,2017-10-26,—,—,通信网络设备及器件,30.17,,,6.49,,30.02,-177.62,-260.29,-23.52,-28.55
14,688313.SH,仕佳光子,2023-09-25,—,—,通信网络设备及器件,79.15,550.95,108.92,25.46,0.08,357.75,727.74,1712.0,113.96,121.12
15,300565.SZ,科信技术,2016-11-29,—,—,通信网络设备及器件,12.29,,,5.45,,30.69,46.43,52.27,24.05,51.08
16,002897.SZ,意华股份,2017-09-14,—,—,通信网络设备及器件,52.9,82.6,63.3,3.73,0.19,102.56,16.33,-6.84,4.62,-3.99
17,002194.SZ,武汉凡谷,2007-12-14,—,—,通信网络设备及器件,12.64,162.2,,3.48,0.55,86.37,-121.99,-94.07,-3.09,6.25
18,300308.SZ,中际旭创,2012-04-17,—,—,通信网络设备及器件,561.99,120.75,73.03,24.07,0.16,6244.37,90.05,69.4,44.43,36.95
19,002796.SZ,世嘉科技,2022-08-01,—,—,通信网络设备及器件,42.01,115.08,814.0,12.38,,106.02,-281.65,-350.64,-4.49,-10.84
20,002902.SZ,铭普光磁,2017-10-13,—,—,通信网络设备及器件,20.43,,,5.69,,48.01,-7.27,7.78,-1.31,0.84
21,301577.SZ,美信科技,2024-01-31,—,—,通信网络设备及器件,61.6,85.96,97.2,3.64,0.48,27.74,-24.67,-7.64,3.06,2.98
22,002792.SZ,通宇通讯,2016-04-05,—,—,通信网络设备及器件,51.25,648.7,1769.89,9.64,0.05,268.47,-50.91,-8.9,-3.34,-2.55
23,300570.SZ,太辰光,2016-12-13,—,—,通信网络设备及器件,116.52,101.3,70.43,15.94,0.69,264.65,78.55,118.02,32.58,62.49
24,603421.SH,鼎信通讯,2016-10-18,—,—,通信网络设备及器件,7.66,,,1.78,,49.96,-1082.52,-350.52,-52.71,-50.99
25,300098.SZ,高新兴,2024-07-31,—,—,通信网络设备及器件,6.14,,,3.93,,106.7,238.18,683.1,39.02,36.24
26,300394.SZ,天孚通信,2015-03-03,—,—,通信网络设备及器件,251.9,145.76,106.87,40.15,0.34,1958.31,50.07,37.46,63.63,57.84
27,002583.SZ,海能达,2011-06-03,—,—,通信网络设备及器件,10.89,,,7.75,,198.05,-26.0,-42.37,-10.26,-17.5
28,688182.SH,灿勤科技,2023-09-25,—,—,通信网络设备及器件,32.9,227.7,140.02,5.88,0.23,131.6,72.33,51.94,82.47,52.76
29,300698.SZ,万马科技,2017-09-07,—,—,通信网络设备及器件,40.1,130.08,125.65,10.44,,53.73,4.67,3.06,44.51,50.91
30,300134.SZ,大富科技,2010-11-02,—,—,通信网络设备及器件,11.66,,,2.35,,89.49,24.35,15.07,1.95,2.86
31,688618.SH,三旺通信,2023-09-25,—,—,通信网络设备及器件,30.88,103.66,98.87,3.88,0.52,34.03,4.78,-36.72,7.2,10.05
32,301307.SZ,美利信,2023-05-04,—,—,通信网络设备及器件,34.27,,,2.53,,72.17,-347.98,-468.13,8.93,12.41
33,002281.SZ,光迅科技,2009-08-28,—,—,通信网络设备及器件,66.33,80.91,58.4,5.47,0.39,535.07,54.95,78.98,58.65,68.59
34,002396.SZ,星网锐捷,2010-06-30,—,—,通信网络设备及器件,27.22,39.4,32.79,2.31,0.92,159.43,31.06,69.32,19.2,21.76
35,688205.SH,德科立,2023-09-25,—,—,通信网络设备及器件,173.76,273.79,427.92,12.15,0.19,275.04,-47.43,-48.17,8.59,5.93
