序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300224.SZ,正海磁材,2011-06-08,—,—,磁性材料,16.43,165.6,116.67,3.02,1.09,152.91,20.46,-24.39,30.54,20.42
2,301141.SZ,中科磁业,2023-04-11,—,—,磁性材料,58.19,435.82,182.54,5.65,0.17,72.17,214.28,271.78,42.91,38.46
3,000970.SZ,中科三环,2010-06-02,—,—,磁性材料,13.44,1360.73,113.16,2.51,0.15,163.39,314.8,160.82,-2.65,-11.17
4,600366.SH,宁波韵升,2010-06-02,—,—,磁性材料,13.35,154.32,48.61,2.4,0.37,146.72,299.04,179.83,7.03,1.85
5,300811.SZ,铂科新材,2020-01-07,—,—,磁性材料,74.4,57.39,56.32,7.44,0.27,215.61,2.48,3.28,6.03,8.11
6,300127.SZ,银河磁体,2010-10-21,—,—,磁性材料,33.52,73.59,60.66,7.31,1.04,108.32,27.55,7.26,3.98,-2.01
7,300835.SZ,龙磁科技,2020-06-01,—,—,磁性材料,76.77,82.43,63.15,7.67,0.25,91.55,34.1,31.82,11.43,6.36
8,688786.SH,悦安新材,2023-09-25,—,—,磁性材料,30.4,62.19,57.99,5.86,0.69,43.72,9.04,3.54,3.19,-0.76
9,300748.SZ,金力永磁,2018-10-08,—,—,磁性材料,34.71,164.05,78.32,7.06,0.86,477.47,161.81,154.81,7.16,4.33
10,301622.SZ,英思特,2024-12-11,—,—,磁性材料,65.3,42.7,46.65,4.85,0.61,75.7,-10.9,38.32,20.94,22.39
11,000795.SZ,英洛华,2008-06-03,—,—,磁性材料,9.83,45.0,46.06,4.29,2.58,111.44,-3.16,0.52,-9.87,-14.73
12,603072.SH,天和磁材,2025-01-10,—,—,磁性材料,40.97,79.56,72.49,5.06,0.37,108.28,12.46,-18.48,-16.86,-25.8
13,301323.SZ,新莱福,2023-06-13,—,—,磁性材料,53.35,38.78,39.44,2.6,1.1,56.33,-2.25,-8.94,8.7,8.27
14,688077.SH,大地熊,2023-09-25,—,—,磁性材料,31.66,113.71,77.75,3.34,0.61,36.24,51.85,27.11,21.99,13.41
