序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600872.SH,中炬高新,2011-10-10,—,—,调味发酵品Ⅲ,18.84,16.42,21.05,2.58,2.22,146.67,-34.07,-26.56,-20.01,-18.58
2,603755.SH,日辰股份,2019-09-04,—,—,调味发酵品Ⅲ,35.97,55.55,48.1,4.93,1.37,35.47,18.16,22.64,15.69,8.63
3,600298.SH,安琪酵母,2021-12-13,—,—,调味发酵品Ⅲ,44.29,29.02,25.84,3.32,1.24,384.43,17.13,15.66,8.01,10.1
4,002495.SZ,佳隆股份,2011-10-10,—,—,调味发酵品Ⅲ,2.79,105.7,130.92,2.38,0.28,26.1,-29.92,15.28,-4.48,1.59
5,603288.SH,海天味业,2014-02-18,—,—,调味发酵品Ⅲ,37.96,35.01,32.42,5.62,2.95,2221.35,10.54,13.35,6.02,7.59
6,603696.SH,安记食品,2015-12-16,—,—,调味发酵品Ⅲ,21.36,131.06,124.84,8.66,0.42,50.24,8.95,58.61,3.0,8.54
7,300908.SZ,仲景食品,2020-11-30,—,—,调味发酵品Ⅲ,29.71,24.73,24.08,2.46,2.69,43.38,3.18,0.29,-1.56,-2.5
8,603027.SH,千禾味业,2016-03-14,—,—,调味发酵品Ⅲ,11.11,28.81,35.07,4.49,4.15,148.11,-26.13,-30.81,-13.17,-17.07
9,603170.SH,宝立食品,2022-07-22,—,—,调味发酵品Ⅲ,14.85,25.47,23.61,4.21,2.63,59.4,10.59,7.53,10.5,8.39
10,600186.SH,莲花控股,2020-01-22,—,—,调味发酵品Ⅲ,5.87,51.96,36.26,5.52,,105.26,53.09,60.01,28.74,32.68
11,600305.SH,恒顺醋业,2011-10-10,—,—,调味发酵品Ⅲ,8.27,71.86,61.44,2.72,1.21,91.51,17.98,18.07,6.3,12.03
12,002507.SZ,涪陵榨菜,2021-12-13,—,—,调味发酵品Ⅲ,13.56,19.57,19.52,1.81,4.57,156.47,0.33,-1.66,1.84,0.51
13,603317.SH,天味食品,2019-04-23,—,—,调味发酵品Ⅲ,14.51,24.73,26.44,3.52,3.78,154.49,-9.3,-23.01,1.98,-5.24
14,002650.SZ,ST加加,2012-01-13,—,—,调味发酵品Ⅲ,6.31,,,4.23,,69.86,73.34,128.64,-2.65,-7.07
