序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688017.SH,绿的谐波,2023-09-25,—,—,机器人,205.12,669.5,413.23,10.73,0.05,376.05,59.21,45.87,47.36,45.82
2,300607.SZ,拓斯达,2017-02-16,—,—,机器人,29.52,,,4.94,,140.8,446.75,-19.75,-24.49,-36.98
3,688090.SH,瑞松科技,2023-09-25,—,—,机器人,51.8,563.51,7384.25,7.14,0.15,63.39,-244.03,-144.54,-12.07,-9.82
4,688255.SH,凯尔达,2023-09-25,—,—,机器人,33.94,119.35,253.17,3.52,0.84,37.29,-56.42,-89.94,11.72,-1.81
5,301112.SZ,信邦智能,2022-07-06,—,—,机器人,36.65,816.3,,3.34,0.27,40.41,-58.28,149.71,-31.87,23.3
6,002979.SZ,雷赛智能,2020-04-15,—,—,机器人,38.95,61.04,56.56,7.45,0.8,122.36,11.01,2.22,12.57,8.28
7,688290.SH,景业智能,2023-09-25,—,—,机器人,52.46,142.58,330.85,4.26,0.22,53.61,-303.02,-55.3,-11.17,16.15
8,688218.SH,江苏北人,2023-09-25,—,—,机器人,21.35,56.02,618.92,2.84,0.87,25.32,-563.38,-234.24,-1.78,-28.25
9,603416.SH,信捷电气,2016-12-28,—,—,机器人,54.78,37.66,36.72,3.39,2.66,86.08,3.39,0.39,14.16,10.01
10,300276.SZ,三丰智能,2011-11-22,—,—,机器人,8.52,408.59,245.57,6.02,,119.37,104.84,139.05,-21.22,-11.7
11,300024.SZ,机器人,2009-11-06,—,—,机器人,17.11,,,6.24,,267.88,-59.96,-54.32,-8.73,-0.07
12,600215.SH,派斯林,2022-08-01,—,—,机器人,7.66,54.32,,1.74,0.2,35.0,-198.57,-150.82,-52.31,-51.65
13,688165.SH,埃夫特-U,2023-09-25,—,—,机器人,,,,,,,-89.97,-83.12,-31.03,-25.2
14,002698.SZ,博实股份,2012-09-18,—,—,机器人,16.06,31.33,33.27,4.14,1.56,164.22,-6.71,1.71,-1.04,-6.2
15,002747.SZ,埃斯顿,2015-03-27,—,—,机器人,23.41,,,10.51,,203.91,143.48,109.1,12.97,17.5
16,603666.SH,亿嘉和,2018-06-20,—,—,机器人,30.89,,,3.0,,63.49,47.26,76.73,-11.24,88.8
17,301199.SZ,迈赫股份,2021-12-14,—,—,机器人,24.05,52.12,38.2,2.35,0.59,44.9,46.87,67.04,-4.78,-5.65
