序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301190.SZ,善水科技,2024-07-31,—,—,其他化学原料,22.75,92.21,69.89,2.5,0.63,48.83,25.13,-11.77,33.78,23.08
2,600423.SH,柳化股份,2024-07-31,—,—,其他化学原料,3.86,102.17,503.11,5.51,,30.83,-77.44,-78.01,-13.48,-7.45
3,300082.SZ,奥克股份,2021-12-13,—,—,其他化学原料,9.56,,,2.38,,65.02,95.09,101.29,4.93,11.21
4,603113.SH,金能科技,2024-05-22,—,—,其他化学原料,6.97,,,0.73,5.09,59.14,-141.22,161.43,4.47,24.13
5,600610.SH,中毅达,2021-12-13,—,—,其他化学原料,11.82,,274.65,111.56,,126.62,399.07,351.33,-6.07,-11.24
6,301118.SZ,恒光股份,2021-11-25,—,—,其他化学原料,26.07,,,2.14,0.48,28.73,96.92,132.51,29.22,28.7
7,002109.SZ,兴化股份,2021-12-13,—,—,其他化学原料,4.14,,,1.3,,52.84,-36.89,25.77,-17.02,-7.18
8,002648.SZ,卫星化学,2022-08-01,—,—,其他化学原料,22.2,12.32,12.19,2.33,2.24,747.84,1.69,33.44,7.73,20.93
9,603938.SH,三孚股份,2022-08-01,—,—,其他化学原料,24.81,148.84,122.68,3.82,0.07,94.93,26.92,-5.6,15.2,11.18
10,300927.SZ,江天化学,2021-01-14,—,—,其他化学原料,32.85,15.93,17.44,4.93,0.27,47.42,-75.84,-98.97,112.58,113.64
11,000691.SZ,*ST亚太,2026-01-06,—,—,其他化学原料,8.66,,,,,41.99,-81.39,-67.13,1.2,-8.88
12,001217.SZ,华尔泰,2021-10-13,—,—,其他化学原料,12.79,48.38,144.11,1.89,0.78,42.45,-72.61,-58.75,26.07,21.68
13,600955.SH,维远股份,2021-09-24,—,—,其他化学原料,18.87,183.4,,1.23,0.16,103.78,-304.14,-568.79,-6.4,1.82
14,301069.SZ,凯盛新材,2021-10-11,—,—,其他化学原料,24.22,196.04,91.85,4.99,0.38,109.76,121.56,63.83,11.22,7.66
