序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001386.SZ,马可波罗,2025-10-29,—,—,瓷砖地板,26.58,23.94,25.37,2.66,1.13,317.61,-6.57,-7.9,-10.2,-11.82
2,301356.SZ,天振股份,2022-11-21,—,—,瓷砖地板,22.36,,53.43,1.61,,48.3,301.08,250.49,125.08,153.97
3,002631.SZ,德尔未来,2025-08-13,—,—,瓷砖地板,5.81,,,2.12,,46.32,-5733.26,-138.43,-26.35,-23.14
4,603221.SH,爱丽家居,2020-03-30,—,—,瓷砖地板,13.21,23.42,48.99,2.01,1.36,32.3,-76.94,-61.11,-11.94,-16.62
5,003011.SZ,海象新材,2020-10-15,—,—,瓷砖地板,25.1,51.44,18.56,1.82,2.37,25.77,5439.87,1099.05,-9.68,-12.1
6,000910.SZ,大亚圣象,1999-12-30,—,—,瓷砖地板,7.69,30.28,53.88,0.63,2.47,42.09,-45.42,-43.89,-9.77,-11.84
7,002162.SZ,悦心健康,2007-08-30,—,—,瓷砖地板,5.26,,,5.89,,48.38,109.33,-27.21,-13.23,-12.63
8,003012.SZ,东鹏控股,2020-10-26,—,—,瓷砖地板,7.53,26.52,23.62,1.14,3.23,87.12,13.09,3.85,-3.9,-5.18
9,002798.SZ,帝欧水华,2016-06-01,—,—,瓷砖地板,6.67,,,1.8,,34.24,-0.45,-53.13,-14.04,-15.35
10,002918.SZ,蒙娜丽莎,2017-12-26,—,—,瓷砖地板,16.31,53.36,102.66,2.03,1.23,66.68,-42.71,-106.86,-16.66,-17.96
11,603226.SH,菲林格尔,2017-06-22,—,—,瓷砖地板,28.92,,,11.32,,102.81,-41.34,-78.96,-3.02,13.83
12,301588.SZ,美新科技,2024-03-20,—,—,瓷砖地板,24.36,49.47,63.7,3.1,0.57,28.96,-31.53,-33.34,4.39,2.36
13,603725.SH,天安新材,2024-07-31,—,—,瓷砖地板,10.3,31.09,26.55,3.8,0.96,31.4,21.47,16.59,3.47,3.97
