序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002227.SZ,奥特迅,2022-08-01,—,—,其他电源设备Ⅲ,9.86,,,2.56,,24.43,-111.54,-65.98,-17.04,-9.49
2,300491.SZ,通合科技,2021-12-13,—,—,其他电源设备Ⅲ,27.22,199.74,203.65,4.06,0.25,47.82,-2.2,-23.39,32.4,27.53
3,301516.SZ,中远通,2023-12-15,—,—,其他电源设备Ⅲ,16.39,,,3.56,,46.01,-62.62,-6.6,-1.26,-7.38
4,688551.SH,科威尔,2023-09-25,—,—,其他电源设备Ⅲ,38.01,65.15,65.21,2.45,1.04,31.96,-0.09,-25.92,-1.97,-11.62
5,688719.SH,爱科赛博,2023-10-13,—,—,其他电源设备Ⅲ,46.31,73.07,,3.15,0.35,53.43,-226.8,-152.9,-1.65,7.92
6,002951.SZ,金时科技,2025-08-13,—,—,其他电源设备Ⅲ,14.63,,848.61,3.53,3.38,59.25,24.81,48.44,355.89,548.91
7,300376.SZ,易事特,2021-12-13,—,—,其他电源设备Ⅲ,6.67,82.07,200.5,2.32,0.31,155.29,-54.25,-31.34,6.52,2.3
8,301157.SZ,华塑科技,2023-03-16,—,—,其他电源设备Ⅲ,52.75,83.67,90.46,2.89,0.38,31.65,-12.98,-31.77,-7.26,-19.3
9,300693.SZ,盛弘股份,2021-12-13,—,—,其他电源设备Ⅲ,37.43,27.29,26.91,5.95,1.33,117.08,2.23,-12.91,5.78,-4.79
10,002335.SZ,科华数据,2021-12-13,—,—,其他电源设备Ⅲ,56.22,91.94,68.73,4.58,0.18,289.77,44.71,7.94,5.79,0.06
11,002851.SZ,麦格米特,2017-03-13,—,—,其他电源设备Ⅲ,117.6,148.35,272.3,10.25,0.04,646.98,-48.29,-44.82,15.05,16.52
12,300713.SZ,英可瑞,2021-12-13,—,—,其他电源设备Ⅲ,17.26,,,5.37,,27.4,10.33,11.2,78.04,66.77
13,300870.SZ,欧陆通,2020-08-31,—,—,其他电源设备Ⅲ,222.2,91.77,73.85,9.42,0.44,245.94,41.53,54.86,27.16,32.59
14,300593.SZ,新雷能,2021-12-13,—,—,其他电源设备Ⅲ,28.87,,,6.56,,156.62,34.71,-39.82,36.16,12.93
15,002518.SZ,科士达,2021-12-13,—,—,其他电源设备Ⅲ,51.26,75.71,61.77,6.41,0.45,298.45,24.93,16.49,23.93,14.35
16,600212.SH,绿能慧充,2023-07-06,—,—,其他电源设备Ⅲ,7.72,386.79,177.16,10.08,,54.36,511.14,-35.07,70.68,48.71
17,002366.SZ,融发核电,2022-12-23,—,—,其他电源设备Ⅲ,7.48,,,3.41,,155.65,-460.9,-1798.63,5.49,-19.63
18,002364.SZ,中恒电气,2021-12-13,—,—,其他电源设备Ⅲ,29.76,152.98,174.3,6.93,0.33,167.72,-15.59,-30.19,20.29,14.27
19,301590.SZ,优优绿能,2025-06-12,—,—,其他电源设备Ⅲ,195.0,32.03,44.13,4.21,0.61,82.0,-36.18,-24.78,-5.09,0.11
20,600405.SH,动力源,2021-12-13,—,—,其他电源设备Ⅲ,5.3,,,15.67,,32.48,0.95,12.44,-34.64,-30.85
21,600482.SH,中国动力,2022-08-01,—,—,其他电源设备Ⅲ,27.46,44.49,33.35,1.55,0.97,618.84,62.5,93.35,11.88,11.22
22,688411.SH,海博思创,2025-02-11,—,—,其他电源设备Ⅲ,221.34,61.53,41.65,8.9,0.5,398.62,98.65,12.05,52.23,22.66
23,300153.SZ,科泰电源,2019-07-08,—,—,其他电源设备Ⅲ,32.43,296.5,215.57,11.42,,103.78,52.49,35.52,64.6,49.51
24,300820.SZ,英杰电气,2021-12-13,—,—,其他电源设备Ⅲ,59.78,41.17,62.47,5.24,0.66,132.88,-36.31,-32.71,-13.49,-9.42
