序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600316.SH,洪都航空,2014-02-21,—,—,航空装备Ⅲ,45.9,838.91,892.24,6.13,0.04,329.16,-16.49,25.48,3.41,11.79
2,688070.SH,纵横股份,2023-09-25,—,—,航空装备Ⅲ,58.18,,,8.46,,50.95,62.93,31.47,57.01,61.72
3,300424.SZ,航新科技,2015-04-29,—,—,航空装备Ⅲ,18.89,,,6.1,,46.36,-7.31,3.51,2.77,0.95
4,603261.SH,*ST立航,2022-03-22,—,—,航空装备Ⅲ,29.51,,,3.44,,22.87,-30.75,-83.72,-3.32,-49.72
5,300395.SZ,菲利华,2021-12-13,—,—,航空装备Ⅲ,89.69,149.08,113.34,10.29,0.14,468.42,42.23,28.72,5.17,-0.77
6,300777.SZ,中简科技,2021-12-13,—,—,航空装备Ⅲ,43.7,53.96,46.31,4.3,0.5,192.15,25.45,99.15,28.46,59.46
7,000738.SZ,航发控制,2014-02-21,—,—,航空装备Ⅲ,27.93,48.96,70.33,2.93,0.62,367.33,-36.25,-34.32,-5.75,-2.5
8,002651.SZ,利君股份,2022-08-01,—,—,航空装备Ⅲ,10.88,93.62,130.45,4.01,0.55,112.44,-28.01,-31.72,-11.36,-8.91
9,600038.SH,中直股份,2014-02-21,—,—,航空装备Ⅲ,37.69,55.59,54.09,1.79,0.54,309.02,4.32,-5.12,-13.02,25.28
10,688281.SH,华秦科技,2023-09-25,—,—,航空装备Ⅲ,96.04,63.24,75.34,5.62,0.52,261.78,-21.48,-32.45,8.63,6.44
11,300900.SZ,广联航空,2020-11-05,—,—,航空装备Ⅲ,39.83,,,8.93,,119.13,-66.11,36.97,17.2,26.64
12,688237.SH,超卓航科,2023-09-25,—,—,航空装备Ⅲ,47.61,328.8,1033.44,3.52,0.7,42.7,-44.28,-71.51,0.74,-9.32
13,000561.SZ,烽火电子,2019-07-08,—,—,航空装备Ⅲ,11.37,,,3.11,,98.24,-257.86,-212.7,-18.3,-26.67
14,002625.SZ,光启技术,2021-12-13,—,—,航空装备Ⅲ,46.09,152.32,137.78,10.41,,993.05,12.81,6.75,25.75,10.7
15,600862.SH,中航高科,2016-07-01,—,—,航空装备Ⅲ,25.81,31.19,34.34,4.82,0.96,359.55,-11.59,0.24,-1.56,7.87
16,300581.SZ,晨曦航空,2017-07-03,—,—,航空装备Ⅲ,15.76,,,9.07,,86.7,-76.22,-42.84,-26.1,108.92
17,600893.SH,航发动力,2014-02-21,—,—,航空装备Ⅲ,49.94,154.74,549.87,3.35,0.19,1331.2,-85.13,-84.57,-11.73,-23.99
18,301586.SZ,佳力奇,2024-09-04,—,—,航空装备Ⅲ,50.12,41.42,64.7,3.26,0.4,41.59,-45.97,-38.7,29.47,60.02
19,300034.SZ,钢研高纳,2021-12-13,—,—,航空装备Ⅲ,21.52,68.97,123.99,4.5,0.46,171.51,-46.97,-64.52,10.69,5.07
20,605123.SH,派克新材,2020-09-01,—,—,航空装备Ⅲ,126.22,57.95,60.11,3.35,0.6,152.94,-3.84,6.19,8.04,8.08
21,688685.SH,迈信林,2023-09-25,—,—,航空装备Ⅲ,48.9,157.68,109.51,8.5,0.32,71.81,55.17,42.76,48.42,54.51
22,688563.SH,航材股份,2023-09-25,—,—,航空装备Ⅲ,73.23,56.71,60.45,3.16,0.73,329.54,-8.23,-9.92,-7.14,-9.87
23,000768.SZ,中航西飞,2014-02-21,—,—,航空装备Ⅲ,30.08,81.74,78.03,3.84,0.4,836.57,5.15,4.83,4.94,-4.49
24,300965.SZ,恒宇信通,2021-04-12,—,—,航空装备Ⅲ,60.81,136.44,109.8,3.0,0.95,36.49,33.71,96.47,23.35,8.36
25,688586.SH,江航装备,2023-09-25,—,—,航空装备Ⅲ,16.52,104.25,419.37,5.3,0.54,130.73,-68.97,-64.86,-19.51,-20.4
26,300775.SZ,三角防务,2019-05-28,—,—,航空装备Ⅲ,46.73,67.32,56.03,4.37,0.43,255.87,25.64,-17.47,-8.51,-24.8
27,600372.SH,中航机载,2014-02-21,—,—,航空装备Ⅲ,15.91,73.97,93.03,2.01,0.58,769.87,-17.73,-28.93,1.25,-2.59
28,600760.SH,中航沈飞,2018-07-16,—,—,航空装备Ⅲ,55.79,46.6,53.84,7.25,0.45,1581.7,-25.1,-29.78,-18.54,-32.35
29,600391.SH,航发科技,2014-02-21,—,—,航空装备Ⅲ,56.22,269.8,414.52,10.57,,185.6,-45.03,-33.22,17.8,-15.53
30,300699.SZ,光威复材,2021-12-13,—,—,航空装备Ⅲ,40.07,44.94,55.39,5.86,1.24,333.12,-32.55,-26.85,4.4,3.87
31,002933.SZ,新兴装备,2018-09-04,—,—,航空装备Ⅲ,35.87,222.73,135.47,2.75,0.06,42.09,71.84,52.51,-18.75,-10.82
32,002297.SZ,博云新材,2014-02-21,—,—,航空装备Ⅲ,12.92,,,3.52,,74.05,278.32,266.37,45.11,30.98
33,300719.SZ,安达维尔,2017-11-16,—,—,航空装备Ⅲ,18.94,348.23,528.81,4.64,0.21,48.15,-89.28,-183.18,22.21,9.2
34,002985.SZ,北摩高科,2020-05-11,—,—,航空装备Ⅲ,46.97,964.9,257.88,5.96,0.05,155.87,53.2,21.5,34.6,33.4
35,688287.SH,*ST观典,2023-09-25,—,—,航空装备Ⅲ,5.36,,,2.59,,19.86,-18.52,-29.39,0.69,-82.48
36,002389.SZ,航天彩虹,2019-07-08,—,—,航空装备Ⅲ,23.49,262.38,262.69,2.9,0.26,231.36,-1.67,-100.74,18.02,-20.43
37,688239.SH,航宇科技,2023-09-25,—,—,航空装备Ⅲ,67.7,68.43,69.0,6.55,0.25,129.06,-1.07,-12.76,7.4,-8.71
38,000697.SZ,ST炼石,2025-12-01,—,—,航空装备Ⅲ,8.79,,,,,122.72,15.78,24.18,5.76,3.59
39,688122.SH,西部超导,2023-09-25,—,—,航空装备Ⅲ,82.18,66.67,63.05,7.72,0.79,533.89,7.62,56.72,23.3,34.76
40,688510.SH,航亚科技,2023-09-25,—,—,航空装备Ⅲ,40.04,82.13,93.07,8.68,0.5,103.91,-16.04,-8.92,1.95,8.76
41,300696.SZ,爱乐达,2017-08-29,—,—,航空装备Ⅲ,32.29,,234.03,5.0,,94.66,350.81,158.64,75.75,65.82
42,002023.SZ,海特高新,2014-02-21,—,—,航空装备Ⅲ,11.94,124.8,69.12,2.02,,88.46,92.26,35.31,20.13,14.08
43,688297.SH,中无人机,2023-09-25,—,—,航空装备Ⅲ,48.76,,525.15,5.75,,329.13,140.89,182.76,319.01,61.27
44,600765.SH,中航重机,2019-07-08,—,—,航空装备Ⅲ,19.54,48.12,126.88,2.16,0.63,307.85,-39.72,-32.59,-6.59,-4.51
45,002111.SZ,威海广泰,2023-07-06,—,—,航空装备Ⅲ,11.1,79.13,81.49,2.0,1.56,59.05,-1.67,-22.41,10.75,10.91
46,688708.SH,佳驰科技,2024-12-12,—,—,航空装备Ⅲ,61.72,47.72,55.41,7.47,0.16,246.89,-22.39,-46.47,5.21,-24.33
