序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,300355.SZ,蒙草生态,2014-02-21,—,—,园林工程,3.96,179.55,106.33,1.48,0.1,63.53,48.73,97.98,38.04,19.4
2,002200.SZ,*ST交投,2025-12-15,—,—,园林工程,6.88,,,,,31.04,-132.87,-317.07,-29.18,-60.61
3,603007.SH,*ST花王,2024-12-27,—,—,园林工程,5.82,,,10.34,,51.49,55.73,42.22,171.76,-44.5
4,300949.SZ,奥雅股份,2021-03-05,—,—,园林工程,43.42,,,3.92,,26.19,72.34,68.72,-8.61,-28.29
5,301098.SZ,金埔园林,2021-11-19,—,—,园林工程,9.51,74.57,,1.46,0.53,17.49,-706.71,-82.6,-13.67,-17.81
6,603955.SH,大千生态,2017-03-17,—,—,园林工程,28.87,134.49,,2.57,0.17,39.18,-340.89,-223.94,109.17,10.02
7,002663.SZ,普邦股份,2014-02-21,—,—,园林工程,2.04,,,1.49,,35.16,-74.36,-662.51,-2.86,-6.12
8,300649.SZ,杭州园林,2017-05-12,—,—,园林工程,14.98,,,3.97,0.33,19.84,142.43,51.8,-36.63,-34.1
9,002431.SZ,棕榈股份,2014-02-21,—,—,园林工程,2.66,,,4.3,,47.94,12.27,24.73,-18.01,2.77
10,603359.SH,东珠生态,2017-09-08,—,—,园林工程,6.8,,,1.15,,30.33,-331.0,-173.44,-29.78,-23.04
11,605303.SH,园林股份,2021-03-08,—,—,园林工程,17.83,,,3.13,,28.75,-65.99,-23.19,-33.4,-10.61
12,002310.SZ,东方新能,2024-12-31,—,—,园林工程,2.31,,,9.02,,138.58,99.91,99.87,-77.18,-88.1
13,002717.SZ,ST岭南,2014-02-26,—,—,园林工程,1.65,,,3.5,,30.03,23.34,50.02,-68.75,-70.79
14,603778.SH,国晟科技,2016-03-15,—,—,园林工程,16.8,,,15.16,,110.32,0.87,11.97,-57.79,-11.0
15,300948.SZ,冠中生态,2021-03-04,—,—,园林工程,19.8,,,3.27,,31.48,-6.96,-137.2,-25.23,-52.33
16,002775.SZ,文科股份,2015-07-06,—,—,园林工程,4.32,,,7.74,,27.49,113.07,24.94,-18.34,-29.48
17,300536.SZ,农尚环境,2016-09-27,—,—,园林工程,9.04,,,5.92,,26.51,-45.51,-654.92,-56.73,-71.91
18,001267.SZ,汇绿生态,2021-11-24,—,—,园林工程,25.93,311.77,224.32,12.83,0.19,203.59,96.96,189.5,206.15,158.98
19,300197.SZ,节能铁汉,2014-02-21,—,—,园林工程,1.78,,,5.38,,52.78,-38.61,-41.89,-37.09,-20.9
20,603316.SH,诚邦股份,2017-06-26,—,—,园林工程,13.8,,,5.68,,36.47,56.61,-96.26,122.34,112.15
21,000010.SZ,美丽生态,2015-07-01,—,—,园林工程,3.76,245.31,95.74,13.24,,43.23,46.32,50.82,20.03,91.6
