序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600160.SH,巨化股份,2011-10-10,—,—,氟化工,37.71,51.95,25.77,5.1,1.09,1018.07,160.22,146.97,13.89,10.36
2,603505.SH,金石资源,2021-12-13,—,—,氟化工,19.03,62.32,66.11,9.18,0.55,160.17,-5.88,-24.74,50.73,54.24
3,605020.SH,永和股份,2021-07-16,—,—,氟化工,27.1,55.08,24.11,2.45,0.85,138.43,220.39,140.82,12.04,12.39
4,002407.SZ,多氟多,2011-10-10,—,—,氟化工,28.04,,,4.04,0.69,333.8,407.74,-16.55,-2.75,-6.65
5,002326.SZ,永太科技,2011-10-10,—,—,氟化工,26.15,,,8.88,,241.92,136.23,56.17,20.65,21.97
6,300343.SZ,ST联创,2023-07-06,—,—,氟化工,6.14,300.22,119.1,3.41,,65.63,198.11,191.96,4.48,12.83
7,603379.SH,三美股份,2019-04-10,—,—,氟化工,67.85,53.2,22.9,5.58,1.13,414.21,183.66,159.22,45.72,38.58
8,002915.SZ,中欣氟材,2017-12-12,—,—,氟化工,22.24,,,5.54,,72.38,118.2,123.4,12.72,19.81
9,600378.SH,昊华科技,2021-12-13,—,—,氟化工,35.45,43.4,31.89,2.54,0.81,457.3,44.57,20.85,20.5,19.45
10,603310.SH,巍华新材,2024-08-21,—,—,氟化工,17.13,23.33,33.18,1.49,1.75,59.16,-40.96,-52.91,-15.18,-30.71
