序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600278.SH,东方创业,2000-07-12,—,—,贸易Ⅲ,8.68,35.0,36.32,0.99,1.19,75.68,-4.19,-10.48,1.67,-5.05
2,600608.SH,*ST沪科,2018-07-16,—,—,贸易Ⅲ,3.62,,,30.61,,11.9,448.84,-95.81,-63.7,-65.0
3,002183.SZ,怡亚通,2024-07-31,—,—,贸易Ⅲ,5.21,127.82,169.59,1.46,0.19,135.3,-42.56,-20.84,-10.57,-11.5
4,600710.SH,苏美达,2018-07-16,—,—,贸易Ⅲ,12.3,14.0,11.86,1.89,3.0,160.73,10.03,12.62,0.52,-1.52
5,601061.SH,中信金属,2023-04-17,—,—,贸易Ⅲ,14.15,30.98,24.35,3.01,2.03,693.35,35.47,30.9,8.84,-0.92
6,600287.SH,苏豪时尚,2000-09-01,—,—,贸易Ⅲ,6.01,53.66,105.66,1.14,,26.25,-42.08,-17.36,-20.12,-17.64
7,600981.SH,苏豪汇鸿,2004-06-30,—,—,贸易Ⅲ,3.44,262.81,46.79,1.52,0.29,77.14,170.47,134.12,4.41,4.4
8,600058.SH,五矿发展,1997-05-28,—,—,贸易Ⅲ,12.92,110.22,134.03,2.77,,138.49,-16.37,112.28,-20.42,-22.19
9,000151.SZ,中成股份,2010-10-11,—,—,贸易Ⅲ,13.6,,,13.78,,45.88,80.14,46.48,-9.69,-22.22
10,002072.SZ,凯瑞德,2023-07-06,—,—,贸易Ⅲ,7.64,,,92.7,,28.09,-734.07,-542.81,-23.78,-20.99
11,002091.SZ,江苏国泰,2007-07-03,—,—,贸易Ⅲ,8.67,12.76,12.24,0.91,5.42,141.12,5.37,10.85,2.06,5.48
12,600128.SH,苏豪弘业,2021-12-13,—,—,贸易Ⅲ,11.73,88.36,63.24,1.36,0.84,29.52,36.42,34.72,10.77,10.73
13,600250.SH,南京商旅,2001-03-06,—,—,贸易Ⅲ,11.58,78.81,140.92,5.76,,35.97,-51.46,-71.25,-8.07,-9.94
