序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600229.SH,城市传媒,2000-03-16,—,—,大众出版,6.87,53.49,,1.43,1.02,45.39,-76.22,-74.35,-16.02,-21.4
2,601801.SH,皖新传媒,2010-01-25,—,—,大众出版,6.92,19.22,15.96,1.13,2.89,135.49,17.71,17.19,-17.83,-11.9
3,603999.SH,读者传媒,2015-12-17,—,—,大众出版,8.03,74.29,65.84,2.26,0.41,46.25,11.15,12.67,-14.69,-23.73
4,600825.SH,新华传媒,1999-12-30,—,—,大众出版,6.9,178.2,166.63,2.94,0.17,72.1,28.68,9.29,2.33,2.45
5,603096.SH,新经典,2017-05-03,—,—,大众出版,19.18,23.36,43.84,1.59,4.17,29.58,-46.59,-48.5,-25.65,-30.54
6,000719.SZ,中原传媒,2011-12-05,—,—,大众出版,13.27,13.18,10.06,1.11,4.52,135.78,46.94,50.39,-1.17,1.0
7,601949.SH,中国出版,2017-08-28,—,—,大众出版,7.18,21.23,24.02,1.42,1.42,136.7,-23.91,-14.89,-15.28,-14.94
8,300364.SZ,中文在线,2015-01-28,—,—,大众出版,30.77,,,47.41,,224.16,-176.64,-50.84,25.12,20.4
9,301052.SZ,果麦文化,2021-09-06,—,—,大众出版,38.62,93.6,120.71,5.3,0.14,38.22,-43.18,80.38,26.51,29.75
10,600551.SH,时代出版,2002-09-12,—,—,大众出版,8.64,14.66,14.1,1.01,4.63,58.58,6.05,21.76,-12.49,-16.2
11,603230.SH,内蒙新华,2023-07-06,—,—,大众出版,12.9,13.49,18.68,1.63,3.72,45.6,-31.8,3.17,-7.06,-0.0
12,601858.SH,中国科传,2017-01-25,—,—,大众出版,20.61,37.63,31.01,2.97,1.33,162.92,42.41,35.76,2.92,2.38
13,002181.SZ,粤传媒,2007-11-23,—,—,大众出版,12.22,473.03,76.98,3.33,0.56,141.88,405.74,318.04,2.19,4.6
14,600373.SH,中文传媒,2002-03-11,—,—,大众出版,9.33,16.89,30.23,0.72,4.44,125.71,-49.06,-56.75,-26.54,-35.56
15,000793.SZ,ST华闻,1999-12-30,—,—,大众出版,2.69,,,46.91,,53.73,3.34,-26.09,1.32,-22.53
16,301231.SZ,荣信文化,2022-09-16,—,—,大众出版,36.58,,,3.67,,30.87,79.61,117.71,27.83,33.47
17,601999.SH,出版传媒,2007-12-28,—,—,大众出版,7.66,41.3,31.19,1.59,0.78,42.2,75.74,221.08,-5.9,-5.21
18,301025.SZ,读客文化,2021-07-26,—,—,大众出版,11.19,304.57,726.95,7.24,0.27,44.79,-56.72,-46.9,-12.19,-15.38
19,300788.SZ,中信出版,2019-07-25,—,—,大众出版,29.7,47.59,37.8,2.53,1.61,56.48,23.61,30.48,2.9,2.16
