序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,003004.SZ,*ST声迅,2020-12-03,—,—,安防设备,26.23,,,3.34,,21.47,86.59,58.5,31.21,27.51
2,301117.SZ,佳缘科技,2022-01-24,—,—,安防设备,55.21,623.08,361.37,5.46,0.03,71.31,46.43,-29.69,4.22,6.87
3,301182.SZ,凯旺科技,2024-07-31,—,—,安防设备,51.88,,,6.52,,49.71,-31.87,-73.75,17.55,10.7
4,688475.SH,萤石网络,2023-09-25,—,—,安防设备,30.52,47.69,42.42,4.15,1.15,240.34,12.68,7.38,8.33,9.45
5,300275.SZ,梅安森,2022-08-01,—,—,安防设备,12.49,69.2,78.7,4.07,0.24,38.47,-14.49,-10.8,-9.8,-4.16
6,301318.SZ,维海德,2022-08-17,—,—,安防设备,29.44,32.04,32.63,2.12,1.27,39.83,-2.54,24.69,15.1,38.37
7,301042.SZ,安联锐视,2021-08-12,—,—,安防设备,84.68,82.77,525.51,5.62,,59.04,-79.85,-73.29,-39.63,-34.97
8,002835.SZ,同为股份,2017-01-05,—,—,安防设备,17.09,18.71,21.96,3.05,1.87,37.51,-20.2,-6.46,-7.22,-6.14
9,300449.SZ,汉邦高科,2015-04-29,—,—,安防设备,7.3,,,9.08,,28.18,-110.64,-919.22,42.34,52.56
10,300588.SZ,熙菱信息,2017-01-12,—,—,安防设备,25.7,,,17.96,,49.21,-58.12,-43.65,16.85,13.03
11,300884.SZ,狄耐克,2020-11-19,—,—,安防设备,15.65,,,3.14,,39.73,-109.1,-108.58,-11.29,-14.53
12,605118.SH,力鼎光电,2020-08-06,—,—,安防设备,42.81,100.43,63.9,11.82,1.42,176.09,86.62,64.73,35.63,26.38
13,688619.SH,罗普特,2023-09-25,—,—,安防设备,14.09,,,3.27,,26.13,0.88,4.12,28.54,81.38
14,688489.SH,三未信安,2023-09-25,—,—,安防设备,42.04,114.99,,2.65,0.26,48.43,-376.63,-314.35,15.76,15.19
15,300691.SZ,联合光电,2017-08-18,—,—,安防设备,17.17,119.79,,2.87,0.47,46.2,-168.14,-171.59,8.11,5.55
16,301330.SZ,熵基科技,2022-08-24,—,—,安防设备,37.82,48.63,46.7,2.62,1.1,89.01,6.24,18.56,-0.68,2.9
17,002415.SZ,海康威视,2010-06-04,—,—,安防设备,32.5,24.87,20.99,3.57,3.39,2978.58,14.94,11.71,1.18,1.48
18,300790.SZ,宇瞳光学,2019-09-27,—,—,安防设备,26.32,53.64,41.34,3.83,0.57,98.47,40.99,27.19,18.49,13.38
19,300270.SZ,中威电子,2011-10-19,—,—,安防设备,11.21,,,6.02,,33.94,14.0,-1.23,-34.47,-44.13
20,603508.SH,思维列控,2015-12-31,—,—,安防设备,26.31,18.29,16.25,2.61,12.5,100.31,20.98,59.76,5.25,23.35
21,688307.SH,中润光学,2023-09-25,—,—,安防设备,46.84,77.83,75.06,4.75,0.95,41.58,5.23,0.98,43.53,29.73
22,002236.SZ,大华股份,2008-05-27,—,—,安防设备,18.58,21.02,15.84,1.62,3.44,610.68,38.92,36.8,2.06,2.12
23,300155.SZ,安居宝,2011-01-14,—,—,安防设备,5.45,,,2.5,,30.59,-56.06,-31.27,-30.48,-25.95
24,002528.SZ,ST英飞拓,2010-12-31,—,—,安防设备,2.59,,,30.68,,31.05,3.08,86.16,-50.28,-54.2
