序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,301522.SZ,上大股份,2024-10-23,—,—,其他金属新材料,39.61,91.16,129.85,7.79,0.3,147.3,-38.6,-34.67,-4.1,-6.48
2,688102.SH,XD斯瑞新,2023-09-25,—,—,其他金属新材料,39.61,268.87,213.63,17.03,0.2,307.16,37.74,33.61,21.74,23.74
3,300963.SZ,中洲特材,2021-04-16,—,—,其他金属新材料,19.97,95.93,119.7,8.3,,91.59,-26.04,-31.04,-14.73,-16.96
4,603045.SH,福达合金,2018-05-24,—,—,其他金属新材料,26.11,77.5,59.37,3.47,0.23,35.36,33.52,-31.94,30.03,33.44
5,603978.SH,深圳新星,2017-08-14,—,—,其他金属新材料,25.02,,,3.49,,52.82,37.02,61.0,25.54,28.91
6,688456.SH,有研粉材,2023-09-25,—,—,其他金属新材料,59.47,103.81,87.21,4.94,0.34,61.65,28.0,21.68,20.8,18.29
7,600255.SH,鑫科材料,2021-12-13,—,—,其他金属新材料,3.73,108.04,159.95,4.65,,67.37,-50.84,-42.16,19.1,17.17
8,688190.SH,云路股份,2023-09-25,—,—,其他金属新材料,98.99,32.91,34.14,4.6,1.44,118.79,-4.96,1.51,5.03,8.28
9,603124.SH,江南新材,2025-03-27,—,—,其他金属新材料,91.8,75.89,64.93,7.45,0.4,133.79,21.95,7.38,18.34,17.4
10,000969.SZ,安泰科技,2011-10-10,—,—,其他金属新材料,23.66,66.74,79.17,4.39,0.85,248.55,-17.19,-33.23,-0.6,-5.29
11,300930.SZ,屹通新材,2021-01-28,—,—,其他金属新材料,31.17,61.18,55.2,3.4,0.32,31.17,13.82,-2.96,53.0,33.68
12,605158.SH,华达新材,2023-07-06,—,—,其他金属新材料,8.81,19.64,27.52,1.82,1.69,45.06,-49.45,-55.93,-3.83,-8.82
13,300855.SZ,图南股份,2020-07-30,—,—,其他金属新材料,40.02,59.28,119.68,8.03,0.62,158.29,-52.21,-51.41,-20.46,-18.16
14,000633.SZ,合金投资,2016-07-01,—,—,其他金属新材料,7.66,252.61,187.79,15.01,,29.5,124.87,44.12,54.61,73.46
15,688231.SH,隆达股份,2023-09-25,—,—,其他金属新材料,30.9,115.37,98.72,2.78,0.79,76.28,18.66,15.53,25.14,15.72
16,601137.SH,博威合金,2021-12-13,—,—,其他金属新材料,18.68,12.67,15.09,1.68,2.37,171.53,-19.76,6.05,6.07,15.21
