序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,001338.SZ,永顺泰,2022-11-23,—,—,其他农产品加工,12.67,21.23,19.11,1.71,2.37,63.57,15.12,0.96,-2.75,2.55
2,003030.SZ,祖名股份,2021-12-13,—,—,其他农产品加工,21.82,,142.67,2.67,0.68,27.23,366.76,-20.15,21.27,21.62
3,000911.SZ,广农糖业,2011-10-10,—,—,其他农产品加工,6.65,97.38,52.97,22.18,,26.62,83.92,-32.16,-18.81,-25.85
4,600737.SH,中粮糖业,2017-07-03,—,—,其他农产品加工,16.38,20.45,25.64,3.11,2.5,350.34,-29.86,-48.42,-10.6,-21.32
5,000930.SZ,中粮科技,2011-10-10,—,—,其他农产品加工,6.4,472.8,125.45,1.11,,118.81,724.42,74.44,-12.31,-11.09
6,002286.SZ,保龄宝,2011-10-10,—,—,其他农产品加工,10.53,36.05,27.81,1.82,0.57,40.07,32.58,33.66,15.98,18.02
7,002481.SZ,双塔食品,2021-12-13,—,—,其他农产品加工,5.16,67.28,96.28,2.6,0.58,63.66,-45.27,0.89,-10.45,6.18
8,300138.SZ,晨光生物,2011-10-10,—,—,其他农产品加工,13.53,69.5,19.5,1.96,0.96,65.36,385.3,115.33,-3.41,4.77
9,600191.SH,华资实业,2011-10-10,—,—,其他农产品加工,12.18,232.13,150.26,3.49,,59.06,31.94,-39.22,0.27,-11.37
10,300268.SZ,*ST佳沃,2011-10-11,—,—,其他农产品加工,12.39,,,,,21.58,35.18,-6.51,-44.55,-33.96
