序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,688638.SH,誉辰智能,2023-09-25,—,—,锂电专用设备,39.6,,,2.6,,22.18,-53.18,-21.27,17.45,7.05
2,300490.SZ,华自科技,2023-07-06,—,—,锂电专用设备,16.26,,,2.94,,64.82,-33.39,-282.94,7.88,-18.29
3,688155.SH,先惠技术,2023-09-25,—,—,锂电专用设备,97.58,55.32,51.35,5.73,0.61,123.38,9.17,17.44,5.11,8.59
4,300128.SZ,锦富技术,2024-07-31,—,—,锂电专用设备,6.96,,,13.67,,90.42,-4.31,0.36,27.78,20.83
5,300648.SZ,星云股份,2017-05-03,—,—,锂电专用设备,59.85,,,7.66,,104.31,26.08,78.16,6.23,-0.77
6,688499.SH,利元亨,2023-09-25,—,—,锂电专用设备,60.0,,,4.42,,101.24,109.14,119.33,4.37,-17.48
7,300619.SZ,金银河,2017-03-13,—,—,锂电专用设备,48.97,,,5.4,,85.21,220.37,-224.23,7.33,-17.7
8,300457.SZ,赢合科技,2015-05-21,—,—,锂电专用设备,28.28,36.26,58.96,2.82,0.41,182.46,-39.06,-19.84,4.72,-3.68
9,688573.SH,信宇人,2023-09-25,—,—,锂电专用设备,22.8,,,3.51,,22.29,-106.31,-70.96,-50.12,-45.57
10,301662.SZ,宏工科技,2025-04-24,—,—,锂电专用设备,197.5,76.04,125.61,10.95,0.51,158.0,-73.59,-15.7,-29.09,-19.32
11,688006.SH,杭可科技,2023-09-25,—,—,锂电专用设备,30.06,55.61,54.0,3.34,0.61,181.46,2.59,6.92,1.87,4.19
12,300173.SZ,ST福能,2022-08-01,—,—,锂电专用设备,4.54,40.09,59.01,3.45,,33.36,-394.19,-149.54,11.78,12.08
13,603032.SH,德新科技,2023-09-21,—,—,锂电专用设备,18.74,,,3.85,0.3,43.76,127.76,187.09,79.72,90.5
14,300450.SZ,先导智能,2015-05-25,—,—,锂电专用设备,57.18,313.01,103.66,7.03,0.1,895.53,94.97,61.19,14.56,14.92
15,688392.SH,骄成超声,2023-09-25,—,—,锂电专用设备,131.96,177.85,95.78,8.59,0.41,152.72,359.81,1005.12,27.53,32.5
16,300410.SZ,正业科技,2022-08-01,—,—,锂电专用设备,8.64,,,13.17,,31.72,120.19,121.61,13.66,7.71
17,301325.SZ,曼恩斯特,2023-05-19,—,—,锂电专用设备,53.6,251.23,,2.72,,77.13,-155.28,-132.66,-8.05,59.93
