序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,000902.SZ,新洋丰,2015-06-04,—,—,复合肥,16.47,15.72,13.11,1.79,1.82,206.65,23.43,28.98,8.96,11.63
2,002170.SZ,芭田股份,2011-10-10,—,—,复合肥,12.83,30.34,13.92,3.53,3.42,124.15,236.13,203.71,56.5,63.93
3,002539.SZ,云图控股,2011-10-10,—,—,复合肥,14.24,21.38,21.23,1.86,1.4,171.98,0.86,12.6,1.1,3.59
4,002538.SZ,司尔特,2011-10-10,—,—,复合肥,6.82,18.69,26.2,1.08,1.76,58.21,-37.89,-43.6,5.27,7.15
5,002470.SZ,金正大,2011-10-10,—,—,复合肥,1.99,109.56,,3.18,,65.39,-116.36,-146.5,14.44,4.81
6,603395.SH,红四方,2024-12-03,—,—,复合肥,30.78,85.9,294.69,5.72,0.37,80.03,-59.02,-47.1,-6.94,-8.18
7,002588.SZ,史丹利,2011-10-10,—,—,复合肥,10.66,14.86,12.57,1.68,2.86,122.79,22.71,18.9,17.91,12.66
8,002999.SZ,天禾股份,2020-09-10,—,—,复合肥,7.47,116.76,55.29,2.17,1.66,25.97,234.88,46.4,-8.57,-7.14
9,002758.SZ,浙农股份,2025-12-03,—,—,复合肥,10.18,13.89,12.07,1.1,2.89,52.81,35.8,23.16,7.66,4.44
10,300387.SZ,富邦科技,2021-12-13,—,—,复合肥,9.16,28.29,32.18,1.78,0.76,26.48,-12.29,-12.47,9.19,6.5
