序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,600958.SH,东方证券,2015-03-30,—,—,证券Ⅲ,10.34,26.22,17.03,1.13,2.11,878.55,54.76,64.02,39.38,38.87
2,601059.SH,信达证券,2023-02-08,—,—,证券Ⅲ,17.8,42.29,31.49,2.86,0.42,577.25,52.89,66.78,28.46,27.66
3,002500.SZ,山西证券,2010-11-23,—,—,证券Ⅲ,6.04,30.46,23.81,1.18,1.66,216.82,37.34,64.47,13.53,17.22
4,000728.SZ,国元证券,2017-04-20,—,—,证券Ⅲ,8.22,15.98,13.34,0.96,2.19,358.7,28.34,40.44,26.2,41.6
5,300059.SZ,东方财富,2020-07-24,—,—,证券Ⅲ,22.93,37.71,28.61,4.08,0.26,3623.87,50.57,37.27,13.41,3.61
6,601688.SH,华泰证券,2010-03-08,—,—,证券Ⅲ,22.39,13.17,12.99,1.18,2.32,2021.11,1.69,42.16,12.55,31.01
7,002797.SZ,第一创业,2016-05-18,—,—,证券Ⅲ,6.92,32.18,28.15,1.7,1.07,290.81,20.21,21.41,24.32,20.2
8,600906.SH,财达证券,2021-05-14,—,—,证券Ⅲ,6.85,32.38,22.67,1.82,1.9,222.28,79.5,55.64,21.52,13.39
9,002670.SZ,国盛证券,2017-07-03,—,—,证券Ⅲ,17.01,196.61,100.86,2.91,,329.16,191.21,369.91,-25.09,-1.81
10,601136.SH,首创证券,2022-12-29,—,—,证券Ⅲ,18.17,50.43,47.81,3.69,1.07,496.65,7.19,2.8,8.75,2.33
11,600095.SH,湘财股份,2020-07-10,—,—,证券Ⅲ,11.06,289.67,78.02,2.59,,316.23,203.39,93.12,-42.96,-34.25
12,000166.SZ,申万宏源,2015-01-26,—,—,证券Ⅲ,5.1,24.51,13.62,1.16,1.59,1277.04,108.22,101.32,55.22,44.44
13,000776.SZ,广发证券,2010-02-23,—,—,证券Ⅲ,21.47,17.43,12.17,1.3,2.33,1679.99,61.64,48.31,41.04,34.38
14,000686.SZ,东北证券,2007-07-03,—,—,证券Ⅲ,9.1,24.38,14.52,1.08,1.87,212.98,125.21,225.9,38.83,31.66
15,600909.SH,华安证券,2016-12-13,—,—,证券Ⅲ,6.6,20.79,14.68,1.33,2.12,308.78,64.71,44.94,67.32,43.09
16,600061.SH,国投资本,2025-08-13,—,—,证券Ⅲ,7.62,18.08,14.05,0.9,1.67,487.22,37.12,35.96,-11.19,5.72
17,601377.SH,兴业证券,2010-10-21,—,—,证券Ⅲ,6.9,27.54,17.71,1.07,2.17,595.88,90.98,41.24,39.96,28.8
18,601878.SH,浙商证券,2017-07-03,—,—,证券Ⅲ,10.71,25.36,19.14,1.35,1.57,489.85,49.57,46.49,66.73,-23.66
19,000783.SZ,长江证券,2007-07-03,—,—,证券Ⅲ,8.02,24.17,11.75,1.25,1.87,443.51,135.2,120.76,76.66,64.79
20,600030.SH,中信证券,2003-01-06,—,—,证券Ⅲ,28.29,19.32,13.95,1.47,0.99,4192.73,37.86,29.8,32.7,20.44
21,600369.SH,西南证券,2007-07-03,—,—,证券Ⅲ,4.65,44.18,33.51,1.2,1.83,309.0,46.11,24.36,42.75,26.23
22,002945.SZ,华林证券,2019-01-24,—,—,证券Ⅲ,20.75,158.64,114.08,7.78,0.19,560.25,45.66,172.72,18.08,35.15
23,601236.SH,红塔证券,2019-07-12,—,—,证券Ⅲ,8.25,50.93,39.85,1.59,1.85,389.13,32.59,49.25,8.46,15.69
24,002939.SZ,长城证券,2018-11-02,—,—,证券Ⅲ,9.83,25.1,16.44,1.27,1.71,396.58,75.83,91.92,44.61,44.24
25,002673.SZ,西部证券,2012-05-10,—,—,证券Ⅲ,7.96,25.35,18.55,1.2,1.25,355.78,70.63,20.09,-2.17,-16.23
26,601211.SH,国泰海通,2025-03-18,—,—,证券Ⅲ,20.15,27.27,13.89,1.14,2.12,3552.23,131.8,213.74,101.6,77.71
27,601066.SH,中信建投,2018-06-27,—,—,证券Ⅲ,24.58,26.4,19.04,2.37,1.34,1906.6,64.95,57.77,31.25,19.93
28,002926.SZ,华西证券,2018-02-12,—,—,证券Ⅲ,9.06,32.67,15.51,0.98,1.38,237.82,316.89,1195.02,56.52,46.72
29,601162.SH,天风证券,2018-10-26,—,—,证券Ⅲ,4.16,,63.51,1.54,,419.08,128.55,109.69,57.53,69.16
30,600109.SH,国金证券,2007-07-03,—,—,证券Ⅲ,9.24,20.5,13.82,0.98,1.29,342.38,90.27,144.19,43.36,44.28
31,600999.SH,招商证券,2009-11-24,—,—,证券Ⅲ,17.0,14.23,12.02,1.22,2.92,1478.41,24.08,9.23,27.76,9.64
32,601696.SH,中银证券,2020-03-04,—,—,证券Ⅲ,13.75,42.14,34.73,2.05,0.28,381.98,29.28,33.13,26.95,20.79
33,601881.SH,中国银河,2017-02-06,—,—,证券Ⅲ,15.37,16.75,11.97,1.45,2.09,1680.62,57.51,47.86,44.39,37.71
34,601990.SH,南京证券,2018-06-21,—,—,证券Ⅲ,7.94,34.88,28.66,1.53,1.37,349.33,31.18,13.65,12.72,-5.96
35,601788.SH,光大证券,2009-08-26,—,—,证券Ⅲ,16.95,25.55,20.96,1.21,1.29,781.53,34.55,21.03,27.83,22.49
36,000750.SZ,国海证券,2011-08-10,—,—,证券Ⅲ,4.23,63.06,35.25,1.2,0.99,270.14,282.96,159.26,24.22,15.48
37,601555.SH,东吴证券,2011-12-19,—,—,证券Ⅲ,9.49,19.93,13.59,1.13,3.95,471.53,60.23,65.76,35.45,33.63
38,601375.SH,中原证券,2017-01-10,—,—,证券Ⅲ,4.41,83.28,43.37,1.43,0.57,204.75,138.68,29.34,11.38,-23.14
39,002736.SZ,国信证券,2015-01-07,—,—,证券Ⅲ,12.55,15.64,10.3,1.32,2.62,1285.34,87.28,71.0,69.41,51.84
40,600864.SH,哈投股份,2017-07-03,—,—,证券Ⅲ,6.57,39.91,22.02,1.03,0.76,136.69,104.66,233.08,-8.13,-5.31
