序号,股票代码,股票简称,纳入时间,申万1级,申万2级,申万3级,价格,市盈率,市盈率ttm,市净率,股息率,市值,归母净利润同比增长(09-30),归母净利润同比增长(06-30),营业收入同比增长(09-30),营业收入同比增长(06-30)
1,002572.SZ,索菲亚,2011-04-19,—,—,定制家居,15.08,10.59,12.84,2.02,6.63,145.23,-26.05,-43.43,-8.46,-7.68
2,603326.SH,我乐家居,2017-06-23,—,—,定制家居,10.2,26.8,18.23,2.84,6.4,32.56,70.92,103.18,2.18,1.8
3,603216.SH,梦天家居,2021-12-22,—,—,定制家居,43.66,158.71,126.85,5.43,0.46,97.23,37.6,41.72,-2.93,-2.2
4,002853.SZ,皮阿诺,2017-03-17,—,—,定制家居,32.8,,,6.44,,60.0,-191.47,-381.84,-37.27,-40.65
5,301227.SZ,森鹰窗业,2022-10-10,—,—,定制家居,34.98,,,2.03,,33.31,37.42,-2625.13,16.4,3.89
6,603801.SH,志邦家居,2017-07-07,—,—,定制家居,9.75,10.99,14.48,1.28,6.18,42.35,-34.94,-7.21,-16.36,-14.14
7,603208.SH,江山欧派,2017-02-17,—,—,定制家居,15.0,24.41,,2.21,1.26,26.58,-125.37,-90.39,-43.11,-39.82
8,603898.SH,好莱客,2015-03-03,—,—,定制家居,16.08,62.18,239.42,1.59,0.49,50.06,-65.53,-45.12,-12.38,-10.09
9,300616.SZ,尚品宅配,2017-03-14,—,—,定制家居,14.8,,,1.06,5.64,33.23,30.38,23.83,-6.66,-9.24
10,300749.SZ,顶固集创,2018-10-09,—,—,定制家居,18.77,,,6.79,,38.51,222.32,307.76,-13.48,-14.95
11,603180.SH,金牌家居,2017-05-19,—,—,定制家居,20.99,16.25,22.42,1.17,1.85,32.38,-45.87,-8.37,-2.01,-3.37
12,605268.SH,王力安防,2021-03-03,—,—,定制家居,11.22,36.07,28.26,2.98,1.78,50.08,47.66,23.95,11.44,10.47
13,603833.SH,欧派家居,2017-04-06,—,—,定制家居,61.25,14.36,15.54,2.05,6.04,373.11,-9.77,2.88,-4.79,-3.98
